strategy_id,date,day_index,residual_window_days,validation_window_days,window_start,window_end,common_start_state_kWh,candidate_theta,window_cost_yuan,window_end_state_kWh,valuation_score_yuan,rank,selected,residual_days_min,residual_days_max,fallback_days,solver_failures,tied_within_tolerance
B_adaptive,2025-04-20,109,28,14,95,108,10800.0,base,488636.753800292,9845.294738518516,489493.1774590221,4,0,28,28,0,0,0
B_adaptive,2025-04-20,109,28,14,95,108,10800.0,0.50,503933.462697658,9532.117322592589,505070.823897219,5,0,28,28,0,0,0
B_adaptive,2025-04-20,109,28,14,95,108,10800.0,0.65,458993.65250077745,10800.0,458993.65250077745,2,0,28,28,0,0,0
B_adaptive,2025-04-20,109,28,14,95,108,10800.0,0.80,452180.688255652,10800.0,452180.688255652,1,1,28,28,0,0,1
B_adaptive,2025-04-20,109,28,14,95,108,10800.0,0.90,484480.33228336996,10800.0,484480.33228336996,3,0,28,28,0,0,0
B_adaptive,2025-04-21,110,28,14,96,109,10800.0,base,485744.34845069377,9809.527702962961,486632.85712737474,4,0,28,28,0,0,0
B_adaptive,2025-04-21,110,28,14,96,109,10800.0,0.50,505241.51576934825,9493.75293146319,506413.29195910733,5,0,28,28,0,0,0
B_adaptive,2025-04-21,110,28,14,96,109,10800.0,0.65,455523.9691467764,10800.0,455523.9691467764,2,0,28,28,0,0,0
B_adaptive,2025-04-21,110,28,14,96,109,10800.0,0.80,448695.8120774143,10800.0,448695.8120774143,1,1,28,28,0,0,1
B_adaptive,2025-04-21,110,28,14,96,109,10800.0,0.90,480677.7401813849,10800.0,480677.7401813849,3,0,28,28,0,0,0
B_adaptive,2025-04-22,111,28,14,97,110,10800.0,base,484893.9808794935,9884.43871537037,485715.2902163221,4,0,28,28,0,0,0
B_adaptive,2025-04-22,111,28,14,97,110,10800.0,0.50,504609.5051929067,9584.600756851853,505699.7858361908,5,0,28,28,0,0,0
B_adaptive,2025-04-22,111,28,14,97,110,10800.0,0.65,454646.8320939073,10800.0,454646.8320939073,2,0,28,28,0,0,0
B_adaptive,2025-04-22,111,28,14,97,110,10800.0,0.80,447803.92694402393,10800.0,447803.92694402393,1,1,28,28,0,0,1
B_adaptive,2025-04-22,111,28,14,97,110,10800.0,0.90,479670.61866996274,10800.0,479670.61866996274,3,0,28,28,0,0,0
B_adaptive,2025-04-23,112,28,14,98,111,10800.0,base,499453.94801763014,9755.262345555555,500391.1357346476,4,0,28,28,0,0,0
B_adaptive,2025-04-23,112,28,14,98,111,10800.0,0.50,518507.9345417104,9473.758238518516,519697.6470818572,5,0,28,28,0,0,0
B_adaptive,2025-04-23,112,28,14,98,111,10800.0,0.65,460522.7325569644,10633.835751851853,460671.7911189004,2,0,28,28,0,0,0
B_adaptive,2025-04-23,112,28,14,98,111,10800.0,0.80,443117.56662989594,10800.0,443117.56662989594,1,1,28,28,0,0,1
B_adaptive,2025-04-23,112,28,14,98,111,10800.0,0.90,475128.9739107695,10800.0,475128.9739107695,3,0,28,28,0,0,0
B_adaptive,2025-04-24,113,28,14,99,112,10800.0,base,471193.7289768083,9885.549990185182,472014.0414383905,3,0,28,28,0,0,0
B_adaptive,2025-04-24,113,28,14,99,112,10800.0,0.50,486473.6529690307,9580.089359798816,487567.9805861045,5,0,28,28,0,0,0
B_adaptive,2025-04-24,113,28,14,99,112,10800.0,0.65,446057.82549355546,10800.0,446057.82549355546,2,0,28,28,0,0,0
B_adaptive,2025-04-24,113,28,14,99,112,10800.0,0.80,440690.2785416269,10800.0,440690.2785416269,1,1,28,28,0,0,1
B_adaptive,2025-04-24,113,28,14,99,112,10800.0,0.90,472353.8972122805,10800.0,472353.8972122805,4,0,28,28,0,0,0
B_adaptive,2025-04-25,114,28,14,100,113,10800.0,base,463910.16986060754,9910.082906851858,464708.47493299993,3,0,28,28,0,0,0
B_adaptive,2025-04-25,114,28,14,100,113,10800.0,0.50,479285.15473401116,9566.808461296298,480391.3960548694,5,0,28,28,0,0,0
B_adaptive,2025-04-25,114,28,14,100,113,10800.0,0.65,439279.10255256266,10800.0,439279.10255256266,2,0,28,28,0,0,0
B_adaptive,2025-04-25,114,28,14,100,113,10800.0,0.80,434907.55136065907,10800.0,434907.55136065907,1,1,28,28,0,0,1
B_adaptive,2025-04-25,114,28,14,100,113,10800.0,0.90,466002.7557227792,10800.0,466002.7557227792,4,0,28,28,0,0,0
B_adaptive,2025-04-26,115,28,14,101,114,10800.0,base,463111.43939371477,9909.13735388889,463910.5926796457,3,0,28,28,0,0,0
B_adaptive,2025-04-26,115,28,14,101,114,10800.0,0.50,478280.55778820306,9553.255617222225,479398.95676313154,5,0,28,28,0,0,0
B_adaptive,2025-04-26,115,28,14,101,114,10800.0,0.65,437696.325622336,10789.085462222225,437706.11656908586,2,0,28,28,0,0,0
B_adaptive,2025-04-26,115,28,14,101,114,10800.0,0.80,433274.53582797904,10800.0,433274.53582797904,1,1,28,28,0,0,1
B_adaptive,2025-04-26,115,28,14,101,114,10800.0,0.90,464364.0985741975,10800.0,464364.0985741975,4,0,28,28,0,0,0
B_adaptive,2025-04-27,116,28,14,102,115,10800.0,base,464794.07023926545,9825.222551481478,465668.49976488925,4,0,28,28,0,0,0
B_adaptive,2025-04-27,116,28,14,102,115,10800.0,0.50,479817.1470309778,9443.942201666661,481033.6062126272,5,0,28,28,0,0,0
B_adaptive,2025-04-27,116,28,14,102,115,10800.0,0.65,437570.14891265414,10732.598012222224,437630.6122402457,2,0,28,28,0,0,0
B_adaptive,2025-04-27,116,28,14,102,115,10800.0,0.80,431728.86668065237,10800.0,431728.86668065237,1,1,28,28,0,0,1
B_adaptive,2025-04-27,116,28,14,102,115,10800.0,0.90,462888.12894153415,10800.0,462888.12894153415,3,0,28,28,0,0,0
B_adaptive,2025-04-28,117,28,14,103,116,10800.0,base,466561.01868694974,9769.815036851847,467485.15183139156,4,0,28,28,0,0,0
B_adaptive,2025-04-28,117,28,14,103,116,10800.0,0.50,479599.46900685364,9402.59757425925,480853.0166162112,5,0,28,28,0,0,0
B_adaptive,2025-04-28,117,28,14,103,116,10800.0,0.65,437145.99865936337,10754.637617222224,437186.69123684743,2,0,28,28,0,0,0
B_adaptive,2025-04-28,117,28,14,103,116,10800.0,0.80,427026.7921775177,10800.0,427026.7921775177,1,1,28,28,0,0,1
B_adaptive,2025-04-28,117,28,14,103,116,10800.0,0.90,457825.9728595511,10800.0,457825.9728595511,3,0,28,28,0,0,0
B_adaptive,2025-04-29,118,28,14,104,117,10800.0,base,501585.5989029389,9703.86983518518,502568.88855689805,4,0,28,28,0,0,0
B_adaptive,2025-04-29,118,28,14,104,117,10800.0,0.50,517378.90596857906,9363.033758591671,518667.94451858016,5,0,28,28,0,0,0
B_adaptive,2025-04-29,118,28,14,104,117,10800.0,0.65,457732.7640782103,10794.033467222223,457738.116389586,3,0,28,28,0,0,0
B_adaptive,2025-04-29,118,28,14,104,117,10800.0,0.80,429385.54744195036,10800.0,429385.54744195036,1,1,28,28,0,0,1
B_adaptive,2025-04-29,118,28,14,104,117,10800.0,0.90,455702.0980716223,10800.0,455702.0980716223,2,0,28,28,0,0,0
B_adaptive,2025-04-30,119,28,14,105,118,10800.0,base,500050.41360948584,9917.83949518518,500841.7605912217,4,0,28,28,0,0,0
B_adaptive,2025-04-30,119,28,14,105,118,10800.0,0.50,515433.9323597564,9566.836193591671,516540.148803205,5,0,28,28,0,0,0
B_adaptive,2025-04-30,119,28,14,105,118,10800.0,0.65,457866.025884753,10800.0,457866.025884753,2,0,28,28,0,0,0
B_adaptive,2025-04-30,119,28,14,105,118,10800.0,0.80,432392.04665320023,10800.0,432392.04665320023,1,1,28,28,0,0,1
B_adaptive,2025-04-30,119,28,14,105,118,10800.0,0.90,459027.84484935703,10800.0,459027.84484935703,3,0,28,28,0,0,0
B_adaptive,2025-05-01,120,28,14,106,119,10800.0,base,470398.674559918,9824.54404592592,471273.7127427199,4,0,28,28,0,0,0
B_adaptive,2025-05-01,120,28,14,106,119,10800.0,0.50,484403.0170878245,9539.372677777777,485533.86983070907,5,0,28,28,0,0,0
B_adaptive,2025-05-01,120,28,14,106,119,10800.0,0.65,443102.51586081897,10800.0,443102.51586081897,2,0,28,28,0,0,0
B_adaptive,2025-05-01,120,28,14,106,119,10800.0,0.80,431052.6321645749,10800.0,431052.6321645749,1,1,28,28,0,0,1
B_adaptive,2025-05-01,120,28,14,106,119,10800.0,0.90,457684.5859744007,10800.0,457684.5859744007,3,0,28,28,0,0,0
B_adaptive,2025-05-02,121,28,14,107,120,10800.0,base,483855.66017946147,9014.538398148145,485457.3184286338,4,0,28,28,0,0,0
B_adaptive,2025-05-02,121,28,14,107,120,10800.0,0.50,502043.10548136476,8705.837845925927,503921.6852759111,5,0,28,28,0,0,0
B_adaptive,2025-05-02,121,28,14,107,120,10800.0,0.65,454293.4337620862,10153.657844999998,454873.2385830187,2,0,28,28,0,0,0
B_adaptive,2025-05-02,121,28,14,107,120,10800.0,0.80,439208.1456769175,10278.706489444441,439675.7749166364,1,1,28,28,0,0,1
B_adaptive,2025-05-02,121,28,14,107,120,10800.0,0.90,461489.75782224134,10413.137868888887,461836.7946461886,3,0,28,28,0,0,0
B_adaptive,2025-05-03,122,28,14,108,121,10800.0,base,497786.50211446756,8420.418822037032,499921.11863005464,4,0,28,28,0,0,0
B_adaptive,2025-05-03,122,28,14,108,121,10800.0,0.50,516475.84577400173,8105.889440711021,518892.6126184928,5,0,28,28,0,0,0
B_adaptive,2025-05-03,122,28,14,108,121,10800.0,0.65,464064.0690460572,9714.463499814812,465037.85559430666,2,0,28,28,0,0,0
B_adaptive,2025-05-03,122,28,14,108,121,10800.0,0.80,446449.9392621323,9975.85173444444,447189.24604235037,1,1,28,28,0,0,1
B_adaptive,2025-05-03,122,28,14,108,121,10800.0,0.90,465496.6493867277,10204.934088888886,466030.45656821167,3,0,28,28,0,0,0
B_adaptive,2025-05-04,123,28,14,109,122,10800.0,base,506085.4498878538,8133.928342777777,508477.0642794742,4,0,28,28,0,0,0
B_adaptive,2025-05-04,123,28,14,109,122,10800.0,0.50,524866.1521481122,7902.158133888883,527465.6772932287,5,0,28,28,0,0,0
B_adaptive,2025-05-04,123,28,14,109,122,10800.0,0.65,471498.7622141475,9507.151008703699,472658.5195842842,3,0,28,28,0,0,0
B_adaptive,2025-05-04,123,28,14,109,122,10800.0,0.80,452051.22185017273,9864.176370925921,452890.7076356538,1,1,28,28,0,0,1
B_adaptive,2025-05-04,123,28,14,109,122,10800.0,0.90,469514.3107621584,10173.220098888885,470076.5671545607,2,0,28,28,0,0,0
B_adaptive,2025-05-05,124,28,14,110,123,10800.0,base,516680.2725625751,7594.453955185182,519555.8254506654,4,0,28,28,0,0,0
B_adaptive,2025-05-05,124,28,14,110,123,10800.0,0.50,530454.5470816168,7412.076693518509,533493.7025054921,5,0,28,28,0,0,0
B_adaptive,2025-05-05,124,28,14,110,123,10800.0,0.65,480700.4478010989,9139.39147629629,482190.10590289027,3,0,28,28,0,0,0
B_adaptive,2025-05-05,124,28,14,110,123,10800.0,0.80,459256.4448519313,9615.863096666662,460318.68143960484,1,1,28,28,0,0,1
B_adaptive,2025-05-05,124,28,14,110,123,10800.0,0.90,472804.4976800081,10007.163419999999,473515.7161387448,2,0,28,28,0,0,0
B_adaptive,2025-05-06,125,28,14,111,124,10800.0,base,550589.1279838606,7081.332589444445,553924.9792437628,4,0,28,28,0,0,0
B_adaptive,2025-05-06,125,28,14,111,124,10800.0,0.50,568289.5361089911,6998.17519351851,571699.9841728943,5,0,28,28,0,0,0
B_adaptive,2025-05-06,125,28,14,111,124,10800.0,0.65,497972.1564940497,8769.240591111102,499793.8605037902,3,0,28,28,0,0,0
B_adaptive,2025-05-06,125,28,14,111,124,10800.0,0.80,465160.64317882736,9392.053242592587,466423.6496394861,1,1,28,28,0,0,1
B_adaptive,2025-05-06,125,28,14,111,124,10800.0,0.90,473347.405970953,10123.524368333332,473954.24219453754,2,0,28,28,0,0,0
B_adaptive,2025-05-07,126,28,14,112,125,10800.0,base,539504.5301498652,6460.217170839046,543397.5564466687,4,0,28,28,0,0,0
B_adaptive,2025-05-07,126,28,14,112,125,10800.0,0.50,554215.2008590673,6481.800765822336,558088.865472082,5,0,28,28,0,0,0
B_adaptive,2025-05-07,126,28,14,112,125,10800.0,0.65,496971.1061514545,8167.168715370361,499332.902082172,3,0,28,28,0,0,0
B_adaptive,2025-05-07,126,28,14,112,125,10800.0,0.80,474055.63995537034,8942.82041092592,475721.6332234136,1,1,28,28,0,0,1
B_adaptive,2025-05-07,126,28,14,112,125,10800.0,0.90,478230.1434825137,9897.011739629628,479040.1741180804,2,0,28,28,0,0,0
B_adaptive,2025-05-08,127,28,14,113,126,10800.0,base,568702.606587089,5876.258625283489,573119.4761413973,4,0,28,28,0,0,0
B_adaptive,2025-05-08,127,28,14,113,126,10800.0,0.50,585371.7770521824,5988.7669183333255,589687.7204171641,5,0,28,28,0,0,0
B_adaptive,2025-05-08,127,28,14,113,126,10800.0,0.65,512698.67800166714,7850.992546666657,515344.1015210546,3,0,28,28,0,0,0
B_adaptive,2025-05-08,127,28,14,113,126,10800.0,0.80,483228.4457209255,8801.737100925922,485020.9985560005,2,0,28,28,0,0,0
B_adaptive,2025-05-08,127,28,14,113,126,10800.0,0.90,480525.3903020645,10115.039079629627,481139.83830102114,1,1,28,28,0,0,1
B_adaptive,2025-05-09,128,28,14,114,127,10800.0,base,580467.0166076348,5939.168832962951,584827.452210643,4,0,28,28,0,0,0
B_adaptive,2025-05-09,128,28,14,114,127,10800.0,0.50,599789.3064146711,6175.705860489249,603937.5551630423,5,0,28,28,0,0,0
B_adaptive,2025-05-09,128,28,14,114,127,10800.0,0.65,517125.0443571491,8287.022959629623,519379.3243721969,3,0,28,28,0,0,0
B_adaptive,2025-05-09,128,28,14,114,127,10800.0,0.80,488356.5740379994,9650.3201037037,489387.90077608253,2,0,28,28,0,0,0
B_adaptive,2025-05-09,128,28,14,114,127,10800.0,0.90,486568.36265019357,10800.0,486568.36265019357,1,1,28,28,0,0,1
B_adaptive,2025-05-10,129,28,14,115,128,10800.0,base,585574.8033377506,6486.666000370362,589444.103565085,4,0,28,28,0,0,0
B_adaptive,2025-05-10,129,28,14,115,128,10800.0,0.50,604490.2956700478,6729.55034962963,608141.7151425217,5,0,28,28,0,0,0
B_adaptive,2025-05-10,129,28,14,115,128,10800.0,0.65,519590.7507823637,8922.964259814808,521274.55612107314,3,0,28,28,0,0,0
B_adaptive,2025-05-10,129,28,14,115,128,10800.0,0.80,491456.0907286579,10800.0,491456.0907286579,2,0,28,28,0,0,0
B_adaptive,2025-05-10,129,28,14,115,128,10800.0,0.90,490792.46912356524,10800.0,490792.46912356524,1,1,28,28,0,0,1
B_adaptive,2025-05-11,130,28,14,116,129,10800.0,base,585672.5921869995,6493.904063888879,589535.3994692432,4,0,28,28,0,0,0
B_adaptive,2025-05-11,130,28,14,116,129,10800.0,0.50,604938.9094065444,7017.774626296294,608331.7756903885,5,0,28,28,0,0,0
B_adaptive,2025-05-11,130,28,14,116,129,10800.0,0.65,521786.709184377,9702.374806111105,522771.3399624728,3,0,28,28,0,0,0
B_adaptive,2025-05-11,130,28,14,116,129,10800.0,0.80,495602.47238257295,10800.0,495602.47238257295,1,1,28,28,0,0,1
B_adaptive,2025-05-11,130,28,14,116,129,10800.0,0.90,495981.70311886026,10800.0,495981.70311886026,2,0,28,28,0,0,0
B_adaptive,2025-05-12,131,28,14,117,130,10800.0,base,584172.1338328178,6486.434083148138,588041.6421027848,4,0,28,28,0,0,0
B_adaptive,2025-05-12,131,28,14,117,130,10800.0,0.50,600887.3005600893,7168.684531851851,604144.7922747664,5,0,28,28,0,0,0
B_adaptive,2025-05-12,131,28,14,117,130,10800.0,0.65,525851.4059168793,10162.878777407399,526422.9390491684,3,0,28,28,0,0,0
B_adaptive,2025-05-12,131,28,14,117,130,10800.0,0.80,505600.1808219329,10800.0,505600.1808219329,1,1,28,28,0,0,1
B_adaptive,2025-05-12,131,28,14,117,130,10800.0,0.90,507525.9121456861,10800.0,507525.9121456861,2,0,28,28,0,0,0
B_adaptive,2025-05-13,132,28,14,118,131,10800.0,base,553810.4409490074,6613.3790711111005,557566.0725122724,4,0,28,28,0,0,0
B_adaptive,2025-05-13,132,28,14,118,131,10800.0,0.50,566982.9833165335,7385.523140740742,570045.9587524479,5,0,28,28,0,0,0
B_adaptive,2025-05-13,132,28,14,118,131,10800.0,0.65,506868.88321505324,10572.575857407408,507072.89530563337,2,0,28,28,0,0,0
B_adaptive,2025-05-13,132,28,14,118,131,10800.0,0.80,506252.4823294813,10800.0,506252.4823294813,1,1,28,28,0,0,1
B_adaptive,2025-05-13,132,28,14,118,131,10800.0,0.90,513559.3413792192,10800.0,513559.3413792192,3,0,28,28,0,0,0
B_adaptive,2025-05-14,133,28,14,119,132,10800.0,base,560185.0161878407,6811.46009074073,563762.9580719968,4,0,28,28,0,0,0
B_adaptive,2025-05-14,133,28,14,119,132,10800.0,0.50,574428.982057065,7659.989242777778,577245.7461513354,5,0,28,28,0,0,0
B_adaptive,2025-05-14,133,28,14,119,132,10800.0,0.65,505849.0862043753,10800.0,505849.0862043753,2,0,28,28,0,0,0
B_adaptive,2025-05-14,133,28,14,119,132,10800.0,0.80,505669.66272114904,10800.0,505669.66272114904,1,1,28,28,0,0,1
B_adaptive,2025-05-14,133,28,14,119,132,10800.0,0.90,513251.9372583277,10800.0,513251.9372583277,3,0,28,28,0,0,0
B_adaptive,2025-05-15,134,28,14,120,133,10800.0,base,562463.9713916208,6833.322731481477,566022.3012724413,4,0,28,28,0,0,0
B_adaptive,2025-05-15,134,28,14,120,133,10800.0,0.50,573861.9285030303,7811.154123731133,576543.0893010367,5,0,28,28,0,0,0
B_adaptive,2025-05-15,134,28,14,120,133,10800.0,0.65,509982.3963534063,10800.0,509982.3963534063,1,1,28,28,0,0,1
B_adaptive,2025-05-15,134,28,14,120,133,10800.0,0.80,510872.29668086674,10800.0,510872.29668086674,2,0,28,28,0,0,0
B_adaptive,2025-05-15,134,28,14,120,133,10800.0,0.90,519580.796413096,10800.0,519580.796413096,3,0,28,28,0,0,0
B_adaptive,2025-05-16,135,28,14,121,134,10278.706489444441,base,552409.7530442763,7146.5422711111005,555219.4783572445,4,0,28,28,0,0,0
B_adaptive,2025-05-16,135,28,14,121,134,10278.706489444441,0.50,558113.3539537669,8186.924941111102,559989.7982127079,5,0,28,28,0,0,0
B_adaptive,2025-05-16,135,28,14,121,134,10278.706489444441,0.65,498439.53727006505,10800.0,497971.90803034615,1,1,28,28,0,0,1
B_adaptive,2025-05-16,135,28,14,121,134,10278.706489444441,0.80,502912.0252765774,10800.0,502444.3960368585,2,0,28,28,0,0,0
B_adaptive,2025-05-16,135,28,14,121,134,10278.706489444441,0.90,516538.0703691899,10800.0,516070.441129471,3,0,28,28,0,0,0
B_adaptive,2025-05-17,136,28,14,122,135,9975.85173444444,base,539197.7893855447,6928.070723342461,541931.8182736705,4,0,28,28,0,0,0
B_adaptive,2025-05-17,136,28,14,122,135,9975.85173444444,0.50,543948.830258332,8198.324326111102,545543.3710951296,5,0,28,28,0,0,0
B_adaptive,2025-05-17,136,28,14,122,135,9975.85173444444,0.65,490232.9344298622,10800.0,489493.6276496441,1,1,28,28,0,0,1
B_adaptive,2025-05-17,136,28,14,122,135,9975.85173444444,0.80,497882.75855421927,10800.0,497143.4517740012,2,0,28,28,0,0,0
B_adaptive,2025-05-17,136,28,14,122,135,9975.85173444444,0.90,515763.9057785665,10800.0,515024.5989983484,3,0,28,28,0,0,0
B_adaptive,2025-05-18,137,28,14,123,136,9864.176370925921,base,535994.6865150495,7123.708734999985,538453.0382326772,4,0,28,28,0,0,0
B_adaptive,2025-05-18,137,28,14,123,136,9864.176370925921,0.50,539560.266576173,8483.359657455412,540798.9358801957,5,0,28,28,0,0,0
B_adaptive,2025-05-18,137,28,14,123,136,9864.176370925921,0.65,484846.31466932275,10800.0,484006.8288838417,1,1,28,28,0,0,1
B_adaptive,2025-05-18,137,28,14,123,136,9864.176370925921,0.80,494609.7435657171,10800.0,493770.257780236,2,0,28,28,0,0,0
B_adaptive,2025-05-18,137,28,14,123,136,9864.176370925921,0.90,515032.5178918537,10800.0,514193.03210637264,3,0,28,28,0,0,0
B_adaptive,2025-05-19,138,28,14,124,137,9615.863096666662,base,526864.769513791,7553.853852962951,528714.5063614623,4,0,28,28,0,0,0
B_adaptive,2025-05-19,138,28,14,124,137,9615.863096666662,0.50,531408.8234229002,9136.48198981481,531838.85490803,5,0,28,28,0,0,0
B_adaptive,2025-05-19,138,28,14,124,137,9615.863096666662,0.65,479806.4049872564,10800.0,478744.16839958285,1,1,28,28,0,0,1
B_adaptive,2025-05-19,138,28,14,124,137,9615.863096666662,0.80,492214.99347578763,10800.0,491152.7568881141,2,0,28,28,0,0,0
B_adaptive,2025-05-19,138,28,14,124,137,9615.863096666662,0.90,517329.96178130276,10800.0,516267.7251936292,3,0,28,28,0,0,0
B_adaptive,2025-05-20,139,28,14,125,138,9392.053242592587,base,494905.39332854934,7625.287147037022,496490.28066993464,4,0,28,28,0,0,0
B_adaptive,2025-05-20,139,28,14,125,138,9392.053242592587,0.50,494679.82047606754,9300.285487962954,494762.1412501789,3,0,28,28,0,0,0
B_adaptive,2025-05-20,139,28,14,125,138,9392.053242592587,0.65,464558.22460664215,10800.0,463295.2181459834,1,1,28,28,0,0,1
B_adaptive,2025-05-20,139,28,14,125,138,9392.053242592587,0.80,488968.3496132109,10800.0,487705.34315255214,2,0,28,28,0,0,0
B_adaptive,2025-05-20,139,28,14,125,138,9392.053242592587,0.90,520210.6980577418,10800.0,518947.69159708306,5,0,28,28,0,0,0
B_adaptive,2025-05-21,140,28,14,126,139,8942.82041092592,base,515504.8481262937,7705.867352962956,516614.4637389008,3,0,28,28,0,0,0
B_adaptive,2025-05-21,140,28,14,126,139,8942.82041092592,0.50,516953.41869751125,9484.805850018281,516467.22764834325,4,0,28,28,0,0,0
B_adaptive,2025-05-21,140,28,14,126,139,8942.82041092592,0.65,470896.3365095684,10800.0,469230.3432415251,1,1,28,28,0,0,1
B_adaptive,2025-05-21,140,28,14,126,139,8942.82041092592,0.80,482971.9940595727,10800.0,481306.0007915294,2,0,28,28,0,0,0
B_adaptive,2025-05-21,140,28,14,126,139,8942.82041092592,0.90,519151.92641069426,10800.0,517485.933142651,5,0,28,28,0,0,0
B_adaptive,2025-05-22,141,28,14,127,140,8801.737100925922,base,490844.4701454303,7935.893518333328,491621.1799414371,4,0,28,28,0,0,0
B_adaptive,2025-05-22,141,28,14,127,140,8801.737100925922,0.50,489234.93716766464,9608.382732777773,488511.33122224733,3,0,28,28,0,0,0
B_adaptive,2025-05-22,141,28,14,127,140,8801.737100925922,0.65,458327.85064587987,10800.0,456535.2978108049,1,1,28,28,0,0,1
B_adaptive,2025-05-22,141,28,14,127,140,8801.737100925922,0.80,477820.72092031053,10800.0,476028.1680852356,2,0,28,28,0,0,0
B_adaptive,2025-05-22,141,28,14,127,140,8801.737100925922,0.90,522049.2254477652,10800.0,520256.67261269025,5,0,28,28,0,0,0
B_adaptive,2025-05-23,142,28,14,128,141,10305.12446222222,base,483195.81099630316,9385.106782187926,484021.11796738725,3,0,28,28,0,0,0
B_adaptive,2025-05-23,142,28,14,128,141,10305.12446222222,0.50,483227.8212086052,10798.971944444445,482784.8125810806,4,0,28,28,0,0,0
B_adaptive,2025-05-23,142,28,14,128,141,10305.12446222222,0.65,456109.443751285,10800.0,455665.5129008129,1,1,28,28,0,0,1
B_adaptive,2025-05-23,142,28,14,128,141,10305.12446222222,0.80,475514.16443983425,10800.0,475070.2335893621,2,0,28,28,0,0,0
B_adaptive,2025-05-23,142,28,14,128,141,10305.12446222222,0.90,519795.3056549172,10800.0,519351.3748044451,5,0,28,28,0,0,0
B_adaptive,2025-05-24,143,28,14,129,142,10800.0,base,483309.9356229493,9938.904671851844,484082.38597092754,4,0,28,28,0,0,0
B_adaptive,2025-05-24,143,28,14,129,142,10800.0,0.50,482594.85015865485,10800.0,482594.85015865485,3,0,28,28,0,0,0
B_adaptive,2025-05-24,143,28,14,129,142,10800.0,0.65,456177.43991108955,10800.0,456177.43991108955,1,1,28,28,0,0,1
B_adaptive,2025-05-24,143,28,14,129,142,10800.0,0.80,475589.7703588435,10800.0,475589.7703588435,2,0,28,28,0,0,0
B_adaptive,2025-05-24,143,28,14,129,142,10800.0,0.90,519691.71808349143,10800.0,519691.71808349143,5,0,28,28,0,0,0
B_adaptive,2025-05-25,144,28,14,130,143,10800.0,base,483593.4419616692,10033.939753703706,484280.6405614995,4,0,28,28,0,0,0
B_adaptive,2025-05-25,144,28,14,130,143,10800.0,0.50,482490.54033703776,10800.0,482490.54033703776,3,0,28,28,0,0,0
B_adaptive,2025-05-25,144,28,14,130,143,10800.0,0.65,455788.5244738295,10800.0,455788.5244738295,1,1,28,28,0,0,1
B_adaptive,2025-05-25,144,28,14,130,143,10800.0,0.80,475211.0984874318,10800.0,475211.0984874318,2,0,28,28,0,0,0
B_adaptive,2025-05-25,144,28,14,130,143,10800.0,0.90,519083.558031113,10800.0,519083.558031113,5,0,28,28,0,0,0
B_adaptive,2025-05-26,145,28,14,131,144,10800.0,base,482859.56600742217,10040.434226296298,483540.9387045329,4,0,28,28,0,0,0
B_adaptive,2025-05-26,145,28,14,131,144,10800.0,0.50,481375.4450644644,10800.0,481375.4450644644,3,0,28,28,0,0,0
B_adaptive,2025-05-26,145,28,14,131,144,10800.0,0.65,450659.94450475625,10800.0,450659.94450475625,1,1,28,28,0,0,1
B_adaptive,2025-05-26,145,28,14,131,144,10800.0,0.80,469704.90497691877,10800.0,469704.90497691877,2,0,28,28,0,0,0
B_adaptive,2025-05-26,145,28,14,131,144,10800.0,0.90,513340.21077131643,10800.0,513340.21077131643,5,0,28,28,0,0,0
B_adaptive,2025-05-27,146,28,14,132,145,10800.0,base,510970.756578966,9931.869701296298,511749.51768636424,4,0,28,28,0,0,0
B_adaptive,2025-05-27,146,28,14,132,145,10800.0,0.50,512553.6466138925,10691.512094999998,512650.9662917834,5,0,28,28,0,0,0
B_adaptive,2025-05-27,146,28,14,132,145,10800.0,0.65,463109.5767853847,10800.0,463109.5767853847,1,1,28,28,0,0,1
B_adaptive,2025-05-27,146,28,14,132,145,10800.0,0.80,465957.7749749228,10800.0,465957.7749749228,2,0,28,28,0,0,0
B_adaptive,2025-05-27,146,28,14,132,145,10800.0,0.90,509433.24197800923,10800.0,509433.24197800923,3,0,28,28,0,0,0
B_adaptive,2025-05-28,147,28,14,133,146,10800.0,base,501029.3423447079,9847.139447592594,501884.11119691475,3,0,28,28,0,0,0
B_adaptive,2025-05-28,147,28,14,133,146,10800.0,0.50,501652.79175193276,10800.0,501652.79175193276,4,0,28,28,0,0,0
B_adaptive,2025-05-28,147,28,14,133,146,10800.0,0.65,464894.5152698307,10800.0,464894.5152698307,1,1,28,28,0,0,1
B_adaptive,2025-05-28,147,28,14,133,146,10800.0,0.80,467766.5119803816,10800.0,467766.5119803816,2,0,28,28,0,0,0
B_adaptive,2025-05-28,147,28,14,133,146,10800.0,0.90,512005.3754058035,10800.0,512005.3754058035,5,0,28,28,0,0,0
B_adaptive,2025-05-29,148,28,14,134,147,10800.0,base,516440.7113058901,9980.537331707817,517175.814845052,4,0,28,28,0,0,0
B_adaptive,2025-05-29,148,28,14,134,147,10800.0,0.50,519081.1866293503,10800.0,519081.1866293503,5,0,28,28,0,0,0
B_adaptive,2025-05-29,148,28,14,134,147,10800.0,0.65,462616.7686802559,10800.0,462616.7686802559,1,1,28,28,0,0,1
B_adaptive,2025-05-29,148,28,14,134,147,10800.0,0.80,465221.0207838308,10800.0,465221.0207838308,2,0,28,28,0,0,0
