start_time,end_time,load_kW,pv_kW,price_yuan_kWh
2025-04-30 18:10:00,2025-04-30 18:20:00,4225.0583,324.4844,1.2281
2025-04-30 18:20:00,2025-04-30 18:30:00,4308.07,103.6125,1.2501
2025-04-30 18:30:00,2025-04-30 18:40:00,4245.6864,11.7699,1.2685
2025-04-30 18:40:00,2025-04-30 18:50:00,4065.6082,0.0,1.2666
2025-04-30 18:50:00,2025-04-30 19:00:00,3986.32,0.0,1.2658
2025-04-30 19:00:00,2025-04-30 19:10:00,4247.1582,0.5695,1.2966
2025-04-30 19:10:00,2025-04-30 19:20:00,4430.5527,0.0,1.3036
2025-04-30 19:20:00,2025-04-30 19:30:00,4383.18,0.0,1.2881
2025-04-30 19:30:00,2025-04-30 19:40:00,4341.0336,0.0409,1.3073
2025-04-30 19:40:00,2025-04-30 19:50:00,4372.8455,0.0,1.3303
2025-04-30 19:50:00,2025-04-30 20:00:00,4448.55,0.0,1.3318
2025-04-30 20:00:00,2025-04-30 20:10:00,4481.0299,0.0029,1.3133
2025-04-30 20:10:00,2025-04-30 20:20:00,4372.9944,0.0,1.2743
2025-04-30 20:20:00,2025-04-30 20:30:00,4230.58,0.0,1.2609
2025-04-30 20:30:00,2025-04-30 20:40:00,4283.6169,0.0,1.3065
2025-04-30 20:40:00,2025-04-30 20:50:00,4437.9033,0.0,1.2148
2025-04-30 20:50:00,2025-04-30 21:00:00,4579.24,0.0,1.0041
2025-04-30 21:00:00,2025-04-30 21:10:00,4640.9075,0.0,0.9076
2025-04-30 21:10:00,2025-04-30 21:20:00,4506.6473,0.0,0.9299
2025-04-30 21:20:00,2025-04-30 21:30:00,4356.87,0.0,0.9967
2025-04-30 21:30:00,2025-04-30 21:40:00,4416.1629,0.0,0.9915
2025-04-30 21:40:00,2025-04-30 21:50:00,3906.0225,0.0,0.7233
2025-04-30 21:50:00,2025-04-30 22:00:00,3140.52,0.0,0.3938
2025-04-30 22:00:00,2025-04-30 22:10:00,3267.3147,0.0,0.4214
2025-04-30 22:10:00,2025-04-30 22:20:00,3424.812,0.0,0.466
2025-04-30 22:20:00,2025-04-30 22:30:00,3221.68,0.0,0.3936
2025-04-30 22:30:00,2025-04-30 22:40:00,3143.8478,0.0,0.3958
2025-04-30 22:40:00,2025-04-30 22:50:00,3232.9183,0.0,0.3755
2025-04-30 22:50:00,2025-04-30 23:00:00,3320.5,0.0,0.3282
2025-04-30 23:00:00,2025-04-30 23:10:00,3249.233,0.0,0.3666
2025-04-30 23:10:00,2025-04-30 23:20:00,3245.6711,0.0,0.3996
2025-04-30 23:20:00,2025-04-30 23:30:00,3349.79,0.0,0.3945
2025-04-30 23:30:00,2025-04-30 23:40:00,3407.8539,0.0,0.41
2025-04-30 23:40:00,2025-04-30 23:50:00,3606.5014,0.0,0.4283
2025-04-30 23:50:00,2025-05-01 00:00:00,3791.19,0.0,0.4474
2025-05-01 00:00:00,2025-05-01 00:10:00,3587.1893,0.0,0.4868
2025-05-01 00:10:00,2025-05-01 00:20:00,3436.1989,0.0,0.5095
2025-05-01 00:20:00,2025-05-01 00:30:00,3525.12,0.0,0.4845
2025-05-01 00:30:00,2025-05-01 00:40:00,3603.2309,0.0,0.4217
2025-05-01 00:40:00,2025-05-01 00:50:00,3533.0955,0.0,0.411
2025-05-01 00:50:00,2025-05-01 01:00:00,3421.83,0.0,0.437
2025-05-01 01:00:00,2025-05-01 01:10:00,3465.8096,0.0,0.4002
2025-05-01 01:10:00,2025-05-01 01:20:00,3394.3864,0.0,0.3628
2025-05-01 01:20:00,2025-05-01 01:30:00,3283.84,0.0,0.3566
2025-05-01 01:30:00,2025-05-01 01:40:00,3476.4776,0.0,0.3561
2025-05-01 01:40:00,2025-05-01 01:50:00,3541.3856,0.0,0.3923
2025-05-01 01:50:00,2025-05-01 02:00:00,3456.26,0.0,0.4612
2025-05-01 02:00:00,2025-05-01 02:10:00,3621.878,0.0,0.5085
2025-05-01 02:10:00,2025-05-01 02:20:00,3720.0669,0.0,0.4832
2025-05-01 02:20:00,2025-05-01 02:30:00,3629.97,0.0,0.4191
2025-05-01 02:30:00,2025-05-01 02:40:00,3551.6116,0.0,0.4017
2025-05-01 02:40:00,2025-05-01 02:50:00,3442.5767,0.0,0.3923
2025-05-01 02:50:00,2025-05-01 03:00:00,3398.8,0.0,0.3878
2025-05-01 03:00:00,2025-05-01 03:10:00,3598.7264,0.0,0.4298
2025-05-01 03:10:00,2025-05-01 03:20:00,3751.0302,0.0,0.4679
2025-05-01 03:20:00,2025-05-01 03:30:00,3738.11,0.0,0.4614
2025-05-01 03:30:00,2025-05-01 03:40:00,3724.5062,0.0,0.4241
2025-05-01 03:40:00,2025-05-01 03:50:00,3818.7227,0.0055,0.4472
2025-05-01 03:50:00,2025-05-01 04:00:00,3861.64,0.0,0.4942
2025-05-01 04:00:00,2025-05-01 04:10:00,3619.1899,0.0,0.4463
2025-05-01 04:10:00,2025-05-01 04:20:00,3536.8964,0.0762,0.4364
2025-05-01 04:20:00,2025-05-01 04:30:00,3728.52,0.0,0.4912
2025-05-01 04:30:00,2025-05-01 04:40:00,3824.9159,0.0,0.4941
2025-05-01 04:40:00,2025-05-01 04:50:00,3567.8125,1.0616,0.4427
2025-05-01 04:50:00,2025-05-01 05:00:00,3297.34,0.0,0.4023
2025-05-01 05:00:00,2025-05-01 05:10:00,3597.0769,0.0,0.443
2025-05-01 05:10:00,2025-05-01 05:20:00,3792.8722,19.2548,0.4995
2025-05-01 05:20:00,2025-05-01 05:30:00,3550.64,120.6375,0.4693
2025-05-01 05:30:00,2025-05-01 05:40:00,3299.379,324.086,0.3498
2025-05-01 05:40:00,2025-05-01 05:50:00,3822.8292,578.0016,0.526
2025-05-01 05:50:00,2025-05-01 06:00:00,4740.31,828.2625,0.8996
2025-05-01 06:00:00,2025-05-01 06:10:00,4854.508,1049.0564,0.9605
2025-05-01 06:10:00,2025-05-01 06:20:00,4665.4804,1259.8886,0.8635
2025-05-01 06:20:00,2025-05-01 06:30:00,4668.14,1477.2,0.8025
2025-05-01 06:30:00,2025-05-01 06:40:00,4836.8147,1713.0962,0.8093
2025-05-01 06:40:00,2025-05-01 06:50:00,4854.0279,2014.4211,0.8085
2025-05-01 06:50:00,2025-05-01 07:00:00,4739.71,2328.6,0.7842
2025-05-01 07:00:00,2025-05-01 07:10:00,4798.9228,2574.4334,0.7873
2025-05-01 07:10:00,2025-05-01 07:20:00,4860.62,2972.8069,0.7981
2025-05-01 07:20:00,2025-05-01 07:30:00,4751.27,3447.0,0.7654
2025-05-01 07:30:00,2025-05-01 07:40:00,4622.1741,3657.9161,0.7005
2025-05-01 07:40:00,2025-05-01 07:50:00,5371.2189,3716.4962,0.8911
2025-05-01 07:50:00,2025-05-01 08:00:00,6517.46,3902.0625,1.1859
2025-05-01 08:00:00,2025-05-01 08:10:00,6599.8613,4405.0631,1.1267
2025-05-01 08:10:00,2025-05-01 08:20:00,6453.5681,4868.1283,1.0432
2025-05-01 08:20:00,2025-05-01 08:30:00,6594.03,5131.125,1.1007
2025-05-01 08:30:00,2025-05-01 08:40:00,6683.355,5361.6671,1.1263
2025-05-01 08:40:00,2025-05-01 08:50:00,6620.967,5692.1894,1.0654
2025-05-01 08:50:00,2025-05-01 09:00:00,6534.06,6080.4375,0.982
2025-05-01 09:00:00,2025-05-01 09:10:00,6616.25,6389.8436,0.9746
2025-05-01 09:10:00,2025-05-01 09:20:00,6698.4213,6745.9742,0.946
2025-05-01 09:20:00,2025-05-01 09:30:00,6639.67,7126.2375,0.8851
2025-05-01 09:30:00,2025-05-01 09:40:00,6475.2627,7381.1112,0.8828
2025-05-01 09:40:00,2025-05-01 09:50:00,6447.7452,7703.1319,0.8957
2025-05-01 09:50:00,2025-05-01 10:00:00,6512.04,8097.0,0.8786
2025-05-01 10:00:00,2025-05-01 10:10:00,6408.8758,8353.9456,0.8343
2025-05-01 10:10:00,2025-05-01 10:20:00,6361.0045,8512.0574,0.8185
2025-05-01 10:20:00,2025-05-01 10:30:00,6404.48,8625.6,0.8303
2025-05-01 10:30:00,2025-05-01 10:40:00,6340.8554,8716.0959,0.7926
2025-05-01 10:40:00,2025-05-01 10:50:00,6274.8424,8859.218,0.6131
2025-05-01 10:50:00,2025-05-01 11:00:00,6333.08,8936.4375,0.4325
2025-05-01 11:00:00,2025-05-01 11:10:00,6491.0965,8750.1484,0.4891
2025-05-01 11:10:00,2025-05-01 11:20:00,6374.3932,8603.9496,0.4845
2025-05-01 11:20:00,2025-05-01 11:30:00,6097.16,8574.675,0.3967
2025-05-01 11:30:00,2025-05-01 11:40:00,6125.5369,8512.4145,0.4809
2025-05-01 11:40:00,2025-05-01 11:50:00,6058.388,8752.34,0.4681
2025-05-01 11:50:00,2025-05-01 12:00:00,5889.9,9177.7875,0.3405
2025-05-01 12:00:00,2025-05-01 12:10:00,6033.496,9235.0962,0.3721
2025-05-01 12:10:00,2025-05-01 12:20:00,6122.8403,8943.6534,0.4626
2025-05-01 12:20:00,2025-05-01 12:30:00,5980.23,8768.9625,0.4641
2025-05-01 12:30:00,2025-05-01 12:40:00,5832.7536,9133.8584,0.3679
2025-05-01 12:40:00,2025-05-01 12:50:00,5949.0376,9151.3116,0.4997
2025-05-01 12:50:00,2025-05-01 13:00:00,6236.39,8669.7,0.7805
2025-05-01 13:00:00,2025-05-01 13:10:00,6334.7915,8377.6977,0.8044
2025-05-01 13:10:00,2025-05-01 13:20:00,6285.6928,8084.1931,0.7923
2025-05-01 13:20:00,2025-05-01 13:30:00,6260.52,7902.375,0.8394
2025-05-01 13:30:00,2025-05-01 13:40:00,6370.5096,8219.4436,0.8108
2025-05-01 13:40:00,2025-05-01 13:50:00,6394.8928,8401.5672,0.7991
2025-05-01 13:50:00,2025-05-01 14:00:00,6280.6,8162.775,0.8374
2025-05-01 14:00:00,2025-05-01 14:10:00,6193.4369,7797.2544,0.8624
2025-05-01 14:10:00,2025-05-01 14:20:00,6170.0732,7479.9515,0.8993
2025-05-01 14:20:00,2025-05-01 14:30:00,6195.92,7261.9875,0.936
2025-05-01 14:30:00,2025-05-01 14:40:00,6251.3622,7062.8493,0.9097
2025-05-01 14:40:00,2025-05-01 14:50:00,6352.9721,6642.6807,0.7984
2025-05-01 14:50:00,2025-05-01 15:00:00,6331.43,6130.0125,0.6729
2025-05-01 15:00:00,2025-05-01 15:10:00,6026.3148,5896.6007,0.652
2025-05-01 15:10:00,2025-05-01 15:20:00,6053.5823,5672.955,0.7181
2025-05-01 15:20:00,2025-05-01 15:30:00,6322.6,5363.85,0.7654
2025-05-01 15:30:00,2025-05-01 15:40:00,6153.7293,5113.5651,0.701
2025-05-01 15:40:00,2025-05-01 15:50:00,6088.5127,4685.2196,0.6849
2025-05-01 15:50:00,2025-05-01 16:00:00,6207.95,4130.3625,0.7393
2025-05-01 16:00:00,2025-05-01 16:10:00,6042.5728,3772.3189,0.7418
2025-05-01 16:10:00,2025-05-01 16:20:00,5999.927,3479.8401,0.7891
2025-05-01 16:20:00,2025-05-01 16:30:00,6165.94,3188.1375,0.8787
2025-05-01 16:30:00,2025-05-01 16:40:00,6201.0805,2978.1043,0.9001
2025-05-01 16:40:00,2025-05-01 16:50:00,6251.895,2778.5825,0.9308
2025-05-01 16:50:00,2025-05-01 17:00:00,6372.33,2539.05,0.9791
2025-05-01 17:00:00,2025-05-01 17:10:00,6436.2481,2259.1203,0.9727
2025-05-01 17:10:00,2025-05-01 17:20:00,6476.9973,1901.0747,0.9862
2025-05-01 17:20:00,2025-05-01 17:30:00,6551.93,1526.925,1.0204
2025-05-01 17:30:00,2025-05-01 17:40:00,6567.3309,1260.3457,1.0188
2025-05-01 17:40:00,2025-05-01 17:50:00,5945.4452,1035.2768,1.1295
2025-05-01 17:50:00,2025-05-01 18:00:00,5058.95,794.775,1.3058
2025-05-01 18:00:00,2025-05-01 18:10:00,4931.4787,543.4557,1.3366
2025-05-01 18:10:00,2025-05-01 18:20:00,4938.5574,301.9428,1.3359
2025-05-01 18:20:00,2025-05-01 18:30:00,4783.39,112.35,1.3561
2025-05-01 18:30:00,2025-05-01 18:40:00,4767.1497,17.9978,1.3301
2025-05-01 18:40:00,2025-05-01 18:50:00,4603.9771,0.0,1.2941
2025-05-01 18:50:00,2025-05-01 19:00:00,4467.17,0.0,1.296
2025-05-01 19:00:00,2025-05-01 19:10:00,4816.8277,0.9934,1.3422
2025-05-01 19:10:00,2025-05-01 19:20:00,4852.9427,0.0,1.3397
2025-05-01 19:20:00,2025-05-01 19:30:00,4577.11,0.0,1.299
2025-05-01 19:30:00,2025-05-01 19:40:00,4777.1857,0.0713,1.3165
2025-05-01 19:40:00,2025-05-01 19:50:00,4917.6889,0.0,1.3245
2025-05-01 19:50:00,2025-05-01 20:00:00,4691.64,0.0,1.282
2025-05-01 20:00:00,2025-05-01 20:10:00,4406.3804,0.0051,1.226
2025-05-01 20:10:00,2025-05-01 20:20:00,4514.2528,0.0,1.222
2025-05-01 20:20:00,2025-05-01 20:30:00,4915.99,0.0,1.2894
2025-05-01 20:30:00,2025-05-01 20:40:00,5086.4612,0.0,1.3606
2025-05-01 20:40:00,2025-05-01 20:50:00,5114.2648,0.0,1.2429
2025-05-01 20:50:00,2025-05-01 21:00:00,5040.16,0.0,1.0129
2025-05-01 21:00:00,2025-05-01 21:10:00,4792.0254,0.0,0.9521
2025-05-01 21:10:00,2025-05-01 21:20:00,4664.3725,0.0,0.9689
2025-05-01 21:20:00,2025-05-01 21:30:00,4761.39,0.0,0.9919
2025-05-01 21:30:00,2025-05-01 21:40:00,4822.1281,0.0,1.0051
2025-05-01 21:40:00,2025-05-01 21:50:00,4305.6777,0.0,0.7662
2025-05-01 21:50:00,2025-05-01 22:00:00,3594.91,0.0,0.4272
2025-05-01 22:00:00,2025-05-01 22:10:00,3637.4007,0.0,0.4152
2025-05-01 22:10:00,2025-05-01 22:20:00,3716.9005,0.0,0.4629
2025-05-01 22:20:00,2025-05-01 22:30:00,3598.99,0.0,0.4317
2025-05-01 22:30:00,2025-05-01 22:40:00,3766.2205,0.0,0.4447
2025-05-01 22:40:00,2025-05-01 22:50:00,3942.7332,0.0,0.4469
2025-05-01 22:50:00,2025-05-01 23:00:00,3844.05,0.0,0.4275
2025-05-01 23:00:00,2025-05-01 23:10:00,3518.726,0.0,0.4474
2025-05-01 23:10:00,2025-05-01 23:20:00,3549.3366,0.0,0.4855
2025-05-01 23:20:00,2025-05-01 23:30:00,3870.95,0.0,0.4949
2025-05-01 23:30:00,2025-05-01 23:40:00,3785.9715,0.0,0.4395
2025-05-01 23:40:00,2025-05-01 23:50:00,3199.4846,0.0,0.344
2025-05-01 23:50:00,2025-05-02 00:00:00,2577.89,0.0,0.2921
2025-05-02 00:00:00,2025-05-02 00:10:00,2519.1235,0.0,0.3549
2025-05-02 00:10:00,2025-05-02 00:20:00,2560.227,0.0,0.3835
2025-05-02 00:20:00,2025-05-02 00:30:00,2453.6,0.0,0.3358
2025-05-02 00:30:00,2025-05-02 00:40:00,2390.8136,0.0,0.311
2025-05-02 00:40:00,2025-05-02 00:50:00,2380.8368,0.0,0.3248
2025-05-02 00:50:00,2025-05-02 01:00:00,2397.73,0.0,0.3571
2025-05-02 01:00:00,2025-05-02 01:10:00,2441.739,0.0,0.3805
2025-05-02 01:10:00,2025-05-02 01:20:00,2549.5788,0.0,0.3904
2025-05-02 01:20:00,2025-05-02 01:30:00,2676.22,0.0,0.3834
2025-05-02 01:30:00,2025-05-02 01:40:00,2704.2041,0.0,0.3585
2025-05-02 01:40:00,2025-05-02 01:50:00,2596.0937,0.0,0.3418
2025-05-02 01:50:00,2025-05-02 02:00:00,2494.69,0.0,0.3285
2025-05-02 02:00:00,2025-05-02 02:10:00,2586.0885,0.0,0.3005
2025-05-02 02:10:00,2025-05-02 02:20:00,2606.8153,0.0,0.3307
2025-05-02 02:20:00,2025-05-02 02:30:00,2502.4,0.0,0.3924
2025-05-02 02:30:00,2025-05-02 02:40:00,2496.5773,0.0,0.3754
2025-05-02 02:40:00,2025-05-02 02:50:00,2626.0188,0.0,0.325
2025-05-02 02:50:00,2025-05-02 03:00:00,2711.01,0.0,0.3099
2025-05-02 03:00:00,2025-05-02 03:10:00,2548.4229,0.0,0.3546
2025-05-02 03:10:00,2025-05-02 03:20:00,2488.9677,0.0,0.3778
2025-05-02 03:20:00,2025-05-02 03:30:00,2641.76,0.0,0.3675
2025-05-02 03:30:00,2025-05-02 03:40:00,2767.0112,0.0,0.3811
2025-05-02 03:40:00,2025-05-02 03:50:00,2761.7004,0.004,0.3764
2025-05-02 03:50:00,2025-05-02 04:00:00,2671.97,0.0,0.3626
2025-05-02 04:00:00,2025-05-02 04:10:00,2641.2851,0.0,0.3924
2025-05-02 04:10:00,2025-05-02 04:20:00,2751.4845,0.0557,0.3871
2025-05-02 04:20:00,2025-05-02 04:30:00,2889.87,0.0,0.3546
2025-05-02 04:30:00,2025-05-02 04:40:00,2850.7304,0.0,0.384
2025-05-02 04:40:00,2025-05-02 04:50:00,2763.5247,0.7759,0.4109
2025-05-02 04:50:00,2025-05-02 05:00:00,2742.72,0.0,0.3932
2025-05-02 05:00:00,2025-05-02 05:10:00,2789.545,0.0,0.3562
2025-05-02 05:10:00,2025-05-02 05:20:00,2853.5518,15.0061,0.344
2025-05-02 05:20:00,2025-05-02 05:30:00,2834.31,113.3625,0.3337
2025-05-02 05:30:00,2025-05-02 05:40:00,2676.0953,329.3678,0.295
2025-05-02 05:40:00,2025-05-02 05:50:00,2640.5117,554.0016,0.4379
2025-05-02 05:50:00,2025-05-02 06:00:00,2746.29,756.3,0.692
2025-05-02 06:00:00,2025-05-02 06:10:00,2775.9985,1001.9164,0.7468
2025-05-02 06:10:00,2025-05-02 06:20:00,2844.3632,1281.4628,0.6948
2025-05-02 06:20:00,2025-05-02 06:30:00,2841.33,1548.225,0.6259
2025-05-02 06:30:00,2025-05-02 06:40:00,2588.223,1769.869,0.5496
2025-05-02 06:40:00,2025-05-02 06:50:00,2827.271,2036.6535,0.5758
2025-05-02 06:50:00,2025-05-02 07:00:00,3395.25,2375.8125,0.6483
2025-05-02 07:00:00,2025-05-02 07:10:00,3362.278,2725.4873,0.5996
2025-05-02 07:10:00,2025-05-02 07:20:00,3259.28,3043.6696,0.577
2025-05-02 07:20:00,2025-05-02 07:30:00,3336.02,3311.85,0.5939
2025-05-02 07:30:00,2025-05-02 07:40:00,3280.3699,3532.4925,0.5351
2025-05-02 07:40:00,2025-05-02 07:50:00,3165.487,3723.2291,0.6126
2025-05-02 07:50:00,2025-05-02 08:00:00,3107.37,3934.7625,0.7905
2025-05-02 08:00:00,2025-05-02 08:10:00,3113.2235,4205.0941,0.7999
2025-05-02 08:10:00,2025-05-02 08:20:00,3012.1536,4414.8518,0.7647
2025-05-02 08:20:00,2025-05-02 08:30:00,2912.48,4662.45,0.7516
2025-05-02 08:30:00,2025-05-02 08:40:00,3132.5333,5153.6829,0.7082
2025-05-02 08:40:00,2025-05-02 08:50:00,3536.3462,5515.0658,0.733
2025-05-02 08:50:00,2025-05-02 09:00:00,3823.93,5703.5625,0.796
2025-05-02 09:00:00,2025-05-02 09:10:00,3786.7748,6044.0467,0.752
2025-05-02 09:10:00,2025-05-02 09:20:00,3753.9586,6422.6298,0.6679
2025-05-02 09:20:00,2025-05-02 09:30:00,3827.38,6655.725,0.6326
2025-05-02 09:30:00,2025-05-02 09:40:00,3799.9371,6683.8762,0.6683
2025-05-02 09:40:00,2025-05-02 09:50:00,3680.9229,6752.3589,0.6658
2025-05-02 09:50:00,2025-05-02 10:00:00,3629.34,6936.225,0.622
2025-05-02 10:00:00,2025-05-02 10:10:00,3795.7711,7094.7099,0.6313
2025-05-02 10:10:00,2025-05-02 10:20:00,3938.2759,7204.5479,0.6301
2025-05-02 10:20:00,2025-05-02 10:30:00,3890.62,7209.15,0.6372
2025-05-02 10:30:00,2025-05-02 10:40:00,3730.8028,7098.2266,0.7097
2025-05-02 10:40:00,2025-05-02 10:50:00,3790.4266,7281.4931,0.5827
2025-05-02 10:50:00,2025-05-02 11:00:00,3917.49,7664.8875,0.3144
2025-05-02 11:00:00,2025-05-02 11:10:00,3642.299,7707.4723,0.2489
2025-05-02 11:10:00,2025-05-02 11:20:00,3389.1476,7519.5939,0.2602
2025-05-02 11:20:00,2025-05-02 11:30:00,3457.55,7399.275,0.2486
2025-05-02 11:30:00,2025-05-02 11:40:00,3726.4477,7527.5138,0.2528
2025-05-02 11:40:00,2025-05-02 11:50:00,3825.9099,7562.874,0.2702
2025-05-02 11:50:00,2025-05-02 12:00:00,3699.67,7449.3375,0.2789
2025-05-02 12:00:00,2025-05-02 12:10:00,3611.0517,7469.0741,0.2675
2025-05-02 12:10:00,2025-05-02 12:20:00,3611.9983,7587.2502,0.2934
2025-05-02 12:20:00,2025-05-02 12:30:00,3657.0,7574.925,0.3179
2025-05-02 12:30:00,2025-05-02 12:40:00,3667.4734,7244.632,0.2693
2025-05-02 12:40:00,2025-05-02 12:50:00,3597.9544,6997.5666,0.3817
2025-05-02 12:50:00,2025-05-02 13:00:00,3487.5,6965.475,0.6118
2025-05-02 13:00:00,2025-05-02 13:10:00,3438.5223,6939.9618,0.6656
2025-05-02 13:10:00,2025-05-02 13:20:00,3500.1352,7012.2687,0.66
2025-05-02 13:20:00,2025-05-02 13:30:00,3626.84,7100.55,0.6828
2025-05-02 13:30:00,2025-05-02 13:40:00,3696.6576,6998.3972,0.6901
2025-05-02 13:40:00,2025-05-02 13:50:00,3612.3465,6989.6819,0.657
2025-05-02 13:50:00,2025-05-02 14:00:00,3484.81,6987.15,0.6396
2025-05-02 14:00:00,2025-05-02 14:10:00,3517.0258,6573.6967,0.7146
2025-05-02 14:10:00,2025-05-02 14:20:00,3492.0743,5996.9892,0.7462
2025-05-02 14:20:00,2025-05-02 14:30:00,3452.34,5637.45,0.7374
2025-05-02 14:30:00,2025-05-02 14:40:00,3621.5129,5657.356,0.7923
2025-05-02 14:40:00,2025-05-02 14:50:00,3517.044,5526.355,0.6687
2025-05-02 14:50:00,2025-05-02 15:00:00,3260.48,5095.9125,0.4462
2025-05-02 15:00:00,2025-05-02 15:10:00,3461.2082,4730.8699,0.4688
2025-05-02 15:10:00,2025-05-02 15:20:00,3573.2056,4620.4331,0.5084
2025-05-02 15:20:00,2025-05-02 15:30:00,3479.97,4654.8,0.4586
2025-05-02 15:30:00,2025-05-02 15:40:00,3600.1227,4547.5201,0.4505
2025-05-02 15:40:00,2025-05-02 15:50:00,3605.9115,4301.9397,0.4899
2025-05-02 15:50:00,2025-05-02 16:00:00,3455.37,4004.9625,0.5337
2025-05-02 16:00:00,2025-05-02 16:10:00,3459.6372,3711.9537,0.5479
2025-05-02 16:10:00,2025-05-02 16:20:00,3440.876,3327.0526,0.5897
2025-05-02 16:20:00,2025-05-02 16:30:00,3550.46,2908.05,0.6566
2025-05-02 16:30:00,2025-05-02 16:40:00,4037.2752,2639.4067,0.6777
2025-05-02 16:40:00,2025-05-02 16:50:00,3784.8159,2447.3643,0.6368
2025-05-02 16:50:00,2025-05-02 17:00:00,2956.67,2221.125,0.5994
2025-05-02 17:00:00,2025-05-02 17:10:00,2887.3405,1912.2474,0.6509
2025-05-02 17:10:00,2025-05-02 17:20:00,3107.0242,1600.5985,0.6905
2025-05-02 17:20:00,2025-05-02 17:30:00,3083.71,1337.8875,0.6582
2025-05-02 17:30:00,2025-05-02 17:40:00,2831.9449,1110.914,0.6231
2025-05-02 17:40:00,2025-05-02 17:50:00,2893.5425,888.0373,0.8051
2025-05-02 17:50:00,2025-05-02 18:00:00,3209.73,669.15,1.1008
2025-05-02 18:00:00,2025-05-02 18:10:00,3194.4953,477.5041,1.1644
2025-05-02 18:10:00,2025-05-02 18:20:00,3054.7365,290.0231,1.115
2025-05-02 18:20:00,2025-05-02 18:30:00,2979.13,121.1625,1.1014
2025-05-02 18:30:00,2025-05-02 18:40:00,2929.8531,22.2208,1.1482
2025-05-02 18:40:00,2025-05-02 18:50:00,2866.242,0.0,1.1522
2025-05-02 18:50:00,2025-05-02 19:00:00,2871.31,0.0,1.1279
2025-05-02 19:00:00,2025-05-02 19:10:00,3044.2008,1.2732,1.1805
2025-05-02 19:10:00,2025-05-02 19:20:00,3081.0952,0.0,1.1905
2025-05-02 19:20:00,2025-05-02 19:30:00,3035.6,0.0,1.1417
2025-05-02 19:30:00,2025-05-02 19:40:00,3234.361,0.0914,1.1414
2025-05-02 19:40:00,2025-05-02 19:50:00,3278.4933,0.0,1.1476
2025-05-02 19:50:00,2025-05-02 20:00:00,3045.39,0.0,1.1277
2025-05-02 20:00:00,2025-05-02 20:10:00,2864.1938,0.0066,1.1022
2025-05-02 20:10:00,2025-05-02 20:20:00,3001.2039,0.0,1.1065
2025-05-02 20:20:00,2025-05-02 20:30:00,3269.65,0.0,1.1601
2025-05-02 20:30:00,2025-05-02 20:40:00,3254.3056,0.0,1.2187
2025-05-02 20:40:00,2025-05-02 20:50:00,3329.6055,0.0,1.076
2025-05-02 20:50:00,2025-05-02 21:00:00,3489.56,0.0,0.8248
2025-05-02 21:00:00,2025-05-02 21:10:00,3296.6588,0.0,0.7774
2025-05-02 21:10:00,2025-05-02 21:20:00,2923.2706,0.0,0.7794
2025-05-02 21:20:00,2025-05-02 21:30:00,2828.08,0.0,0.7919
2025-05-02 21:30:00,2025-05-02 21:40:00,3256.5346,0.0,0.8899
2025-05-02 21:40:00,2025-05-02 21:50:00,3154.4634,0.0,0.6879
2025-05-02 21:50:00,2025-05-02 22:00:00,2577.04,0.0,0.2948
2025-05-02 22:00:00,2025-05-02 22:10:00,2623.3627,0.0,0.2501
2025-05-02 22:10:00,2025-05-02 22:20:00,2844.7708,0.0,0.3713
2025-05-02 22:20:00,2025-05-02 22:30:00,2825.32,0.0,0.4183
2025-05-02 22:30:00,2025-05-02 22:40:00,2636.0117,0.0,0.3376
2025-05-02 22:40:00,2025-05-02 22:50:00,2544.1157,0.0,0.2965
2025-05-02 22:50:00,2025-05-02 23:00:00,2638.58,0.0,0.3602
2025-05-02 23:00:00,2025-05-02 23:10:00,2748.5999,0.0,0.4303
2025-05-02 23:10:00,2025-05-02 23:20:00,2580.1309,0.0,0.3867
2025-05-02 23:20:00,2025-05-02 23:30:00,2387.57,0.0,0.3023
2025-05-02 23:30:00,2025-05-02 23:40:00,2701.3053,0.0,0.357
2025-05-02 23:40:00,2025-05-02 23:50:00,2879.1009,0.0,0.3797
2025-05-02 23:50:00,2025-05-03 00:00:00,2676.09,0.0,0.3322
2025-05-03 00:00:00,2025-05-03 00:10:00,2474.8848,0.0,0.3441
2025-05-03 00:10:00,2025-05-03 00:20:00,2381.3108,0.0,0.3274
2025-05-03 00:20:00,2025-05-03 00:30:00,2441.44,0.0,0.2791
2025-05-03 00:30:00,2025-05-03 00:40:00,2619.8616,0.0,0.2976
2025-05-03 00:40:00,2025-05-03 00:50:00,2515.8743,0.0,0.3221
2025-05-03 00:50:00,2025-05-03 01:00:00,2298.01,0.0,0.3238
2025-05-03 01:00:00,2025-05-03 01:10:00,2543.7938,0.0,0.34
2025-05-03 01:10:00,2025-05-03 01:20:00,2840.1088,0.0,0.3753
2025-05-03 01:20:00,2025-05-03 01:30:00,2891.14,0.0,0.3929
2025-05-03 01:30:00,2025-05-03 01:40:00,2791.7079,0.0,0.3562
2025-05-03 01:40:00,2025-05-03 01:50:00,2703.2909,0.0,0.3549
2025-05-03 01:50:00,2025-05-03 02:00:00,2640.87,0.0,0.3815
2025-05-03 02:00:00,2025-05-03 02:10:00,2513.2129,0.0,0.343
2025-05-03 02:10:00,2025-05-03 02:20:00,2434.9609,0.0,0.3167
2025-05-03 02:20:00,2025-05-03 02:30:00,2447.54,0.0,0.3502
