bmi_group,q,bmi_used_for_conservative_group_decision,continuous_threshold_week,recommended_complete_week,status,bootstrap_replicate
36-<40,0.9,39.89611954,24.048384299957767,25.0,within_window,83
40+,0.9,46.875,28.69815218179798,,beyond_25_week_window,83
20-<28,0.9,27.97521095,17.93460468740445,18.0,within_window,84
28-<32,0.9,31.99217133,19.727453716225554,20.0,within_window,84
32-<36,0.9,35.9610279813552,21.498833097595593,22.0,within_window,84
36-<40,0.9,39.89611954,23.255142448906266,24.0,within_window,84
40+,0.9,46.875,26.369955111053958,,beyond_25_week_window,84
20-<28,0.9,27.97521095,13.216316948559108,14.0,within_window,85
28-<32,0.9,31.99217133,17.21829027410658,18.0,within_window,85
32-<36,0.9,35.9610279813552,21.172339343329707,22.0,within_window,85
36-<40,0.9,39.89611954,25.092749295514377,,beyond_25_week_window,85
40+,0.9,46.875,32.045591942945336,,beyond_25_week_window,85
20-<28,0.9,27.97521095,16.75269938063328,17.0,within_window,86
28-<32,0.9,31.99217133,18.236489630121596,19.0,within_window,86
32-<36,0.9,35.9610279813552,19.70251125936597,20.0,within_window,86
36-<40,0.9,39.89611954,21.156060693070103,22.0,within_window,86
40+,0.9,46.875,23.733928981353426,24.0,within_window,86
20-<28,0.9,27.97521095,17.439498490897336,18.0,within_window,87
28-<32,0.9,31.99217133,19.336687815864497,20.0,within_window,87
32-<36,0.9,35.9610279813552,21.21115800201953,22.0,within_window,87
36-<40,0.9,39.89611954,23.069681111931132,24.0,within_window,87
40+,0.9,46.875,26.36576976016766,,beyond_25_week_window,87
20-<28,0.9,27.97521095,14.622638617407555,15.0,within_window,88
28-<32,0.9,31.99217133,17.84824085397493,18.0,within_window,88
32-<36,0.9,35.9610279813552,21.035215999402336,22.0,within_window,88
36-<40,0.9,39.89611954,24.195077917846767,25.0,within_window,88
40+,0.9,46.875,29.799089481563595,,beyond_25_week_window,88
20-<28,0.9,27.97521095,16.645999326758595,17.0,within_window,89
28-<32,0.9,31.99217133,18.443591632394764,19.0,within_window,89
32-<36,0.9,35.9610279813552,20.219657489098346,21.0,within_window,89
36-<40,0.9,39.89611954,21.980613445500815,22.0,within_window,89
40+,0.9,46.875,25.1036668565605,,beyond_25_week_window,89
20-<28,0.9,27.97521095,14.430366388870738,15.0,within_window,90
28-<32,0.9,31.99217133,17.740437486679127,18.0,within_window,90
32-<36,0.9,35.9610279813552,21.010869965526588,22.0,within_window,90
36-<40,0.9,39.89611954,24.25347920318601,25.0,within_window,90
40+,0.9,46.875,30.004243044602273,,beyond_25_week_window,90
20-<28,0.9,27.97521095,14.96346777583518,15.0,within_window,91
28-<32,0.9,31.99217133,17.7451196283062,18.0,within_window,91
32-<36,0.9,35.9610279813552,20.493460764903144,21.0,within_window,91
36-<40,0.9,39.89611954,23.218420358292853,24.0,within_window,91
40+,0.9,46.875,28.051133136936883,,beyond_25_week_window,91
20-<28,0.9,27.97521095,14.107917475915261,15.0,within_window,92
28-<32,0.9,31.99217133,18.504344574499765,19.0,within_window,92
32-<36,0.9,35.9610279813552,22.84812377115078,23.0,within_window,92
36-<40,0.9,39.89611954,27.154948217310025,,beyond_25_week_window,92
40+,0.9,46.875,34.793096535846814,,beyond_25_week_window,92
20-<28,0.9,27.97521095,15.214915834187167,16.0,within_window,93
28-<32,0.9,31.99217133,18.162016326082615,19.0,within_window,93
32-<36,0.9,35.9610279813552,21.07382482877724,22.0,within_window,93
36-<40,0.9,39.89611954,23.960861087804453,24.0,within_window,93
40+,0.9,46.875,29.08101665093837,,beyond_25_week_window,93
20-<28,0.9,27.97521095,17.88089641184934,18.0,within_window,94
28-<32,0.9,31.99217133,20.20504919385007,21.0,within_window,94
32-<36,0.9,35.9610279813552,22.501369882880436,23.0,within_window,94
36-<40,0.9,39.89611954,24.778154597757784,25.0,within_window,94
40+,0.9,46.875,28.816029732677464,,beyond_25_week_window,94
20-<28,0.9,27.97521095,18.526865775961884,19.0,within_window,95
28-<32,0.9,31.99217133,20.630618114311282,21.0,within_window,95
32-<36,0.9,35.9610279813552,22.70917768946499,23.0,within_window,95
36-<40,0.9,39.89611954,24.770053895597243,25.0,within_window,95
40+,0.9,46.875,28.425015532730924,,beyond_25_week_window,95
20-<28,0.9,27.97521095,15.584078740310096,16.0,within_window,96
28-<32,0.9,31.99217133,18.395136344802967,19.0,within_window,96
32-<36,0.9,35.9610279813552,21.17253109494341,22.0,within_window,96
36-<40,0.9,39.89611954,23.926297127931807,24.0,within_window,96
40+,0.9,46.875,28.810098094853394,,beyond_25_week_window,96
20-<28,0.9,27.97521095,15.322306767198661,16.0,within_window,97
28-<32,0.9,31.99217133,19.014674066235003,20.0,within_window,97
32-<36,0.9,35.9610279813552,22.662824689524648,23.0,within_window,97
36-<40,0.9,39.89611954,26.279938630253632,,beyond_25_week_window,97
40+,0.9,46.875,32.69488614198082,,beyond_25_week_window,97
20-<28,0.9,27.97521095,15.06193343611776,16.0,within_window,98
28-<32,0.9,31.99217133,17.36411765203367,18.0,within_window,98
32-<36,0.9,35.9610279813552,19.638732851993105,20.0,within_window,98
36-<40,0.9,39.89611954,21.893996737492515,22.0,within_window,98
40+,0.9,46.875,25.893704705679138,,beyond_25_week_window,98
20-<28,0.9,27.97521095,19.934843461195662,20.0,within_window,99
28-<32,0.9,31.99217133,19.3932780130307,20.0,within_window,99
32-<36,0.9,35.9610279813552,18.858197895787,19.0,within_window,99
36-<40,0.9,39.89611954,18.327669978673804,19.0,within_window,99
40+,0.9,46.875,17.38677931347645,18.0,within_window,99
20-<28,0.9,27.97521095,14.686855113771673,15.0,within_window,100
28-<32,0.9,31.99217133,17.499345259080652,18.0,within_window,100
32-<36,0.9,35.9610279813552,20.27815539513693,21.0,within_window,100
36-<40,0.9,39.89611954,23.033324772629534,24.0,within_window,100
40+,0.9,46.875,27.919614569453316,,beyond_25_week_window,100
20-<28,0.9,27.97521095,18.5245300661621,19.0,within_window,101
28-<32,0.9,31.99217133,19.544277019828833,20.0,within_window,101
32-<36,0.9,35.9610279813552,20.55181234427717,21.0,within_window,101
36-<40,0.9,39.89611954,21.550776050592766,22.0,within_window,101
40+,0.9,46.875,23.322437061869476,24.0,within_window,101
20-<28,0.9,27.97521095,16.511539962191957,17.0,within_window,102
28-<32,0.9,31.99217133,18.425572316920647,19.0,within_window,102
32-<36,0.9,35.9610279813552,20.31668383492223,21.0,within_window,102
36-<40,0.9,39.89611954,22.19170670036207,23.0,within_window,102
40+,0.9,46.875,25.517057646498078,,beyond_25_week_window,102
20-<28,0.9,27.97521095,14.71097654109346,15.0,within_window,103
28-<32,0.9,31.99217133,17.52084506887629,18.0,within_window,103
32-<36,0.9,35.9610279813552,20.297064981686216,21.0,within_window,103
36-<40,0.9,39.89611954,23.049666172285935,24.0,within_window,103
40+,0.9,46.875,27.931401292539363,,beyond_25_week_window,103
20-<28,0.9,27.97521095,17.678918069029187,18.0,within_window,104
28-<32,0.9,31.99217133,19.440352644879653,20.0,within_window,104
32-<36,0.9,35.9610279813552,21.180693766265357,22.0,within_window,104
36-<40,0.9,39.89611954,22.906228915938463,23.0,within_window,104
40+,0.9,46.875,25.966463566042528,,beyond_25_week_window,104
20-<28,0.9,27.97521095,14.14251910988062,15.0,within_window,105
28-<32,0.9,31.99217133,16.454423106196014,17.0,within_window,105
32-<36,0.9,35.9610279813552,18.738641690664856,19.0,within_window,105
36-<40,0.9,39.89611954,21.003427259771687,22.0,within_window,105
40+,0.9,46.875,25.020021923142856,,beyond_25_week_window,105
20-<28,0.9,27.97521095,12.042490179309022,13.0,within_window,106
28-<32,0.9,31.99217133,16.61499435622023,17.0,within_window,106
32-<36,0.9,35.9610279813552,21.132742080653465,22.0,within_window,106
36-<40,0.9,39.89611954,25.612055015383323,,beyond_25_week_window,106
40+,0.9,46.875,33.556111474689004,,beyond_25_week_window,106
20-<28,0.9,27.97521095,19.743510404861922,20.0,within_window,107
28-<32,0.9,31.99217133,18.855715034162653,19.0,within_window,107
32-<36,0.9,35.9610279813552,17.97855115184372,18.0,within_window,107
36-<40,0.9,39.89611954,17.10884975114367,18.0,within_window,107
40+,0.9,46.875,15.566435293709674,16.0,within_window,107
20-<28,0.9,27.97521095,17.062838799728276,18.0,within_window,108
28-<32,0.9,31.99217133,18.294954409497084,19.0,within_window,108
32-<36,0.9,35.9610279813552,19.512315242184584,20.0,within_window,108
36-<40,0.9,39.89611954,20.719319363862212,21.0,within_window,108
40+,0.9,46.875,22.85993981814623,23.0,within_window,108
20-<28,0.9,27.97521095,16.673828749320133,17.0,within_window,109
28-<32,0.9,31.99217133,19.171233731989286,20.0,within_window,109
32-<36,0.9,35.9610279813552,21.638731899495255,22.0,within_window,109
36-<40,0.9,39.89611954,24.08523779852004,25.0,within_window,109
40+,0.9,46.875,28.424113262921903,,beyond_25_week_window,109
20-<28,0.9,27.97521095,16.39214110739448,17.0,within_window,110
28-<32,0.9,31.99217133,21.45734637322881,22.0,within_window,110
32-<36,0.9,35.9610279813552,26.461895014006288,,beyond_25_week_window,110
36-<40,0.9,39.89611954,31.42386740079589,,beyond_25_week_window,110
40+,0.9,46.875,40.22391985628471,,beyond_25_week_window,110
20-<28,0.9,27.97521095,19.13468100501731,20.0,within_window,111
28-<32,0.9,31.99217133,19.918069661458503,20.0,within_window,111
32-<36,0.9,35.9610279813552,20.692077116247702,21.0,within_window,111
36-<40,0.9,39.89611954,21.45949969388832,22.0,within_window,111
40+,0.9,46.875,22.820522773489394,23.0,within_window,111
20-<28,0.9,27.97521095,16.702908758342026,17.0,within_window,112
28-<32,0.9,31.99217133,20.867255752435153,21.0,within_window,112
32-<36,0.9,35.9610279813552,24.981734040134256,25.0,within_window,112
36-<40,0.9,39.89611954,29.061208357409868,,beyond_25_week_window,112
40+,0.9,46.875,36.29615147769432,,beyond_25_week_window,112
20-<28,0.9,27.97521095,14.697709468395816,15.0,within_window,113
28-<32,0.9,31.99217133,18.3136309690516,19.0,within_window,113
32-<36,0.9,35.9610279813552,21.88625124434941,22.0,within_window,113
36-<40,0.9,39.89611954,25.42847741237371,,beyond_25_week_window,113
40+,0.9,46.875,31.710611543310925,,beyond_25_week_window,113
20-<28,0.9,27.97521095,14.626173625919028,15.0,within_window,114
28-<32,0.9,31.99217133,18.883118765629867,19.0,within_window,114
32-<36,0.9,35.9610279813552,23.08908632167421,24.0,within_window,114
36-<40,0.9,39.89611954,27.25927156131307,,beyond_25_week_window,114
40+,0.9,46.875,34.655090400536956,,beyond_25_week_window,114
20-<28,0.9,27.97521095,19.603053407309915,20.0,within_window,115
28-<32,0.9,31.99217133,21.101891812086173,22.0,within_window,115
32-<36,0.9,35.9610279813552,22.58278139260598,23.0,within_window,115
36-<40,0.9,39.89611954,24.05107228832243,25.0,within_window,115
40+,0.9,46.875,26.655084542929387,,beyond_25_week_window,115
20-<28,0.9,27.97521095,16.212032483984466,17.0,within_window,116
28-<32,0.9,31.99217133,18.619658552986248,19.0,within_window,116
32-<36,0.9,35.9610279813552,20.998452923353895,21.0,within_window,116
36-<40,0.9,39.89611954,23.357009673794657,24.0,within_window,116
40+,0.9,46.875,27.53990742195296,,beyond_25_week_window,116
20-<28,0.9,27.97521095,18.673720367538483,19.0,within_window,117
28-<32,0.9,31.99217133,21.18539212730041,22.0,within_window,117
32-<36,0.9,35.9610279813552,23.666986225012707,24.0,within_window,117
36-<40,0.9,39.89611954,26.12746813295866,,beyond_25_week_window,117
40+,0.9,46.875,30.491130033486627,,beyond_25_week_window,117
20-<28,0.9,27.97521095,12.324640867979392,13.0,within_window,118
28-<32,0.9,31.99217133,16.42352361608774,17.0,within_window,118
32-<36,0.9,35.9610279813552,20.473321602383756,21.0,within_window,118
36-<40,0.9,39.89611954,24.48866588664975,25.0,within_window,118
40+,0.9,46.875,31.60987446541209,,beyond_25_week_window,118
20-<28,0.9,27.97521095,17.914859549003285,18.0,within_window,119
28-<32,0.9,31.99217133,18.896064716069624,19.0,within_window,119
32-<36,0.9,35.9610279813552,19.86551979783852,20.0,within_window,119
36-<40,0.9,39.89611954,20.82672722956863,21.0,within_window,119
40+,0.9,46.875,22.531427530269703,23.0,within_window,119
20-<28,0.9,27.97521095,14.880799094754645,15.0,within_window,120
28-<32,0.9,31.99217133,18.685751744346437,19.0,within_window,120
32-<36,0.9,35.9610279813552,22.44513949101472,23.0,within_window,120
36-<40,0.9,39.89611954,26.172544204040996,,beyond_25_week_window,120
40+,0.9,46.875,32.783092276576724,,beyond_25_week_window,120
20-<28,0.9,27.97521095,12.22026450306991,13.0,within_window,121
28-<32,0.9,31.99217133,19.28267102942985,20.0,within_window,121
32-<36,0.9,35.9610279813552,26.260504133354566,,beyond_25_week_window,121
36-<40,0.9,39.89611954,33.178973243472335,,beyond_25_week_window,121
40+,0.9,46.875,45.448870440563894,,beyond_25_week_window,121
20-<28,0.9,27.97521095,13.501486987679803,14.0,within_window,122
28-<32,0.9,31.99217133,17.424053316707823,18.0,within_window,122
32-<36,0.9,35.9610279813552,21.299646300610945,22.0,within_window,122
36-<40,0.9,39.89611954,25.142267633506066,,beyond_25_week_window,122
40+,0.9,46.875,31.957152251986564,,beyond_25_week_window,122
20-<28,0.9,27.97521095,18.659793177495715,19.0,within_window,123
28-<32,0.9,31.99217133,19.818567148675918,20.0,within_window,123
32-<36,0.9,35.9610279813552,20.963464620364654,21.0,within_window,123
36-<40,0.9,39.89611954,22.098621863904242,23.0,within_window,123
40+,0.9,46.875,24.11182196049721,25.0,within_window,123
20-<28,0.9,27.97521095,12.277913746085495,13.0,within_window,124
28-<32,0.9,31.99217133,18.50527155260589,19.0,within_window,124
32-<36,0.9,35.9610279813552,24.658055775679856,25.0,within_window,124
36-<40,0.9,39.89611954,30.758495117603168,,beyond_25_week_window,124
40+,0.9,46.875,41.57761743948019,,beyond_25_week_window,124
20-<28,0.9,27.97521095,14.824082231762933,15.0,within_window,125
28-<32,0.9,31.99217133,17.08843128303822,18.0,within_window,125
32-<36,0.9,35.9610279813552,19.325664400369526,20.0,within_window,125
36-<40,0.9,39.89611954,21.543864231730257,22.0,within_window,125
40+,0.9,46.875,25.477839141526264,,beyond_25_week_window,125
20-<28,0.9,27.97521095,14.042257852849136,15.0,within_window,126
28-<32,0.9,31.99217133,17.33312032716827,18.0,within_window,126
32-<36,0.9,35.9610279813552,20.58457420879623,21.0,within_window,126
36-<40,0.9,39.89611954,23.808366309865985,24.0,within_window,126
40+,0.9,46.875,29.525757980672815,,beyond_25_week_window,126
20-<28,0.9,27.97521095,16.951235449253886,17.0,within_window,127
28-<32,0.9,31.99217133,18.611672625487014,19.0,within_window,127
32-<36,0.9,35.9610279813552,20.252225806907813,21.0,within_window,127
36-<40,0.9,39.89611954,21.87882196364038,22.0,within_window,127
40+,0.9,46.875,24.763588420876623,25.0,within_window,127
20-<28,0.9,27.97521095,18.464367479921815,19.0,within_window,128
28-<32,0.9,31.99217133,18.810098979662754,19.0,within_window,128
32-<36,0.9,35.9610279813552,19.151690290635518,20.0,within_window,128
36-<40,0.9,39.89611954,19.490375509678724,20.0,within_window,128
40+,0.9,46.875,20.09103336529555,21.0,within_window,128
20-<28,0.9,27.97521095,20.637762506939158,21.0,within_window,129
28-<32,0.9,31.99217133,21.168210514846706,22.0,within_window,129
32-<36,0.9,35.9610279813552,21.692306324918395,22.0,within_window,129
36-<40,0.9,39.89611954,22.211943383976703,23.0,within_window,129
40+,0.9,46.875,23.13351912464455,24.0,within_window,129
20-<28,0.9,27.97521095,16.42351335727943,17.0,within_window,130
28-<32,0.9,31.99217133,19.22692527315474,20.0,within_window,130
32-<36,0.9,35.9610279813552,21.996765892994297,22.0,within_window,130
36-<40,0.9,39.89611954,24.743042062530527,25.0,within_window,130
40+,0.9,46.875,29.613559765031084,,beyond_25_week_window,130
20-<28,0.9,27.97521095,13.646873434230034,14.0,within_window,131
28-<32,0.9,31.99217133,16.583436359796043,17.0,within_window,131
32-<36,0.9,35.9610279813552,19.484833485165687,20.0,within_window,131
36-<40,0.9,39.89611954,22.361546941777892,23.0,within_window,131
40+,0.9,46.875,27.463395026421697,,beyond_25_week_window,131
20-<28,0.9,27.97521095,14.201273103805581,15.0,within_window,132
28-<32,0.9,31.99217133,18.33708554731899,19.0,within_window,132
32-<36,0.9,35.9610279813552,22.42337099014324,23.0,within_window,132
36-<40,0.9,39.89611954,26.474892313489658,,beyond_25_week_window,132
40+,0.9,46.875,33.66026083043295,,beyond_25_week_window,132
20-<28,0.9,27.97521095,14.181774450739184,15.0,within_window,133
28-<32,0.9,31.99217133,17.57121120120854,18.0,within_window,133
32-<36,0.9,35.9610279813552,20.920058916616696,21.0,within_window,133
36-<40,0.9,39.89611954,24.24041627232764,25.0,within_window,133
40+,0.9,46.875,30.12906631379419,,beyond_25_week_window,133
20-<28,0.9,27.97521095,14.953290136885832,15.0,within_window,134
28-<32,0.9,31.99217133,20.11412352171577,21.0,within_window,134
32-<36,0.9,35.9610279813552,25.213155119811404,,beyond_25_week_window,134
36-<40,0.9,39.89611954,30.268806649094486,,beyond_25_week_window,134
40+,0.9,46.875,39.234998958590275,,beyond_25_week_window,134
20-<28,0.9,27.97521095,19.896049103855418,20.0,within_window,135
28-<32,0.9,31.99217133,20.98012272674903,21.0,within_window,135
32-<36,0.9,35.9610279813552,22.0512143985021,23.0,within_window,135
36-<40,0.9,39.89611954,23.113193745781132,24.0,within_window,135
40+,0.9,46.875,24.996612925537555,25.0,within_window,135
20-<28,0.9,27.97521095,12.244847627164559,13.0,within_window,136
28-<32,0.9,31.99217133,16.091534424432545,17.0,within_window,136
32-<36,0.9,35.9610279813552,19.89215654583302,20.0,within_window,136
36-<40,0.9,39.89611954,23.66044483168354,24.0,within_window,136
40+,0.9,46.875,30.343499874709263,,beyond_25_week_window,136
20-<28,0.9,27.97521095,14.89975478235971,15.0,within_window,137
28-<32,0.9,31.99217133,17.800801750870804,18.0,within_window,137
32-<36,0.9,35.9610279813552,20.667108228324555,21.0,within_window,137
36-<40,0.9,39.89611954,23.509029571103667,24.0,within_window,137
40+,0.9,46.875,28.54917388093734,,beyond_25_week_window,137
20-<28,0.9,27.97521095,15.656741498839274,16.0,within_window,138
28-<32,0.9,31.99217133,18.310997648462173,19.0,within_window,138
32-<36,0.9,35.9610279813552,20.93346866567228,21.0,within_window,138
36-<40,0.9,39.89611954,23.533628981135017,24.0,within_window,138
40+,0.9,46.875,28.145010380529875,,beyond_25_week_window,138
20-<28,0.9,27.97521095,20.897075540793264,21.0,within_window,139
28-<32,0.9,31.99217133,21.07275173011244,22.0,within_window,139
32-<36,0.9,35.9610279813552,21.246324169595688,22.0,within_window,139
36-<40,0.9,39.89611954,21.418419939592997,22.0,within_window,139
40+,0.9,46.875,21.72363159441317,22.0,within_window,139
20-<28,0.9,27.97521095,14.154282398497372,15.0,within_window,140
28-<32,0.9,31.99217133,17.853087297820295,18.0,within_window,140
32-<36,0.9,35.9610279813552,21.507598430126503,22.0,within_window,140
36-<40,0.9,39.89611954,25.131018767769877,,beyond_25_week_window,140
40+,0.9,46.875,31.55715066734241,,beyond_25_week_window,140
20-<28,0.9,27.97521095,14.716391537413127,15.0,within_window,141
28-<32,0.9,31.99217133,18.244961063099296,19.0,within_window,141
32-<36,0.9,35.9610279813552,21.731275416986158,22.0,within_window,141
36-<40,0.9,39.89611954,25.187929912199014,,beyond_25_week_window,141
40+,0.9,46.875,31.31830277750536,,beyond_25_week_window,141
20-<28,0.9,27.97521095,16.590209696541216,17.0,within_window,142
28-<32,0.9,31.99217133,17.08068599504015,18.0,within_window,142
32-<36,0.9,35.9610279813552,17.565288763173395,18.0,within_window,142
36-<40,0.9,39.89611954,18.045768767792833,19.0,within_window,142
40+,0.9,46.875,18.8978995163882,19.0,within_window,142
20-<28,0.9,27.97521095,21.609014047663322,22.0,within_window,143
28-<32,0.9,31.99217133,22.606088197383492,23.0,within_window,143
32-<36,0.9,35.9610279813552,23.591222228257656,24.0,within_window,143
36-<40,0.9,39.89611954,24.56797522025674,25.0,within_window,143
40+,0.9,46.875,26.30024555463659,,beyond_25_week_window,143
20-<28,0.9,27.97521095,13.010224699041064,14.0,within_window,144
28-<32,0.9,31.99217133,16.15890109053217,17.0,within_window,144
32-<36,0.9,35.9610279813552,19.269871589906263,20.0,within_window,144
36-<40,0.9,39.89611954,22.35437547268063,23.0,within_window,144
40+,0.9,46.875,27.82473964476653,,beyond_25_week_window,144
20-<28,0.9,27.97521095,15.285623845513546,16.0,within_window,145
28-<32,0.9,31.99217133,17.83550273424151,18.0,within_window,145
32-<36,0.9,35.9610279813552,20.35484642457638,21.0,within_window,145
36-<40,0.9,39.89611954,22.85275677006004,23.0,within_window,145
40+,0.9,46.875,27.28279796252758,,beyond_25_week_window,145
20-<28,0.9,27.97521095,16.72231738521712,17.0,within_window,146
28-<32,0.9,31.99217133,20.202750506406588,21.0,within_window,146
32-<36,0.9,35.9610279813552,23.64150489676723,24.0,within_window,146
36-<40,0.9,39.89611954,27.051004045379806,,beyond_25_week_window,146
40+,0.9,46.875,33.0977469564478,,beyond_25_week_window,146
20-<28,0.9,27.97521095,15.287205489740797,16.0,within_window,147
28-<32,0.9,31.99217133,17.037944819562796,18.0,within_window,147
32-<36,0.9,35.9610279813552,18.767718772163537,19.0,within_window,147
36-<40,0.9,39.89611954,20.48277665335927,21.0,within_window,147
40+,0.9,46.875,23.524429879585075,24.0,within_window,147
20-<28,0.9,27.97521095,14.600850319427398,15.0,within_window,148
28-<32,0.9,31.99217133,17.05919915783567,18.0,within_window,148
32-<36,0.9,35.9610279813552,19.48810888451513,20.0,within_window,148
36-<40,0.9,39.89611954,21.896354634308818,22.0,within_window,148
40+,0.9,46.875,26.167375767016928,,beyond_25_week_window,148
20-<28,0.9,27.97521095,10.434863300175522,11.0,within_window,149
28-<32,0.9,31.99217133,16.03459983359841,17.0,within_window,149
32-<36,0.9,35.9610279813552,21.567278646455442,22.0,within_window,149
36-<40,0.9,39.89611954,27.052888131930953,,beyond_25_week_window,149
40+,0.9,46.875,36.78161039387497,,beyond_25_week_window,149
20-<28,0.9,27.97521095,13.273803282107052,14.0,within_window,150
28-<32,0.9,31.99217133,16.706772599961614,17.0,within_window,150
32-<36,0.9,35.9610279813552,20.098631573453755,21.0,within_window,150
36-<40,0.9,39.89611954,23.461634268485586,24.0,within_window,150
40+,0.9,46.875,29.425915771345398,,beyond_25_week_window,150
20-<28,0.9,27.97521095,13.731110961881768,14.0,within_window,151
28-<32,0.9,31.99217133,17.760141664562013,18.0,within_window,151
32-<36,0.9,35.9610279813552,21.740924094596043,22.0,within_window,151
36-<40,0.9,39.89611954,25.6878399732231,,beyond_25_week_window,151
40+,0.9,46.875,32.687690851432464,,beyond_25_week_window,151
20-<28,0.9,27.97521095,19.11854825798974,20.0,within_window,152
28-<32,0.9,31.99217133,20.605791209970853,21.0,within_window,152
32-<36,0.9,35.9610279813552,22.075224195055803,23.0,within_window,152
36-<40,0.9,39.89611954,23.532155962452237,24.0,within_window,152
40+,0.9,46.875,26.116022815740372,,beyond_25_week_window,152
20-<28,0.9,27.97521095,14.073682080854137,15.0,within_window,153
28-<32,0.9,31.99217133,17.742161226254495,18.0,within_window,153
32-<36,0.9,35.9610279813552,21.36670976028311,22.0,within_window,153
36-<40,0.9,39.89611954,24.960422406791572,25.0,within_window,153
40+,0.9,46.875,31.33386774949919,,beyond_25_week_window,153
20-<28,0.9,27.97521095,12.442913126827975,13.0,within_window,154
28-<32,0.9,31.99217133,16.08282977509775,17.0,within_window,154
32-<36,0.9,35.9610279813552,19.679157852364977,20.0,within_window,154
36-<40,0.9,39.89611954,23.24489012796613,24.0,within_window,154
40+,0.9,46.875,29.568712314292654,,beyond_25_week_window,154
20-<28,0.9,27.97521095,14.631986528391002,15.0,within_window,155
28-<32,0.9,31.99217133,18.83869218136269,19.0,within_window,155
32-<36,0.9,35.9610279813552,22.99502187637706,23.0,within_window,155
36-<40,0.9,39.89611954,27.115991549648335,,beyond_25_week_window,155
40+,0.9,46.875,34.42452663719024,,beyond_25_week_window,155
20-<28,0.9,27.97521095,14.52805913771308,15.0,within_window,156
28-<32,0.9,31.99217133,17.77488434197055,18.0,within_window,156
32-<36,0.9,35.9610279813552,20.982828306731534,21.0,within_window,156
36-<40,0.9,39.89611954,24.16348065204263,25.0,within_window,156
40+,0.9,46.875,29.80436401445906,,beyond_25_week_window,156
20-<28,0.9,27.97521095,19.067008844532793,20.0,within_window,157
28-<32,0.9,31.99217133,22.025399981797218,23.0,within_window,157
32-<36,0.9,35.9610279813552,24.948363922617112,25.0,within_window,157
36-<40,0.9,39.89611954,27.84646071475396,,beyond_25_week_window,157
40+,0.9,46.875,32.98623212093642,,beyond_25_week_window,157
20-<28,0.9,27.97521095,13.339719212484223,14.0,within_window,158
28-<32,0.9,31.99217133,17.356035965423846,18.0,within_window,158
32-<36,0.9,35.9610279813552,21.324256697253354,22.0,within_window,158
36-<40,0.9,39.89611954,25.258717746464995,,beyond_25_week_window,158
40+,0.9,46.875,32.236479998693376,,beyond_25_week_window,158
20-<28,0.9,27.97521095,15.40608660567231,16.0,within_window,159
28-<32,0.9,31.99217133,17.958074490388555,18.0,within_window,159
32-<36,0.9,35.9610279813552,20.479501921154984,21.0,within_window,159
36-<40,0.9,39.89611954,22.979478279624992,23.0,within_window,159
40+,0.9,46.875,27.4131835438036,,beyond_25_week_window,159
20-<28,0.9,27.97521095,15.675153067008386,16.0,within_window,160
28-<32,0.9,31.99217133,18.226996914183285,19.0,within_window,160
32-<36,0.9,35.9610279813552,20.74828203228045,21.0,within_window,160
36-<40,0.9,39.89611954,23.248117288807826,24.0,within_window,160
40+,0.9,46.875,27.681572308849653,,beyond_25_week_window,160
20-<28,0.9,27.97521095,15.346447557095942,16.0,within_window,161
28-<32,0.9,31.99217133,18.223327877568455,19.0,within_window,161
32-<36,0.9,35.9610279813552,21.0657571063726,22.0,within_window,161
36-<40,0.9,39.89611954,23.884004336464212,24.0,within_window,161
40+,0.9,46.875,28.88216263403352,,beyond_25_week_window,161
20-<28,0.9,27.97521095,14.099368452185335,15.0,within_window,162
28-<32,0.9,31.99217133,16.6142114249529,17.0,within_window,162
32-<36,0.9,35.9610279813552,19.09893875989924,20.0,within_window,162
36-<40,0.9,39.89611954,21.562527249028136,22.0,within_window,162
40+,0.9,46.875,25.931698667795246,,beyond_25_week_window,162
20-<28,0.9,27.97521095,16.928226073777378,17.0,within_window,163
28-<32,0.9,31.99217133,20.237504757455014,21.0,within_window,163
32-<36,0.9,35.9610279813552,23.50715431145484,24.0,within_window,163
36-<40,0.9,39.89611954,26.748987285008603,,beyond_25_week_window,163
40+,0.9,46.875,32.49837442290524,,beyond_25_week_window,163
20-<28,0.9,27.97521095,15.096059957123853,16.0,within_window,164
28-<32,0.9,31.99217133,17.27580371650995,18.0,within_window,164
32-<36,0.9,35.9610279813552,19.429444703551376,20.0,within_window,164
36-<40,0.9,39.89611954,21.56476356561317,22.0,within_window,164
40+,0.9,46.875,25.351749169435973,,beyond_25_week_window,164
20-<28,0.9,27.97521095,17.173480062843876,18.0,within_window,165
28-<32,0.9,31.99217133,18.186115416545583,19.0,within_window,165
32-<36,0.9,35.9610279813552,19.186624303550445,20.0,within_window,165
36-<40,0.9,39.89611954,20.178621349918345,21.0,within_window,165
40+,0.9,46.875,21.937926997601636,22.0,within_window,165
20-<28,0.9,27.97521095,17.71571571508891,18.0,within_window,166
28-<32,0.9,31.99217133,18.23486582161447,19.0,within_window,166
32-<36,0.9,35.9610279813552,18.74779902443977,19.0,within_window,166
36-<40,0.9,39.89611954,19.256368442258694,20.0,within_window,166
40+,0.9,46.875,20.15831573361788,21.0,within_window,166
20-<28,0.9,27.97521095,14.665591691073498,15.0,within_window,167
28-<32,0.9,31.99217133,18.2082059156537,19.0,within_window,167
