target,day_index,date,n_train_days,n_rows,trained,branch,n_trees,model_file,model_sha256,constant_new_columns,n_template_days,near_constant_template_days,correction_min_kW,correction_max_kW,reason,train_first,train_last,prediction_min_kW,prediction_max_kW
load,126,2025-05-07,56,8064,True,fitted,100,,e11755777dc0d6277479239c73981dfec1da7fd3cc8f280f9fbb148e1d02d961,,4,0,-188.4374329770353,420.66744154437396,,2025-03-12,2025-05-06,3503.923547686817,6634.915559918754
load,127,2025-05-08,56,8064,True,fitted,100,,dc9a2377dde436089e92653dff33a3a9183bca0a9cce1e4eda4f907e9162b477,,4,0,-186.72115023947106,374.7055724057122,,2025-03-13,2025-05-07,2550.652101136883,6678.175310336919
load,128,2025-05-09,56,8064,True,fitted,100,,343bf522e9e6ad29a2e4ee3722b4615b7acf6fbf6723710a7abd98c23585d2ff,,4,0,-200.75283910630515,116.61799945125532,,2025-03-14,2025-05-08,2394.294479674769,3869.072274379851
load,129,2025-05-10,56,8064,True,fitted,100,,dee5acc35f1489e463447b6056a98645805dce27aa03bc012ae3ba1fbff6fd8f,,4,0,-218.82639711667565,203.65838355601295,,2025-03-15,2025-05-09,2366.133982423656,3867.435634882026
load,130,2025-05-11,56,8064,True,fitted,100,,bdd5b197bb4f3194063c3d2a705b65416e8117a95e86f5e5d6090e1075b8abd3,,4,0,-233.29517246366865,149.02992787292226,,2025-03-16,2025-05-10,3341.425170104888,6640.324918755925
load,131,2025-05-12,56,8064,True,fitted,100,,bbe14396dfbe77cecc0e113df4f0f308fec3882aa636a49156397ba070b345aa,,4,0,-212.68966984283094,225.44116630206972,,2025-03-17,2025-05-11,3383.045054346229,6771.262180390551
load,132,2025-05-13,56,8064,True,fitted,100,,67b961bfde940b2f992e07657ed6ef6c85a3196bb0cf0a54051d8ad673add237,,4,0,-225.121115774433,194.9514918776521,,2025-03-18,2025-05-12,3365.417994383327,6582.969632176149
load,133,2025-05-14,56,8064,True,fitted,100,,64a0174c3a23a26a6c1cb401e45ac23952d6bfb391bb6cf23f771058e8a6bbfb,,4,0,-221.49808931618446,137.65110019394032,,2025-03-19,2025-05-13,3410.245506543874,6630.0362638858915
load,134,2025-05-15,56,8064,True,fitted,100,,8834017a682cd6e2a422ecfb4ec25e59841175428006918210d5b67c933dec65,,4,0,-227.97627916283747,217.54464354661658,,2025-03-20,2025-05-14,2654.790696233363,6693.828798582322
load,135,2025-05-16,56,8064,True,fitted,100,,47f85b20eeaecc0368b903f6c7bb8d2c68d47fdc3a37d11b6fbe76a822f13674,,4,0,-178.05023685981664,186.96238068619311,,2025-03-21,2025-05-15,2351.92810753128,3834.6269392003273
load,136,2025-05-17,56,8064,True,fitted,100,,aacb3f23cdc2308eeac504c2c8c8faaa48daf9774f84ad9ed05ed480a7208ca8,,4,0,-217.37584048464936,212.69027711368244,,2025-03-22,2025-05-16,2417.3484837279,3869.263597727427
load,137,2025-05-18,56,8064,True,fitted,100,,8fd8062681ae8c9c09c8b1662841910bead220795d4b7a8764ab0712d787c32c,,4,0,-207.68061125298178,181.29670447006504,,2025-03-23,2025-05-17,3345.527424882622,6738.949967548465
load,138,2025-05-19,56,8064,True,fitted,100,,2ee35abb86e2e25b98c45f1cb3b09504ed610e1f619bc51a4626b0967d41fe1c,,4,0,-196.21166191153816,228.55495830749652,,2025-03-24,2025-05-18,3401.6264871576773,6673.711087723698
load,139,2025-05-20,56,8064,True,fitted,100,,92376ca90db95538d435bd2590271cafc47d5e15d03980213ddd2f34bd1645b7,,4,0,-238.9326804744746,199.17008902571504,,2025-03-25,2025-05-19,3388.4299890257153,6656.483398610975
load,140,2025-05-21,56,8064,True,fitted,100,,c3f4ac7db7acb1c3bf5da2e69723981486709fdf41b2fd3f8e9103abdc092573,,4,0,-231.0271716656943,187.18395022745588,,2025-03-26,2025-05-20,3373.335904669146,6682.94866678387
load,141,2025-05-22,56,8064,True,fitted,100,,39e1ac07d136e6521acbb766d39b64fa9e5af9f2e99b084893be9fb8e22a38ef,,4,0,-242.82897949811866,251.0563334114356,,2025-03-27,2025-05-21,2679.275984213905,6636.710913319415
load,142,2025-05-23,56,8064,True,fitted,100,,233db44027e45d7a28a4a57371660b993a65e92491e1e16920cc9a0324ccd1db,,4,0,-177.57377578714227,201.8057206940255,,2025-03-28,2025-05-22,2468.2219937609284,3864.476182708998
load,143,2025-05-24,56,8064,True,fitted,100,,b796960946b29ad11f01200cf5ce1670f43d1ccdbd7404afd635fa26adda442f,,4,0,-220.2703621936143,226.28403588542838,,2025-03-29,2025-05-23,2408.312244002937,3881.041602503851
load,144,2025-05-25,56,8064,True,fitted,100,,d3501211fd1d68ce1c67e33b630c7025573571bc4c25d266e3229eb0091ab5c2,,4,0,-203.0887462877475,197.7096749843602,,2025-03-30,2025-05-24,3404.034545293637,6737.220696552729
load,145,2025-05-26,56,8064,True,fitted,100,,518d3130323919ec8afa44329d3561ded80678f55ab2b6a033c96813e40812d9,,4,0,-266.55535757853465,257.1538616782115,,2025-03-31,2025-05-25,3426.8735324809245,6681.531733748731
load,146,2025-05-27,56,8064,True,fitted,100,,904eb3ffe2f9b73fb6e4d751fd14904e4ce10d5a44733f8919889493fb9aa52d,,4,0,-199.219582456334,220.82562257029582,,2025-04-01,2025-05-26,3409.7204341639226,6684.7240036037
load,147,2025-05-28,56,8064,True,fitted,100,,df5d722b35529f16e246ee66c4d1e70a3fe8eae47fdd2f799a297b29bf8a0754,,4,0,-234.01463845288285,220.8243879475612,,2025-04-02,2025-05-27,3389.0841856406846,6657.330746849379
load,148,2025-05-29,56,8064,True,fitted,100,,b20477591797736125c7dc64fa5ca5dec24acd7fbb709fad76e1da1d575fdbca,,4,0,-252.27153112193741,262.66770713985375,,2025-04-03,2025-05-28,2673.825786201057,6668.895968878062
load,149,2025-05-30,56,8064,True,fitted,100,,f10c42506a175d4759c338a45375f9db0ff3e5fd6668a55ab5e62d851a666f66,,4,0,-176.78432376037847,226.96257616923643,,2025-04-04,2025-05-29,2478.624400824005,3902.2453311068325
load,150,2025-05-31,56,8064,True,fitted,100,,8d68a16653650702bc251fdc6af14b5103ecbb907dfa5437bc7f712663077bfb,,4,0,-215.4897056524267,251.7760596982189,,2025-04-05,2025-05-30,2384.332376739322,3817.973282937815
load,151,2025-06-01,56,8064,True,fitted,100,,21fc60982a3b16d7643ea1e644ee317a0dfca3044e5a46adf085d27a45ae848e,,4,0,-208.636360789185,256.09205961776894,,2025-04-06,2025-05-31,3404.2567888989374,6714.41795051951
load,152,2025-06-02,56,8064,True,fitted,100,,015bad98de13d77a2f82754efaf7ca43b8d88b70d9ce93abf5fb959c327c1316,,4,0,-186.74031520735747,416.4502528760167,,2025-04-07,2025-06-01,3506.7106702673505,6856.5747932184595
load,153,2025-06-03,56,8064,True,fitted,100,,cd71ad3442b5fa5e54ee3ae326e496e255aafe46d9c0c392910dac3c7dbbd55c,,4,0,-60.16107904441046,588.7696553837218,,2025-04-08,2025-06-02,3638.8928484328253,6883.542593773346
load,154,2025-06-04,56,8064,True,fitted,100,,a8b129ee76a9650bb2986cb568565ee3f618b44000ce9da88cbe82014d215659,,4,0,-113.15003894676934,705.7173642983294,,2025-04-09,2025-06-03,3652.78244782028,7122.052579845027
load,155,2025-06-05,56,8064,True,fitted,100,,4d608c3a7adc60fcbf4379c97edfdfc35a1801b35627fd7d1fdcea91cc649195,,4,0,-108.33434658354284,707.0831003827441,,2025-04-10,2025-06-04,3061.6027035499555,7138.837678178821
load,156,2025-06-06,56,8064,True,fitted,100,,c82feeb0946dc1a79becd2d1962f75c9b788cf666a8ae4e38ea3061bedb285d1,,4,0,102.08431187704313,707.9194551116335,,2025-04-11,2025-06-05,2801.340592828853,4249.133574781232
load,157,2025-06-07,56,8064,True,fitted,100,,1ee577bfa4cd583704be6f885ae10d1ff3dd859645686884c4d78c62be86aa26,,4,0,-114.56706488646002,752.8293592136316,,2025-04-12,2025-06-06,2685.219940413907,4424.301226534126
load,158,2025-06-08,56,8064,True,fitted,100,,9535b43c5578c0f9d917f493dbd4e809ca7c4939eecceb27a09e01f3d8c4334d,,4,0,-61.20757538033127,375.49730951548486,,2025-04-13,2025-06-07,3709.43089900257,7386.284197091061
load,159,2025-06-09,56,8064,True,fitted,100,,b9c55c2231cc07fbcbc0aa20bbc990d8d90897a55acc52083478ff0a4e39348e,,4,0,-260.9902433112332,158.8789095256774,,2025-04-14,2025-06-08,3475.544980576757,6978.932982716729
load,160,2025-06-10,56,8064,True,fitted,100,,ee427a668e7d0812d48bc615d8a6a31372ae0b83e047d1a513bfff28cedd4e48,,4,0,-190.22895575703373,259.99573713358603,,2025-04-15,2025-06-09,3516.2664676603913,7356.629400558004
load,161,2025-06-11,56,8064,True,fitted,100,,798dff3552fe6d3ca8aee33630d4a7929ec00c11e9e0f5bbb4b8c6fd5da82ce4,,4,0,-244.75697414359934,147.1239754413488,,2025-04-16,2025-06-10,3577.401550639963,7122.509815294207
load,162,2025-06-12,56,8064,True,fitted,100,,76796911d6cef20a8a0e4df7f6f710e1de443c988dad07114d5e86ab908de6c7,,4,0,-211.81606410198827,125.0553529301401,,2025-04-17,2025-06-11,3247.9233263324027,7076.15755497915
load,163,2025-06-13,56,8064,True,fitted,100,,d491149893c476a2da879b5e828fbd5205ebc930d865340cf9707cbbccaf05c2,,4,0,-159.328809783973,238.58761488114993,,2025-04-18,2025-06-12,2597.252762055369,4277.358694217596
load,164,2025-06-14,56,8064,True,fitted,100,,69acac510cb2c71e6992a05218ea5528536a0899c4223004e7ebd98f795411a8,,4,0,-227.04693585336977,109.85156135929775,,2025-04-19,2025-06-13,2633.3303890567768,4353.76566414663
load,165,2025-06-15,56,8064,True,fitted,100,,b4589ed42f5dec818a9155dfa908311c9f49a521afc06174b7f3373ff1a2f55e,,4,0,-185.41661847545993,164.61252113062721,,2025-04-20,2025-06-14,3618.308821690031,7353.878802635742
load,166,2025-06-16,56,8064,True,fitted,100,,8d4259aaa17ab51644178611fcf961f5ad88dcfbe594a462562ecf8b4f38c555,,4,0,-228.5225112628181,238.503740840924,,2025-04-21,2025-06-15,3554.0936483812857,7294.179482720199
load,167,2025-06-17,56,8064,True,fitted,100,,f815fa13de0e42978a8dd8d31ed84ba966fbd4b73744154fb64a2ddd5dc634aa,,4,0,-222.6467283903327,216.48031288828318,,2025-04-22,2025-06-16,3583.9083210634462,6983.880589143126
load,168,2025-06-18,56,8064,True,fitted,100,,c3f2381509f54381fda267dc1d15660024e7be976c194b4df29c4fdc10293471,,4,0,-235.4511841672382,236.37615507202403,,2025-04-23,2025-06-17,3530.979217953545,7158.653610369116
load,169,2025-06-19,56,8064,True,fitted,100,,654287f6c7c4af0fa89086a6bf193079f4fcf1daa419fc587161609363aa46fa,,4,0,-245.84445787000493,232.6634233568073,,2025-04-24,2025-06-18,2960.671686720473,7041.4251048032775
load,170,2025-06-20,56,8064,True,fitted,100,,76dda75b604c5046680e72a5b76cd0b0c9998b973dd264d62285f882dbd33a84,,4,0,-131.89118112564566,206.58404833625295,,2025-04-25,2025-06-19,2609.5471989628822,4227.100084590064
load,171,2025-06-21,56,8064,True,fitted,100,,fd684d27c3ac47a9d0cf8406bb8709ad821ae6ba6311fcb779a7ff855f01aac9,,4,0,-242.15841620063736,227.2683040735567,,2025-04-26,2025-06-20,2642.033105889587,4229.667474552681
load,172,2025-06-22,56,8064,True,fitted,100,,71f807785bf6fcdc412d5eddbb314c1042f134823b8adf5963d2d793baff0c9f,,4,0,-145.5371329508994,347.83999753226686,,2025-04-27,2025-06-21,3591.796276180764,7270.808096166637
load,173,2025-06-23,56,8064,True,fitted,100,,9d6b83ad6ccf6983eadbda3f9528283af7379d27014ab850d8b93b86ce670ab5,,4,0,-200.26621211593186,304.5005258744551,,2025-04-28,2025-06-22,3588.7306655284224,7071.57363803836
load,174,2025-06-24,56,8064,True,fitted,100,,665190c3aa0f65eac5ada0d31b91ff929c0c69f135f54a0bb7e8190463267b31,,4,0,-196.51486959689046,257.9103631550869,,2025-04-29,2025-06-23,3505.3373735029118,7052.369966653751
load,175,2025-06-25,56,8064,True,fitted,100,,4d8834c513b6d656e40520ace4f52b7d8b469a3878a9987b5d6f81dc219b53d3,,4,0,-177.2708688132789,354.4090719074876,,2025-04-30,2025-06-24,3509.6568434256374,7120.995129434339
load,176,2025-06-26,56,8064,True,fitted,100,,9951d16a8ca68d63de8b1c0d12c6e2ae7c9f3f9ea069ea096136eb0332874006,,4,0,-195.2818327491047,298.3736158778555,,2025-05-01,2025-06-25,3413.781408566031,7176.099600984114
load,177,2025-06-27,56,8064,True,fitted,100,,22051c11b2cd017fce61083df4a83eeab2da73c6c56b1f86ba285cb4850bb266,,4,0,-107.94402486730601,239.73347778229123,,2025-05-02,2025-06-26,2586.8481948259096,4274.787936417439
load,178,2025-06-28,56,8064,True,fitted,100,,eba6ca9023827c7a9fa270c403a4c6e050653ad5adada2b7faa5c02c10bd2ec2,,4,0,-219.42902554179696,319.1909215018627,,2025-05-03,2025-06-27,2646.167077077477,4188.333558639724
load,179,2025-06-29,56,8064,True,fitted,100,,99d76c2be0905d813b20402601fbfdc68ec45aa1c34d34f9e5cb1be01b05f469,,4,0,-148.35427031117092,336.66883407732763,,2025-05-04,2025-06-28,3560.4296100461474,7364.2660855854865
load,180,2025-06-30,56,8064,True,fitted,100,,cb96bcf76ae4261f12be2da25e5f629e0e524f2c555e56008f32e8f157126369,,4,0,-165.5714215023794,352.8118714092964,,2025-05-05,2025-06-29,3532.6226418678584,7179.30527462733
load,181,2025-07-01,56,8064,True,fitted,100,,2106b84c17115fd08c9a71ce9d881cf1b97f905433d34f76e8ee51aa2649f5c3,,4,0,-200.75102326972424,289.0867867775933,,2025-05-06,2025-06-30,3509.988827345541,7153.0487308673555
load,182,2025-07-02,56,8064,True,fitted,100,,d8cd93216b42dd9c0cdbf3df821516d91a7bee8f958281011510a008f3048aa1,,4,0,-18.562746002800328,752.9746780203786,,2025-05-07,2025-07-01,3845.0429408690184,7662.96131739525
load,183,2025-07-03,56,8064,True,fitted,100,,338c5aefd421d67f9b40c117e294b732b922d0a4a331b49c12a64d174736cfb6,,4,0,57.4627104367399,818.7237211024802,,2025-05-08,2025-07-02,3809.5291754940286,7731.403977966947
load,184,2025-07-04,56,8064,True,fitted,100,,c296e91c42585084113e235263d53bd12ff5905f43816244700d973971706f2f,,4,0,235.0102431613227,785.9373901588762,,2025-05-09,2025-07-03,2828.6553084227235,4842.116198104601
load,185,2025-07-05,56,8064,True,fitted,100,,41684a1b0aaa648981c19e174ca15dcc230808e8f3765a90935f4b3aed18707d,,4,0,105.60135996708024,869.3745246024591,,2025-05-10,2025-07-04,3062.8095900680037,4866.6885412758265
load,186,2025-07-06,56,8064,True,fitted,100,,df94c70f0d2463e1832ce9e74aa2b72a6afeede063b038baf00607156fac285b,,4,0,81.59919909927574,707.8832918012265,,2025-05-11,2025-07-05,3780.056325018922,7503.55820334481
load,187,2025-07-07,56,8064,True,fitted,100,,85bd48cae9748b50d0f02136033d79a9398b2b1b229f7d47b6ea37afba2aec3c,,4,0,252.00821826080758,864.1097665198729,,2025-05-12,2025-07-06,4083.0506293568615,7760.134187327157
load,188,2025-07-08,56,8064,True,fitted,100,,689fb0de2a63c0a8a3170382a25c65cd941466c7531524d6a3a3c2ca36345347,,4,0,237.85769169326605,559.436182553614,,2025-05-13,2025-07-07,4429.922712727941,8133.200469554283
load,189,2025-07-09,56,8064,True,fitted,100,,8f9c59503308c7e4176f5be07573ad1368897cf84f94dbec1efbf1451a481d8a,,4,0,-253.63252082652298,-3.451501381906973,,2025-05-14,2025-07-08,3869.7667930785396,7575.319222721245
load,190,2025-07-10,56,8064,True,fitted,100,,7a11bab99673bbacdb8da815c7f5c4f132f848235858f6ac1740bc1e9358a4ca,,4,0,-247.38693498643542,167.74020975860373,,2025-05-15,2025-07-09,3681.8209848388883,7751.2019587596515
load,191,2025-07-11,56,8064,True,fitted,100,,bc28473b3e6dec2b2764d81b07fb9647342ecc9368d89146a29dd25a722f3a2a,,4,0,-203.80687644981475,2.882772035017918,,2025-05-16,2025-07-10,2823.0956078869026,4735.5823944580125
load,192,2025-07-12,56,8064,True,fitted,100,,d367e18fce9c8591276aa01694b7698e45ceba5c9f8df6037a449b6a2d51de8b,,4,0,-256.4528013310539,87.61977808344304,,2025-05-17,2025-07-11,3017.6091229099266,4953.641550111742
load,193,2025-07-13,56,8064,True,fitted,100,,79f43c4f90b93b734b697bb5fe7e0e017d2af07c50bd3d5327e4e419936b11c1,,4,0,-247.26656834805777,-40.487249172192506,,2025-05-18,2025-07-12,3904.7089250421036,7694.777879853412
load,194,2025-07-14,56,8064,True,fitted,100,,2348e8467277c4984e258d012a5f9865a0185f1174fb903866d853ad99d8772b,,4,0,-258.0288173792178,31.380436700823065,,2025-05-19,2025-07-13,3979.386437906853,7471.478240584737
load,195,2025-07-15,56,8064,True,fitted,100,,f068fb815b05e61dc85a6955d67291c2c3828cb02efb64f709c3f7f16892da9d,,4,0,-259.9036361093336,162.2409928652333,,2025-05-20,2025-07-14,3938.9699262323875,7791.498261833492
load,196,2025-07-16,56,8064,True,fitted,100,,cd2dec1c55234a99547ba96a7b7c54861886c86f64e716aa6e6cffb8678a9371,,4,0,-241.4452526866632,161.2720316828535,,2025-05-21,2025-07-15,3983.145580375847,7755.896518478141
load,197,2025-07-17,56,8064,True,fitted,100,,19a6f336011354780c3f2560a93525f2fd1ac62c5e4a2ad79a6b4c1d1f571324,,4,0,-267.29458451532696,207.06850500822054,,2025-05-22,2025-07-16,3505.1698811650353,7669.130251596121
load,198,2025-07-18,56,8064,True,fitted,100,,463de47b66646631ebae354b04791033b6d17907fc3973b998797dc96a3ed56b,,4,0,-192.74795928947697,83.07387357419098,,2025-05-23,2025-07-17,2981.935960195355,4990.3413122888915
load,199,2025-07-19,56,8064,True,fitted,100,,f9d66757c2fc97b44f3a5c72ee29046eafcdcd53be26a3c6ff948a4950271218,,4,0,-265.69285945330563,133.71268619769472,,2025-05-24,2025-07-18,2968.842671355511,4782.7083052780945
load,200,2025-07-20,56,8064,True,fitted,100,,2e06190d26429eca5bae7d691602ccb325545bf48cdd99279d37e53fffa0eb51,,4,0,-250.76193545479336,268.07853172174975,,2025-05-25,2025-07-19,3737.2855562858617,7693.083253517042
load,201,2025-07-21,56,8064,True,fitted,100,,c4cea1b8d02c7546e58d374877c90eae3f2b75bc5bc357f7f94d9c3bdf6b2c8e,,4,0,-262.8283344437926,311.13116448321574,,2025-05-26,2025-07-20,3794.7998735698307,7665.150297664595
load,202,2025-07-22,56,8064,True,fitted,100,,3808bc66f83c1c707ca22117d8eadc471ebd8f898edc8f57e13fc9563eab0a9d,,4,0,-154.86296842039246,469.6488567783946,,2025-05-27,2025-07-21,4029.735733232454,7859.9980410302305
load,203,2025-07-23,56,8064,True,fitted,100,,0feeb366037b1b053a919722f4bd5e4fefe3ee7ca53dfd81b6a89862f0d03489,,4,0,-259.93150639328303,281.6756793504328,,2025-05-28,2025-07-22,3862.242359629352,7881.017064967716
load,204,2025-07-24,56,8064,True,fitted,100,,94b7df02e93d0d17a4679f4ba5f9ea1c0b6d795880b69bfa8dc5e00b4153ca41,,4,0,-178.39646672833126,380.63208525285313,,2025-05-29,2025-07-23,3520.9356320514753,7635.5205183156595
load,205,2025-07-25,56,8064,True,fitted,100,,73c3d85c0545bd7e42555c6517cef21e50a8b61d6fad2008c0e9817c30ddf164,,4,0,-86.38552111160807,363.25716029658963,,2025-05-30,2025-07-24,2900.3465868096137,4934.524478888392
load,206,2025-07-26,56,8064,True,fitted,100,,27d89ebe536c18d7a1723e143791f89011e8233b478da9e805f60269aabacdb0,,4,0,-159.46587520712438,372.1910372689272,,2025-05-31,2025-07-25,2996.2608312114426,4745.756964375027
load,207,2025-07-27,56,8064,True,fitted,100,,1d4f556beaae3674a92ed1e33aa286bd6b6849e8dced91ecffe60fe1874d95b7,,4,0,-145.4321008265828,352.55597193567934,,2025-06-01,2025-07-26,3782.7127236551196,7796.421585941668
load,208,2025-07-28,56,8064,True,fitted,100,,c86580ee74d8c3896522ff590ca17074703653dbd97e7c91916df721edcb6f1a,,4,0,-227.19851369910734,377.6074052328848,,2025-06-02,2025-07-27,3938.0451096780907,7657.196712958578
load,209,2025-07-29,56,8064,True,fitted,100,,3046c2d4e5800ec863e6e2cbcac25560f48aa0eb7768cbb8c8e3ede214e6e53c,,4,0,-143.54617062632076,482.46122247721297,,2025-06-03,2025-07-28,4116.765153681225,7838.917840869414
load,210,2025-07-30,56,8064,True,fitted,100,,8e9ce308f1ab5b0977e800a39798e9073bcb67bcb818961370ec02b0f40cf7dd,,4,0,-163.49346283804408,421.36413677515446,,2025-06-04,2025-07-29,4032.33703500601,7784.436777176828
load,211,2025-07-31,56,8064,True,fitted,100,,e3af375c5b20e7da9831d2a69399ed95d214bd4e78bd101ff47041d44ffaf72f,,4,0,-136.95168738669733,380.2616957413665,,2025-06-05,2025-07-30,3655.3479804112094,7675.803783474712
load,212,2025-08-01,56,8064,True,fitted,100,,644d306c19223c025162997b53aa2579612ad6784ea7bd6af57e3a25233b97f4,,4,0,-44.07007258133508,350.34441773237654,,2025-06-06,2025-07-31,2971.4883008707147,4801.824295441932
load,213,2025-08-02,56,8064,True,fitted,100,,ad54156d9146ba356d9fe4fcb4610ea9b01ed0a84c7f7fa6040d45a4cea09f4b,,4,0,-148.27378012381834,395.01686585058303,,2025-06-07,2025-08-01,3020.1987071461617,4752.093087436104
load,214,2025-08-03,56,8064,True,fitted,100,,918f04a5a3160fbaa14e7f85c9050818da8ed9447ea129a322421ca8d9dfe820,,4,0,-141.21272536816076,250.75591108460483,,2025-06-08,2025-08-02,3852.248255367192,7766.727297254751
load,215,2025-08-04,56,8064,True,fitted,100,,a4b6c283a220acd069f3711190525555b0f02e71da089bbfa417efe07c1fbed0,,4,0,-198.17785552598116,277.0355139470465,,2025-06-09,2025-08-03,3935.015636520521,7680.640420934396
load,216,2025-08-05,56,8064,True,fitted,100,,197ef7546ed9f79d616554ebdeda212ceb585baa5909a702669f59ee8b2322ec,,4,0,-223.55387886587303,340.31128251295803,,2025-06-10,2025-08-04,4066.4384491885335,7658.989187489926
load,217,2025-08-06,56,8064,True,fitted,100,,6b56b2e47ecc0b3b1c1f4339012a5b54880188b5cdc398d90168e832c3b488d4,,4,0,-186.2257248919306,284.2677077830623,,2025-06-11,2025-08-05,3978.3343585758284,7674.824055157225
load,218,2025-08-07,56,8064,True,fitted,100,,a0a37e56523352be2df5bd45d960b0d6f71cc129ef58a2a44a6507fff7a933f7,,4,0,-190.18322033386363,266.48290895824533,,2025-06-12,2025-08-06,3654.9123232518527,7671.487059057581
load,219,2025-08-08,56,8064,True,fitted,100,,7c7d712b2f150d819a7b4235dddd00ca60bd2f367af8eeaca88323a760ac95b6,,4,0,-50.46368872943774,238.7586970416116,,2025-06-13,2025-08-07,2958.5756741627506,4799.303817342209
load,220,2025-08-09,56,8064,True,fitted,100,,ead179adf7180d128a88631f2e7ef2d84730119d5941139504931d84082caab3,,4,0,-215.38725062151275,269.0052486625754,,2025-06-14,2025-08-08,2961.2789289050434,4744.979808912991
load,221,2025-08-10,56,8064,True,fitted,100,,2c5621c486affcba3f155e2c6f97920cafd325161cd87aee7955d04bc0e90606,,4,0,-155.9400852876736,182.1278320144688,,2025-06-15,2025-08-09,3873.713602357077,7596.74934461798
load,222,2025-08-11,56,8064,True,fitted,100,,62ab645bf9a4199090ded04f697bce5293aadd4f6bdaf4dcee664efc213ace51,,4,0,-214.15300829924539,260.79077924166364,,2025-06-16,2025-08-10,3878.387995606837,7683.1115911486795
load,223,2025-08-12,56,8064,True,fitted,100,,b334770eef9602450d73988f0fcea460fda7033aead4a03c8c67c9c8873abf17,,4,0,-229.69556527386362,376.30211226149424,,2025-06-17,2025-08-11,3939.8716837825687,7545.058382566077
load,224,2025-08-13,56,8064,True,fitted,100,,22de2b2aec1011530987943748a518cd7cce1ef3291df11103756cc35b4712e6,,4,0,-219.7878310414067,254.93149517896452,,2025-06-18,2025-08-12,3911.3625992442835,7587.811701621607
load,225,2025-08-14,56,8064,True,fitted,100,,4a43e37856d4dcf344b69998637f2da5ba187cf56847ba9c6f6c2e72a9e8de3f,,4,0,-249.83708094830777,257.90956296324407,,2025-06-19,2025-08-13,3581.153246711615,7651.146173072875
load,226,2025-08-15,56,8064,True,fitted,100,,cfd072ce9cc88834b36c68e0162dc6f3c391ce9cf00239b7dba0151fa48a5b98,,4,0,-61.77235814175721,278.2467697582068,,2025-06-20,2025-08-14,2960.527200314301,4702.170581067715
load,227,2025-08-16,56,8064,True,fitted,100,,31df15cb1c9f844b036b45ac27d1db3986b42699aa1441ffc3bf6ebbdb661460,,4,0,-75.06895340222316,357.6441333040419,,2025-06-21,2025-08-15,2992.59879983728,4774.787831952085
load,228,2025-08-17,56,8064,True,fitted,100,,af8e818e12d94f7c53bf135102a8ebeaef1a50b460ebd5a49259c00195f05677,,4,0,-183.40169429968765,199.874007701478,,2025-06-22,2025-08-16,3772.974065978036,7542.954915569345
load,229,2025-08-18,56,8064,True,fitted,100,,ae77e9455feae45cdc834e9a7d4c08092348bb78a1e0b3a0eac4029bbbad4b3c,,4,0,-172.915420552153,253.09847804538836,,2025-06-23,2025-08-17,3832.4650754556737,7633.94748852656
load,230,2025-08-19,56,8064,True,fitted,100,,7e2d6f32440f362adceb16ec08db6e72816c9c7b3076edf961d6d7edabe6f1b9,,4,0,-167.76852640426992,356.3272403481203,,2025-06-24,2025-08-18,4037.2112555016056,7625.214049425303
load,231,2025-08-20,56,8064,True,fitted,100,,06954e7b428739ecf407b2737bdc63a5ff3c77c7a9e2d82ca2d9df2db41352a3,,4,0,-254.0251940223888,262.50702757037425,,2025-06-25,2025-08-19,3905.315264251857,7729.822129577211
load,232,2025-08-21,56,8064,True,fitted,100,,9d11d6b764bb72db0fd0cc7ee4443f49306a48ecc1888cf8fe4b5adb21cff815,,4,0,-173.79346584041497,288.2749020105738,,2025-06-26,2025-08-20,3651.4335454046713,7563.99180742479
load,233,2025-08-22,56,8064,True,fitted,100,,cf94cdd95fb8cf4950ceb4648682d82d9ef26ca93e13b8475da1f7dbd79ccbee,,4,0,-55.73564050056702,244.93307120207717,,2025-06-27,2025-08-21,2820.366010163293,4723.070743448195
load,234,2025-08-23,56,8064,True,fitted,100,,9e8262b0028ca3f5dbd559019908f67f3214bf0422ae4be4c4490499030e70c3,,4,0,-208.81324105501204,256.52349113957564,,2025-06-28,2025-08-22,2874.1293886061803,4672.746874414187
load,235,2025-08-24,56,8064,True,fitted,100,,9fb6760304f45afda889b135e5134b8fe7743d14bec7845a090209378e5066ad,,4,0,-153.72180207168367,210.8485270372107,,2025-06-29,2025-08-23,3792.1487668615528,7463.1701949217195
load,236,2025-08-25,56,8064,True,fitted,100,,8560c62873996362e5b1cbeb2b21b20f5c66c28ce82bcc7917031542f9f1f0a9,,4,0,-222.90592863084353,257.25948873077175,,2025-06-30,2025-08-24,3793.604618121381,7633.9525069126685
load,237,2025-08-26,56,8064,True,fitted,100,,b0843f7dbb56e088b09f91a4f03f49bc843ac1344fbe6d3f4a66ead801cca353,,4,0,-163.79300557969626,352.4282761390997,,2025-07-01,2025-08-25,4019.157196997549,7450.0988353201465
load,238,2025-08-27,56,8064,True,fitted,100,,328b4adf7ac35455a4411cca1702943c83014eba32d2c3735eb4603dc898eee0,,4,0,-293.12855901192364,271.17119878988035,,2025-07-02,2025-08-26,3851.0745934975644,7465.919056518218
load,239,2025-08-28,56,8064,True,fitted,100,,8bb3b3769015489990767c95886caebb3555c71cd2f0e420baa81b7b289f027e,,4,0,-290.22739093354306,256.61170765621085,,2025-07-03,2025-08-27,3721.568041602943,7487.820677703351
