target,day_index,date,trained,branch,n_train_days,n_rows,model_file,elapsed_seconds,reason,train_first,train_last,n_trees
pv,138,2025-05-19,True,fitted,55,7920,,0.033298500115051866,,2025-03-24,2025-05-17,100.0
load,139,2025-05-20,True,fitted,55,7920,,0.03267670003697276,,2025-03-25,2025-05-18,100.0
pv,139,2025-05-20,True,fitted,55,7920,,0.036501900060102344,,2025-03-25,2025-05-18,100.0
load,140,2025-05-21,True,fitted,55,7920,,0.03886199998669326,,2025-03-26,2025-05-19,100.0
pv,140,2025-05-21,True,fitted,55,7920,,0.033895300002768636,,2025-03-26,2025-05-19,100.0
load,141,2025-05-22,True,fitted,55,7920,,0.03414439992047846,,2025-03-27,2025-05-20,100.0
pv,141,2025-05-22,True,fitted,55,7920,,0.035901299910619855,,2025-03-27,2025-05-20,100.0
load,142,2025-05-23,True,fitted,55,7920,,0.032798799918964505,,2025-03-28,2025-05-21,100.0
pv,142,2025-05-23,True,fitted,55,7920,,0.03922379994764924,,2025-03-28,2025-05-21,100.0
load,143,2025-05-24,True,fitted,55,7920,,0.03486029990017414,,2025-03-29,2025-05-22,100.0
pv,143,2025-05-24,True,fitted,55,7920,,0.04288220009766519,,2025-03-29,2025-05-22,100.0
load,144,2025-05-25,True,fitted,55,7920,,0.03391220001503825,,2025-03-30,2025-05-23,100.0
pv,144,2025-05-25,True,fitted,55,7920,,0.0325316998641938,,2025-03-30,2025-05-23,100.0
load,145,2025-05-26,True,fitted,55,7920,,0.035406399983912706,,2025-03-31,2025-05-24,100.0
pv,145,2025-05-26,True,fitted,55,7920,,0.03296840004622936,,2025-03-31,2025-05-24,100.0
load,146,2025-05-27,True,fitted,55,7920,,0.032473200000822544,,2025-04-01,2025-05-25,100.0
pv,146,2025-05-27,True,fitted,55,7920,,0.03278629994019866,,2025-04-01,2025-05-25,100.0
load,147,2025-05-28,True,fitted,55,7920,,0.03146650013513863,,2025-04-02,2025-05-26,100.0
pv,147,2025-05-28,True,fitted,55,7920,,0.032520700013265014,,2025-04-02,2025-05-26,100.0
load,148,2025-05-29,True,fitted,55,7920,,0.03371380013413727,,2025-04-03,2025-05-27,100.0
pv,148,2025-05-29,True,fitted,55,7920,,0.03336229990236461,,2025-04-03,2025-05-27,100.0
load,149,2025-05-30,True,fitted,55,7920,,0.03331369999796152,,2025-04-04,2025-05-28,100.0
pv,149,2025-05-30,True,fitted,55,7920,,0.032916099997237325,,2025-04-04,2025-05-28,100.0
load,150,2025-05-31,True,fitted,55,7920,models/load_2025-05-31.txt,0.03710930002853274,,2025-04-05,2025-05-29,100.0
pv,150,2025-05-31,True,fitted,55,7920,models/pv_2025-05-31.txt,0.03738550003618002,,2025-04-05,2025-05-29,100.0
load,151,2025-06-01,True,fitted,55,7920,,0.0356950000859797,,2025-04-06,2025-05-30,100.0
pv,151,2025-06-01,True,fitted,55,7920,,0.0351193998940289,,2025-04-06,2025-05-30,100.0
load,152,2025-06-02,True,fitted,55,7920,,0.03169450000859797,,2025-04-07,2025-05-31,100.0
pv,152,2025-06-02,True,fitted,55,7920,,0.03312909998930991,,2025-04-07,2025-05-31,100.0
load,153,2025-06-03,True,fitted,55,7920,,0.03169430000707507,,2025-04-08,2025-06-01,100.0
pv,153,2025-06-03,True,fitted,55,7920,,0.032974000088870525,,2025-04-08,2025-06-01,100.0
load,154,2025-06-04,True,fitted,55,7920,,0.036286900052800775,,2025-04-09,2025-06-02,100.0
pv,154,2025-06-04,True,fitted,55,7920,,0.03266040002927184,,2025-04-09,2025-06-02,100.0
load,155,2025-06-05,True,fitted,55,7920,,0.031988299917429686,,2025-04-10,2025-06-03,100.0
pv,155,2025-06-05,True,fitted,55,7920,,0.0323834998998791,,2025-04-10,2025-06-03,100.0
load,156,2025-06-06,True,fitted,55,7920,,0.031446299981325865,,2025-04-11,2025-06-04,100.0
pv,156,2025-06-06,True,fitted,55,7920,,0.032753400038927794,,2025-04-11,2025-06-04,100.0
load,157,2025-06-07,True,fitted,55,7920,,0.02978289988823235,,2025-04-12,2025-06-05,100.0
pv,157,2025-06-07,True,fitted,55,7920,,0.031082799891009927,,2025-04-12,2025-06-05,100.0
load,158,2025-06-08,True,fitted,55,7920,,0.03095949999988079,,2025-04-13,2025-06-06,100.0
pv,158,2025-06-08,True,fitted,55,7920,,0.03250589990057051,,2025-04-13,2025-06-06,100.0
load,159,2025-06-09,True,fitted,55,7920,,0.0315419000107795,,2025-04-14,2025-06-07,100.0
pv,159,2025-06-09,True,fitted,55,7920,,0.03590380004607141,,2025-04-14,2025-06-07,100.0
load,160,2025-06-10,True,fitted,55,7920,,0.030353100039064884,,2025-04-15,2025-06-08,100.0
pv,160,2025-06-10,True,fitted,55,7920,,0.032066000159829855,,2025-04-15,2025-06-08,100.0
load,161,2025-06-11,True,fitted,55,7920,,0.030741099966689944,,2025-04-16,2025-06-09,100.0
pv,161,2025-06-11,True,fitted,55,7920,,0.03307380015030503,,2025-04-16,2025-06-09,100.0
load,162,2025-06-12,True,fitted,55,7920,,0.03118240018375218,,2025-04-17,2025-06-10,100.0
pv,162,2025-06-12,True,fitted,55,7920,,0.03286359994672239,,2025-04-17,2025-06-10,100.0
load,163,2025-06-13,True,fitted,55,7920,,0.03155250009149313,,2025-04-18,2025-06-11,100.0
pv,163,2025-06-13,True,fitted,55,7920,,0.033407900016754866,,2025-04-18,2025-06-11,100.0
load,164,2025-06-14,True,fitted,55,7920,,0.03230790002271533,,2025-04-19,2025-06-12,100.0
pv,164,2025-06-14,True,fitted,55,7920,,0.03307410003617406,,2025-04-19,2025-06-12,100.0
load,165,2025-06-15,True,fitted,55,7920,,0.03100229986011982,,2025-04-20,2025-06-13,100.0
pv,165,2025-06-15,True,fitted,55,7920,,0.03282970003783703,,2025-04-20,2025-06-13,100.0
load,166,2025-06-16,True,fitted,55,7920,,0.031111299991607666,,2025-04-21,2025-06-14,100.0
pv,166,2025-06-16,True,fitted,55,7920,,0.03319929982535541,,2025-04-21,2025-06-14,100.0
load,167,2025-06-17,True,fitted,55,7920,,0.031682999804615974,,2025-04-22,2025-06-15,100.0
pv,167,2025-06-17,True,fitted,55,7920,,0.03613670007325709,,2025-04-22,2025-06-15,100.0
load,168,2025-06-18,True,fitted,55,7920,,0.03170250006951392,,2025-04-23,2025-06-16,100.0
pv,168,2025-06-18,True,fitted,55,7920,,0.03372430009767413,,2025-04-23,2025-06-16,100.0
load,169,2025-06-19,True,fitted,55,7920,,0.031991299940273166,,2025-04-24,2025-06-17,100.0
pv,169,2025-06-19,True,fitted,55,7920,,0.0429666000418365,,2025-04-24,2025-06-17,100.0
load,170,2025-06-20,True,fitted,55,7920,,0.034897200064733624,,2025-04-25,2025-06-18,100.0
pv,170,2025-06-20,True,fitted,55,7920,,0.03576380014419556,,2025-04-25,2025-06-18,100.0
load,171,2025-06-21,True,fitted,55,7920,models/load_2025-06-21.txt,0.03499110019765794,,2025-04-26,2025-06-19,100.0
pv,171,2025-06-21,True,fitted,55,7920,models/pv_2025-06-21.txt,0.03579079988412559,,2025-04-26,2025-06-19,100.0
load,172,2025-06-22,True,fitted,55,7920,,0.03364089992828667,,2025-04-27,2025-06-20,100.0
pv,172,2025-06-22,True,fitted,55,7920,,0.043348100036382675,,2025-04-27,2025-06-20,100.0
load,173,2025-06-23,True,fitted,55,7920,,0.0315459999255836,,2025-04-28,2025-06-21,100.0
pv,173,2025-06-23,True,fitted,55,7920,,0.03288160008378327,,2025-04-28,2025-06-21,100.0
load,174,2025-06-24,True,fitted,55,7920,,0.031158299883827567,,2025-04-29,2025-06-22,100.0
pv,174,2025-06-24,True,fitted,55,7920,,0.032441999996080995,,2025-04-29,2025-06-22,100.0
load,175,2025-06-25,True,fitted,55,7920,,0.030815399950370193,,2025-04-30,2025-06-23,100.0
pv,175,2025-06-25,True,fitted,55,7920,,0.03219079994596541,,2025-04-30,2025-06-23,100.0
load,176,2025-06-26,True,fitted,55,7920,,0.030311200069263577,,2025-05-01,2025-06-24,100.0
pv,176,2025-06-26,True,fitted,55,7920,,0.03345600003376603,,2025-05-01,2025-06-24,100.0
load,177,2025-06-27,True,fitted,55,7920,,0.031239499803632498,,2025-05-02,2025-06-25,100.0
pv,177,2025-06-27,True,fitted,55,7920,,0.03421820001676679,,2025-05-02,2025-06-25,100.0
load,178,2025-06-28,True,fitted,55,7920,,0.03573050000704825,,2025-05-03,2025-06-26,100.0
pv,178,2025-06-28,True,fitted,55,7920,,0.03534830012358725,,2025-05-03,2025-06-26,100.0
load,179,2025-06-29,True,fitted,55,7920,,0.030447800178080797,,2025-05-04,2025-06-27,100.0
pv,179,2025-06-29,True,fitted,55,7920,,0.03399710007943213,,2025-05-04,2025-06-27,100.0
load,180,2025-06-30,True,fitted,55,7920,models/load_2025-06-30.txt,0.03421450010500848,,2025-05-05,2025-06-28,100.0
pv,180,2025-06-30,True,fitted,55,7920,models/pv_2025-06-30.txt,0.03782949992455542,,2025-05-05,2025-06-28,100.0
load,181,2025-07-01,True,fitted,55,7920,,0.03133089980110526,,2025-05-06,2025-06-29,100.0
pv,181,2025-07-01,True,fitted,55,7920,,0.03413739986717701,,2025-05-06,2025-06-29,100.0
load,182,2025-07-02,True,fitted,55,7920,,0.03170449985191226,,2025-05-07,2025-06-30,100.0
pv,182,2025-07-02,True,fitted,55,7920,,0.03498669993132353,,2025-05-07,2025-06-30,100.0
load,183,2025-07-03,True,fitted,55,7920,,0.03253560001030564,,2025-05-08,2025-07-01,100.0
pv,183,2025-07-03,True,fitted,55,7920,,0.033596600173041224,,2025-05-08,2025-07-01,100.0
load,184,2025-07-04,True,fitted,55,7920,,0.03017290006391704,,2025-05-09,2025-07-02,100.0
pv,184,2025-07-04,True,fitted,55,7920,,0.037775599863380194,,2025-05-09,2025-07-02,100.0
load,185,2025-07-05,True,fitted,55,7920,,0.0348384000826627,,2025-05-10,2025-07-03,100.0
pv,185,2025-07-05,True,fitted,55,7920,,0.034680299926549196,,2025-05-10,2025-07-03,100.0
load,186,2025-07-06,True,fitted,55,7920,,0.029963500099256635,,2025-05-11,2025-07-04,100.0
pv,186,2025-07-06,True,fitted,55,7920,,0.03407110017724335,,2025-05-11,2025-07-04,100.0
load,187,2025-07-07,True,fitted,55,7920,,0.030805099988356233,,2025-05-12,2025-07-05,100.0
pv,187,2025-07-07,True,fitted,55,7920,,0.03234499995596707,,2025-05-12,2025-07-05,100.0
load,188,2025-07-08,True,fitted,55,7920,,0.030996100045740604,,2025-05-13,2025-07-06,100.0
pv,188,2025-07-08,True,fitted,55,7920,,0.032514699967578053,,2025-05-13,2025-07-06,100.0
load,189,2025-07-09,True,fitted,55,7920,,0.034047000110149384,,2025-05-14,2025-07-07,100.0
pv,189,2025-07-09,True,fitted,55,7920,,0.034064500126987696,,2025-05-14,2025-07-07,100.0
load,190,2025-07-10,True,fitted,55,7920,,0.03107250016182661,,2025-05-15,2025-07-08,100.0
pv,190,2025-07-10,True,fitted,55,7920,,0.03389209997840226,,2025-05-15,2025-07-08,100.0
load,191,2025-07-11,True,fitted,55,7920,,0.037432300159707665,,2025-05-16,2025-07-09,100.0
pv,191,2025-07-11,True,fitted,55,7920,,0.03610570007003844,,2025-05-16,2025-07-09,100.0
load,192,2025-07-12,True,fitted,55,7920,,0.030937799951061606,,2025-05-17,2025-07-10,100.0
pv,192,2025-07-12,True,fitted,55,7920,,0.034631900023669004,,2025-05-17,2025-07-10,100.0
load,193,2025-07-13,True,fitted,55,7920,,0.031836300157010555,,2025-05-18,2025-07-11,100.0
pv,193,2025-07-13,True,fitted,55,7920,,0.03202149993740022,,2025-05-18,2025-07-11,100.0
load,194,2025-07-14,True,fitted,55,7920,,0.03582049999386072,,2025-05-19,2025-07-12,100.0
pv,194,2025-07-14,True,fitted,55,7920,,0.03614400001242757,,2025-05-19,2025-07-12,100.0
load,195,2025-07-15,True,fitted,55,7920,,0.02999179996550083,,2025-05-20,2025-07-13,100.0
pv,195,2025-07-15,True,fitted,55,7920,,0.03295359993353486,,2025-05-20,2025-07-13,100.0
load,196,2025-07-16,True,fitted,55,7920,,0.03078080015257001,,2025-05-21,2025-07-14,100.0
pv,196,2025-07-16,True,fitted,55,7920,,0.031959300162270665,,2025-05-21,2025-07-14,100.0
load,197,2025-07-17,True,fitted,55,7920,,0.031071199802681804,,2025-05-22,2025-07-15,100.0
pv,197,2025-07-17,True,fitted,55,7920,,0.03234310005791485,,2025-05-22,2025-07-15,100.0
load,198,2025-07-18,True,fitted,55,7920,,0.0317947999574244,,2025-05-23,2025-07-16,100.0
pv,198,2025-07-18,True,fitted,55,7920,,0.03131380002014339,,2025-05-23,2025-07-16,100.0
load,199,2025-07-19,True,fitted,55,7920,,0.030337499920278788,,2025-05-24,2025-07-17,100.0
pv,199,2025-07-19,True,fitted,55,7920,,0.03140999982133508,,2025-05-24,2025-07-17,100.0
load,200,2025-07-20,True,fitted,55,7920,,0.031761799938976765,,2025-05-25,2025-07-18,100.0
pv,200,2025-07-20,True,fitted,55,7920,,0.03136199992150068,,2025-05-25,2025-07-18,100.0
load,201,2025-07-21,True,fitted,55,7920,,0.03115509985946119,,2025-05-26,2025-07-19,100.0
pv,201,2025-07-21,True,fitted,55,7920,,0.031973900040611625,,2025-05-26,2025-07-19,100.0
load,202,2025-07-22,True,fitted,55,7920,,0.0324842999689281,,2025-05-27,2025-07-20,100.0
pv,202,2025-07-22,True,fitted,55,7920,,0.03249050001613796,,2025-05-27,2025-07-20,100.0
load,203,2025-07-23,True,fitted,55,7920,,0.0330674999859184,,2025-05-28,2025-07-21,100.0
pv,203,2025-07-23,True,fitted,55,7920,,0.03143179998733103,,2025-05-28,2025-07-21,100.0
load,204,2025-07-24,True,fitted,55,7920,,0.03162399982102215,,2025-05-29,2025-07-22,100.0
pv,204,2025-07-24,True,fitted,55,7920,,0.03152429987676442,,2025-05-29,2025-07-22,100.0
load,205,2025-07-25,True,fitted,55,7920,,0.030041299993172288,,2025-05-30,2025-07-23,100.0
pv,205,2025-07-25,True,fitted,55,7920,,0.03180509991943836,,2025-05-30,2025-07-23,100.0
load,206,2025-07-26,True,fitted,55,7920,,0.032062599901109934,,2025-05-31,2025-07-24,100.0
pv,206,2025-07-26,True,fitted,55,7920,,0.03533609979785979,,2025-05-31,2025-07-24,100.0
load,207,2025-07-27,True,fitted,55,7920,,0.03199569997377694,,2025-06-01,2025-07-25,100.0
pv,207,2025-07-27,True,fitted,55,7920,,0.031521999975666404,,2025-06-01,2025-07-25,100.0
load,208,2025-07-28,True,fitted,55,7920,,0.030422199983149767,,2025-06-02,2025-07-26,100.0
pv,208,2025-07-28,True,fitted,55,7920,,0.03369389986619353,,2025-06-02,2025-07-26,100.0
load,209,2025-07-29,True,fitted,55,7920,,0.03423250000923872,,2025-06-03,2025-07-27,100.0
pv,209,2025-07-29,True,fitted,55,7920,,0.03117009997367859,,2025-06-03,2025-07-27,100.0
load,210,2025-07-30,True,fitted,55,7920,models/load_2025-07-30.txt,0.03267979994416237,,2025-06-04,2025-07-28,100.0
pv,210,2025-07-30,True,fitted,55,7920,models/pv_2025-07-30.txt,0.034166299970820546,,2025-06-04,2025-07-28,100.0
load,211,2025-07-31,True,fitted,55,7920,,0.03131420002318919,,2025-06-05,2025-07-29,100.0
pv,211,2025-07-31,True,fitted,55,7920,,0.031124599976465106,,2025-06-05,2025-07-29,100.0
load,212,2025-08-01,True,fitted,55,7920,,0.030274499906226993,,2025-06-06,2025-07-30,100.0
pv,212,2025-08-01,True,fitted,55,7920,,0.03318949998356402,,2025-06-06,2025-07-30,100.0
load,213,2025-08-02,True,fitted,55,7920,,0.03211860009469092,,2025-06-07,2025-07-31,100.0
pv,213,2025-08-02,True,fitted,55,7920,,0.033284799894317985,,2025-06-07,2025-07-31,100.0
load,214,2025-08-03,True,fitted,55,7920,,0.030899700010195374,,2025-06-08,2025-08-01,100.0
pv,214,2025-08-03,True,fitted,55,7920,,0.031806400045752525,,2025-06-08,2025-08-01,100.0
load,215,2025-08-04,True,fitted,55,7920,,0.030707099940627813,,2025-06-09,2025-08-02,100.0
pv,215,2025-08-04,True,fitted,55,7920,,0.03750519989989698,,2025-06-09,2025-08-02,100.0
load,216,2025-08-05,True,fitted,55,7920,,0.03162369993515313,,2025-06-10,2025-08-03,100.0
pv,216,2025-08-05,True,fitted,55,7920,,0.033744500018656254,,2025-06-10,2025-08-03,100.0
load,217,2025-08-06,True,fitted,55,7920,,0.032314599957317114,,2025-06-11,2025-08-04,100.0
pv,217,2025-08-06,True,fitted,55,7920,,0.03406810015439987,,2025-06-11,2025-08-04,100.0
load,218,2025-08-07,True,fitted,55,7920,,0.031721599865704775,,2025-06-12,2025-08-05,100.0
pv,218,2025-08-07,True,fitted,55,7920,,0.03280759998597205,,2025-06-12,2025-08-05,100.0
load,219,2025-08-08,True,fitted,55,7920,,0.031714499928057194,,2025-06-13,2025-08-06,100.0
pv,219,2025-08-08,True,fitted,55,7920,,0.032738500041887164,,2025-06-13,2025-08-06,100.0
load,220,2025-08-09,True,fitted,55,7920,,0.03210479998961091,,2025-06-14,2025-08-07,100.0
pv,220,2025-08-09,True,fitted,55,7920,,0.032666899962350726,,2025-06-14,2025-08-07,100.0
load,221,2025-08-10,True,fitted,55,7920,,0.030481999972835183,,2025-06-15,2025-08-08,100.0
pv,221,2025-08-10,True,fitted,55,7920,,0.03320599999278784,,2025-06-15,2025-08-08,100.0
load,222,2025-08-11,True,fitted,55,7920,,0.02968140016309917,,2025-06-16,2025-08-09,100.0
pv,222,2025-08-11,True,fitted,55,7920,,0.03378570009954274,,2025-06-16,2025-08-09,100.0
load,223,2025-08-12,True,fitted,55,7920,,0.030708299949765205,,2025-06-17,2025-08-10,100.0
pv,223,2025-08-12,True,fitted,55,7920,,0.03226789995096624,,2025-06-17,2025-08-10,100.0
load,224,2025-08-13,True,fitted,55,7920,,0.034072100184857845,,2025-06-18,2025-08-11,100.0
pv,224,2025-08-13,True,fitted,55,7920,,0.03344819997437298,,2025-06-18,2025-08-11,100.0
load,225,2025-08-14,True,fitted,55,7920,,0.03291619988158345,,2025-06-19,2025-08-12,100.0
pv,225,2025-08-14,True,fitted,55,7920,,0.03328599990345538,,2025-06-19,2025-08-12,100.0
load,226,2025-08-15,True,fitted,55,7920,,0.030394400004297495,,2025-06-20,2025-08-13,100.0
pv,226,2025-08-15,True,fitted,55,7920,,0.039380199974402785,,2025-06-20,2025-08-13,100.0
load,227,2025-08-16,True,fitted,55,7920,,0.03220419981516898,,2025-06-21,2025-08-14,100.0
pv,227,2025-08-16,True,fitted,55,7920,,0.034710500156506896,,2025-06-21,2025-08-14,100.0
load,228,2025-08-17,True,fitted,55,7920,,0.033677499974146485,,2025-06-22,2025-08-15,100.0
pv,228,2025-08-17,True,fitted,55,7920,,0.03403869993053377,,2025-06-22,2025-08-15,100.0
load,229,2025-08-18,True,fitted,55,7920,,0.033157699974253774,,2025-06-23,2025-08-16,100.0
pv,229,2025-08-18,True,fitted,55,7920,,0.03495729994028807,,2025-06-23,2025-08-16,100.0
load,230,2025-08-19,True,fitted,55,7920,,0.037421399960294366,,2025-06-24,2025-08-17,100.0
pv,230,2025-08-19,True,fitted,55,7920,,0.03690860001370311,,2025-06-24,2025-08-17,100.0
load,231,2025-08-20,True,fitted,55,7920,,0.03100969991646707,,2025-06-25,2025-08-18,100.0
pv,231,2025-08-20,True,fitted,55,7920,,0.03431600006297231,,2025-06-25,2025-08-18,100.0
load,232,2025-08-21,True,fitted,55,7920,,0.03036290011368692,,2025-06-26,2025-08-19,100.0
pv,232,2025-08-21,True,fitted,55,7920,,0.039692599792033434,,2025-06-26,2025-08-19,100.0
load,233,2025-08-22,True,fitted,55,7920,,0.0314178999979049,,2025-06-27,2025-08-20,100.0
pv,233,2025-08-22,True,fitted,55,7920,,0.03363419999368489,,2025-06-27,2025-08-20,100.0
load,234,2025-08-23,True,fitted,55,7920,,0.03188439994119108,,2025-06-28,2025-08-21,100.0
pv,234,2025-08-23,True,fitted,55,7920,,0.03189280000515282,,2025-06-28,2025-08-21,100.0
load,235,2025-08-24,True,fitted,55,7920,,0.03280679997988045,,2025-06-29,2025-08-22,100.0
pv,235,2025-08-24,True,fitted,55,7920,,0.032110500149428844,,2025-06-29,2025-08-22,100.0
load,236,2025-08-25,True,fitted,55,7920,,0.029476800002157688,,2025-06-30,2025-08-23,100.0
pv,236,2025-08-25,True,fitted,55,7920,,0.03233149996958673,,2025-06-30,2025-08-23,100.0
load,237,2025-08-26,True,fitted,55,7920,,0.03100840002298355,,2025-07-01,2025-08-24,100.0
pv,237,2025-08-26,True,fitted,55,7920,,0.032945199869573116,,2025-07-01,2025-08-24,100.0
load,238,2025-08-27,True,fitted,55,7920,,0.03048539999872446,,2025-07-02,2025-08-25,100.0
pv,238,2025-08-27,True,fitted,55,7920,,0.033411400159820914,,2025-07-02,2025-08-25,100.0
load,239,2025-08-28,True,fitted,55,7920,,0.030327700078487396,,2025-07-03,2025-08-26,100.0
pv,239,2025-08-28,True,fitted,55,7920,,0.03345010010525584,,2025-07-03,2025-08-26,100.0
load,240,2025-08-29,True,fitted,55,7920,models/load_2025-08-29.txt,0.033946300158277154,,2025-07-04,2025-08-27,100.0
pv,240,2025-08-29,True,fitted,55,7920,models/pv_2025-08-29.txt,0.03534099995158613,,2025-07-04,2025-08-27,100.0
load,241,2025-08-30,True,fitted,55,7920,,0.03206769982352853,,2025-07-05,2025-08-28,100.0
pv,241,2025-08-30,True,fitted,55,7920,,0.03700390015728772,,2025-07-05,2025-08-28,100.0
load,242,2025-08-31,True,fitted,55,7920,,0.032307400135323405,,2025-07-06,2025-08-29,100.0
pv,242,2025-08-31,True,fitted,55,7920,,0.03496920014731586,,2025-07-06,2025-08-29,100.0
load,243,2025-09-01,True,fitted,55,7920,,0.03930999990552664,,2025-07-07,2025-08-30,100.0
pv,243,2025-09-01,True,fitted,55,7920,,0.036144099896773696,,2025-07-07,2025-08-30,100.0
load,244,2025-09-02,True,fitted,55,7920,,0.03420539991930127,,2025-07-08,2025-08-31,100.0
pv,244,2025-09-02,True,fitted,55,7920,,0.032608000095933676,,2025-07-08,2025-08-31,100.0
load,245,2025-09-03,True,fitted,55,7920,,0.031793300062417984,,2025-07-09,2025-09-01,100.0
pv,245,2025-09-03,True,fitted,55,7920,,0.0341111000161618,,2025-07-09,2025-09-01,100.0
load,246,2025-09-04,True,fitted,55,7920,,0.030794800026342273,,2025-07-10,2025-09-02,100.0
pv,246,2025-09-04,True,fitted,55,7920,,0.03296809992752969,,2025-07-10,2025-09-02,100.0
load,247,2025-09-05,True,fitted,55,7920,,0.031076899962499738,,2025-07-11,2025-09-03,100.0
pv,247,2025-09-05,True,fitted,55,7920,,0.03295059991069138,,2025-07-11,2025-09-03,100.0
load,248,2025-09-06,True,fitted,55,7920,,0.03225549985654652,,2025-07-12,2025-09-04,100.0
pv,248,2025-09-06,True,fitted,55,7920,,0.03326179995201528,,2025-07-12,2025-09-04,100.0
load,249,2025-09-07,True,fitted,55,7920,,0.033101400127634406,,2025-07-13,2025-09-05,100.0
pv,249,2025-09-07,True,fitted,55,7920,,0.03276169998571277,,2025-07-13,2025-09-05,100.0
load,250,2025-09-08,True,fitted,55,7920,,0.030893600080162287,,2025-07-14,2025-09-06,100.0
pv,250,2025-09-08,True,fitted,55,7920,,0.034379399847239256,,2025-07-14,2025-09-06,100.0
load,251,2025-09-09,True,fitted,55,7920,,0.030923600075766444,,2025-07-15,2025-09-07,100.0
pv,251,2025-09-09,True,fitted,55,7920,,0.034577100072056055,,2025-07-15,2025-09-07,100.0
load,252,2025-09-10,True,fitted,55,7920,,0.034231600118801,,2025-07-16,2025-09-08,100.0
pv,252,2025-09-10,True,fitted,55,7920,,0.036448200000450015,,2025-07-16,2025-09-08,100.0
load,253,2025-09-11,True,fitted,55,7920,,0.03183949994854629,,2025-07-17,2025-09-09,100.0
pv,253,2025-09-11,True,fitted,55,7920,,0.03467139997519553,,2025-07-17,2025-09-09,100.0
load,254,2025-09-12,True,fitted,55,7920,,0.031235500006005168,,2025-07-18,2025-09-10,100.0
pv,254,2025-09-12,True,fitted,55,7920,,0.033686700044199824,,2025-07-18,2025-09-10,100.0
load,255,2025-09-13,True,fitted,55,7920,,0.03187799989245832,,2025-07-19,2025-09-11,100.0
pv,255,2025-09-13,True,fitted,55,7920,,0.033771099988371134,,2025-07-19,2025-09-11,100.0
load,256,2025-09-14,True,fitted,55,7920,,0.03167399996891618,,2025-07-20,2025-09-12,100.0
pv,256,2025-09-14,True,fitted,55,7920,,0.03402329981327057,,2025-07-20,2025-09-12,100.0
load,257,2025-09-15,True,fitted,55,7920,,0.03213119995780289,,2025-07-21,2025-09-13,100.0
pv,257,2025-09-15,True,fitted,55,7920,,0.036649599904194474,,2025-07-21,2025-09-13,100.0
load,258,2025-09-16,True,fitted,55,7920,,0.034156000008806586,,2025-07-22,2025-09-14,100.0
pv,258,2025-09-16,True,fitted,55,7920,,0.03719089995138347,,2025-07-22,2025-09-14,100.0
load,259,2025-09-17,True,fitted,55,7920,,0.03243319992907345,,2025-07-23,2025-09-15,100.0
pv,259,2025-09-17,True,fitted,55,7920,,0.03900579991750419,,2025-07-23,2025-09-15,100.0
load,260,2025-09-18,True,fitted,55,7920,,0.03250940004363656,,2025-07-24,2025-09-16,100.0
pv,260,2025-09-18,True,fitted,55,7920,,0.036691500106826425,,2025-07-24,2025-09-16,100.0
load,261,2025-09-19,True,fitted,55,7920,,0.031313999788835645,,2025-07-25,2025-09-17,100.0
pv,261,2025-09-19,True,fitted,55,7920,,0.035688200034201145,,2025-07-25,2025-09-17,100.0
load,262,2025-09-20,True,fitted,55,7920,,0.032554800156503916,,2025-07-26,2025-09-18,100.0
pv,262,2025-09-20,True,fitted,55,7920,,0.03560719988308847,,2025-07-26,2025-09-18,100.0
load,263,2025-09-21,True,fitted,55,7920,,0.031078599859029055,,2025-07-27,2025-09-19,100.0
pv,263,2025-09-21,True,fitted,55,7920,,0.032551700016483665,,2025-07-27,2025-09-19,100.0
load,264,2025-09-22,True,fitted,55,7920,,0.03258799994364381,,2025-07-28,2025-09-20,100.0
pv,264,2025-09-22,True,fitted,55,7920,,0.03345320001244545,,2025-07-28,2025-09-20,100.0
load,265,2025-09-23,True,fitted,55,7920,,0.029816200025379658,,2025-07-29,2025-09-21,100.0
pv,265,2025-09-23,True,fitted,55,7920,,0.03399090003222227,,2025-07-29,2025-09-21,100.0
load,266,2025-09-24,True,fitted,55,7920,,0.03021249989978969,,2025-07-30,2025-09-22,100.0
pv,266,2025-09-24,True,fitted,55,7920,,0.033867500023916364,,2025-07-30,2025-09-22,100.0
load,267,2025-09-25,True,fitted,55,7920,,0.03011779999360442,,2025-07-31,2025-09-23,100.0
pv,267,2025-09-25,True,fitted,55,7920,,0.033831499982625246,,2025-07-31,2025-09-23,100.0
load,268,2025-09-26,True,fitted,55,7920,,0.03185099991969764,,2025-08-01,2025-09-24,100.0
pv,268,2025-09-26,True,fitted,55,7920,,0.03742510010488331,,2025-08-01,2025-09-24,100.0
load,269,2025-09-27,True,fitted,55,7920,,0.031146200140938163,,2025-08-02,2025-09-25,100.0
pv,269,2025-09-27,True,fitted,55,7920,,0.033593300031498075,,2025-08-02,2025-09-25,100.0
load,270,2025-09-28,True,fitted,55,7920,models/load_2025-09-28.txt,0.03448759997263551,,2025-08-03,2025-09-26,100.0
pv,270,2025-09-28,True,fitted,55,7920,models/pv_2025-09-28.txt,0.035968400072306395,,2025-08-03,2025-09-26,100.0
load,271,2025-09-29,True,fitted,55,7920,,0.03144320007413626,,2025-08-04,2025-09-27,100.0
pv,271,2025-09-29,True,fitted,55,7920,,0.03286070004105568,,2025-08-04,2025-09-27,100.0
