date,fixed_total_cost_yuan,free_total_cost_yuan,free_minus_fixed_yuan,fixed_emergency_kWh,free_emergency_kWh,delta_emergency_kWh
2025-11-20,53127.14041867495,53087.73249096653,-39.40792770841654,0.0,0.0,0.0
2025-11-21,20125.029026088287,20086.948496709647,-38.08052937863977,0.0,0.0,0.0
2025-11-22,20084.69395950136,20056.074903782515,-28.61905571884563,0.0,0.0,0.0
2025-11-23,53554.37883392927,53520.39033313668,-33.98850079259137,0.0,0.0,0.0
2025-11-24,53401.76908070797,53354.41303507455,-47.35604563342349,18.83966666666663,18.83966666666663,0.0
2025-11-25,53441.163885470894,53413.63556411332,-27.528321357574896,0.0,0.0,0.0
2025-11-26,54666.648015399165,54635.204562729006,-31.443452670158877,31.009150818344096,31.009150818344096,0.0
2025-11-27,54215.13910776413,54143.351484443905,-71.78762332022598,0.0,0.0,0.0
2025-11-28,20670.84672629172,20612.948946624765,-57.897779666953284,0.0,0.0,0.0
2025-11-29,20743.7196687804,20652.716416914736,-91.0032518656626,0.0,0.0,0.0
2025-11-30,55612.95232288512,55587.5958984994,-25.356424385718128,6.062833333333401,6.062833333333401,0.0
2025-12-01,76296.02297902387,76216.6820627431,-79.34091628076567,4204.681592689546,4193.752246367829,-10.929346321717276
2025-12-02,80319.3011698575,80138.93676237529,-180.36440748220775,4670.031990803051,4641.1409073286995,-28.891083474351035
2025-12-03,65578.17984049491,65452.71744948741,-125.46239100749517,1551.930344047259,1528.313889004364,-23.61645504289504
2025-12-04,63285.173091414734,63255.29248456936,-29.880606845370494,32.66938726574324,32.66938726574324,0.0
2025-12-05,26872.50962368423,26796.73012260806,-75.77950107616925,0.0,0.0,0.0
2025-12-06,26945.558120096888,26898.918275210686,-46.6398448862019,0.0,0.0,0.0
2025-12-07,62984.918379447554,62902.27075549658,-82.64762395097205,3.9952617874729413,3.9952617874729413,0.0
2025-12-08,66620.83253268608,66582.65000252445,-38.18253016163362,0.0,0.0,0.0
2025-12-09,62111.64219437712,62011.833945487895,-99.80824888922507,35.29970733733933,35.29970733733933,0.0
2025-12-10,61499.62864126752,61452.69023610894,-46.93840515858028,0.0,0.0,0.0
2025-12-11,62624.16274449957,62629.80571075892,5.642966259350942,0.0,0.0,0.0
2025-12-12,26714.38824222332,26721.62961138421,7.241369160892646,0.0,0.0,0.0
2025-12-13,27003.359633192977,26953.27847536697,-50.08115782600726,0.0,0.0,0.0
2025-12-14,62389.792325156224,62332.29532394437,-57.49700121185742,0.0,0.0,0.0
2025-12-15,63452.38145384203,63422.76227320374,-29.619180638284888,0.0,0.0,0.0
2025-12-16,63565.83440793758,63526.78532218511,-39.049085752471,0.0,0.0,0.0
2025-12-17,63589.50067747708,63521.76763094267,-67.733046534413,0.0,0.0,0.0
2025-12-18,63927.06970672463,63883.47699765449,-43.59270907013706,0.0,0.0,0.0
2025-12-19,27271.476703623644,27244.67087199268,-26.80583163096526,0.0,0.0,0.0
2025-12-20,27741.332936987274,27712.48284070529,-28.850096281985316,0.0,0.0,0.0
2025-12-21,63106.46294683717,63095.90333866453,-10.559608172639855,0.0,0.0,0.0
2025-12-22,63939.73602970055,63889.06985415082,-50.66617554973345,0.0,0.0,0.0
2025-12-23,64451.74624284386,64383.20837960083,-68.53786324302928,0.0,0.0,0.0
2025-12-24,63788.886237086415,63748.406350869205,-40.47988621721015,0.0,0.0,0.0
2025-12-25,63872.92645057677,63819.77974648351,-53.14670409326209,0.0,0.0,0.0
2025-12-26,27894.554842006084,27836.943859031013,-57.61098297507124,0.0,0.0,0.0
2025-12-27,27489.102853870987,27459.6719288738,-29.430924997188413,0.0,0.0,0.0
2025-12-28,63769.00709356784,63693.09695437681,-75.91013919102988,0.0,0.0,0.0
2025-12-29,64369.97890025303,64272.07414939145,-97.90475086158403,0.0,0.0,0.0
2025-12-30,63640.914622946286,63613.3443381014,-27.570284844885464,0.0,0.0,0.0
2025-12-31,62529.78915365659,62456.3330651064,-73.45608855018509,0.0,0.0,0.0
