slot,interval,load_kW,pv_kW,price_yuan_kWh,grid_lp_kWh,charge_lp_kWh,discharge_lp_kWh,unused_lp_kWh,state_start_lp_kWh,state_end_lp_kWh,charge_decycled_kWh,discharge_decycled_kWh,unused_decycled_kWh,grid_milp_kWh,charge_milp_kWh,discharge_milp_kWh,unused_milp_kWh,state_end_milp_kWh
134,22:20-22:30,2278.86,0.0,0.4198,1213.1433333333332,833.3333333333333,0.0,0.0,2700.0,3450.0,833.3333333333333,0.0,0.0,1213.1433333333332,833.3333333333333,0.0,0.0,3450.0
135,22:30-22:40,2443.6162,0.0,0.4186,1240.6027,833.3333333333333,0.0,0.0,3450.0,4200.0,833.3333333333333,0.0,0.0,1240.6027,833.3333333333333,0.0,0.0,4200.0
136,22:40-22:50,2492.2416,0.0,0.4241,415.37359999999995,0.0,0.0,0.0,4200.0,4200.0,0.0,0.0,0.0,415.37359999999995,0.0,0.0,0.0,4200.0
137,22:50-23:00,2459.05,0.0,0.4237,1243.175,833.3333333333333,0.0,0.0,4200.0,4950.0,833.3333333333333,0.0,0.0,1243.175,833.3333333333333,0.0,0.0,4950.0
138,23:00-23:10,2525.0152,0.0,0.4248,420.8358666666666,0.0,0.0,0.0,4950.0,4950.0,0.0,0.0,0.0,420.8358666666666,0.0,0.0,0.0,4950.0
139,23:10-23:20,2434.5253,0.0,0.424,739.08755,333.3333333333333,0.0,0.0,4950.0,5250.0,333.3333333333333,0.0,0.0,405.7542166666666,0.0,0.0,0.0,4950.0
140,23:20-23:30,2279.26,0.0,0.422,1213.21,833.3333333333333,0.0,0.0,5250.0,6000.0,833.3333333333333,0.0,0.0,1213.21,833.3333333333333,0.0,0.0,5700.0
141,23:30-23:40,2444.3866,0.0,0.424,407.3977666666666,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,740.7311,333.3333333333333,0.0,0.0,6000.0
142,23:40-23:50,2657.9443,0.0,0.4271,442.9907166666667,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,442.9907166666667,0.0,0.0,0.0,6000.0
143,23:50-24:00,2618.28,0.0,0.4276,436.38,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,436.38,0.0,0.0,0.0,6000.0
