k,date,weekday,month,publication_hour,kind,j,lead_hours,h_start,h_end,interval_start,interval_end,n_valid_slots,valid,b_kW,y_kW
220,2025-08-09,5,2025-08,6,hour,6,7,72,77,2025-08-09 12:00:00,2025-08-09 13:00:00,6,True,-117.3585060522878,-165.19638411689425
221,2025-08-10,6,2025-08,6,hour,6,7,72,77,2025-08-10 12:00:00,2025-08-10 13:00:00,6,True,-92.25171312694829,133.971409199073
222,2025-08-11,0,2025-08,6,hour,6,7,72,77,2025-08-11 12:00:00,2025-08-11 13:00:00,6,True,-206.05126415548094,-71.38812117255536
223,2025-08-12,1,2025-08,6,hour,6,7,72,77,2025-08-12 12:00:00,2025-08-12 13:00:00,6,True,109.56535839380255,-108.54746060462473
224,2025-08-13,2,2025-08,6,hour,6,7,72,77,2025-08-13 12:00:00,2025-08-13 13:00:00,6,True,-40.85579368511018,27.810796663930734
225,2025-08-14,3,2025-08,6,hour,6,7,72,77,2025-08-14 12:00:00,2025-08-14 13:00:00,6,True,-146.19857877009295,-72.00723460527873
226,2025-08-15,4,2025-08,6,hour,6,7,72,77,2025-08-15 12:00:00,2025-08-15 13:00:00,6,True,50.4073466619753,-193.61379059034667
227,2025-08-16,5,2025-08,6,hour,6,7,72,77,2025-08-16 12:00:00,2025-08-16 13:00:00,6,True,-37.380178895527784,-66.38010214825415
228,2025-08-17,6,2025-08,6,hour,6,7,72,77,2025-08-17 12:00:00,2025-08-17 13:00:00,6,True,-6.38064743090096,-129.7993947229185
229,2025-08-18,0,2025-08,6,hour,6,7,72,77,2025-08-18 12:00:00,2025-08-18 13:00:00,6,True,-5.6348513244305805,-106.86385763325309
230,2025-08-19,1,2025-08,6,hour,6,7,72,77,2025-08-19 12:00:00,2025-08-19 13:00:00,6,True,-135.50954893245088,-142.01731412053914
231,2025-08-20,2,2025-08,6,hour,6,7,72,77,2025-08-20 12:00:00,2025-08-20 13:00:00,6,True,-85.47524508612453,-317.27308134904297
232,2025-08-21,3,2025-08,6,hour,6,7,72,77,2025-08-21 12:00:00,2025-08-21 13:00:00,6,True,-5.090139139257114,-107.84885390397206
233,2025-08-22,4,2025-08,6,hour,6,7,72,77,2025-08-22 12:00:00,2025-08-22 13:00:00,6,True,-110.89965945440599,-182.7210828640806
234,2025-08-23,5,2025-08,6,hour,6,7,72,77,2025-08-23 12:00:00,2025-08-23 13:00:00,6,True,106.86563981345655,9.414752335707968
235,2025-08-24,6,2025-08,6,hour,6,7,72,77,2025-08-24 12:00:00,2025-08-24 13:00:00,6,True,-103.48041760830613,-45.78008800439284
236,2025-08-25,0,2025-08,6,hour,6,7,72,77,2025-08-25 12:00:00,2025-08-25 13:00:00,6,True,58.331027896350406,-110.72149188104656
237,2025-08-26,1,2025-08,6,hour,6,7,72,77,2025-08-26 12:00:00,2025-08-26 13:00:00,6,True,-284.94351411234874,3.942757298035758
238,2025-08-27,2,2025-08,6,hour,6,7,72,77,2025-08-27 12:00:00,2025-08-27 13:00:00,6,True,37.61775871900287,-81.59404291907806
239,2025-08-28,3,2025-08,6,hour,6,7,72,77,2025-08-28 12:00:00,2025-08-28 13:00:00,6,True,-136.92221780308623,13.991625844913566
240,2025-08-29,4,2025-08,6,hour,6,7,72,77,2025-08-29 12:00:00,2025-08-29 13:00:00,6,True,-126.21403657833987,-116.04173170864276
241,2025-08-30,5,2025-08,6,hour,6,7,72,77,2025-08-30 12:00:00,2025-08-30 13:00:00,6,True,35.35858235509787,-185.23239104757886
242,2025-08-31,6,2025-08,6,hour,6,7,72,77,2025-08-31 12:00:00,2025-08-31 13:00:00,6,True,-108.28471375263325,49.47557998861612
243,2025-09-01,0,2025-09,6,hour,6,7,72,77,2025-09-01 12:00:00,2025-09-01 13:00:00,6,True,-274.28632489938235,-466.0343045064422
244,2025-09-02,1,2025-09,6,hour,6,7,72,77,2025-09-02 12:00:00,2025-09-02 13:00:00,6,True,-160.96973348025745,-388.70851712487
245,2025-09-03,2,2025-09,6,hour,6,7,72,77,2025-09-03 12:00:00,2025-09-03 13:00:00,6,True,-187.11240694039998,-385.1545751901099
246,2025-09-04,3,2025-09,6,hour,6,7,72,77,2025-09-04 12:00:00,2025-09-04 13:00:00,6,True,237.02030629085826,112.44732256873567
247,2025-09-05,4,2025-09,6,hour,6,7,72,77,2025-09-05 12:00:00,2025-09-05 13:00:00,6,True,-95.36319930275954,-135.40311827351948
248,2025-09-06,5,2025-09,6,hour,6,7,72,77,2025-09-06 12:00:00,2025-09-06 13:00:00,6,True,174.07084039390315,20.459947742774904
249,2025-09-07,6,2025-09,6,hour,6,7,72,77,2025-09-07 12:00:00,2025-09-07 13:00:00,6,True,238.14488292910633,80.00458598443008
250,2025-09-08,0,2025-09,6,hour,6,7,72,77,2025-09-08 12:00:00,2025-09-08 13:00:00,6,True,251.9942472459593,333.98151983530335
251,2025-09-09,1,2025-09,6,hour,6,7,72,77,2025-09-09 12:00:00,2025-09-09 13:00:00,6,True,-127.26598004642422,-191.20766906198014
252,2025-09-10,2,2025-09,6,hour,6,7,72,77,2025-09-10 12:00:00,2025-09-10 13:00:00,6,True,-208.4899798159613,-196.77539459674972
253,2025-09-11,3,2025-09,6,hour,6,7,72,77,2025-09-11 12:00:00,2025-09-11 13:00:00,6,True,-35.08882184610653,-215.68032736730675
254,2025-09-12,4,2025-09,6,hour,6,7,72,77,2025-09-12 12:00:00,2025-09-12 13:00:00,6,True,-84.1397876610932,-103.70384963884294
255,2025-09-13,5,2025-09,6,hour,6,7,72,77,2025-09-13 12:00:00,2025-09-13 13:00:00,6,True,-13.547003403362018,16.640885498735468
256,2025-09-14,6,2025-09,6,hour,6,7,72,77,2025-09-14 12:00:00,2025-09-14 13:00:00,6,True,-101.14426505419495,-155.18272592949657
257,2025-09-15,0,2025-09,6,hour,6,7,72,77,2025-09-15 12:00:00,2025-09-15 13:00:00,6,True,-56.1365259485511,-145.57914234365808
258,2025-09-16,1,2025-09,6,hour,6,7,72,77,2025-09-16 12:00:00,2025-09-16 13:00:00,6,True,-37.077154009548316,19.403092008158637
259,2025-09-17,2,2025-09,6,hour,6,7,72,77,2025-09-17 12:00:00,2025-09-17 13:00:00,6,True,75.85815908332454,-58.87886935653811
260,2025-09-18,3,2025-09,6,hour,6,7,72,77,2025-09-18 12:00:00,2025-09-18 13:00:00,6,True,4.402084230030975,-17.625099877761688
261,2025-09-19,4,2025-09,6,hour,6,7,72,77,2025-09-19 12:00:00,2025-09-19 13:00:00,6,True,14.570219176527948,-9.25790838488039
262,2025-09-20,5,2025-09,6,hour,6,7,72,77,2025-09-20 12:00:00,2025-09-20 13:00:00,6,True,-120.66316453721811,25.938035979422313
263,2025-09-21,6,2025-09,6,hour,6,7,72,77,2025-09-21 12:00:00,2025-09-21 13:00:00,6,True,64.92152807704208,-5.179718252514552
264,2025-09-22,0,2025-09,6,hour,6,7,72,77,2025-09-22 12:00:00,2025-09-22 13:00:00,6,True,48.29625075504623,32.20333625372041
265,2025-09-23,1,2025-09,6,hour,6,7,72,77,2025-09-23 12:00:00,2025-09-23 13:00:00,6,True,54.63060914709339,-62.2990406633844
266,2025-09-24,2,2025-09,6,hour,6,7,72,77,2025-09-24 12:00:00,2025-09-24 13:00:00,6,True,62.4796267616313,176.99148400667642
267,2025-09-25,3,2025-09,6,hour,6,7,72,77,2025-09-25 12:00:00,2025-09-25 13:00:00,6,True,-107.54312344014943,18.811620175317177
268,2025-09-26,4,2025-09,6,hour,6,7,72,77,2025-09-26 12:00:00,2025-09-26 13:00:00,6,True,108.23791306976682,23.47279303485872
269,2025-09-27,5,2025-09,6,hour,6,7,72,77,2025-09-27 12:00:00,2025-09-27 13:00:00,6,True,66.52348568640711,131.83336236439754
270,2025-09-28,6,2025-09,6,hour,6,7,72,77,2025-09-28 12:00:00,2025-09-28 13:00:00,6,True,39.18025728369715,-56.65147974955183
271,2025-09-29,0,2025-09,6,hour,6,7,72,77,2025-09-29 12:00:00,2025-09-29 13:00:00,6,True,63.165730422612796,51.58949037846636
272,2025-09-30,1,2025-09,6,hour,6,7,72,77,2025-09-30 12:00:00,2025-09-30 13:00:00,6,True,30.70312713982109,104.56060971820473
273,2025-10-01,2,2025-10,6,hour,6,7,72,77,2025-10-01 12:00:00,2025-10-01 13:00:00,6,True,28.454722724357907,160.20785327199988
274,2025-10-02,3,2025-10,6,hour,6,7,72,77,2025-10-02 12:00:00,2025-10-02 13:00:00,6,True,27.518298743354006,56.61296349792883
275,2025-10-03,4,2025-10,6,hour,6,7,72,77,2025-10-03 12:00:00,2025-10-03 13:00:00,6,True,71.8483724345117,181.91145215677966
276,2025-10-04,5,2025-10,6,hour,6,7,72,77,2025-10-04 12:00:00,2025-10-04 13:00:00,6,True,95.33297882719155,22.787946775211065
277,2025-10-05,6,2025-10,6,hour,6,7,72,77,2025-10-05 12:00:00,2025-10-05 13:00:00,6,True,121.64974751904674,87.35242423955197
278,2025-10-06,0,2025-10,6,hour,6,7,72,77,2025-10-06 12:00:00,2025-10-06 13:00:00,6,True,93.49751824881007,104.21387450653447
279,2025-10-07,1,2025-10,6,hour,6,7,72,77,2025-10-07 12:00:00,2025-10-07 13:00:00,6,True,93.38820697606873,129.84069154164763
280,2025-10-08,2,2025-10,6,hour,6,7,72,77,2025-10-08 12:00:00,2025-10-08 13:00:00,6,True,32.2603168945105,-32.34556581358174
281,2025-10-09,3,2025-10,6,hour,6,7,72,77,2025-10-09 12:00:00,2025-10-09 13:00:00,6,True,57.7809086755592,54.74909728018383
282,2025-10-10,4,2025-10,6,hour,6,7,72,77,2025-10-10 12:00:00,2025-10-10 13:00:00,6,True,59.12811978338467,34.26935131187474
283,2025-10-11,5,2025-10,6,hour,6,7,72,77,2025-10-11 12:00:00,2025-10-11 13:00:00,6,True,-18.02624756242282,70.22101244157768
284,2025-10-12,6,2025-10,6,hour,6,7,72,77,2025-10-12 12:00:00,2025-10-12 13:00:00,6,True,65.02886875869315,172.05680060705785
285,2025-10-13,0,2025-10,6,hour,6,7,72,77,2025-10-13 12:00:00,2025-10-13 13:00:00,6,True,61.76415005461346,162.0871969336052
286,2025-10-14,1,2025-10,6,hour,6,7,72,77,2025-10-14 12:00:00,2025-10-14 13:00:00,6,True,112.8884060872493,-71.26166077709983
287,2025-10-15,2,2025-10,6,hour,6,7,72,77,2025-10-15 12:00:00,2025-10-15 13:00:00,6,True,-15.922068853362665,173.95186426420682
288,2025-10-16,3,2025-10,6,hour,6,7,72,77,2025-10-16 12:00:00,2025-10-16 13:00:00,6,True,152.86554360499304,51.20747804823865
289,2025-10-17,4,2025-10,6,hour,6,7,72,77,2025-10-17 12:00:00,2025-10-17 13:00:00,6,True,56.93473114046461,63.90195420586997
290,2025-10-18,5,2025-10,6,hour,6,7,72,77,2025-10-18 12:00:00,2025-10-18 13:00:00,6,True,77.58041197654454,20.55267089857959
291,2025-10-19,6,2025-10,6,hour,6,7,72,77,2025-10-19 12:00:00,2025-10-19 13:00:00,6,True,83.5644253533034,92.95681775840028
292,2025-10-20,0,2025-10,6,hour,6,7,72,77,2025-10-20 12:00:00,2025-10-20 13:00:00,6,True,3.045963418543124,90.98865150668446
293,2025-10-21,1,2025-10,6,hour,6,7,72,77,2025-10-21 12:00:00,2025-10-21 13:00:00,6,True,159.59862125673604,26.67134622432756
294,2025-10-22,2,2025-10,6,hour,6,7,72,77,2025-10-22 12:00:00,2025-10-22 13:00:00,6,True,57.78843208435978,-27.31831336379946
295,2025-10-23,3,2025-10,6,hour,6,7,72,77,2025-10-23 12:00:00,2025-10-23 13:00:00,6,True,15.84016468731314,39.95619125282504
296,2025-10-24,4,2025-10,6,hour,6,7,72,77,2025-10-24 12:00:00,2025-10-24 13:00:00,6,True,139.46148187518142,17.604179821991465
297,2025-10-25,5,2025-10,6,hour,6,7,72,77,2025-10-25 12:00:00,2025-10-25 13:00:00,6,True,38.449530385265085,3.0731091372114556
298,2025-10-26,6,2025-10,6,hour,6,7,72,77,2025-10-26 12:00:00,2025-10-26 13:00:00,6,True,-47.75124378717479,1.4863921126743662
299,2025-10-27,0,2025-10,6,hour,6,7,72,77,2025-10-27 12:00:00,2025-10-27 13:00:00,6,True,21.229025704846055,14.541883398684908
300,2025-10-28,1,2025-10,6,hour,6,7,72,77,2025-10-28 12:00:00,2025-10-28 13:00:00,6,True,-52.70664406089903,-3.9984742302964755
301,2025-10-29,2,2025-10,6,hour,6,7,72,77,2025-10-29 12:00:00,2025-10-29 13:00:00,6,True,41.07661339851287,42.34542644591905
302,2025-10-30,3,2025-10,6,hour,6,7,72,77,2025-10-30 12:00:00,2025-10-30 13:00:00,6,True,-61.853798898981495,-62.41925133571946
303,2025-10-31,4,2025-10,6,hour,6,7,72,77,2025-10-31 12:00:00,2025-10-31 13:00:00,6,True,64.13151887337585,-102.01998097956455
304,2025-11-01,5,2025-11,6,hour,6,7,72,77,2025-11-01 12:00:00,2025-11-01 13:00:00,6,True,4.0615869689318815,59.832334476227594
305,2025-11-02,6,2025-11,6,hour,6,7,72,77,2025-11-02 12:00:00,2025-11-02 13:00:00,6,True,123.5118840720204,2.3689442451275986
306,2025-11-03,0,2025-11,6,hour,6,7,72,77,2025-11-03 12:00:00,2025-11-03 13:00:00,6,True,67.19547827516226,44.80125949458155
307,2025-11-04,1,2025-11,6,hour,6,7,72,77,2025-11-04 12:00:00,2025-11-04 13:00:00,6,True,51.834238341932256,27.295452521303712
308,2025-11-05,2,2025-11,6,hour,6,7,72,77,2025-11-05 12:00:00,2025-11-05 13:00:00,6,True,94.71459275581394,-23.535016316538684
309,2025-11-06,3,2025-11,6,hour,6,7,72,77,2025-11-06 12:00:00,2025-11-06 13:00:00,6,True,100.03305216651695,95.42733334335526
310,2025-11-07,4,2025-11,6,hour,6,7,72,77,2025-11-07 12:00:00,2025-11-07 13:00:00,6,True,-22.662833777311032,100.25820358746364
311,2025-11-08,5,2025-11,6,hour,6,7,72,77,2025-11-08 12:00:00,2025-11-08 13:00:00,6,True,-82.18668364692128,2.2575396731159194
312,2025-11-09,6,2025-11,6,hour,6,7,72,77,2025-11-09 12:00:00,2025-11-09 13:00:00,6,True,-17.940717210250643,216.7621038501561
313,2025-11-10,0,2025-11,6,hour,6,7,72,77,2025-11-10 12:00:00,2025-11-10 13:00:00,6,True,12.344184123856166,44.20427871882081
314,2025-11-11,1,2025-11,6,hour,6,7,72,77,2025-11-11 12:00:00,2025-11-11 13:00:00,6,True,-8.513184871806137,54.44470307740843
315,2025-11-12,2,2025-11,6,hour,6,7,72,77,2025-11-12 12:00:00,2025-11-12 13:00:00,6,True,-52.839132036393494,0.8198832858205
316,2025-11-13,3,2025-11,6,hour,6,7,72,77,2025-11-13 12:00:00,2025-11-13 13:00:00,6,True,-68.78076969366339,-19.305555557064206
317,2025-11-14,4,2025-11,6,hour,6,7,72,77,2025-11-14 12:00:00,2025-11-14 13:00:00,6,True,57.605027759623376,22.206619281624626
318,2025-11-15,5,2025-11,6,hour,6,7,72,77,2025-11-15 12:00:00,2025-11-15 13:00:00,6,True,-0.1588682573751612,26.970884032494876
319,2025-11-16,6,2025-11,6,hour,6,7,72,77,2025-11-16 12:00:00,2025-11-16 13:00:00,6,True,79.51013187337055,-58.94816326456263
320,2025-11-17,0,2025-11,6,hour,6,7,72,77,2025-11-17 12:00:00,2025-11-17 13:00:00,6,True,-18.96226091232423,-27.004193404971527
321,2025-11-18,1,2025-11,6,hour,6,7,72,77,2025-11-18 12:00:00,2025-11-18 13:00:00,6,True,-96.11781437851914,-11.01104005806701
322,2025-11-19,2,2025-11,6,hour,6,7,72,77,2025-11-19 12:00:00,2025-11-19 13:00:00,6,True,39.25642336131864,-44.35883304304116
323,2025-11-20,3,2025-11,6,hour,6,7,72,77,2025-11-20 12:00:00,2025-11-20 13:00:00,6,True,28.555260008134457,-15.559732636418024
324,2025-11-21,4,2025-11,6,hour,6,7,72,77,2025-11-21 12:00:00,2025-11-21 13:00:00,6,True,-3.098718640143337,16.73400060235561
325,2025-11-22,5,2025-11,6,hour,6,7,72,77,2025-11-22 12:00:00,2025-11-22 13:00:00,6,True,-0.6601407294983043,-25.547449392396704
326,2025-11-23,6,2025-11,6,hour,6,7,72,77,2025-11-23 12:00:00,2025-11-23 13:00:00,6,True,100.4184117074517,-31.142389118928048
327,2025-11-24,0,2025-11,6,hour,6,7,72,77,2025-11-24 12:00:00,2025-11-24 13:00:00,6,True,-19.57315092118938,-18.99147438750909
328,2025-11-25,1,2025-11,6,hour,6,7,72,77,2025-11-25 12:00:00,2025-11-25 13:00:00,6,True,-25.628749859252213,81.33886749277372
329,2025-11-26,2,2025-11,6,hour,6,7,72,77,2025-11-26 12:00:00,2025-11-26 13:00:00,6,True,-0.11954312660274506,35.67543938686443
330,2025-11-27,3,2025-11,6,hour,6,7,72,77,2025-11-27 12:00:00,2025-11-27 13:00:00,6,True,49.53961818312822,-11.337274499118697
331,2025-11-28,4,2025-11,6,hour,6,7,72,77,2025-11-28 12:00:00,2025-11-28 13:00:00,6,True,-41.63377773142626,83.31308526353632
332,2025-11-29,5,2025-11,6,hour,6,7,72,77,2025-11-29 12:00:00,2025-11-29 13:00:00,6,True,-37.034930193811306,-29.770778151314897
333,2025-11-30,6,2025-11,6,hour,6,7,72,77,2025-11-30 12:00:00,2025-11-30 13:00:00,6,True,62.37331313148047,-94.6371769572964
334,2025-12-01,0,2025-12,6,hour,6,7,72,77,2025-12-01 12:00:00,2025-12-01 13:00:00,6,True,542.3283163256291,411.37374910309654
335,2025-12-02,1,2025-12,6,hour,6,7,72,77,2025-12-02 12:00:00,2025-12-02 13:00:00,6,True,558.4425978305221,472.3192544359861
336,2025-12-03,2,2025-12,6,hour,6,7,72,77,2025-12-03 12:00:00,2025-12-03 13:00:00,6,True,436.8333576777729,551.2962825342311
337,2025-12-04,3,2025-12,6,hour,6,7,72,77,2025-12-04 12:00:00,2025-12-04 13:00:00,6,True,112.30099838800963,125.34551536314757
338,2025-12-05,4,2025-12,6,hour,6,7,72,77,2025-12-05 12:00:00,2025-12-05 13:00:00,6,True,159.2888357626889,156.66564092329796
339,2025-12-06,5,2025-12,6,hour,6,7,72,77,2025-12-06 12:00:00,2025-12-06 13:00:00,6,True,-20.37715601299131,17.141645515783164
340,2025-12-07,6,2025-12,6,hour,6,7,72,77,2025-12-07 12:00:00,2025-12-07 13:00:00,6,True,55.26899019326137,67.38283099309304
341,2025-12-08,0,2025-12,6,hour,6,7,72,77,2025-12-08 12:00:00,2025-12-08 13:00:00,6,True,-200.8294288677724,-90.98779120940874
342,2025-12-09,1,2025-12,6,hour,6,7,72,77,2025-12-09 12:00:00,2025-12-09 13:00:00,6,True,71.45677059401798,50.74015269404117
343,2025-12-10,2,2025-12,6,hour,6,7,72,77,2025-12-10 12:00:00,2025-12-10 13:00:00,6,True,229.31824946872788,26.256623397600077
344,2025-12-11,3,2025-12,6,hour,6,7,72,77,2025-12-11 12:00:00,2025-12-11 13:00:00,6,True,162.58360244076889,83.61346255929705
345,2025-12-12,4,2025-12,6,hour,6,7,72,77,2025-12-12 12:00:00,2025-12-12 13:00:00,6,True,60.55676948688961,-8.391008301790785
346,2025-12-13,5,2025-12,6,hour,6,7,72,77,2025-12-13 12:00:00,2025-12-13 13:00:00,6,True,123.33280067856428,67.82026289793862
347,2025-12-14,6,2025-12,6,hour,6,7,72,77,2025-12-14 12:00:00,2025-12-14 13:00:00,6,True,121.315775530533,130.17097152418606
348,2025-12-15,0,2025-12,6,hour,6,7,72,77,2025-12-15 12:00:00,2025-12-15 13:00:00,6,True,5.371881925892012,62.492366267623005
349,2025-12-16,1,2025-12,6,hour,6,7,72,77,2025-12-16 12:00:00,2025-12-16 13:00:00,6,True,63.79580399267335,69.93555308552868
350,2025-12-17,2,2025-12,6,hour,6,7,72,77,2025-12-17 12:00:00,2025-12-17 13:00:00,6,True,266.2826263041299,39.77470007782055
351,2025-12-18,3,2025-12,6,hour,6,7,72,77,2025-12-18 12:00:00,2025-12-18 13:00:00,6,True,85.00454507890011,33.19444069900328
352,2025-12-19,4,2025-12,6,hour,6,7,72,77,2025-12-19 12:00:00,2025-12-19 13:00:00,6,True,38.23681673953168,65.3908261414612
353,2025-12-20,5,2025-12,6,hour,6,7,72,77,2025-12-20 12:00:00,2025-12-20 13:00:00,6,True,103.92247412672464,59.49556018936202
354,2025-12-21,6,2025-12,6,hour,6,7,72,77,2025-12-21 12:00:00,2025-12-21 13:00:00,6,True,167.85096752861818,202.5111558072828
355,2025-12-22,0,2025-12,6,hour,6,7,72,77,2025-12-22 12:00:00,2025-12-22 13:00:00,6,True,93.54278841039468,-77.42072199386045
356,2025-12-23,1,2025-12,6,hour,6,7,72,77,2025-12-23 12:00:00,2025-12-23 13:00:00,6,True,-153.2811857545499,107.23556146201342
357,2025-12-24,2,2025-12,6,hour,6,7,72,77,2025-12-24 12:00:00,2025-12-24 13:00:00,6,True,-155.28107691091805,-42.440942768270816
358,2025-12-25,3,2025-12,6,hour,6,7,72,77,2025-12-25 12:00:00,2025-12-25 13:00:00,6,True,-22.602571697300544,-18.48653903450501
359,2025-12-26,4,2025-12,6,hour,6,7,72,77,2025-12-26 12:00:00,2025-12-26 13:00:00,6,True,-26.039674443008,25.196102056645334
360,2025-12-27,5,2025-12,6,hour,6,7,72,77,2025-12-27 12:00:00,2025-12-27 13:00:00,6,True,-8.144301948669863,104.39657518638705
361,2025-12-28,6,2025-12,6,hour,6,7,72,77,2025-12-28 12:00:00,2025-12-28 13:00:00,6,True,-111.53458457271275,-38.95259941866092
362,2025-12-29,0,2025-12,6,hour,6,7,72,77,2025-12-29 12:00:00,2025-12-29 13:00:00,6,True,-57.92259200815071,-82.12585634837221
363,2025-12-30,1,2025-12,6,hour,6,7,72,77,2025-12-30 12:00:00,2025-12-30 13:00:00,6,True,6.122343008815808,-126.15515602093562
364,2025-12-31,2,2025-12,6,hour,6,7,72,77,2025-12-31 12:00:00,2025-12-31 13:00:00,6,True,-35.25725882238377,-94.77908115036765
31,2025-02-01,5,2025-02,6,hour,7,8,78,83,2025-02-01 13:00:00,2025-02-01 14:00:00,6,True,-213.8931240814724,-310.87928708940575
32,2025-02-02,6,2025-02,6,hour,7,8,78,83,2025-02-02 13:00:00,2025-02-02 14:00:00,6,True,-205.66964784606662,-131.08890693829576
33,2025-02-03,0,2025-02,6,hour,7,8,78,83,2025-02-03 13:00:00,2025-02-03 14:00:00,6,True,-212.89701186529678,-223.35035484957584
34,2025-02-04,1,2025-02,6,hour,7,8,78,83,2025-02-04 13:00:00,2025-02-04 14:00:00,6,True,-182.32170479521014,-12.0546570533758
35,2025-02-05,2,2025-02,6,hour,7,8,78,83,2025-02-05 13:00:00,2025-02-05 14:00:00,6,True,-8.798049307300895,-159.02808414840152
36,2025-02-06,3,2025-02,6,hour,7,8,78,83,2025-02-06 13:00:00,2025-02-06 14:00:00,6,True,-99.76111047135555,102.78817507415867
37,2025-02-07,4,2025-02,6,hour,7,8,78,83,2025-02-07 13:00:00,2025-02-07 14:00:00,6,True,-176.68918419597495,-35.308961229800765
38,2025-02-08,5,2025-02,6,hour,7,8,78,83,2025-02-08 13:00:00,2025-02-08 14:00:00,6,True,-7.476693418508678,-43.855452255422584
39,2025-02-09,6,2025-02,6,hour,7,8,78,83,2025-02-09 13:00:00,2025-02-09 14:00:00,6,True,-114.80576163391667,-181.42582871699537
40,2025-02-10,0,2025-02,6,hour,7,8,78,83,2025-02-10 13:00:00,2025-02-10 14:00:00,6,True,-33.524323486757794,-51.432262387881416
41,2025-02-11,1,2025-02,6,hour,7,8,78,83,2025-02-11 13:00:00,2025-02-11 14:00:00,6,True,-170.00464183346472,-164.82945825772654
42,2025-02-12,2,2025-02,6,hour,7,8,78,83,2025-02-12 13:00:00,2025-02-12 14:00:00,6,True,-86.15776670870218,36.261125860280266
43,2025-02-13,3,2025-02,6,hour,7,8,78,83,2025-02-13 13:00:00,2025-02-13 14:00:00,6,True,3.9573957677505405,-189.03760739774165
44,2025-02-14,4,2025-02,6,hour,7,8,78,83,2025-02-14 13:00:00,2025-02-14 14:00:00,6,True,-92.46458241097223,-179.75426400838174
45,2025-02-15,5,2025-02,6,hour,7,8,78,83,2025-02-15 13:00:00,2025-02-15 14:00:00,6,True,37.19928560962876,37.25741626130624
46,2025-02-16,6,2025-02,6,hour,7,8,78,83,2025-02-16 13:00:00,2025-02-16 14:00:00,6,True,3.470534036419849,64.98861170798818
47,2025-02-17,0,2025-02,6,hour,7,8,78,83,2025-02-17 13:00:00,2025-02-17 14:00:00,6,True,-96.21795014300876,-16.04799874996949
48,2025-02-18,1,2025-02,6,hour,7,8,78,83,2025-02-18 13:00:00,2025-02-18 14:00:00,6,True,-3.026788937624891,133.06102997906555
49,2025-02-19,2,2025-02,6,hour,7,8,78,83,2025-02-19 13:00:00,2025-02-19 14:00:00,6,True,-49.03673927782605,58.51056982443697
50,2025-02-20,3,2025-02,6,hour,7,8,78,83,2025-02-20 13:00:00,2025-02-20 14:00:00,6,True,-15.573136421408739,-27.301813630747954
51,2025-02-21,4,2025-02,6,hour,7,8,78,83,2025-02-21 13:00:00,2025-02-21 14:00:00,6,True,54.68064428144021,-15.58946558955328
52,2025-02-22,5,2025-02,6,hour,7,8,78,83,2025-02-22 13:00:00,2025-02-22 14:00:00,6,True,-33.39041192093456,-60.65963002437744
53,2025-02-23,6,2025-02,6,hour,7,8,78,83,2025-02-23 13:00:00,2025-02-23 14:00:00,6,True,54.390720954238155,-35.96017552038423
54,2025-02-24,0,2025-02,6,hour,7,8,78,83,2025-02-24 13:00:00,2025-02-24 14:00:00,6,True,-71.26980445171232,15.983865909163645
55,2025-02-25,1,2025-02,6,hour,7,8,78,83,2025-02-25 13:00:00,2025-02-25 14:00:00,6,True,14.900419717344144,23.78625326064427
56,2025-02-26,2,2025-02,6,hour,7,8,78,83,2025-02-26 13:00:00,2025-02-26 14:00:00,6,True,-9.154460611604387,-41.55983952947751
57,2025-02-27,3,2025-02,6,hour,7,8,78,83,2025-02-27 13:00:00,2025-02-27 14:00:00,6,True,-58.517233841416555,37.44220706687671
58,2025-02-28,4,2025-02,6,hour,7,8,78,83,2025-02-28 13:00:00,2025-02-28 14:00:00,6,True,-3.6370931756950995,-25.540617373288267
59,2025-03-01,5,2025-03,6,hour,7,8,78,83,2025-03-01 13:00:00,2025-03-01 14:00:00,6,True,-339.65733181308724,-213.71922693751972
60,2025-03-02,6,2025-03,6,hour,7,8,78,83,2025-03-02 13:00:00,2025-03-02 14:00:00,6,True,-141.50547192399412,84.67920619949564
61,2025-03-03,0,2025-03,6,hour,7,8,78,83,2025-03-03 13:00:00,2025-03-03 14:00:00,6,True,-166.70943320670713,23.87211263352492
62,2025-03-04,1,2025-03,6,hour,7,8,78,83,2025-03-04 13:00:00,2025-03-04 14:00:00,6,True,-72.74774491656952,-24.925855294285004
63,2025-03-05,2,2025-03,6,hour,7,8,78,83,2025-03-05 13:00:00,2025-03-05 14:00:00,6,True,-42.871187729302925,-22.405946664974028
64,2025-03-06,3,2025-03,6,hour,7,8,78,83,2025-03-06 13:00:00,2025-03-06 14:00:00,6,True,-10.660558054587531,-35.2459772005609
65,2025-03-07,4,2025-03,6,hour,7,8,78,83,2025-03-07 13:00:00,2025-03-07 14:00:00,6,True,-233.78266351140655,-53.3621279542111
66,2025-03-08,5,2025-03,6,hour,7,8,78,83,2025-03-08 13:00:00,2025-03-08 14:00:00,6,True,33.38795584474883,14.795540013528353
67,2025-03-09,6,2025-03,6,hour,7,8,78,83,2025-03-09 13:00:00,2025-03-09 14:00:00,6,True,-121.1686039160307,-1.2888132604043676
68,2025-03-10,0,2025-03,6,hour,7,8,78,83,2025-03-10 13:00:00,2025-03-10 14:00:00,6,True,11.428780567042699,33.020992498267184
