供应商ID,材料类别,有效周数,F1_周均供货量,F2_周均缺失量,F3_供货达标率,F4_供货偏差均方,贴近度C,排名
S288,A,33,0.8787878787878788,0.6666666666666666,0.3333333333333333,0.9696969696969697,0.3124354036595978,286
S248,B,85,0.9294117647058824,5.435294117647059,0.32941176470588235,382.18823529411765,0.30984245239771413,287
S017,A,67,2.626865671641791,1.2537313432835822,0.3283582089552239,31.55223880597015,0.30932230449904696,288
S378,B,55,1.0,3.2181818181818183,0.32727272727272727,357.7818181818182,0.3085110810833047,289
S234,C,101,0.5148514851485149,32.00990099009901,0.32673267326732675,8198.227722772277,0.3076617846946854,290
S082,A,72,0.9166666666666666,0.7083333333333334,0.3194444444444444,1.25,0.3035512613333934,291
S056,A,44,0.6818181818181818,0.6818181818181818,0.3181818181818182,0.8863636363636364,0.30273700753755556,292
S072,A,41,0.7317073170731707,1.975609756097561,0.3170731707317073,62.53658536585366,0.30201333588479046,293
S391,C,79,0.9367088607594937,11.164556962025317,0.31645569620253167,1048.8101265822784,0.3014758125878189,294
S155,A,54,0.7962962962962963,6.2407407407407405,0.3148148148148148,352.462962962963,0.3005112218915099,295
S112,B,16,7.75,4.8125,0.3125,308.9375,0.29941246616604195,296
S166,B,52,0.6730769230769231,1.8269230769230769,0.3076923076923077,70.15384615384616,0.2960795884477423,297
S134,B,65,0.9230769230769231,7.3076923076923075,0.3076923076923077,2845.9076923076923,0.2959929162658382,298
S142,B,46,2.6739130434782608,3.0217391304347827,0.30434782608695654,100.73913043478261,0.29405134891904705,299
S187,A,84,0.9404761904761905,1.1666666666666667,0.2976190476190476,11.035714285714286,0.28979137501323304,300
S354,A,64,0.890625,34.015625,0.296875,8593.484375,0.28872907931740466,301
S010,B,88,2.3863636363636362,4.738636363636363,0.29545454545454547,287.20454545454544,0.28844649453250837,302
S097,A,74,0.8783783783783784,195.05405405405406,0.2972972972972973,288908.1891891892,0.2857334980682395,303
S281,A,49,0.7551020408163265,0.8571428571428571,0.2857142857142857,4.510204081632653,0.28241651237999577,304
S335,B,52,1.0576923076923077,211.03846153846155,0.28846153846153844,352994.01923076925,0.27977150407640705,305
S385,B,82,0.7560975609756098,2.6219512195121952,0.2804878048780488,78.41463414634147,0.27918023478166293,306
S104,A,72,1.8888888888888888,4.236111111111111,0.2777777777777778,171.875,0.2775467224006777,307
S320,C,62,0.8709677419354839,4.290322580645161,0.27419354838709675,173.24193548387098,0.27532400732408496,308
S156,A,48,0.625,4.875,0.2708333333333333,834.2083333333334,0.2732700253118565,309
S371,B,70,0.8857142857142857,36.67142857142857,0.2714285714285714,16279.014285714286,0.27300661978288515,310
S020,C,89,0.8876404494382022,1.2696629213483146,0.2696629213483146,8.764044943820224,0.2726468836224522,311
S008,C,56,0.8214285714285714,1.0535714285714286,0.26785714285714285,4.839285714285714,0.2715629734785712,312
S243,A,86,0.7906976744186046,0.8372093023255814,0.26744186046511625,2.511627906976744,0.27131669929515967,313
S185,A,83,0.8433734939759037,5.36144578313253,0.26506024096385544,1778.012048192771,0.26980166341075656,314
S001,B,91,0.6263736263736264,2.0549450549450547,0.26373626373626374,56.51648351648352,0.26906955361063284,315
S015,A,54,0.6111111111111112,410.537037037037,0.2777777777777778,1356817.888888889,0.2677559419544779,316
S101,A,73,0.8767123287671232,7.657534246575342,0.2602739726027397,1293.9178082191781,0.2669075889146568,317
S355,C,27,1.3703703703703705,34.25925925925926,0.25925925925925924,6225.185185185185,0.26579174545245243,318
S164,C,78,1.0,9.897435897435898,0.2564102564102564,998.9102564102565,0.2645825208105519,319
S372,A,39,0.6666666666666666,17.58974358974359,0.2564102564102564,3760.2820512820513,0.26441047047969324,320
S278,A,83,0.8192771084337349,4.518072289156627,0.25301204819277107,1088.0843373493976,0.26268473798341135,321
S350,A,75,0.5866666666666667,15.173333333333334,0.25333333333333335,2448.88,0.2626467020923539,322
S103,C,63,0.5555555555555556,35.0,0.25396825396825395,18381.365079365078,0.2625918673303945,323
S290,C,73,0.4657534246575342,40.54794520547945,0.2465753424657534,23317.23287671233,0.2581405940194728,324
S047,B,89,0.7752808988764045,84.12359550561797,0.24719101123595505,160403.44943820225,0.257369246641154,325
S228,C,57,2.6666666666666665,57.666666666666664,0.24561403508771928,21106.087719298244,0.25732360658760034,326
S181,A,58,0.7068965517241379,9.5,0.2413793103448276,2200.2241379310344,0.25582796116968765,327
S135,C,21,4.190476190476191,0.7619047619047619,0.23809523809523808,8.238095238095237,0.2542728031872819,328
S062,A,17,3.823529411764706,0.7647058823529411,0.23529411764705882,13.882352941176471,0.2526663539934596,329
S302,A,89,0.7191011235955056,16.910112359550563,0.23595505617977527,3205.7191011235955,0.2525741139028152,330
S043,A,68,0.6176470588235294,4.676470588235294,0.23529411764705882,356.0735294117647,0.2524593952595035,331
S177,C,77,0.6753246753246753,1.4025974025974026,0.23376623376623376,33.62337662337662,0.25166768149816104,332
S063,C,77,0.4025974025974026,11.948051948051948,0.23376623376623376,4173.220779220779,0.25142512603791667,333
S029,B,90,0.8444444444444444,10.188888888888888,0.23333333333333334,4020.1666666666665,0.25123506672202917,334
S004,B,103,0.6893203883495146,6.378640776699029,0.23300970873786409,552.9126213592233,0.2511344208978454,335
S289,A,56,0.8214285714285714,17.964285714285715,0.23214285714285715,7010.321428571428,0.2503913401174522,336
S396,A,91,0.4945054945054945,10.54945054945055,0.23076923076923078,1005.8241758241758,0.2497765306338871,337
S084,C,71,1.0140845070422535,6.929577464788732,0.22535211267605634,1336.5352112676057,0.24685113377347725,338
S148,A,80,0.8875,10.7375,0.225,1073.5,0.24656897482795576,339
S058,B,76,0.4868421052631579,3.263157894736842,0.2236842105263158,470.92105263157896,0.2459907014107514,340
S045,B,82,0.3902439024390244,1.4878048780487805,0.21951219512195122,15.78048780487805,0.24373604056644024,341
S276,B,78,0.6923076923076923,7.256410256410256,0.21794871794871795,1748.6538461538462,0.24276293939544297,342
S153,B,56,2.625,43.732142857142854,0.21428571428571427,9457.67857142857,0.24001650782167186,343
S022,A,66,2.227272727272727,3.015151515151515,0.21212121212121213,104.86363636363636,0.23976631129200587,344
S285,A,79,0.5443037974683544,75.9873417721519,0.21518987341772153,28030.113924050635,0.23968031931941278,345
S160,C,68,0.7352941176470589,814.4117647058823,0.25,3174846.0735294116,0.23951168693055191,346
S317,A,85,0.4117647058823529,3.364705882352941,0.21176470588235294,570.3411764705883,0.2395019290427346,347
S051,A,61,0.4918032786885246,47.85245901639344,0.21311475409836064,34724.229508196724,0.23916317214065358,348
S130,A,96,0.6875,2.9270833333333335,0.20833333333333334,79.58333333333333,0.23769281323836558,349
S077,B,58,2.603448275862069,2.5,0.20689655172413793,112.60344827586206,0.23700849188212775,350
S390,B,49,1.3673469387755102,4.224489795918367,0.20408163265306123,469.55102040816325,0.235442420696556,351
S093,A,59,0.7627118644067796,20.06779661016949,0.2033898305084746,5514.3050847457625,0.23468399717805294,352
S246,C,72,0.5555555555555556,168.93055555555554,0.20833333333333334,161220.86111111112,0.23362374682004997,353
S038,A,80,0.4625,0.8125,0.2,0.9125,0.23336340252709814,354
S137,B,84,0.4166666666666667,55.23809523809524,0.20238095238095238,34297.23809523809,0.2332753073812685,355
S006,C,55,0.5818181818181818,8.0,0.2,728.3454545454546,0.23319895813147545,356
S168,B,65,0.49230769230769234,21.43076923076923,0.2,7532.046153846154,0.23287007337506438,357
S257,C,51,0.6470588235294118,2.4901960784313726,0.19607843137254902,79.90196078431373,0.23131056736984468,358
S262,C,56,0.5357142857142857,14.017857142857142,0.19642857142857142,1269.0892857142858,0.2312136713569162,359
S161,C,72,0.75,313.4861111111111,0.20833333333333334,446258.7916666667,0.22985852097465834,360
S192,C,68,0.45588235294117646,10.705882352941176,0.19117647058823528,1225.1176470588234,0.22861647680884709,361
S068,C,69,0.6956521739130435,3.550724637681159,0.18840579710144928,112.05797101449275,0.22740621850983267,362
S125,B,59,0.864406779661017,3.305084745762712,0.1864406779661017,128.15254237288136,0.22643926870556774,363
S198,A,87,0.6551724137931034,5.126436781609195,0.1839080459770115,723.264367816092,0.22513609064885548,364
S375,B,61,1.8688524590163935,6.39344262295082,0.18032786885245902,487.11475409836066,0.22339464770744716,365
S400,B,72,0.625,9.527777777777779,0.18055555555555555,860.6111111111111,0.22338841303600196,366
S009,B,80,0.375,7.35,0.175,1753.0375,0.22075825978122504,367
S119,A,47,0.9361702127659575,1.446808510638298,0.1702127659574468,30.319148936170212,0.2186682937546261,368
S387,B,76,0.47368421052631576,26.63157894736842,0.17105263157894737,10305.368421052632,0.21839819578970399,369
S373,A,71,0.4225352112676056,10.112676056338028,0.16901408450704225,1260.225352112676,0.21787491522724217,370
S321,B,12,2.75,0.8333333333333334,0.16666666666666666,11.5,0.21709556703022273,371
S183,C,82,0.4146341463414634,98.3048780487805,0.17073170731707318,72938.9268292683,0.2163336607767217,372
S179,B,74,0.43243243243243246,7.8108108108108105,0.16216216216216217,554.527027027027,0.21479331905885932,373
S241,C,56,0.48214285714285715,9.964285714285714,0.16071428571428573,2395.875,0.2140838803595645,374
S297,C,74,0.44594594594594594,65.75675675675676,0.16216216216216217,52110.64864864865,0.21321190217755479,375
S344,B,45,1.2,3.6666666666666665,0.15555555555555556,131.2,0.211982751909364,376
S019,B,58,1.9137931034482758,3.0344827586206895,0.15517241379310345,92.29310344827586,0.211852458590666,377
S095,B,71,0.4647887323943662,1.1549295774647887,0.15492957746478872,8.366197183098592,0.21175213971488419,378
S231,C,78,0.44871794871794873,47.07692307692308,0.15384615384615385,17295.70512820513,0.21005819777049298,379
S144,A,20,2.1,1.85,0.15,40.35,0.20965362144182395,380
S204,A,27,3.6666666666666665,1.9259259259259258,0.14814814814814814,48.407407407407405,0.20891100100542234,381
S012,A,68,0.4411764705882353,4.235294117647059,0.14705882352941177,161.98529411764707,0.20829755129883565,382
S277,C,82,0.36585365853658536,21.353658536585368,0.14634146341463414,4275.243902439024,0.20753728213992578,383
S215,B,76,0.7368421052631579,14.802631578947368,0.14473684210526316,1404.2631578947369,0.20705558139967334,384
S190,B,21,2.2857142857142856,1.7619047619047619,0.14285714285714285,22.428571428571427,0.2066682514315639,385
S394,A,66,2.8636363636363638,10.833333333333334,0.13636363636363635,935.1818181818181,0.20381663906084427,386
S293,A,67,2.8805970149253732,16.776119402985074,0.11940298507462686,2213.5522388059703,0.19724754007450615,387
S283,A,68,0.47058823529411764,1.4852941176470589,0.11764705882352941,11.058823529411764,0.1969847528375824,388
S212,C,68,0.5735294117647058,12.470588235294118,0.11764705882352941,2571.0588235294117,0.1966796975279074,389
S034,C,77,0.4155844155844156,19.7012987012987,0.11688311688311688,3500.181818181818,0.19620600507007518,390
S343,C,70,0.4142857142857143,40.871428571428574,0.11428571428571428,16339.942857142858,0.19468755716557035,391
S100,C,91,0.4725274725274725,15.31868131868132,0.10989010989010989,5986.989010989011,0.19392649165671857,392
S328,B,37,0.8918918918918919,0.918918918918919,0.10810810810810811,4.351351351351352,0.19376163467810292,393
S162,C,89,0.3258426966292135,9.764044943820224,0.10112359550561797,767.3370786516854,0.19126430870873115,394
S287,B,60,1.3666666666666667,13.083333333333334,0.1,1163.9833333333333,0.19084824808694173,395
S071,A,72,2.6527777777777777,2.125,0.09722222222222222,35.52777777777778,0.19034529937231606,396
S251,A,54,0.6481481481481481,32.611111111111114,0.09259259259259259,13985.74074074074,0.18803543216828897,397
S334,C,72,2.7222222222222223,28.166666666666668,0.08333333333333333,4788.277777777777,0.1856724936236723,398
S240,B,64,0.890625,0.921875,0.078125,11.671875,0.18508072801801725,399
S402,B,73,0.5205479452054794,12.205479452054794,0.0684931506849315,1102.5068493150684,0.18247136989459042,400
S238,B,55,0.5818181818181818,20.345454545454544,0.05454545454545454,4133.8,0.1793929099991061,401
S393,B,33,1.5151515151515151,0.9696969696969697,0.030303030303030304,15.636363636363637,0.17634248194350083,402
