group,date,start,end,energy_kWh
Q43,2025-06-03,2025-06-03 20:30:00,2025-06-03 20:40:00,4.347817324170478
Q43,2025-06-04,2025-06-04 00:20:00,2025-06-04 00:50:00,70.9312105646735
Q43,2025-06-04,2025-06-04 01:10:00,2025-06-04 01:40:00,137.88540649002084
Q43,2025-06-04,2025-06-04 19:10:00,2025-06-04 19:20:00,9.316761297966764
Q43,2025-06-04,2025-06-04 20:40:00,2025-06-04 20:50:00,11.427401123320465
Q43,2025-06-05,2025-06-05 19:00:00,2025-06-05 19:20:00,66.63788941103178
Q43,2025-06-05,2025-06-05 20:10:00,2025-06-05 20:20:00,18.165652947682247
Q43,2025-06-06,2025-06-06 01:00:00,2025-06-06 01:20:00,71.78638212042051
Q43,2025-06-09,2025-06-09 18:50:00,2025-06-09 19:10:00,41.5562915833782
Q43,2025-06-09,2025-06-09 19:40:00,2025-06-09 20:00:00,30.259541916815124
Q43,2025-06-09,2025-06-09 20:20:00,2025-06-09 20:50:00,82.74323719116103
Q43,2025-06-10,2025-06-10 19:10:00,2025-06-10 19:30:00,15.722627482702478
Q43,2025-06-10,2025-06-10 20:00:00,2025-06-10 20:10:00,11.113954547740832
Q43,2025-06-11,2025-06-11 19:00:00,2025-06-11 19:10:00,1.078139963230342
Q43,2025-06-11,2025-06-11 19:30:00,2025-06-11 19:40:00,9.645101164713084
Q43,2025-06-12,2025-06-12 20:00:00,2025-06-12 20:10:00,3.214520349777217
Q43,2025-06-15,2025-06-15 18:40:00,2025-06-15 18:50:00,8.992475004365929
Q43,2025-06-16,2025-06-16 20:00:00,2025-06-16 20:20:00,24.506391675418058
Q43,2025-06-17,2025-06-17 19:30:00,2025-06-17 19:40:00,27.19075663153228
Q43,2025-06-17,2025-06-17 20:40:00,2025-06-17 20:50:00,15.185096194652148
Q43,2025-06-18,2025-06-18 20:00:00,2025-06-18 20:10:00,10.240877258928094
Q43,2025-06-18,2025-06-18 20:30:00,2025-06-18 20:40:00,1.9541208052231696
Q43,2025-06-19,2025-06-19 19:20:00,2025-06-19 19:40:00,77.3195190079457
Q43,2025-06-26,2025-06-26 19:50:00,2025-06-26 20:00:00,8.49121663065398
Q43,2025-07-01,2025-07-01 09:50:00,2025-07-01 10:20:00,274.1102059374635
Q43,2025-07-01,2025-07-01 19:10:00,2025-07-01 20:00:00,293.3966676237527
Q43,2025-07-01,2025-07-01 20:10:00,2025-07-01 22:10:00,1144.0314885269127
Q43,2025-07-01,2025-07-01 22:30:00,2025-07-01 23:00:00,312.24834578381103
Q43,2025-07-01,2025-07-01 23:10:00,2025-07-02 00:00:00,288.2861366128593
Q43,2025-07-02,2025-07-02 00:00:00,2025-07-02 00:20:00,78.55095875819757
Q43,2025-07-02,2025-07-02 02:00:00,2025-07-02 02:20:00,23.48965031810019
Q43,2025-07-02,2025-07-02 19:10:00,2025-07-02 19:30:00,37.42415082865671
Q43,2025-07-02,2025-07-02 20:00:00,2025-07-02 20:20:00,58.99705515673236
Q43,2025-07-03,2025-07-03 20:30:00,2025-07-03 20:50:00,47.5369826136689
Q43,2025-07-04,2025-07-04 02:50:00,2025-07-04 03:20:00,28.738238325416273
Q43,2025-07-06,2025-07-06 19:00:00,2025-07-06 19:20:00,107.78639031504576
Q43,2025-07-06,2025-07-06 19:30:00,2025-07-06 20:00:00,158.4056098722939
Q43,2025-07-06,2025-07-06 20:10:00,2025-07-06 21:10:00,391.7149404402584
Q43,2025-07-06,2025-07-06 21:30:00,2025-07-06 21:40:00,1.1792797165021738
Q43,2025-07-06,2025-07-06 22:00:00,2025-07-06 23:10:00,285.2586955884948
Q43,2025-07-06,2025-07-06 23:40:00,2025-07-07 00:00:00,54.22333582346405
Q43,2025-07-07,2025-07-07 00:00:00,2025-07-07 00:10:00,44.68684067398817
Q43,2025-07-07,2025-07-07 19:50:00,2025-07-07 20:10:00,16.029265444401517
Q43,2025-07-09,2025-07-09 19:30:00,2025-07-09 19:50:00,87.41871475998028
Q43,2025-07-10,2025-07-10 19:00:00,2025-07-10 19:40:00,99.66939367872737
Q43,2025-07-10,2025-07-10 20:20:00,2025-07-10 20:40:00,42.977871864024905
Q43,2025-07-13,2025-07-13 19:10:00,2025-07-13 19:40:00,70.95697766647925
Q43,2025-07-13,2025-07-13 20:00:00,2025-07-13 20:10:00,50.46274914739172
Q43,2025-07-13,2025-07-13 20:40:00,2025-07-13 20:50:00,14.552310720391349
Q43,2025-07-14,2025-07-14 19:00:00,2025-07-14 19:10:00,29.354073467587227
Q43,2025-07-14,2025-07-14 19:40:00,2025-07-14 19:50:00,10.761404984640876
Q43,2025-07-16,2025-07-16 20:10:00,2025-07-16 20:30:00,106.49791915655669
Q43,2025-07-17,2025-07-17 20:10:00,2025-07-17 20:30:00,13.632812701871217
Q43,2025-07-17,2025-07-17 20:40:00,2025-07-17 20:50:00,8.525017679064831
Q43,2025-07-20,2025-07-20 20:20:00,2025-07-20 20:50:00,19.27927024206508
Q43,2025-07-22,2025-07-22 20:00:00,2025-07-22 20:10:00,11.851199630500671
Q43,2025-08-03,2025-08-03 19:40:00,2025-08-03 20:10:00,79.5468491258813
Q43,2025-08-04,2025-08-04 19:00:00,2025-08-04 19:10:00,12.975067924069435
Q43,2025-08-07,2025-08-07 20:10:00,2025-08-07 20:30:00,15.901185486848021
Q43,2025-08-10,2025-08-10 20:30:00,2025-08-10 20:50:00,5.862469086058468
Q43,2025-08-11,2025-08-11 00:40:00,2025-08-11 00:50:00,7.74920035055618
Q43,2025-08-11,2025-08-11 01:10:00,2025-08-11 01:30:00,23.016210316657588
Q43,2025-08-11,2025-08-11 19:20:00,2025-08-11 19:50:00,38.24879115212457
Q43,2025-08-11,2025-08-11 20:10:00,2025-08-11 20:30:00,12.45378103111534
Q43,2025-08-12,2025-08-12 19:10:00,2025-08-12 19:40:00,42.24190495197445
Q43,2025-08-12,2025-08-12 19:50:00,2025-08-12 20:00:00,13.203403187228789
Q43,2025-08-13,2025-08-13 19:20:00,2025-08-13 19:40:00,53.852624774731
Q43,2025-08-13,2025-08-13 20:40:00,2025-08-13 20:50:00,33.22335620550791
Q43,2025-08-14,2025-08-14 19:00:00,2025-08-14 19:20:00,57.2587866065777
Q43,2025-08-14,2025-08-14 20:40:00,2025-08-14 20:50:00,29.68562889025111
Q43,2025-08-16,2025-08-16 00:10:00,2025-08-16 00:20:00,41.9614754711356
Q43,2025-08-17,2025-08-17 19:10:00,2025-08-17 19:50:00,124.93405597756464
Q43,2025-08-18,2025-08-18 19:10:00,2025-08-18 19:30:00,49.073058799272076
Q43,2025-08-18,2025-08-18 20:00:00,2025-08-18 20:10:00,41.15941265631216
Q43,2025-08-18,2025-08-18 20:30:00,2025-08-18 20:50:00,55.51348830005986
Q43,2025-08-19,2025-08-19 19:30:00,2025-08-19 19:50:00,79.73714833459223
Q43,2025-08-19,2025-08-19 20:10:00,2025-08-19 20:20:00,24.19106668148993
Q43,2025-08-20,2025-08-20 19:10:00,2025-08-20 19:30:00,13.876118292211004
Q43,2025-08-20,2025-08-20 19:50:00,2025-08-20 20:30:00,100.7236352940522
Q43,2025-08-21,2025-08-21 19:40:00,2025-08-21 20:00:00,14.922698098226874
Q43,2025-08-21,2025-08-21 20:30:00,2025-08-21 20:40:00,14.143140733727364
Q43,2025-08-25,2025-08-25 19:30:00,2025-08-25 19:50:00,28.859569314320876
Q43,2025-08-26,2025-08-26 19:50:00,2025-08-26 20:10:00,8.861320140572843
Q43,2025-08-27,2025-08-27 19:00:00,2025-08-27 19:10:00,20.42016131231071
Q43,2025-08-28,2025-08-28 19:00:00,2025-08-28 19:10:00,31.993929205366957
Q43,2025-08-28,2025-08-28 20:00:00,2025-08-28 20:20:00,60.86639873709305
Q43,2025-08-30,2025-08-30 02:30:00,2025-08-30 02:40:00,6.773045668844247
Q43,2025-08-30,2025-08-30 02:50:00,2025-08-30 03:00:00,92.03929971104576
Q43,2025-08-31,2025-08-31 19:20:00,2025-08-31 19:30:00,7.607646930834335
Q43,2025-08-31,2025-08-31 20:10:00,2025-08-31 20:30:00,25.16643719140302
Q43,2025-08-31,2025-08-31 20:40:00,2025-08-31 20:50:00,6.117374112738844
Q43,2025-09-04,2025-09-04 19:50:00,2025-09-04 20:00:00,5.845527181324769
Q43,2025-09-07,2025-09-07 18:50:00,2025-09-07 19:00:00,2.1031344764668347
Q43,2025-09-08,2025-09-08 20:00:00,2025-09-08 22:30:00,1652.8217364211216
Q43,2025-09-08,2025-09-08 23:10:00,2025-09-08 23:30:00,394.40543544851795
Q43,2025-09-09,2025-09-09 00:00:00,2025-09-09 00:10:00,278.6752418315773
Q43,2025-09-09,2025-09-09 20:20:00,2025-09-09 20:30:00,9.099616666666634
Q43,2025-09-14,2025-09-14 18:30:00,2025-09-14 18:40:00,3.55499999999995
Q43,2025-09-15,2025-09-15 09:00:00,2025-09-15 09:30:00,84.78174821356875
Q43,2025-09-15,2025-09-15 19:50:00,2025-09-15 20:00:00,1.1717666666665991
Q43,2025-09-16,2025-09-16 18:40:00,2025-09-16 18:50:00,4.0080300001502565
Q43,2025-09-16,2025-09-16 19:20:00,2025-09-16 19:30:00,8.238266666666618
Q43,2025-09-17,2025-09-17 06:00:00,2025-09-17 06:10:00,7.62916666666672
Q43,2025-09-18,2025-09-18 20:40:00,2025-09-18 20:50:00,2.463399999999865
Q43,2025-09-21,2025-09-21 18:50:00,2025-09-21 19:00:00,8.444999999999936
Q43,2025-09-23,2025-09-23 18:30:00,2025-09-23 18:50:00,3.9096499999999423
Q43,2025-09-23,2025-09-23 20:30:00,2025-09-23 20:40:00,6.374999999999886
Q43,2025-09-25,2025-09-25 18:50:00,2025-09-25 19:10:00,31.886366666666504
Q43,2025-09-28,2025-09-28 19:30:00,2025-09-28 19:40:00,5.868333333333226
Q43,2025-09-29,2025-09-29 06:10:00,2025-09-29 06:20:00,20.394633333333218
Q43,2025-09-29,2025-09-29 09:10:00,2025-09-29 10:00:00,308.0827246489122
Q43,2025-09-29,2025-09-29 20:40:00,2025-09-29 21:00:00,190.18793886623155
Q43,2025-09-30,2025-09-30 20:10:00,2025-09-30 20:20:00,31.41115000000002
Q43,2025-10-08,2025-10-08 20:40:00,2025-10-08 21:00:00,247.9173932520174
Q43,2025-10-12,2025-10-12 06:10:00,2025-10-12 06:20:00,20.929933333333224
Q43,2025-10-22,2025-10-22 20:40:00,2025-10-22 21:10:00,82.07997081844064
Q43,2025-10-29,2025-10-29 20:40:00,2025-10-29 21:40:00,133.98076665303904
Q43,2025-11-02,2025-11-02 20:40:00,2025-11-02 20:50:00,93.18438476821224
Q43,2025-11-24,2025-11-24 06:10:00,2025-11-24 06:20:00,12.849418080530654
Q43,2025-11-26,2025-11-26 06:10:00,2025-11-26 06:20:00,22.875360851753385
Q43,2025-11-30,2025-11-30 06:10:00,2025-11-30 06:20:00,3.160825961536716
Q43,2025-12-01,2025-12-01 08:00:00,2025-12-01 08:20:00,113.36543333333304
Q43,2025-12-01,2025-12-01 09:30:00,2025-12-01 11:00:00,2304.7317128315512
Q43,2025-12-02,2025-12-02 08:00:00,2025-12-02 08:30:00,154.36926138095805
Q43,2025-12-02,2025-12-02 10:00:00,2025-12-02 10:50:00,1843.8385527189507
Q43,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:20:00,51.59964342349019
Q43,2025-12-03,2025-12-03 10:10:00,2025-12-03 10:50:00,665.3318331119654
Q43,2025-12-04,2025-12-04 08:10:00,2025-12-04 08:30:00,48.31693337035847
Q43,2025-12-04,2025-12-04 10:30:00,2025-12-04 11:00:00,312.70799596053587
Q43,2025-12-07,2025-12-07 08:00:00,2025-12-07 08:10:00,32.58807651235884
Q43,2025-12-09,2025-12-09 08:00:00,2025-12-09 08:20:00,33.988912232541
Q43,2025-12-14,2025-12-14 10:40:00,2025-12-14 10:50:00,94.2202026674848
Q43,2025-12-21,2025-12-21 08:00:00,2025-12-21 08:10:00,12.91778790692922
