区域,日期类型,小时序号,时段,时段类别,调度前负荷_kW,高峰削减量_kW,低谷接收量_kW,调度后负荷_kW,最大允许负荷_kW,调度后负荷率_raw,调度后负荷率_pct,调度后安全裕度_kW,是否超过2100kW,是否超过允许负荷
6,周末,1,01-02,低谷,55,0,257.8034389,312.8034389,1928,0.1622424476,16.22424476,1615.196561,False,False
6,周末,2,02-03,低谷,62,0,250.8004982,312.8004982,1936,0.1615705053,16.15705053,1623.199502,False,False
6,周末,3,03-04,低谷,0,0,312.8004982,312.8004982,1949,0.1604928159,16.04928159,1636.199502,False,False
6,周末,4,04-05,低谷,0,0,312.8004982,312.8004982,1957,0.159836739,15.9836739,1644.199502,False,False
6,周末,5,05-06,低谷,113,0,199.8004982,312.8004982,2469,0.1266911698,12.66911698,2156.199502,False,False
6,周末,6,06-07,低谷,297,0,15.79406989,312.7940699,3478,0.08993504022,8.993504022,3165.20593,False,False
6,周末,7,07-08,平段,424,0,0,424,4085,0.1037943696,10.37943696,3661,False,False
6,周末,8,08-09,平段,535,0,0,535,4097,0.1305833537,13.05833537,3562,False,False
6,周末,9,09-10,平段,668,0,0,668,3819,0.1749148992,17.49148992,3151,False,False
6,周末,10,10-11,平段,772,0,0,772,3825,0.2018300654,20.18300654,3053,False,False
6,周末,11,11-12,高峰,906,181.2,0,724.8,4238,0.171024068,17.1024068,3513.2,False,False
6,周末,12,12-13,高峰,1010,202,0,808,4546,0.1777386714,17.77386714,3738,False,False
6,周末,13,13-14,高峰,1152,230.4,0,921.6,4257,0.2164904863,21.64904863,3335.4,False,False
6,周末,14,14-15,平段,1267,0,0,1267,4069,0.3113787171,31.13787171,2802,False,False
6,周末,15,15-16,平段,1155,0,0,1155,3876,0.2979876161,29.79876161,2721,False,False
6,周末,16,16-17,高峰,1023,204.6,0,818.4,4588,0.1783783784,17.83783784,3769.6,False,False
6,周末,17,17-18,高峰,896,179.2,0,716.8,5096,0.1406593407,14.06593407,4379.2,False,False
6,周末,18,18-19,高峰,795,159,0,636,4819,0.1319775887,13.19775887,4183,False,False
6,周末,19,19-20,高峰,655,131,0,524,4527,0.1157499448,11.57499448,4003,False,False
6,周末,20,20-21,高峰,547,109.4,0,437.6,4035,0.1084510533,10.84510533,3597.4,False,False
6,周末,21,21-22,高峰,427,85.4,0,341.6,3448,0.09907192575,9.907192575,3106.4,False,False
6,周末,22,22-23,高峰,297,59.4,0,237.6,2959,0.08029739777,8.029739777,2721.4,False,False
6,周末,23,23-00,未分类固定,173,0,0,173,2467,0.07012565869,7.012565869,2294,False,False
7,工作日,0,00-01,低谷,62,0,124.3999991,186.3999991,1219,0.1529122224,15.29122224,1032.600001,False,False
7,工作日,1,01-02,低谷,13,0,173.3999991,186.3999991,1226,0.152039151,15.2039151,1039.600001,False,False
7,工作日,2,02-03,低谷,8,0,178.3999991,186.3999991,1238,0.1505654274,15.05654274,1051.600001,False,False
7,工作日,3,03-04,低谷,11,0,175.3999991,186.3999991,1247,0.1494787483,14.94787483,1060.600001,False,False
7,工作日,4,04-05,低谷,11,0,175.3999991,186.3999991,1255,0.1485258957,14.85258957,1068.600001,False,False
7,工作日,5,05-06,低谷,108,0,78.39999936,186.3999994,1568,0.1188775506,11.88775506,1381.600001,False,False
7,工作日,6,06-07,低谷,160,0,26.40000527,186.4000053,2077,0.0897448268,8.97448268,1890.599995,False,False
7,工作日,7,07-08,平段,305,0,0,305,2589,0.1178061027,11.78061027,2284,False,False
7,工作日,8,08-09,平段,241,0,0,241,2596,0.09283513097,9.283513097,2355,False,False
7,工作日,9,09-10,平段,319,0,0,319,2218,0.1438232642,14.38232642,1899,False,False
7,工作日,10,10-11,平段,370,0,0,370,2227,0.166142793,16.6142793,1857,False,False
7,工作日,11,11-12,高峰,492,98.4,0,393.6,3035,0.1296869852,12.96869852,2641.4,False,False
7,工作日,12,12-13,高峰,555,111,0,444,3249,0.1366574331,13.66574331,2805,False,False
7,工作日,13,13-14,高峰,429,85.8,0,343.2,3058,0.1122302158,11.22302158,2714.8,False,False
7,工作日,14,14-15,平段,377,0,0,377,2567,0.1468640436,14.68640436,2190,False,False
7,工作日,15,15-16,平段,317,0,0,317,2276,0.1392794376,13.92794376,1959,False,False
7,工作日,16,16-17,高峰,552,110.4,0,441.6,3089,0.1429588864,14.29588864,2647.4,False,False
7,工作日,17,17-18,高峰,727,145.4,0,581.6,3598,0.1616453585,16.16453585,3016.4,False,False
7,工作日,18,18-19,高峰,602,120.4,0,481.6,3217,0.1497046938,14.97046938,2735.4,False,False
7,工作日,19,19-20,高峰,483,96.6,0,386.4,2826,0.1367303609,13.67303609,2439.6,False,False
7,工作日,20,20-21,高峰,377,75.4,0,301.6,2535,0.118974359,11.8974359,2233.4,False,False
7,工作日,21,21-22,高峰,245,49,0,196,2049,0.09565641776,9.565641776,1853,False,False
7,工作日,22,22-23,高峰,197,39.4,0,157.6,1858,0.08482238967,8.482238967,1700.4,False,False
7,工作日,23,23-00,未分类固定,77,0,0,77,1567,0.04913848117,4.913848117,1490,False,False
7,周末,0,00-01,低谷,59,0,111.9282845,170.9282845,1219,0.1402200857,14.02200857,1048.071715,False,False
7,周末,1,01-02,低谷,0,0,170.933954,170.933954,1226,0.139424106,13.9424106,1055.066046,False,False
7,周末,2,02-03,低谷,0,0,170.9377576,170.9377576,1238,0.1380757331,13.80757331,1067.062242,False,False
7,周末,3,03-04,低谷,0,0,170.9341532,170.9341532,1247,0.1370763057,13.70763057,1076.065847,False,False
7,周末,4,04-05,低谷,0,0,170.9357815,170.9357815,1255,0.1362038099,13.62038099,1084.064219,False,False
7,周末,5,05-06,低谷,118,0,52.93006927,170.9300693,1568,0.1090115238,10.90115238,1397.069931,False,False
7,周末,6,06-07,低谷,176,0,0,176,2077,0.08473760231,8.473760231,1901,False,False
7,周末,7,07-08,平段,306,0,0,306,2589,0.1181923523,11.81923523,2283,False,False
7,周末,8,08-09,平段,422,0,0,422,2596,0.1625577812,16.25577812,2174,False,False
7,周末,9,09-10,平段,547,0,0,547,2218,0.2466185753,24.66185753,1671,False,False
7,周末,10,10-11,平段,675,0,0,675,2227,0.3030983386,30.30983386,1552,False,False
7,周末,11,11-12,高峰,794,158.8,0,635.2,3035,0.209291598,20.9291598,2399.8,False,False
7,周末,12,12-13,高峰,894,178.8,0,715.2,3249,0.2201292705,22.01292705,2533.8,False,False
7,周末,13,13-14,高峰,855,171,0,684,3058,0.223675605,22.3675605,2374,False,False
7,周末,14,14-15,平段,729,0,0,729,2567,0.2839890923,28.39890923,1838,False,False
7,周末,15,15-16,平段,589,0,0,589,2276,0.2587873462,25.87873462,1687,False,False
7,周末,16,16-17,高峰,465,93,0,372,3089,0.1204273228,12.04273228,2717,False,False
7,周末,17,17-18,高峰,351,70.2,0,280.8,3598,0.07804335742,7.804335742,3317.2,False,False
7,周末,18,18-19,高峰,286,57.2,0,228.8,3217,0.07112216351,7.112216351,2988.2,False,False
7,周末,19,19-20,高峰,250,50,0,200,2826,0.07077140835,7.077140835,2626,False,False
7,周末,20,20-21,高峰,176,35.2,0,140.8,2535,0.05554240631,5.554240631,2394.2,False,False
7,周末,21,21-22,高峰,107,21.4,0,85.6,2049,0.04177647633,4.177647633,1963.4,False,False
7,周末,22,22-23,高峰,65,13,0,52,1858,0.02798708288,2.798708288,1806,False,False
7,周末,23,23-00,未分类固定,0,0,0,0,1567,0,0,1567,False,False
8,工作日,0,00-01,低谷,22,0,186.2999983,208.2999983,1618,0.1287391832,12.87391832,1409.700002,False,False
8,工作日,1,01-02,低谷,12,0,196.2999983,208.2999983,1627,0.1280270426,12.80270426,1418.700002,False,False
8,工作日,2,02-03,低谷,13,0,195.2999983,208.2999983,1635,0.1274006106,12.74006106,1426.700002,False,False
8,工作日,3,03-04,低谷,13,0,195.2999983,208.2999983,1649,0.1263189802,12.63189802,1440.700002,False,False
8,工作日,4,04-05,低谷,23,0,185.2999984,208.2999984,1656,0.1257850232,12.57850232,1447.700002,False,False
8,工作日,5,05-06,低谷,65,0,143.2999985,208.2999985,2067,0.1007740679,10.07740679,1858.700002,False,False
8,工作日,6,06-07,低谷,241,0,9.80376473e-06,241.0000098,2878,0.08373871084,8.373871084,2636.99999,False,False
8,工作日,7,07-08,平段,481,0,0,481,3289,0.1462450593,14.62450593,2808,False,False
8,工作日,8,08-09,平段,680,0,0,680,3295,0.2063732929,20.63732929,2615,False,False
8,工作日,9,09-10,平段,794,0,0,794,3017,0.2631753397,26.31753397,2223,False,False
8,工作日,10,10-11,平段,739,0,0,739,3029,0.2439749092,24.39749092,2290,False,False
8,工作日,11,11-12,高峰,607,121.4,0,485.6,3538,0.1372526851,13.72526851,3052.4,False,False
8,工作日,12,12-13,高峰,532,106.4,0,425.6,3846,0.1106604264,11.06604264,3420.4,False,False
8,工作日,13,13-14,高峰,431,86.2,0,344.8,3559,0.09688114639,9.688114639,3214.2,False,False
8,工作日,14,14-15,平段,377,0,0,377,3267,0.1153963881,11.53963881,2890,False,False
8,工作日,15,15-16,平段,486,0,0,486,3078,0.1578947368,15.78947368,2592,False,False
8,工作日,16,16-17,高峰,665,133,0,532,3586,0.1483547128,14.83547128,3054,False,False
8,工作日,17,17-18,高峰,992,198.4,0,793.6,4099,0.1936081971,19.36081971,3305.4,False,False
8,工作日,18,18-19,高峰,798,159.6,0,638.4,3815,0.1673394495,16.73394495,3176.6,False,False
8,工作日,19,19-20,高峰,551,110.2,0,440.8,3528,0.1249433107,12.49433107,3087.2,False,False
8,工作日,20,20-21,高峰,436,87.2,0,348.8,3236,0.1077873918,10.77873918,2887.2,False,False
8,工作日,21,21-22,高峰,316,63.2,0,252.8,2849,0.08873288873,8.873288873,2596.2,False,False
8,工作日,22,22-23,高峰,181,36.2,0,144.8,2557,0.05662886195,5.662886195,2412.2,False,False
8,工作日,23,23-00,未分类固定,69,0,0,69,2068,0.0333655706,3.33655706,1999,False,False
8,周末,0,00-01,低谷,0,0,117.4329052,117.4329052,1618,0.07257905144,7.257905144,1500.567095,False,False
8,周末,1,01-02,低谷,0,0,117.4329052,117.4329052,1627,0.07217756928,7.217756928,1509.567095,False,False
8,周末,2,02-03,低谷,0,0,117.434273,117.434273,1635,0.07182524345,7.182524345,1517.565727,False,False
8,周末,3,03-04,低谷,0,0,117.4331139,117.4331139,1649,0.07121474462,7.121474462,1531.566886,False,False
8,周末,4,04-05,低谷,0,0,117.4331139,117.4331139,1656,0.07091371611,7.091371611,1538.566886,False,False
8,周末,5,05-06,低谷,56,0,61.43368875,117.4336888,2067,0.05681358914,5.681358914,1949.566311,False,False
8,周末,6,06-07,低谷,125,0,0,125,2878,0.04343293954,4.343293954,2753,False,False
8,周末,7,07-08,平段,235,0,0,235,3289,0.07145028884,7.145028884,3054,False,False
8,周末,8,08-09,平段,367,0,0,367,3295,0.1113808801,11.13808801,2928,False,False
8,周末,9,09-10,平段,478,0,0,478,3017,0.158435532,15.8435532,2539,False,False
8,周末,10,10-11,平段,611,0,0,611,3029,0.2017167382,20.17167382,2418,False,False
8,周末,11,11-12,高峰,538,107.6,0,430.4,3538,0.1216506501,12.16506501,3107.6,False,False
8,周末,12,12-13,高峰,473,94.6,0,378.4,3846,0.09838793552,9.838793552,3467.6,False,False
8,周末,13,13-14,高峰,409,81.8,0,327.2,3559,0.09193593706,9.193593706,3231.8,False,False
8,周末,14,14-15,平段,356,0,0,356,3267,0.1089684726,10.89684726,2911,False,False
8,周末,15,15-16,平段,304,0,0,304,3078,0.0987654321,9.87654321,2774,False,False
8,周末,16,16-17,高峰,230,46,0,184,3586,0.05131065254,5.131065254,3402,False,False
8,周末,17,17-18,高峰,364,72.8,0,291.2,4099,0.07104171749,7.104171749,3807.8,False,False
8,周末,18,18-19,高峰,471,94.2,0,376.8,3815,0.09876802097,9.876802097,3438.2,False,False
8,周末,19,19-20,高峰,350,70,0,280,3528,0.07936507937,7.936507937,3248,False,False
8,周末,20,20-21,高峰,233,46.6,0,186.4,3236,0.05760197775,5.760197775,3049.6,False,False
8,周末,21,21-22,高峰,127,25.4,0,101.6,2849,0.03566163566,3.566163566,2747.4,False,False
8,周末,22,22-23,高峰,48,9.6,0,38.4,2557,0.01501759875,1.501759875,2518.6,False,False
8,周末,23,23-00,未分类固定,0,0,0,0,2068,0,0,2068,False,False
9,工作日,0,00-01,低谷,56,0,221.7719953,277.7719953,1017,0.2731288056,27.31288056,739.2280047,False,False
9,工作日,1,01-02,低谷,17,0,260.769133,277.769133,1028,0.2702034368,27.02034368,750.230867,False,False
9,工作日,2,02-03,低谷,8,0,269.7739484,277.7739484,1039,0.2673473998,26.73473998,761.2260516,False,False
9,工作日,3,03-04,低谷,9,0,268.7738859,277.7738859,1046,0.2655582083,26.55582083,768.2261141,False,False
9,工作日,4,04-05,低谷,16,0,261.7693637,277.7693637,1055,0.2632884964,26.32884964,777.2306363,False,False
9,工作日,5,05-06,低谷,105,0,172.7726038,277.7726038,1269,0.2188909408,21.88909408,991.2273962,False,False
9,工作日,6,06-07,低谷,169,0,108.7690699,277.7690699,1877,0.1479856526,14.79856526,1599.23093,False,False
9,工作日,7,07-08,平段,243,0,0,243,2288,0.1062062937,10.62062937,2045,False,False
9,工作日,8,08-09,平段,319,0,0,319,2296,0.1389372822,13.89372822,1977,False,False
9,工作日,9,09-10,平段,427,0,0,427,2019,0.211490837,21.1490837,1592,False,False
9,工作日,10,10-11,平段,549,0,0,549,2027,0.2708436112,27.08436112,1478,False,False
9,工作日,11,11-12,高峰,661,132.2,0,528.8,2836,0.1864598025,18.64598025,2307.2,False,False
9,工作日,12,12-13,高峰,788,157.6,0,630.4,3045,0.2070279146,20.70279146,2414.6,False,False
9,工作日,13,13-14,高峰,727,145.4,0,581.6,2859,0.2034277719,20.34277719,2277.4,False,False
9,工作日,14,14-15,平段,858,0,0,858,2568,0.3341121495,33.41121495,1710,False,False
9,工作日,15,15-16,平段,908,0,0,908,2277,0.3987703118,39.87703118,1369,False,False
9,工作日,16,16-17,高峰,781,156.2,0,624.8,2885,0.2165684575,21.65684575,2260.2,False,False
9,工作日,17,17-18,高峰,971,194.2,0,776.8,3299,0.2354652925,23.54652925,2522.2,False,False
9,工作日,18,18-19,高峰,1218,243.6,0,974.4,3018,0.3228628231,32.28628231,2043.6,False,False
9,工作日,19,19-20,高峰,1090,218,0,872,2827,0.3084541917,30.84541917,1955,False,False
9,工作日,20,20-21,高峰,783,156.6,0,626.4,2236,0.2801431127,28.01431127,1609.6,False,False
9,工作日,21,21-22,高峰,487,97.4,0,389.6,1849,0.2107084911,21.07084911,1459.4,False,False
9,工作日,22,22-23,高峰,316,63.2,0,252.8,1558,0.1622593068,16.22593068,1305.2,False,False
9,工作日,23,23-00,未分类固定,136,0,0,136,1267,0.1073401736,10.73401736,1131,False,False
9,周末,0,00-01,低谷,178,0,337.8916109,515.8916109,1017,0.507268054,50.7268054,501.1083891,False,False
9,周末,1,01-02,低谷,118,0,397.8819336,515.8819336,1028,0.5018306747,50.18306747,512.1180664,False,False
9,周末,2,02-03,低谷,58,0,457.8916109,515.8916109,1039,0.4965270557,49.65270557,523.1083891,False,False
9,周末,3,03-04,低谷,0,0,515.877944,515.877944,1046,0.4931911511,49.31911511,530.122056,False,False
9,周末,4,04-05,低谷,0,0,515.881401,515.881401,1055,0.48898711,48.898711,539.118599,False,False
9,周末,5,05-06,低谷,242,0,273.8796652,515.8796652,1269,0.4065245588,40.65245588,753.1203348,False,False
9,周末,6,06-07,低谷,419,0,96.89583435,515.8958344,1877,0.2748512703,27.48512703,1361.104166,False,False
9,周末,7,07-08,平段,716,0,0,716,2288,0.3129370629,31.29370629,1572,False,False
9,周末,8,08-09,平段,1084,0,0,1084,2296,0.4721254355,47.21254355,1212,False,False
9,周末,9,09-10,平段,1501,0,0,1501,2019,0.7434373452,74.34373452,518,False,False
9,周末,10,10-11,平段,1915,0,0,1915,2027,0.9447459299,94.47459299,112,False,False
9,周末,11,11-12,高峰,2095,419,0,1676,2836,0.5909732017,59.09732017,1160,False,False
9,周末,12,12-13,高峰,2285,457,0,1828,3045,0.6003284072,60.03284072,1217,False,False
9,周末,13,13-14,高峰,2156,431.2,0,1724.8,2859,0.6032878629,60.32878629,1134.2,False,False
9,周末,14,14-15,平段,2038,0,0,2038,2568,0.7936137072,79.36137072,530,False,False
9,周末,15,15-16,平段,1806,0,0,1806,2277,0.7931488801,79.31488801,471,False,False
9,周末,16,16-17,高峰,1549,309.8,0,1239.2,2885,0.4295320624,42.95320624,1645.8,False,False
9,周末,17,17-18,高峰,1312,262.4,0,1049.6,3299,0.3181570173,31.81570173,2249.4,False,False
9,周末,18,18-19,高峰,1091,218.2,0,872.8,3018,0.2891981445,28.91981445,2145.2,False,False
9,周末,19,19-20,高峰,888,177.6,0,710.4,2827,0.2512911213,25.12911213,2116.6,False,False
9,周末,20,20-21,高峰,725,145,0,580,2236,0.259391771,25.9391771,1656,False,False
9,周末,21,21-22,高峰,528,105.6,0,422.4,1849,0.2284478096,22.84478096,1426.6,False,False
9,周末,22,22-23,高峰,352,70.4,0,281.6,1558,0.1807445443,18.07445443,1276.4,False,False
9,周末,23,23-00,未分类固定,185,0,0,185,1267,0.1460142068,14.60142068,1082,False,False
10,工作日,0,00-01,低谷,77,0,188.2325173,265.2325173,1416,0.1873110998,18.73110998,1150.767483,False,False
10,工作日,1,01-02,低谷,9,0,256.2345194,265.2345194,1429,0.185608481,18.5608481,1163.765481,False,False
10,工作日,2,02-03,低谷,61,0,204.2326246,265.2326246,1437,0.1845738515,18.45738515,1171.767375,False,False
10,工作日,3,03-04,低谷,21,0,244.234031,265.234031,1448,0.1831726733,18.31726733,1182.765969,False,False
10,工作日,4,04-05,低谷,19,0,246.234031,265.234031,1455,0.1822914302,18.22914302,1189.765969,False,False
10,工作日,5,05-06,低谷,185,0,80.23227685,265.2322768,1667,0.1591075446,15.91075446,1401.767723,False,False
10,工作日,6,06-07,低谷,305,0,0,305,2279,0.1338306275,13.38306275,1974,False,False
10,工作日,7,07-08,平段,429,0,0,429,2886,0.1486486486,14.86486486,2457,False,False
10,工作日,8,08-09,平段,369,0,0,369,2898,0.1273291925,12.73291925,2529,False,False
10,工作日,9,09-10,平段,423,0,0,423,2517,0.168057211,16.8057211,2094,False,False
10,工作日,10,10-11,平段,499,0,0,499,2529,0.1973111902,19.73111902,2030,False,False
10,工作日,11,11-12,高峰,616,123.2,0,492.8,3238,0.1521927116,15.21927116,2745.2,False,False
10,工作日,12,12-13,高峰,736,147.2,0,588.8,3546,0.1660462493,16.60462493,2957.2,False,False
10,工作日,13,13-14,高峰,543,108.6,0,434.4,3257,0.1333742708,13.33742708,2822.6,False,False
10,工作日,14,14-15,平段,481,0,0,481,2869,0.1676542349,16.76542349,2388,False,False
10,工作日,15,15-16,平段,431,0,0,431,2578,0.1671838635,16.71838635,2147,False,False
10,工作日,16,16-17,高峰,677,135.4,0,541.6,3285,0.164870624,16.4870624,2743.4,False,False
10,工作日,17,17-18,高峰,908,181.6,0,726.4,3897,0.1863997947,18.63997947,3170.6,False,False
10,工作日,18,18-19,高峰,784,156.8,0,627.2,3516,0.1783845279,17.83845279,2888.8,False,False
10,工作日,19,19-20,高峰,666,133.2,0,532.8,3229,0.1650046454,16.50046454,2696.2,False,False
10,工作日,20,20-21,高峰,548,109.6,0,438.4,2838,0.1544749824,15.44749824,2399.6,False,False
10,工作日,21,21-22,高峰,363,72.6,0,290.4,2247,0.1292389853,12.92389853,1956.6,False,False
10,工作日,22,22-23,高峰,256,51.2,0,204.8,2056,0.09961089494,9.961089494,1851.2,False,False
10,工作日,23,23-00,未分类固定,123,0,0,123,1669,0.07369682445,7.369682445,1546,False,False
10,周末,0,00-01,低谷,115,0,95.69999775,210.6999978,1416,0.1487994334,14.87994334,1205.300002,False,False
10,周末,1,01-02,低谷,56,0,154.6999977,210.6999977,1429,0.1474457647,14.74457647,1218.300002,False,False
10,周末,2,02-03,低谷,0,0,210.6999977,210.6999977,1437,0.1466249114,14.66249114,1226.300002,False,False
10,周末,3,03-04,低谷,0,0,210.6999977,210.6999977,1448,0.1455110481,14.55110481,1237.300002,False,False
10,周末,4,04-05,低谷,0,0,210.6999977,210.6999977,1455,0.144810995,14.4810995,1244.300002,False,False
10,周末,5,05-06,低谷,115,0,95.6999979,210.6999979,1667,0.1263947198,12.63947198,1456.300002,False,False
10,周末,6,06-07,低谷,236,0,1.365917254e-05,236.0000137,2279,0.1035541964,10.35541964,2042.999986,False,False
10,周末,7,07-08,平段,363,0,0,363,2886,0.1257796258,12.57796258,2523,False,False
10,周末,8,08-09,平段,474,0,0,474,2898,0.1635610766,16.35610766,2424,False,False
10,周末,9,09-10,平段,603,0,0,603,2517,0.2395709178,23.95709178,1914,False,False
10,周末,10,10-11,平段,716,0,0,716,2529,0.2831158561,28.31158561,1813,False,False
10,周末,11,11-12,高峰,846,169.2,0,676.8,3238,0.2090179123,20.90179123,2561.2,False,False
10,周末,12,12-13,高峰,952,190.4,0,761.6,3546,0.2147772138,21.47772138,2784.4,False,False
10,周末,13,13-14,高峰,902,180.4,0,721.6,3257,0.2215535769,22.15535769,2535.4,False,False
10,周末,14,14-15,平段,772,0,0,772,2869,0.2690833043,26.90833043,2097,False,False
10,周末,15,15-16,平段,669,0,0,669,2578,0.2595034911,25.95034911,1909,False,False
10,周末,16,16-17,高峰,546,109.2,0,436.8,3285,0.1329680365,13.29680365,2848.2,False,False
10,周末,17,17-18,高峰,426,85.2,0,340.8,3897,0.08745188607,8.745188607,3556.2,False,False
10,周末,18,18-19,高峰,372,74.4,0,297.6,3516,0.08464163823,8.464163823,3218.4,False,False
10,周末,19,19-20,高峰,303,60.6,0,242.4,3229,0.07506968102,7.506968102,2986.6,False,False
10,周末,20,20-21,高峰,232,46.4,0,185.6,2838,0.06539816772,6.539816772,2652.4,False,False
10,周末,21,21-22,高峰,184,36.8,0,147.2,2247,0.06550956831,6.550956831,2099.8,False,False
10,周末,22,22-23,高峰,128,25.6,0,102.4,2056,0.04980544747,4.980544747,1953.6,False,False
10,周末,23,23-00,未分类固定,55,0,0,55,1669,0.03295386459,3.295386459,1614,False,False
