a_pv_n,a_pv_mae,a_pv_rmse,a_pv_bias,a_net_n,a_net_mae,a_net_rmse,a_net_bias,b_pv_n,b_pv_mae,b_pv_rmse,b_pv_bias,b_net_n,b_net_mae,b_net_rmse,b_net_bias,delta_pv_mae_kW,delta_pv_bias_kW,delta_net_mae_kWh,delta_net_bias_kWh,a_coverage,a_mean_shortfall_kWh,a_mean_surplus_kWh,a_mean_rho_kWh,a_protected_bias_kWh,b_coverage,b_mean_shortfall_kWh,b_mean_surplus_kWh,b_mean_rho_kWh,b_protected_bias_kWh,delta_protected_bias_kWh,publication_hour,group_type,month,clock,boundary,is_generation
3379,111.8848407566341,201.04355744240013,-15.8699548978988,3379,33.900573021728164,47.34429218858096,4.185572407975784,3379,120.24988316107772,209.44360585029085,-9.084180282627953,3379,35.23526060307261,48.907852716993084,5.316534843854259,8.365042404443614,6.785774615270848,1.334687581344447,1.130962435878475,0.7949097366084641,5.52289358877273,36.95601365273474,35.61869247193779,31.433120063962008,0.7955016277005031,5.579797253719495,37.443645186784515,37.18038277691929,31.86384793306502,0.43072786910301275,6,month,2025-12,,,
10020,141.46018864936795,230.28905128946136,-69.34347965069861,10020,37.4270964102154,50.725299893637676,-11.48784861456282,10020,150.4565912987176,239.21381340161486,-93.61233089681765,10020,38.54824611305164,51.88357416665199,-15.53265715558266,8.996402649349648,-24.26885124611904,1.1211497028362416,-4.04480854101984,0.786626746506986,5.486932569982603,40.34157422004779,23.366793035502372,34.8546416500652,0.7877245508982036,5.542663321703251,40.551114513786864,19.475794036500947,35.008451192083605,0.1538095420184078,6,clock,,evening_1500_2000,,
12024,332.205861561599,430.61950495807747,-62.62251358948771,12024,60.20587645024325,77.6170299956765,-9.475389583794971,12024,339.41301334384565,436.7916793105888,-21.82521443300406,12024,61.29896181997167,78.61351948961709,-2.67583972438103,7.207151782246626,40.797299156483646,1.0930853697284206,6.799549859413942,0.7857618097139055,8.968864147857069,69.41587183723894,50.97161810558689,60.44700768938187,0.7883399866932801,9.123460646781494,70.76851838476219,58.96921801359967,61.64505773798069,1.198050048598823,6,clock,,midday_0900_1500,,
6012,168.1188277971834,199.47201772527455,148.1230983865602,6012,35.85008240348455,44.43943074166644,25.8528559244142,6012,175.74862514744726,209.35050715412405,157.62669303535526,6012,36.85636712228123,45.65439585951425,27.436788365880048,7.629797350263857,9.503594648795058,1.0062847187966781,1.5839324414658478,0.7817697937458417,4.674146126235244,31.789447973508306,52.96815777168727,27.115301847273066,0.7859281437125748,4.724506744241611,32.512229281720714,55.224510903359146,27.7877225374791,0.6724206902060352,6,clock,,morning_0500_0900,,
8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,0.0,0.0,0.0,0.0,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.0,6,clock,,other,,
2004,170.3742203925482,203.32445895375923,168.41729186626745,2004,36.22376245219703,44.383425217868954,29.329752868865523,2004,170.37422039254818,203.32445895375918,168.41729186626742,2004,36.22376245219703,44.383425217868954,29.32975286886552,-2.842170943040401e-14,-2.842170943040401e-14,0.0,-3.552713678800501e-15,0.779441117764471,4.184556004165796,28.74403404089137,53.8892309055911,24.55947803672558,0.779441117764471,4.184556004165797,28.744034040891368,53.88923090559109,24.559478036725572,-7.105427357601002e-15,6,boundary,,,first_hour,
34402,176.7681078348158,291.21012391628403,-26.009783614324757,34402,42.26880862885109,58.0525240949316,-3.811843938279977,34402,183.2407864362344,297.6588395326777,-17.1583085082262,34402,43.153261923352545,58.976724853972925,-2.3365980872635506,6.4726786014186075,8.851475106098558,0.8844532945014549,1.4752458510164264,0.7866984477646648,6.288030724500578,47.049612224503306,36.949737561722756,40.76158150000272,0.7886460089529679,6.367097594762843,47.709724341695846,39.006028659669454,41.342626746933014,0.5810452469302945,6,boundary,,,interior,
1166,20.14569438250429,69.65453499200342,20.13333023156089,1166,17.877835496567993,22.815957127740017,2.180741755865331,1166,16.29489722237135,61.79931378665508,16.282533071427956,1166,17.502608947177382,22.215164757121773,1.5389422291765085,-3.850797160132938,-3.8507971601329345,-0.37522654939061084,-0.6417995266888226,0.7778730703259005,2.956491824315505,19.86512895697478,19.089378888524603,16.908637132659276,0.7813036020583191,2.834843558844813,20.020872853452993,18.724971523784685,17.18602929460818,0.27739216194890304,6,month_x_is_generation,2025-02,,,False
1886,250.38379231177095,323.8677486794814,-25.204652041357363,1886,45.282608646479446,59.34630353643116,-11.936891548420032,1886,257.4468558116554,327.8427302760265,-9.290635849037576,1886,46.06600801173738,59.51182679704854,-9.284555516366735,7.063063499884436,15.914016192319787,0.7833993652579352,2.652336032053297,0.7550371155885471,6.264233297737658,43.458832209624255,25.257707363466565,37.1945989118866,0.7550371155885471,6.519422734089674,43.62607186607117,27.822093615614765,37.106649131981506,-0.08794977990509523,6,month_x_is_generation,2025-02,,,True
1147,5.839919405696019,30.86931478438889,5.827900225225226,1147,18.075672559396065,22.762678821054294,7.277350623717167,1147,4.855734760635485,29.3138287695572,4.84304931075747,1147,18.044284967006764,22.665869051783226,7.113208804639207,-0.9841846450605338,-0.9848509144677555,-0.03138759238930078,-0.16414181907796,0.7741935483870968,3.2445741903332834,19.992505225472726,24.02528165885661,16.747931035139445,0.7750653879686138,3.2197783264576136,20.05484243542693,23.948272913608523,16.835064108969313,0.08713307382986812,6,month_x_is_generation,2025-03,,,False
2232,271.90096334005375,357.73295359108647,44.5327255114994,2232,47.81775834313685,61.87594022350816,8.643509164730219,2232,287.44946126761295,373.3104565077352,58.68155648098627,2232,49.67628419373844,64.13001123620607,11.001647659644696,15.548497927559197,14.148830969486873,1.8585258506015876,2.3581384949144777,0.7459677419354839,8.878923432642972,45.98668529845999,45.75127103054723,37.10776186581702,0.7486559139784946,9.191670186058243,46.64295213595508,48.45292960954153,37.45128194989684,0.34352008407982026,6,month_x_is_generation,2025-03,,,True
995,8.769720720268007,39.57960310250219,8.753914690117252,995,17.297094345453466,21.764724461977373,2.241639317328177,995,4.146761245670582,20.377296139575108,4.130955215519829,995,16.793951398046417,20.921582988934798,1.4711460715619384,-4.622959474597424,-4.622959474597423,-0.5031429474070492,-0.7704932457662383,0.8050251256281407,2.3969037164341547,21.665084704947976,21.509820305842002,19.268180988513823,0.8140703517587939,2.215423060405225,21.855354875260065,21.11107788641678,19.639931814854844,0.37175082634102097,6,month_x_is_generation,2025-04,,,False
2275,249.6901231941392,323.4900207709809,-10.964373326007363,2275,45.88744476972689,58.17703942351078,4.960430830094029,2275,256.3026584682713,329.6507669348055,3.0645202354101104,2275,47.34217064085468,59.55152434770014,7.298579756996942,6.612535274132114,14.028893561417474,1.454725871127792,2.338148926902913,0.8013186813186813,5.670802264345463,52.54080832409233,51.830436889840904,46.87000605974686,0.8,5.828073672379582,53.02075149085556,54.49125757547292,47.19267781847598,0.3226717587291148,6,month_x_is_generation,2025-04,,,True
952,1.1617380339635852,9.309796824632814,1.1415825717787118,952,31.687049453198583,40.600835943195925,15.545833545972146,952,0.21549578096991803,1.6709483382572898,0.1953403187850441,952,31.57640239811216,40.439630486563594,15.388126503806536,-0.9462422529936672,-0.9462422529936677,-0.11064705508642092,-0.15770704216560993,0.7205882352941176,8.30789234799319,32.16198470246997,39.39992590044893,23.854092354476787,0.7205882352941176,8.287740521383736,32.15829411392023,39.25868009634302,23.870553592536492,0.016461238059704897,6,month_x_is_generation,2025-05,,,False
2427,276.3105766481253,371.1772425096792,-111.18620980977889,2427,50.77164307074251,66.20121880328291,-15.28095433176579,2427,279.3855045445522,371.13918672705506,-99.62784736649492,2427,50.65099093718586,65.7211130000961,-13.35456059121846,3.0749278964269138,11.558362443283968,-0.1206521335566535,1.9263937405473293,0.8496085702513391,4.430501830912612,65.81978288526442,46.10832672258602,61.389281054351805,0.8487845076225793,4.565643925763376,66.78636871293153,48.8661641959497,62.22072478716815,0.8314437328163464,6,month_x_is_generation,2025-05,,,True
882,0.17028271919879062,0.7524751640470516,0.16124753401360542,882,32.321084613563734,41.16643136057149,6.591269433211343,882,0.10099214586100089,0.5038284915543845,0.08347684708444024,882,32.32291276959115,41.16805612370199,6.5783076520564805,-0.06929057333778973,-0.07777068692916518,0.0018281560274147068,-0.01296178115486235,0.8027210884353742,5.002418782371266,39.74999637237063,41.338847023210704,34.747577589999366,0.8027210884353742,5.001517474901415,39.75926445299887,41.33605463015394,34.75774697809745,0.010169388098084653,6,month_x_is_generation,2025-06,,,False
2388,240.37052941443324,331.0481814784897,-28.438994064070354,2388,47.04264160560489,61.91609252642518,-3.718099763951045,2388,251.7711570297306,340.48547104666903,-19.589466061192727,2388,47.87199116094585,63.21367547310011,-2.2431784301381055,11.400627615297367,8.849528002877626,0.8293495553409613,1.4749213338129397,0.7726130653266332,8.95076257156186,52.47938932017523,39.810526984662324,43.52862674861337,0.77428810720268,8.947774592887123,53.58352423790397,42.39257121487875,44.63574964501686,1.1071228964034887,6,month_x_is_generation,2025-06,,,True
938,0.27080270078180524,4.649110923351284,0.2525340440653873,938,33.40905325587331,42.883022203459916,-0.39550625138407974,938,0.05722887501809467,0.8583959593897508,0.03894060310469977,938,33.37345434904653,42.869212255048815,-0.43110515821086054,-0.21357382576371056,-0.21359344096068755,-0.035598906826777466,-0.035598906826780796,0.814498933901919,5.788180309772744,40.69943058547853,34.515744024321705,34.91125027570578,0.814498933901919,5.795280702826677,40.69474935922831,34.46836349819077,34.89946865640163,-0.011781619304152002,6,month_x_is_generation,2025-07,,,False
2441,248.84754065273793,359.3774567228615,-29.544752369247597,2441,55.42874541985435,73.91678155954817,-2.4566673458834374,2441,260.6049946331658,368.9100674007,-18.876919064199953,2441,56.58603704919343,75.34636775565032,-0.6786951283754997,11.757453980427869,10.667833305047644,1.1572916293390776,1.7779722175079375,0.780417861532159,9.508454544150299,63.49914028862633,51.53401839859257,53.99068574447602,0.7812371978697256,9.669768293750916,64.872046867926,54.52358344579958,55.20227857417507,1.2115928296990504,6,month_x_is_generation,2025-07,,,True
996,6.692604894578315,34.78648394852615,6.676473970883534,996,27.68950047360902,35.212144291368574,-10.85351347708317,996,2.6919428681223176,16.13887587111692,2.6758119444275383,996,27.55342419494927,35.02305446747698,-11.520290481492502,-4.000662026455997,-4.000662026455996,-0.13607627865975047,-0.6667770044093313,0.7901606425702812,3.9744115637359267,31.639183570683247,16.811258529864155,27.664772006947324,0.7891566265060241,4.016515383544526,31.476140234918965,15.939334369881939,27.45962485137444,-0.20514715557288454,6,month_x_is_generation,2025-08,,,False
2383,289.53355864106874,379.7593750656365,-37.19733230172052,2383,55.46350751694022,72.82340688553357,-17.88174585849866,2383,296.22790980091656,387.2497122187849,-22.758984073289806,2383,56.42974350274792,73.51715636597241,-15.47535448709354,6.694351159847827,14.438348228430716,0.9662359858076996,2.406391371405121,0.7851447754930759,7.981918194867929,60.32016559060626,34.456501537239674,52.33824739573833,0.7885018883759967,8.206522676624202,61.139929876998224,37.45805271328047,52.93340720037401,0.595159804635685,6,month_x_is_generation,2025-08,,,True
1057,5.067587811415956,24.680439744726478,5.055716351308735,1057,42.36523242103246,55.58523262217134,-20.428034820039077,1057,3.2048984184911187,17.317992621856206,3.1919591308291846,1057,42.48974037624922,55.78240756982362,-20.738661023452334,-1.8626893929248376,-1.8637572204795507,0.12450795521676383,-0.310626203413257,0.760643330179754,6.414711925481918,43.6982659547777,16.855519209256713,37.283554029295786,0.7521286660359509,6.520316467680607,43.1125385813884,15.853561090255456,36.59222211370779,-0.6913319155879947,6,month_x_is_generation,2025-09,,,False
2213,294.68396680222924,394.1180309679839,-39.940287927398735,2213,61.7889493642535,80.64003416456119,-15.248724924955118,2213,311.03234194867514,403.89047821496473,-24.59128389122742,2213,63.85611988557436,82.0278201837349,-12.690557585593233,16.348375146445903,15.349004036171316,2.067170521320861,2.5581673393618853,0.7736104835065521,8.328321061104877,60.88774125886473,37.31069527280474,52.559420197759856,0.7799367374604609,8.197584750579795,62.52435435174244,41.636212015569406,54.326769601162646,1.7673494034027897,6,month_x_is_generation,2025-09,,,True
1238,17.420412338449115,69.07162007135032,17.404415084814215,1238,24.032070020568913,31.099230347366,3.0727045495968084,1238,14.234320210935438,62.37145725443702,14.218322957300543,1238,23.619629454331477,30.525457570817345,2.5416891950111955,-3.1860921275136764,-3.186092127513671,-0.41244056623743575,-0.5310153545856129,0.7778675282714055,3.022034708362903,25.51506277880667,25.565732620040574,22.493028070443767,0.7746365105008077,3.0912651457730784,25.355744579876603,24.806168629114723,22.264479434103528,-0.22854863634023914,6,month_x_is_generation,2025-10,,,False
2141,291.91068489413044,386.93207917448717,38.985687727697325,2141,51.96345337452243,67.76073815402052,13.163908923445343,2141,302.6319459609615,397.5222331134749,56.395098098487736,2141,54.35693683969294,70.05002541058163,16.065477318577077,10.721261066831062,17.40941037079041,2.3934834651705117,2.9015683951317346,0.7468472676319476,8.011798076856236,46.83865685806196,51.99076770465106,38.82685878120572,0.7552545539467539,8.06429494770788,48.22548666839267,56.22666903926187,40.16119172068479,1.3343329394790686,6,month_x_is_generation,2025-10,,,True
1331,15.311660017530679,49.805279430024854,15.304540107688457,1331,19.184509904319818,24.18891583320008,9.754805430635159,1331,12.384293998419734,43.79928650624051,12.377174088577508,1331,18.85760685248387,23.663634836171106,9.266911094116669,-2.927366019110945,-2.9273660191109485,-0.3269030518359486,-0.48789433651849023,0.8279489105935387,1.8867884750020676,24.01528197960527,31.88329893523836,22.128493504603203,0.8249436513899324,1.9246640891201277,23.48492699408343,30.82717399907997,21.560262904963302,-0.5682305996399002,6,month_x_is_generation,2025-11,,,False
1939,249.55157665463298,323.86787334148175,-62.59870865566443,1939,45.47620146253942,57.891903254571304,-6.280061479418866,1939,258.8557708832394,327.39332585065205,-45.89850172093681,1939,46.7802116176998,58.57551742049064,-3.496693656964263,9.304194228606434,16.700206934727625,1.3040101551603769,2.7833678224546032,0.8375451263537906,3.75130667690839,59.6179535667855,49.58658541045824,55.86664688987711,0.8488911810211449,3.7472924550767464,60.93460420991152,53.69061809787051,57.18731175483478,1.3206648649576707,6,month_x_is_generation,2025-11,,,True
1468,2.403567586285195,15.749674265402659,2.375807697547684,1468,20.473138105966036,26.539261736175554,2.08478622532297,1468,2.2151150497370167,14.976340249831559,2.1851270894445594,1468,20.462618300511757,26.5219473593635,2.0530061239724495,-0.18845253654817817,-0.1906806081031247,-0.010519805454279663,-0.03178010135052034,0.8262942779291553,2.4474931192459293,27.261090870357247,26.89838397643429,24.81359775111132,0.8235694822888283,2.4835192494658593,27.070136600979957,26.639623475486548,24.5866173515141,-0.22698039959722038,6,month_x_is_generation,2025-12,,,False
1911,195.9866246467818,266.97719817461723,-29.886061381475688,1911,44.21531632698132,58.50039337829638,5.799363154252253,1911,210.92232669192447,278.1941314167939,-17.741084114235715,1911,46.583370964223484,60.73801542927923,7.8235260321255815,14.935702045142676,12.144977267239973,2.3680546372421603,2.0241628778733283,0.7708006279434851,7.885367628158047,44.4035001229232,42.31749564901741,36.518132494765155,0.7739403453689168,7.958309085349187,45.41241054730837,45.27762749408477,37.45410146195919,0.9359689671940359,6,month_x_is_generation,2025-12,,,True
24382,96.53211307795368,175.19734414536143,-51.82834906488394,24382,32.79296722540366,44.2562988219719,-8.41498102014637,24382,98.63255196527835,176.8948053023403,-56.70687531888276,24382,33.01833156642581,44.40901539794461,-9.228068729146175,2.100438887324671,-4.878526253998821,0.22536434102214997,-0.8130877089998041,0.7886965794438521,4.791549056837054,36.28965858225681,23.083128505273386,31.498109525419757,0.7892707735214503,4.817278532851838,36.532808385357065,22.487461123359054,31.715529852505227,0.21742032708547043,12,overall,,,,
2044,82.50921985485972,147.28446454915937,-37.602271037181985,2044,26.901752826973205,36.26455621438668,-9.51375062437846,2044,79.59614213987624,143.52251789763935,-42.28421224315067,2044,26.562805362139866,35.716236317902634,-10.294074158706577,-2.913077714983487,-4.681941205968684,-0.33894746483333904,-0.780323534328117,0.776908023483366,3.835765691026551,26.956694469670214,13.607178154265199,23.12092877864366,0.7778864970645792,3.83021703153318,27.09887204887407,12.974580858634312,23.268655017340887,0.14772623869722779,12,month,2025-02,,,
2263,92.13261105464723,166.75816045623714,-44.195915863897476,2263,24.85102796150154,33.164864665405815,-0.9435636815834036,2263,95.51652587967781,169.1711450799081,-49.601913875386636,2263,25.14613901583189,33.30313202609644,-1.8445633501649323,3.383914825030587,-5.40599801148916,0.29511105433034857,-0.9009996685815287,0.7839151568714097,4.033633169069753,27.335713689655346,22.358516839002192,23.30208052058559,0.7821475916924436,4.057725545241035,27.713275373203725,21.810986477797755,23.65554982796269,0.35346930737710025,12,month,2025-03,,,
2190,109.17863426179605,190.8263052197805,-51.53424004566214,2190,26.964206735600154,37.51541586645452,-5.528778772252891,2190,110.77448907653633,192.64630875875733,-57.72380469178083,2190,27.305385930017202,37.79619280838223,-6.56037287993934,1.595854814740278,-6.18956464611869,0.34117919441704814,-1.0315941076864492,0.8004566210045662,3.6642444221411528,30.878098703464417,21.68507550907037,27.213854281323258,0.7995433789954338,3.600765618475366,31.40822284476598,21.247084346351276,27.807457226290612,0.5936029449673548,12,month,2025-04,,,
2263,109.37704485933126,194.33475828393048,-68.70219748121963,2263,37.386451775829904,47.653240658320115,-2.63793557185601,2263,108.80469163175378,191.39827640358098,-72.80008658859917,2263,36.71882469660713,46.57810948384716,-3.3209170897526,-0.5723532275774801,-4.097889107379544,-0.6676270792227754,-0.6829815178965903,0.7635881573133009,6.597393447237002,41.38706609426933,32.151737075176314,34.789672647032326,0.7666813963764914,6.629275483234244,41.72077903661037,31.770586463623527,35.09150355337612,0.3018309063437954,12,month,2025-05,,,
2190,109.15940939117198,192.64542393822765,-52.54292433789954,2190,39.218546540619336,49.89051951426097,-3.3540825119329973,2190,117.73305029674627,200.76644276735573,-57.84399010273971,2190,39.785358748041645,50.71678951540886,-4.237593472739691,8.573640905574294,-5.301065764840168,0.5668122074223092,-0.883510960806694,0.7908675799086758,6.475438920058188,47.33097535439906,37.501453922407876,40.85553643434087,0.7922374429223744,6.59937602940402,47.649386272492,36.8124167703483,41.05001024308799,0.1944738087471194,12,month,2025-06,,,
2263,106.09386317572543,193.32955553331522,-57.939665665046405,2263,42.11063247334681,55.532255798485494,-8.414486757385227,2263,110.80269562676389,195.20163249331765,-61.751605225364536,2263,42.48087863265476,55.804478339003204,-9.049810017438247,4.708832451038461,-3.8119395603181303,0.37024615930794624,-0.6353232600530205,0.8060097216084843,6.639355316150636,50.33443487523283,35.28059280169697,43.6950795590822,0.8082191780821918,6.683589396133364,50.69167331105044,34.958273897478826,44.00808391491708,0.3130043558348774,12,month,2025-07,,,
2263,116.31024751067902,193.10428105286886,-59.63368789217853,2263,38.78536755598946,50.04392170389635,-22.36908372079703,2263,113.19032660112946,191.82666238080463,-62.85907326557659,2263,38.708826322723866,49.78862233432159,-22.90664794969671,-3.1199209095495632,-3.225385373398062,-0.07654123326559414,-0.5375642288996794,0.8033583738400354,4.557308578664285,41.49625359876749,14.569861299306178,36.938945020103205,0.8011489173663279,4.554306517398073,41.774116309551786,14.313161842457006,37.21980979215372,0.2808647720505135,12,month,2025-08,,,
2190,94.93009897260275,178.31867579931955,-57.02263876712328,2190,47.90701909333628,62.51781025882414,-29.553482964874622,2190,101.68244554763626,184.25240949280726,-63.182367191780806,2190,48.84107339312303,63.3457763674756,-30.580104368984212,6.752346575033513,-6.159728424657523,0.9340542997867516,-1.0266214041095907,0.7662100456621005,6.605308987500483,46.106253017979085,9.947461065603981,39.50094403047861,0.769406392694064,6.529202570539367,46.4410813640744,9.331774424550815,39.911878793535024,0.4109347630564173,12,month,2025-09,,,
2263,97.39017144645752,178.84451081184073,-38.632563013698636,2263,28.548008478406345,37.87053470203733,-3.0824876410034157,2263,92.74395883731322,175.1859398001466,-44.503926303579284,2263,28.355114464071114,37.65395937339108,-4.061048189316857,-4.6462126091443,-5.871363289880648,-0.19289401433523068,-0.9785605483134412,0.7525408749447636,4.608048382213616,29.231547284275308,21.541011261058276,24.62349890206169,0.7494476358815731,4.72864393623819,29.49580440373859,20.706112278183546,24.767160467500403,0.14366156543871256,12,month,2025-10,,,
2190,81.33946589041096,149.17311796899457,-52.98070872146119,2190,24.12198324127712,32.180968581234154,-2.438093922814673,2190,83.20576419737152,153.30827773114396,-57.86944418949771,2190,24.403940487890484,32.49821301313569,-3.252883167487427,1.8662983069605588,-4.888735468036522,0.28195724661336286,-0.8147892446727538,0.8182648401826484,2.7159985666222197,28.787388776498528,23.633296287061636,26.071390209876306,0.8242009132420092,2.67806187913685,28.736641244239625,22.805696197615347,26.058579365102773,-0.012810844773532892,12,month,2025-11,,,
2263,62.348944424804834,124.19306801400312,-48.16660371188687,2263,23.584618393783558,31.083394946136114,-5.068103856085737,2263,69.67431442135297,131.0475315789643,-52.275337593901845,2263,24.535101909212305,32.08979875849914,-5.752892836421565,7.32536999654814,-4.108733882014974,0.950483515428747,-0.6847889803358278,0.8130799823243482,2.891558485541205,28.694889159502143,20.735226817875205,25.80333067396094,0.8108705258506408,3.007838804429833,28.47950097144593,19.71876933059453,25.471662167016095,-0.33166850694484395,12,month,2025-12,,,
10020,100.5228693845642,153.07005404175032,-58.9929307285429,10020,31.996985439628645,42.636084480892684,-9.762757127536872,10020,109.1811948054598,162.60126974137125,-83.67948589417793,10020,32.98920328747175,43.68438410665678,-13.877182988476044,8.658325420895594,-24.686555165635028,0.9922178478431078,-4.114425860939171,0.7883233532934132,4.532516208192525,33.80132346628227,19.50605013055288,29.268807258089748,0.7897205588822356,4.547548571405284,34.06690238438686,15.642170824505532,29.519353812981578,0.2505465548918302,12,clock,,evening_1500_2000,,
6012,223.95296221445997,292.2856995085942,-111.87092814371258,6012,44.35961714215024,57.31140631568956,-18.06486494605458,6012,218.04086644489516,287.8197911032444,-90.51180378664945,6012,43.6198983343349,56.46854003958712,-14.505010886544058,-5.912095769564814,21.359124357063124,-0.7397188078153434,3.5598540595105224,0.7875914836992681,6.258600608296774,49.886654745126414,25.563189190775056,43.62805413682964,0.7875914836992681,6.337893989002132,50.43013074974758,29.587225874201394,44.09223676074545,0.46418262391581067,12,clock,,midday_0900_1500,,
8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,8350,0.0001941317365269461,0.001760688488090897,-0.0001941317365269461,8350,25.420157428276134,34.24700667206077,0.15026673537613924,0.0,0.0,0.0,0.0,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.7899401197604791,4.046111358159492,29.485823484160143,25.58997886137679,25.43971212600065,0.0,12,clock,,other,,
2004,281.4600528942116,360.3446635074035,-87.98451591816368,2004,51.531101849642425,65.60687576031071,-14.005720744459028,2004,281.46005289421163,360.34466350740354,-87.98451591816382,2004,51.53110184964243,65.60687576031071,-14.00572074445905,5.684341886080802e-14,-1.4210854715202004e-13,7.105427357601002e-15,-2.1316282072803006e-14,0.780938123752495,7.595451381082548,59.67558314038813,38.074411014846554,52.08013175930558,0.780938123752495,7.595451381082548,59.67558314038812,38.07441101484652,52.08013175930557,-7.105427357601002e-15,12,boundary,,,first_hour,
22378,79.97140204963208,147.69777162439277,-48.59048337653052,22378,31.11492531875541,41.81581612751202,-7.914317761252701,22378,82.2599399417918,149.88601177979683,-53.90589257864863,22378,31.360471541063127,41.99185323737395,-8.800219294939053,2.2885378921597237,-5.315409202118111,0.24554622230771628,-0.8859015336863516,0.78939136652069,4.540453326307607,34.195396681528635,21.740625593968325,29.65494335522103,0.7900169809634462,4.56848693450282,34.46032109386175,21.091614864419878,29.89183415935893,0.2368908041379001,12,boundary,,,interior,
1085,7.6496774577572975,38.701936887131886,7.6363902688172045,1085,17.032495414002558,21.704929243500175,0.8555767697875281,1085,3.444683075830062,19.20279699206143,3.43139588688997,1085,16.64512326345893,21.00566474042903,0.1547443727996563,-4.204994381927236,-4.204994381927234,-0.3873721505436265,-0.7008323969878718,0.791705069124424,2.7654865652211447,20.192307499099638,18.282397703666025,17.426820933878496,0.7935483870967742,2.6330776820168627,20.377628808535416,17.899295499318207,17.744551126518555,0.31773019264005953,12,month_x_is_generation,2025-02,,,False
959,167.20432256690995,211.04721777457206,-88.78469806221754,959,38.0677009949327,47.644773929401936,-21.245471398799832,959,165.752902394819,208.53448294459258,-94.00625063845213,959,37.783540583275226,47.11360569423455,-22.1157301615056,-1.4514201720909625,-5.221552576234586,-0.2841604116574743,-0.8702587627057667,0.7601668404588112,5.046665431901282,34.60983301301647,8.317696182315359,29.563167581115195,0.7601668404588112,5.184644762737771,34.70319834268787,7.4028234184445,29.518553579950098,-0.044614001165097505,12,month_x_is_generation,2025-02,,,True
1116,1.6570998506571089,10.929800678941042,1.6447468040621267,1116,17.887051568817345,22.55110228530515,7.163049813192638,1116,0.6119304610456258,4.295104229764034,0.5988791251345786,1116,17.85450620672315,22.447499102352996,6.988738533371379,-1.045169389611483,-1.045867678927548,-0.032545362094193564,-0.17431127982125894,0.7741935483870968,3.242571557530889,19.814127729536484,23.734605985198236,16.5715561720056,0.7741935483870968,3.215627174120447,19.887165057980525,23.660276417231454,16.671537883860076,0.09998171185447546,12,month_x_is_generation,2025-03,,,False
1147,180.162838172043,233.98453160960113,-88.7976417029933,1147,31.626788776005075,40.930205066109345,-8.831079514338471,1147,187.85613223294158,237.58434330443865,-98.44592868670456,1147,32.24070066793769,41.206188929796994,-10.439127344957019,7.69329406089858,-9.648286983711259,0.613911891932613,-1.6080478306185473,0.7933740191804708,4.803314737053514,34.65401354274397,21.01961929135198,29.85069880569045,0.7898866608544028,4.877064500925932,35.32786919342089,20.01167734753794,30.450804692494962,0.6001058868045135,12,month_x_is_generation,2025-03,,,True
995,8.611625502512561,38.326631402427786,8.595819472361809,995,17.27466204636759,21.724967528277716,2.2152901143689356,995,4.0660719693184655,19.70709054156088,4.050265939167711,995,16.788771556592437,20.91536620926626,1.4576978588365863,-4.545553533194096,-4.545553533194098,-0.48589048977515503,-0.7575922555323493,0.8060301507537688,2.3857767329696524,21.683238184122576,21.512751565521857,19.297461451152923,0.8130653266331658,2.2131689594799315,21.867893515092735,21.11242241444939,19.654724555612805,0.3572631044598822,12,month_x_is_generation,2025-04,,,False
1195,192.91434448396097,255.95266375825292,-101.6006912761507,1195,35.03207030529589,46.757683310025236,-11.976769184126294,1195,199.6237568771068,260.1740116743479,-109.15911873177565,1195,36.061897479437825,47.47396570771812,-13.236507093397119,6.70941239314584,-7.558427455624951,1.0298271741419356,-1.2597379092708252,0.7958158995815899,4.728742623585205,38.534070432958245,21.82855862524675,33.80532780937304,0.7882845188284519,4.756128527011314,39.351844336837004,21.359208716428576,34.59571580982569,0.7903880004526513,12,month_x_is_generation,2025-04,,,True
952,1.2025112307422972,9.579456885536285,1.182355768557423,952,31.689626262255537,40.603806235792284,15.552629078768598,952,0.22383721491564923,1.724928961211811,0.2036817527307753,952,31.5767766933283,40.43958020984794,15.389516742797491,-0.9786740158266479,-0.9786740158266478,-0.11284956892723841,-0.16311233597110686,0.7205882352941176,8.30207308591336,32.14789156229724,39.39844755515248,23.84581847638388,0.7205882352941176,8.286647196992913,32.15491938388929,39.25778892969387,23.868272186896373,0.022453710512493785,12,month_x_is_generation,2025-05,,,False
