strategy_id,date,slot,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,load_kW,pv_kW,net_actual_kWh,residual_kWh,residual_available_at,valid
A2_pv_arima,2025-01-11,34,3356.2249,0.0,559.3708166666667,3268.9509,0.0,544.8251499999999,-14.545666666666762,2025-01-12,1
A2_pv_arima,2025-01-11,35,3321.9,0.0,553.65,3217.12,0.0,536.1866666666666,-17.463333333333367,2025-01-12,1
A2_pv_arima,2025-01-11,36,3281.593,0.1474,546.9076,3410.4657,0.1119,568.3923,21.484699999999975,2025-01-12,1
A2_pv_arima,2025-01-11,37,3376.2584,0.0,562.7097333333334,3427.8149,0.0,571.3024833333333,8.59274999999991,2025-01-12,1
A2_pv_arima,2025-01-11,38,3460.27,0.0,576.7116666666666,3301.47,0.0,550.2449999999999,-26.466666666666697,2025-01-12,1
A2_pv_arima,2025-01-11,39,3291.7135,2.0527,548.2767999999999,3462.9419,1.558,576.8973166666666,28.62051666666673,2025-01-12,1
A2_pv_arima,2025-01-11,40,3419.9099,0.0,569.9849833333333,3630.8501,0.0,605.1416833333333,35.1567,2025-01-12,1
A2_pv_arima,2025-01-11,41,3836.22,55.275,630.1574999999999,3697.53,57.3,606.7049999999999,-23.452499999999986,2025-01-12,1
A2_pv_arima,2025-01-11,42,3951.1717,281.7927,611.5631666666666,3829.734,268.2664,593.5779333333332,-17.985233333333326,2025-01-12,1
A2_pv_arima,2025-01-11,43,3880.812,589.4261,548.5643166666666,3870.4184,512.3267,559.6819499999999,11.117633333333288,2025-01-12,1
A2_pv_arima,2025-01-11,44,3754.85,908.8875,474.32708333333323,3847.15,743.2125,517.3229166666666,42.995833333333394,2025-01-12,1
A2_pv_arima,2025-01-11,45,3595.1141,1233.33,393.6306833333333,3952.1694,1012.8363,489.88885000000005,96.25816666666674,2025-01-12,1
A2_pv_arima,2025-01-11,46,3657.7613,1540.7571,352.83403333333337,3971.2856,1268.3378,450.49129999999997,97.6572666666666,2025-01-12,1
A2_pv_arima,2025-01-11,47,3841.09,1826.8875,335.7004166666667,3878.31,1517.7375,393.42875000000004,57.72833333333335,2025-01-12,1
A2_pv_arima,2025-01-11,48,3781.6989,2103.8732,279.63761666666664,3873.4718,1835.1954,339.7127333333333,60.075116666666645,2025-01-12,1
A2_pv_arima,2025-01-11,49,3727.8564,2361.8443,227.66868333333332,3894.9494,2205.2016,281.62463333333335,53.95595000000003,2025-01-12,1
A2_pv_arima,2025-01-11,50,3748.37,2611.95,189.40333333333334,3870.47,2579.175,215.21583333333325,25.812499999999915,2025-01-12,1
A2_pv_arima,2025-01-11,51,3718.0706,2879.7934,139.71286666666666,3828.8125,2909.003,153.3015833333333,13.588716666666642,2025-01-12,1
A2_pv_arima,2025-01-11,52,4050.9075,3142.3787,151.4214666666666,3959.7333,3188.0725,128.61013333333327,-22.811333333333323,2025-01-12,1
A2_pv_arima,2025-01-11,53,4551.39,3379.275,195.35250000000002,4262.36,3440.625,136.95583333333326,-58.39666666666676,2025-01-12,1
A2_pv_arima,2025-01-11,54,4547.9478,3595.3337,158.76901666666663,4513.2381,3683.407,138.30518333333322,-20.46383333333341,2025-01-12,1
A2_pv_arima,2025-01-11,55,4435.5222,3834.5623,100.15998333333337,4532.7182,3828.9292,117.2981666666667,17.13818333333333,2025-01-12,1
A2_pv_arima,2025-01-11,56,4409.26,4106.5125,50.45791666666673,4454.91,3928.0875,87.80374999999995,37.34583333333322,2025-01-12,1
A2_pv_arima,2025-01-11,57,4296.3622,4375.4435,-13.180216666666789,4568.0734,4144.5044,70.5948333333334,83.77505000000019,2025-01-12,1
A2_pv_arima,2025-01-11,58,4336.0833,4601.5031,-44.23663333333327,4590.2659,4430.8172,26.57478333333332,70.81141666666659,2025-01-12,1
A2_pv_arima,2025-01-11,59,4540.85,4761.1125,-36.71041666666663,4419.23,4611.825,-32.099166666666704,4.611249999999927,2025-01-12,1
A2_pv_arima,2025-01-11,60,4626.107,4854.9239,-38.136149999999965,4258.5998,4565.4239,-51.13734999999997,-13.001200000000004,2025-01-12,1
A2_pv_arima,2025-01-11,61,4473.539,4915.1685,-73.60491666666667,4226.5424,4658.3445,-71.96701666666664,1.6379000000000303,2025-01-12,1
A2_pv_arima,2025-01-11,62,4327.19,5025.525,-116.38916666666667,4259.42,5000.8125,-123.56541666666665,-7.176249999999982,2025-01-12,1
A2_pv_arima,2025-01-11,63,4517.6361,5256.1401,-123.08399999999997,4214.784,5363.9975,-191.53558333333345,-68.45158333333347,2025-01-12,1
A2_pv_arima,2025-01-11,64,4485.4969,5455.7767,-161.71330000000003,4253.09,5679.8792,-237.7982,-76.08489999999998,2025-01-12,1
A2_pv_arima,2025-01-11,65,4182.18,5592.45,-235.0449999999999,4400.75,5901.1875,-250.07291666666666,-15.027916666666755,2025-01-12,1
A2_pv_arima,2025-01-11,66,4147.4422,5738.286,-265.14063333333326,4474.5202,5987.2096,-252.11490000000003,13.025733333333221,2025-01-12,1
A2_pv_arima,2025-01-11,67,4325.6893,5696.3178,-228.43808333333328,4314.7152,6015.464,-283.45813333333336,-55.02005000000008,2025-01-12,1
A2_pv_arima,2025-01-11,68,4465.74,5536.6125,-178.47875000000005,4138.58,6036.7125,-316.3554166666666,-137.87666666666655,2025-01-12,1
A2_pv_arima,2025-01-11,69,4390.8655,5558.6481,-194.6304333333334,4314.8013,6048.1699,-288.8947666666666,-94.26433333333321,2025-01-12,1
A2_pv_arima,2025-01-11,70,4359.7887,5638.5706,-213.13031666666666,4368.3226,6055.9664,-281.27396666666664,-68.14364999999998,2025-01-12,1
A2_pv_arima,2025-01-11,71,4354.43,5632.8375,-213.06791666666655,4185.92,5996.4375,-301.75291666666664,-88.68500000000009,2025-01-12,1
A2_pv_arima,2025-01-11,72,4136.5048,5532.5581,-232.67555000000007,4132.5286,5814.9752,-280.4077666666667,-47.73221666666663,2025-01-12,1
A2_pv_arima,2025-01-11,73,4106.5153,5498.9559,-232.0734333333333,4180.7326,5770.9426,-265.03499999999997,-32.96156666666667,2025-01-12,1
A2_pv_arima,2025-01-11,74,4265.7,5526.9,-210.19999999999996,4250.9,5910.975,-276.6791666666668,-66.47916666666683,2025-01-12,1
A2_pv_arima,2025-01-11,75,4196.0578,5476.578,-213.42003333333346,4293.7651,6025.4094,-288.6073833333333,-75.18734999999984,2025-01-12,1
A2_pv_arima,2025-01-11,76,4049.2294,5492.0012,-240.46196666666657,4182.4035,6046.3688,-310.6608833333333,-70.19891666666672,2025-01-12,1
A2_pv_arima,2025-01-11,77,3984.21,5584.9125,-266.78375000000005,3990.96,5919.7125,-321.4587499999999,-54.67499999999984,2025-01-12,1
A2_pv_arima,2025-01-11,78,4041.6607,5589.4676,-257.96781666666664,3939.1117,5628.2289,-281.51953333333336,-23.55171666666672,2025-01-12,1
A2_pv_arima,2025-01-11,79,4331.9607,5452.1671,-186.70106666666666,3949.5046,5390.1963,-240.11528333333322,-53.41421666666656,2025-01-12,1
A2_pv_arima,2025-01-11,80,4485.56,5164.9125,-113.22541666666666,3983.47,5212.3125,-204.80708333333337,-91.5816666666667,2025-01-12,1
A2_pv_arima,2025-01-11,81,3988.5685,4776.3251,-131.2927666666667,4078.3232,4933.9322,-142.60150000000004,-11.30873333333335,2025-01-12,1
A2_pv_arima,2025-01-11,82,3704.7485,4490.6806,-130.98868333333326,4118.343,4789.4562,-111.85219999999995,19.136483333333302,2025-01-12,1
A2_pv_arima,2025-01-11,83,3923.46,4300.6875,-62.87124999999999,4050.99,4694.325,-107.2225,-44.35125000000001,2025-01-12,1
A2_pv_arima,2025-01-11,84,4088.3897,4027.6369,10.1254666666667,3924.5957,4309.1268,-64.08851666666669,-74.21398333333339,2025-01-12,1
A2_pv_arima,2025-01-11,85,3973.5363,3800.0876,28.90811666666673,3781.8669,3943.2354,-26.894750000000005,-55.80286666666673,2025-01-12,1
A2_pv_arima,2025-01-11,86,3805.42,3636.825,28.099166666666708,3702.24,3740.8875,-6.4412500000000055,-34.540416666666715,2025-01-12,1
A2_pv_arima,2025-01-11,87,3952.685,3424.2236,88.07690000000002,3759.1062,3549.1983,34.98465000000002,-53.09225,2025-01-12,1
A2_pv_arima,2025-01-11,88,3941.4367,3269.3211,112.01926666666668,3846.1236,3353.4876,82.106,-29.913266666666686,2025-01-12,1
A2_pv_arima,2025-01-11,89,3722.7,3175.8375,91.14374999999995,3845.89,3151.4625,115.73791666666662,24.594166666666666,2025-01-12,1
A2_pv_arima,2025-01-11,90,3725.3858,3018.1127,117.87884999999997,3753.7989,2932.1254,136.9455833333333,19.06673333333333,2025-01-12,1
A2_pv_arima,2025-01-11,91,3744.2329,2796.4332,157.96661666666665,3857.4414,2748.6683,184.7955166666667,26.82890000000006,2025-01-12,1
A2_pv_arima,2025-01-11,92,3688.59,2571.825,186.12750000000005,4021.81,2574.1875,241.27041666666665,55.14291666666659,2025-01-12,1
A2_pv_arima,2025-01-11,93,3719.3955,2383.3909,222.66743333333335,3824.9846,2316.5691,251.40258333333327,28.73514999999992,2025-01-12,1
A2_pv_arima,2025-01-11,94,3874.1808,2082.1444,298.6727333333333,3657.0178,2008.7,274.7196333333333,-23.953100000000006,2025-01-12,1
A2_pv_arima,2025-01-11,95,3950.84,1689.3,376.9233333333333,3628.13,1718.925,318.2008333333333,-58.72249999999997,2025-01-12,1
A2_pv_arima,2025-01-11,96,3716.7753,1382.3995,389.0626333333333,3485.2108,1483.9569,333.54231666666664,-55.520316666666645,2025-01-12,1
A2_pv_arima,2025-01-11,97,3616.3037,1098.1441,419.69326666666666,3461.1448,1206.7227,375.7370166666666,-43.95625000000007,2025-01-12,1
A2_pv_arima,2025-01-11,98,3720.57,800.475,486.6825,3602.78,877.95,454.1383333333333,-32.54416666666668,2025-01-12,1
A2_pv_arima,2025-01-11,99,3626.41,527.6242,516.4642999999999,3635.7769,581.3561,509.0701333333333,-7.394166666666592,2025-01-12,1
A2_pv_arima,2025-01-11,100,3226.8567,259.5803,494.5460666666666,3276.0929,292.1317,497.32686666666666,2.780800000000056,2025-01-12,1
A2_pv_arima,2025-01-11,101,2831.45,50.7375,463.45208333333323,2774.01,62.55,451.90999999999997,-11.542083333333267,2025-01-12,1
A2_pv_arima,2025-01-11,102,2875.1922,0.0,479.1987,2713.6628,0.0,452.2771333333333,-26.92156666666665,2025-01-12,1
A2_pv_arima,2025-01-11,103,2966.3344,2.0244,494.05166666666673,2886.9918,1.5152,480.91276666666664,-13.138900000000092,2025-01-12,1
A2_pv_arima,2025-01-11,104,2895.99,0.0,482.66499999999996,3010.45,0.0,501.7416666666666,19.076666666666654,2025-01-12,1
A2_pv_arima,2025-01-11,105,2826.198,0.0,471.03299999999996,2973.2197,0.0,495.53661666666665,24.503616666666687,2025-01-12,1
A2_pv_arima,2025-01-11,106,2826.1038,0.1453,470.9930833333333,2843.8167,0.1088,473.9513166666666,2.9582333333333395,2025-01-12,1
A2_pv_arima,2025-01-11,107,2855.21,0.0,475.86833333333334,2781.97,0.0,463.66166666666663,-12.206666666666706,2025-01-12,1
A2_pv_arima,2025-01-11,108,2854.7653,0.0,475.79421666666667,2885.0572,0.0,480.8428666666667,5.048650000000009,2025-01-12,1
A2_pv_arima,2025-01-11,109,3003.3345,0.0,500.55575,2831.7097,0.0078,471.95031666666665,-28.605433333333337,2025-01-12,1
A2_pv_arima,2025-01-11,110,3128.85,0.0,521.4749999999999,2691.85,0.0,448.64166666666665,-72.83333333333326,2025-01-12,1
A2_pv_arima,2025-01-11,111,2852.5218,0.0,475.4203,2835.5281,0.0,472.58801666666665,-2.8322833333333506,2025-01-12,1
A2_pv_arima,2025-01-11,112,2595.6755,0.0,432.6125833333333,2869.992,0.0,478.332,45.71941666666669,2025-01-12,1
A2_pv_arima,2025-01-11,113,2609.96,0.0,434.99333333333334,2722.72,0.0,453.78666666666663,18.793333333333294,2025-01-12,1
A2_pv_arima,2025-01-11,114,2771.3445,0.0,461.89075,2724.0701,0.0,454.0116833333333,-7.879066666666745,2025-01-12,1
A2_pv_arima,2025-01-11,115,2948.2664,0.0,491.3777333333333,2760.195,0.0,460.0325,-31.345233333333283,2025-01-12,1
A2_pv_arima,2025-01-11,116,2972.82,0.0,495.47,2824.02,0.0,470.66999999999996,-24.800000000000068,2025-01-12,1
A2_pv_arima,2025-01-11,117,2762.3933,0.0,460.39888333333334,3013.49,0.0,502.2483333333333,41.84944999999993,2025-01-12,1
A2_pv_arima,2025-01-11,118,2709.883,0.0,451.64716666666664,2974.3573,0.0,495.7262166666667,44.07905000000005,2025-01-12,1
A2_pv_arima,2025-01-11,119,2873.54,0.0,478.9233333333333,2731.03,0.0,455.1716666666667,-23.75166666666661,2025-01-12,1
A2_pv_arima,2025-01-11,120,2935.6796,0.0,489.2799333333333,2686.3217,0.0,447.7202833333333,-41.559649999999976,2025-01-12,1
A2_pv_arima,2025-01-11,121,2890.2486,0.0,481.70809999999994,2782.5387,0.0,463.75645,-17.951649999999972,2025-01-12,1
A2_pv_arima,2025-01-11,122,2804.72,0.0,467.45333333333326,2898.54,0.0,483.09,15.636666666666713,2025-01-12,1
A2_pv_arima,2025-01-11,123,2765.9763,0.0,460.99604999999997,2977.4624,0.0,496.2437333333333,35.24768333333333,2025-01-12,1
A2_pv_arima,2025-01-11,124,2958.1633,0.0,493.0272166666667,2992.8165,0.0,498.80274999999995,5.7755333333332715,2025-01-12,1
A2_pv_arima,2025-01-11,125,3183.56,0.0,530.5933333333332,2963.83,0.0,493.97166666666664,-36.62166666666661,2025-01-12,1
A2_pv_arima,2025-01-11,126,3043.4519,0.0,507.24198333333334,2933.9257,0.0,488.9876166666666,-18.254366666666726,2025-01-12,1
A2_pv_arima,2025-01-11,127,2941.1204,0.0,490.1867333333333,2892.778,0.0,482.1296666666666,-8.057066666666685,2025-01-12,1
A2_pv_arima,2025-01-11,128,3048.68,0.0,508.1133333333333,2918.05,0.0,486.3416666666667,-21.77166666666659,2025-01-12,1
A2_pv_arima,2025-01-11,129,3089.3913,0.0,514.8985499999999,3050.9622,0.0,508.4937,-6.404849999999897,2025-01-12,1
A2_pv_arima,2025-01-11,130,2762.2668,0.0,460.3778,2811.3581,0.0,468.5596833333333,8.181883333333303,2025-01-12,1
A2_pv_arima,2025-01-11,131,2371.17,0.0,395.195,2311.09,0.0,385.1816666666667,-10.013333333333321,2025-01-12,1
A2_pv_arima,2025-01-11,132,2519.0914,0.0,419.8485666666666,2216.1871,0.0,369.36451666666665,-50.48404999999997,2025-01-12,1
A2_pv_arima,2025-01-11,133,2613.8506,0.0,435.6417666666667,2505.7069,0.0,417.61781666666667,-18.023950000000013,2025-01-12,1
A2_pv_arima,2025-01-11,134,2504.08,0.0,417.34666666666664,2756.31,0.0,459.385,42.038333333333355,2025-01-12,1
A2_pv_arima,2025-01-11,135,2587.9952,0.0,431.3325333333333,2566.7937,0.0,427.79895,-3.533583333333297,2025-01-12,1
A2_pv_arima,2025-01-11,136,2506.0837,0.0,417.68061666666665,2484.425,0.0,414.0708333333333,-3.6097833333333256,2025-01-12,1
A2_pv_arima,2025-01-11,137,2360.95,0.0,393.4916666666666,2593.24,0.0,432.2066666666666,38.714999999999975,2025-01-12,1
A2_pv_arima,2025-01-11,138,2656.3913,0.0,442.73188333333326,2466.9644,0.0,411.16073333333327,-31.57114999999999,2025-01-12,1
A2_pv_arima,2025-01-11,139,2882.5455,0.0,480.42425000000003,2429.6972,0.0,404.9495333333333,-75.47471666666672,2025-01-12,1
A2_pv_arima,2025-01-11,140,2736.89,0.0,456.1483333333333,2555.72,0.0,425.95333333333326,-30.19500000000005,2025-01-12,1
A2_pv_arima,2025-01-11,141,2499.9476,0.0,416.6579333333333,2630.6195,0.0,438.43658333333326,21.77864999999997,2025-01-12,1
A2_pv_arima,2025-01-11,142,2866.8742,0.0,477.81236666666666,3037.7055,0.0,506.28425,28.471883333333324,2025-01-12,1
A2_pv_arima,2025-01-11,143,3595.5,0.0,599.25,3676.82,0.0,612.8033333333333,13.553333333333285,2025-01-12,1
A2_pv_arima,2025-01-12,0,3749.1135,0.0,624.8522499999999,3947.6871,0.0,657.94785,33.095600000000104,2025-01-13,1
A2_pv_arima,2025-01-12,1,3734.5244,0.0,622.4207333333333,3811.5211,0.0,635.2535166666667,12.832783333333396,2025-01-13,1
A2_pv_arima,2025-01-12,2,3812.66,0.0,635.4433333333333,3622.6,0.0,603.7666666666667,-31.67666666666662,2025-01-13,1
A2_pv_arima,2025-01-12,3,3801.623,0.0,633.6038333333333,3762.4947,0.0,627.08245,-6.521383333333347,2025-01-13,1
A2_pv_arima,2025-01-12,4,3722.8105,0.0,620.4684166666666,3766.2576,0.0,627.7095999999999,7.241183333333311,2025-01-13,1
A2_pv_arima,2025-01-12,5,3699.55,0.0,616.5916666666667,3569.77,0.0,594.9616666666666,-21.63000000000011,2025-01-13,1
A2_pv_arima,2025-01-12,6,3827.0906,0.0,637.8484333333333,3608.6197,0.0,601.4366166666666,-36.41181666666671,2025-01-13,1
A2_pv_arima,2025-01-12,7,3912.9068,0.0,652.1511333333333,3852.8383,0.0,642.1397166666666,-10.011416666666719,2025-01-13,1
A2_pv_arima,2025-01-12,8,3857.93,0.0,642.9883333333332,4064.07,0.0,677.345,34.3566666666668,2025-01-13,1
A2_pv_arima,2025-01-12,9,3743.3376,0.0,623.8896,4004.2861,0.0,667.3810166666666,43.49141666666662,2025-01-13,1
A2_pv_arima,2025-01-12,10,3705.3998,0.0,617.5666333333334,3780.3094,0.0,630.0515666666666,12.484933333333288,2025-01-13,1
A2_pv_arima,2025-01-12,11,3840.47,0.0,640.0783333333333,3645.01,0.0,607.5016666666667,-32.5766666666666,2025-01-13,1
A2_pv_arima,2025-01-12,12,4111.152,0.0,685.192,3780.4541,0.0,630.0756833333332,-55.11631666666676,2025-01-13,1
A2_pv_arima,2025-01-12,13,4173.47,0.0,695.5783333333334,3869.4412,0.0,644.9068666666667,-50.671466666666674,2025-01-13,1
A2_pv_arima,2025-01-12,14,4084.0,0.0,680.6666666666666,3913.87,0.0,652.3116666666666,-28.355000000000018,2025-01-13,1
A2_pv_arima,2025-01-12,15,4206.0662,0.0,701.0110333333333,4192.5823,0.0,698.7637166666666,-2.247316666666734,2025-01-13,1
A2_pv_arima,2025-01-12,16,4239.7353,0.0,706.62255,4330.7475,0.0,721.79125,15.168699999999944,2025-01-13,1
A2_pv_arima,2025-01-12,17,4083.92,0.0,680.6533333333333,4167.56,0.0,694.5933333333334,13.940000000000055,2025-01-13,1
A2_pv_arima,2025-01-12,18,3978.0678,0.0,663.0112999999999,3951.6224,0.0,658.6037333333334,-4.407566666666526,2025-01-13,1
A2_pv_arima,2025-01-12,19,4035.3939,0.0,672.56565,4016.8533,0.0,669.47555,-3.0901000000000067,2025-01-13,1
A2_pv_arima,2025-01-12,20,4133.79,0.0,688.9649999999999,4191.01,0.0,698.5016666666667,9.536666666666747,2025-01-13,1
A2_pv_arima,2025-01-12,21,4072.3103,0.0,678.7183833333333,4009.2464,0.0,668.2077333333333,-10.510650000000055,2025-01-13,1
A2_pv_arima,2025-01-12,22,4117.2544,0.0,686.2090666666666,3907.8213,0.0,651.30355,-34.905516666666585,2025-01-13,1
A2_pv_arima,2025-01-12,23,4285.16,0.0,714.1933333333333,4061.75,0.0,676.9583333333333,-37.235000000000014,2025-01-13,1
A2_pv_arima,2025-01-12,24,4282.9866,0.0,713.8311,4200.2196,0.0,700.0366,-13.794499999999971,2025-01-13,1
A2_pv_arima,2025-01-12,25,4066.6452,0.0,677.7742,4239.9218,0.0,706.6536333333333,28.879433333333395,2025-01-13,1
A2_pv_arima,2025-01-12,26,3935.69,0.0,655.9483333333333,4189.34,0.0,698.2233333333334,42.27500000000009,2025-01-13,1
A2_pv_arima,2025-01-12,27,4248.767,0.0,708.1278333333332,4113.6401,0.0,685.6066833333332,-22.521150000000034,2025-01-13,1
A2_pv_arima,2025-01-12,28,4509.0492,0.0,751.5082,4138.4038,0.0,689.7339666666667,-61.774233333333314,2025-01-13,1
A2_pv_arima,2025-01-12,29,4402.53,0.0,733.7549999999999,4215.24,0.0,702.54,-31.214999999999918,2025-01-13,1
A2_pv_arima,2025-01-12,30,4086.7682,0.0,681.1280333333333,4202.7478,0.0,700.4579666666666,19.329933333333315,2025-01-13,1
A2_pv_arima,2025-01-12,31,3984.5987,0.0,664.0997833333333,4320.3801,0.0,720.06335,55.96356666666668,2025-01-13,1
A2_pv_arima,2025-01-12,32,4079.37,0.0,679.895,4386.73,0.0,731.1216666666666,51.226666666666574,2025-01-13,1
A2_pv_arima,2025-01-12,33,4097.6845,0.0,682.9474166666666,4086.7832,0.0,681.1305333333332,-1.8168833333334078,2025-01-13,1
A2_pv_arima,2025-01-12,34,4692.7683,0.0,782.1280499999999,4475.3514,0.0,745.8918999999999,-36.236150000000066,2025-01-13,1
A2_pv_arima,2025-01-12,35,5571.11,0.0,928.5183333333332,5400.65,0.0,900.1083333333332,-28.409999999999968,2025-01-13,1
A2_pv_arima,2025-01-12,36,5654.4759,0.1119,942.394,5590.0628,0.0081,931.6757833333332,-10.718216666666763,2025-01-13,1
A2_pv_arima,2025-01-12,37,5441.9211,0.0,906.9868499999999,5484.2762,0.0,914.0460333333333,7.059183333333408,2025-01-13,1
A2_pv_arima,2025-01-12,38,5397.62,0.0,899.6033333333332,5485.73,0.0,914.2883333333332,14.684999999999945,2025-01-13,1
A2_pv_arima,2025-01-12,39,5477.7916,1.558,912.7055999999999,5498.9615,0.1122,916.4748833333334,3.769283333333533,2025-01-13,1
A2_pv_arima,2025-01-12,40,5397.1683,0.0,899.52805,5381.3934,2.2026,896.5318,-2.996250000000032,2025-01-13,1
A2_pv_arima,2025-01-12,41,5303.73,57.3,874.4049999999999,5208.7,67.125,856.9291666666666,-17.4758333333333,2025-01-13,1
A2_pv_arima,2025-01-12,42,5583.5442,268.2664,885.8796333333332,5229.5149,271.5599,826.3258333333333,-59.55379999999991,2025-01-13,1
A2_pv_arima,2025-01-12,43,5650.0131,512.3267,856.2810666666667,5472.6467,525.2561,824.5651,-31.715966666666645,2025-01-13,1
A2_pv_arima,2025-01-12,44,5351.0,743.2125,767.9645833333334,5618.26,781.95,806.0516666666667,38.08708333333334,2025-01-13,1
A2_pv_arima,2025-01-12,45,5277.6062,1012.8363,710.7949833333333,5425.5464,1067.8481,726.28305,15.488066666666668,2025-01-13,1
A2_pv_arima,2025-01-12,46,6196.9922,1268.3378,821.4423999999999,6053.8952,1355.1969,783.1163833333333,-38.326016666666646,2025-01-13,1
A2_pv_arima,2025-01-12,47,7436.32,1517.7375,986.4304166666666,7178.17,1638.45,923.2866666666666,-63.143749999999955,2025-01-13,1
A2_pv_arima,2025-01-12,48,7474.9983,1835.1954,939.9671500000001,7252.2731,1943.872,884.7335166666667,-55.23363333333339,2025-01-13,1
A2_pv_arima,2025-01-12,49,7261.0405,2205.2016,842.6398166666668,7151.816,2276.809,812.5011666666666,-30.13865000000021,2025-01-13,1
A2_pv_arima,2025-01-12,50,7320.01,2579.175,790.1391666666666,7341.78,2601.075,790.1175,-0.02166666666664696,2025-01-13,1
A2_pv_arima,2025-01-12,51,7260.5156,2909.003,725.2520999999999,7376.2661,2859.0906,752.8625833333332,27.610483333333264,2025-01-13,1
A2_pv_arima,2025-01-12,52,7234.7778,3188.0725,674.4508833333332,7305.7453,3053.1013,708.774,34.323116666666806,2025-01-13,1
A2_pv_arima,2025-01-12,53,7272.34,3440.625,638.6191666666666,7199.66,3241.65,659.6683333333333,21.04916666666668,2025-01-13,1
A2_pv_arima,2025-01-12,54,7214.1844,3683.407,588.4629,7048.8816,3489.0355,593.3076833333332,4.8447833333332255,2025-01-13,1
A2_pv_arima,2025-01-12,55,7215.2231,3828.9292,564.3823166666666,6988.1089,3719.7237,544.7308666666667,-19.651449999999954,2025-01-13,1
A2_pv_arima,2025-01-12,56,7226.12,3928.0875,549.6720833333333,7009.08,3843.9,527.53,-22.14208333333329,2025-01-13,1
A2_pv_arima,2025-01-12,57,7042.5144,4144.5044,483.00166666666667,6984.8148,3857.3765,521.2397166666667,38.238050000000044,2025-01-13,1
A2_pv_arima,2025-01-12,58,6966.8397,4430.8172,422.67041666666665,7024.2042,4001.4082,503.7993333333334,81.12891666666673,2025-01-13,1
A2_pv_arima,2025-01-12,59,7069.57,4611.825,409.6241666666666,7068.55,4292.85,462.6166666666666,52.99250000000001,2025-01-13,1
A2_pv_arima,2025-01-12,60,7122.3726,4565.4239,426.1581166666666,6949.1478,4521.6246,404.58719999999994,-21.570916666666676,2025-01-13,1
A2_pv_arima,2025-01-12,61,7145.5435,4658.3445,414.5331666666666,6953.0667,4710.7251,373.7236000000001,-40.80956666666651,2025-01-13,1
A2_pv_arima,2025-01-12,62,7149.66,5000.8125,358.14124999999996,7066.33,4914.6,358.62166666666656,0.4804166666665992,2025-01-13,1
A2_pv_arima,2025-01-12,63,7079.801,5363.9975,285.96725,6991.1546,5119.4228,311.9552999999999,25.98804999999993,2025-01-13,1
A2_pv_arima,2025-01-12,64,6930.6048,5679.8792,208.45426666666663,6948.9663,5169.5915,296.5624666666666,88.10819999999995,2025-01-13,1
A2_pv_arima,2025-01-12,65,6895.28,5901.1875,165.68208333333328,6941.43,5136.5625,300.81125000000003,135.12916666666675,2025-01-13,1
A2_pv_arima,2025-01-12,66,7172.3968,5987.2096,197.53120000000004,6784.951,5263.7379,253.53551666666664,56.0043166666666,2025-01-13,1
A2_pv_arima,2025-01-12,67,7265.2666,6015.464,208.30043333333333,6936.8603,5437.478,249.89705000000004,41.596616666666705,2025-01-13,1
A2_pv_arima,2025-01-12,68,7062.78,6036.7125,171.01125000000002,7230.55,5540.025,281.7541666666667,110.7429166666667,2025-01-13,1
A2_pv_arima,2025-01-12,69,6923.202,6048.1699,145.8386833333334,6980.2715,5559.1293,236.85703333333336,91.01834999999997,2025-01-13,1
A2_pv_arima,2025-01-12,70,6839.5336,6055.9664,130.59453333333323,6566.9018,5551.2761,169.2709499999999,38.67641666666668,2025-01-13,1
A2_pv_arima,2025-01-12,71,6774.68,5996.4375,129.70708333333337,6440.57,5561.6625,146.4845833333332,16.777499999999833,2025-01-13,1
A2_pv_arima,2025-01-12,72,6720.8698,5814.9752,150.9824333333334,6686.6244,5593.6812,182.15719999999993,31.174766666666528,2025-01-13,1
A2_pv_arima,2025-01-12,73,6529.9733,5770.9426,126.50511666666655,6779.2313,5597.403,196.97138333333334,70.46626666666678,2025-01-13,1
A2_pv_arima,2025-01-12,74,6288.91,5910.975,62.98916666666658,6580.87,5598.1125,163.7929166666666,100.80375000000002,2025-01-13,1
A2_pv_arima,2025-01-12,75,6288.4849,6025.4094,43.8459166666668,6447.7446,5650.4944,132.8750333333334,89.0291166666666,2025-01-13,1
A2_pv_arima,2025-01-12,76,6544.1343,6046.3688,82.96091666666658,6546.5136,5588.0655,159.74135000000007,76.78043333333349,2025-01-13,1
A2_pv_arima,2025-01-12,77,6831.21,5919.7125,151.91625000000005,6784.23,5511.1125,212.1862499999999,60.26999999999984,2025-01-13,1
A2_pv_arima,2025-01-12,78,6858.3943,5628.2289,205.02756666666664,6895.6961,5661.3299,205.72770000000006,0.7001333333334117,2025-01-13,1
A2_pv_arima,2025-01-12,79,6739.4191,5390.1963,224.87046666666674,6764.508,5580.1013,197.40111666666658,-27.469350000000162,2025-01-13,1
A2_pv_arima,2025-01-12,80,6660.78,5212.3125,241.41124999999994,6600.52,5225.925,229.0991666666667,-12.312083333333248,2025-01-13,1
A2_pv_arima,2025-01-12,81,6728.4133,4933.9322,299.0801833333333,6717.2796,5020.7839,282.7492833333332,-16.3309000000001,2025-01-13,1
A2_pv_arima,2025-01-12,82,6849.0853,4789.4562,343.2715166666667,6717.6153,4863.6602,308.9925166666667,-34.278999999999996,2025-01-13,1
