target,day_index,date,chosen_lambda,score_days,score_first_day,score_last_day,trained,reason,tied_lambdas,score_lambda_0.001,score_lambda_0.01,score_lambda_0.1,score_lambda_1,score_lambda_10
load,209,2025-07-29,0.1,14,195.0,208.0,True,,0.1,44082.84712883431,43955.61641504227,43796.472634298065,49007.158502590195,67636.36176049279
load,210,2025-07-30,0.1,14,196.0,209.0,True,,0.1,47051.1305711767,46904.97932986249,46547.101393687284,50376.6240383228,66635.42365436355
load,211,2025-07-31,0.1,14,197.0,210.0,True,,0.1,46914.70524240745,46750.27153685027,46354.866348805,50117.7378557882,65628.86327476201
load,212,2025-08-01,0.1,14,198.0,211.0,True,,0.1,49117.716940500184,48941.456673321176,48397.188281256604,51184.51692134073,65311.79102282241
load,213,2025-08-02,0.1,14,199.0,212.0,True,,0.1,49882.08209797042,49721.76649778576,49284.295855043674,51839.45708945137,64801.72341839228
load,214,2025-08-03,0.1,14,200.0,213.0,True,,0.1,53220.00248242926,53051.36738672415,52549.83209985712,54290.161407798674,65605.74476654668
load,215,2025-08-04,0.1,14,201.0,214.0,True,,0.1,52560.290211868734,52398.36400382089,51909.44178194911,53540.31957701765,63757.899675451
load,216,2025-08-05,0.1,14,202.0,215.0,True,,0.1,52696.4494477936,52524.46022201891,51918.42441316916,52778.19382376878,61098.48900350282
load,217,2025-08-06,0.1,14,203.0,216.0,True,,0.1,55619.18644262216,55462.48444358943,54795.0234614999,54899.344517293655,62395.53798188717
load,218,2025-08-07,1.0,14,204.0,217.0,True,,1,56836.39986437895,56704.13908325555,56055.08133994332,55576.27275038936,62238.31192493479
load,219,2025-08-08,1.0,14,205.0,218.0,True,,1,57089.714186189565,57000.50834836012,56515.68020772799,56000.03037198419,62204.08877424327
load,220,2025-08-09,1.0,14,206.0,219.0,True,,1,57943.50675111255,57924.680695191615,57753.32558054155,57043.44686831573,62390.28540389671
load,221,2025-08-10,1.0,14,207.0,220.0,True,,1,57962.79907649208,57955.48471751745,57770.19883120842,56394.87478221805,60658.3480527114
load,222,2025-08-11,1.0,14,208.0,221.0,True,,1,58691.18144838761,58682.28995973293,58484.61707568664,56967.94005679311,60559.34743042437
load,223,2025-08-12,1.0,14,209.0,222.0,True,,1,59050.7160208963,59058.60829689923,58979.061767800835,57685.324768821796,61283.54370219753
load,224,2025-08-13,1.0,14,210.0,223.0,True,,1,54934.86541950995,54984.46734031933,55186.72104916859,54921.0166677351,59120.08140285529
load,225,2025-08-14,0.001,14,211.0,224.0,True,,0.001,54325.265111506975,54388.72900751855,54693.7935839815,54790.326564575866,59074.934645272035
load,226,2025-08-15,0.001,14,212.0,225.0,True,,0.001,53256.44027185137,53338.696455579455,53811.919340517474,54539.0362474317,58994.92215807584
load,227,2025-08-16,0.001,14,213.0,226.0,True,,0.001,53916.21808534845,53965.500728131614,54322.81458002254,55155.721700044734,59418.82853308214
load,228,2025-08-17,0.001,14,214.0,227.0,True,,0.001,50243.265126845945,50310.8798563884,50859.51056515534,52732.565682898334,57773.138695152295
load,229,2025-08-18,0.001,14,215.0,228.0,True,,0.001,51561.74880426681,51636.19933371594,52195.71664773519,53947.534102465324,59009.95699617164
load,230,2025-08-19,0.001,14,216.0,229.0,True,,0.001,51311.46625436044,51396.84584064259,52092.617319061115,54382.02458782485,59710.03170341256
load,231,2025-08-20,0.001,14,217.0,230.0,True,,0.001,49003.4717045802,49097.00084177422,49909.00005995676,52849.38649791195,58612.06934742838
load,232,2025-08-21,0.001,14,218.0,231.0,True,,0.001,47901.205519205265,48000.49212451038,48905.50729092212,52283.672898639525,58189.27458372142
load,233,2025-08-22,0.001,14,219.0,232.0,True,,0.001,46830.85621863872,46939.92963336321,47943.928946631815,51762.220608211064,58021.144962435785
load,234,2025-08-23,0.001,14,220.0,233.0,True,,0.001,45783.90436309671,45829.75412944868,46540.587464701086,50301.86246245581,56828.12893126661
load,235,2025-08-24,0.001,14,221.0,234.0,True,,0.001,45719.959090585995,45763.575061611504,46488.07573115434,50220.277880929796,56272.41667193185
load,236,2025-08-25,0.001,14,222.0,235.0,True,,0.001,45708.115394431115,45741.49900344573,46398.87901474901,50093.60525979314,56086.926126435945
load,237,2025-08-26,0.001,14,223.0,236.0,True,,0.001,44912.13044768248,44922.30024502829,45480.97716211396,49033.01473927134,54879.41249534731
load,238,2025-08-27,0.01,14,224.0,237.0,True,,0.01,46010.84276614507,45997.3297856533,46460.054722092675,49970.83990691768,55919.71274494324
load,239,2025-08-28,0.01,14,225.0,238.0,True,,0.01,44862.79923564038,44856.65825310481,45393.78423434611,49115.46885628339,55128.1558778044
load,240,2025-08-29,0.01,14,226.0,239.0,True,,0.01,44425.18090689325,44401.88339715559,44840.93241058605,48518.88764911522,54620.08473267245
load,241,2025-08-30,0.001,14,227.0,240.0,True,,0.001,44598.330295773165,44608.45371931943,45240.45360660637,49103.948957864784,54965.20129399386
load,242,2025-08-31,0.01,14,228.0,241.0,True,,0.01,44309.19795506184,44303.51315095469,44862.270444985996,48895.71264348285,55053.09620958923
load,243,2025-09-01,0.01,14,229.0,242.0,True,,0.01,44769.278192129306,44710.4736633485,45015.616307396114,48815.67455349356,54653.4576579793
load,244,2025-09-02,0.1,14,230.0,243.0,True,,0.1,72232.2222141102,71984.32887435633,71127.20475698238,72366.16338344557,76629.52413970079
load,245,2025-09-03,0.01,14,231.0,244.0,True,,0.01,83953.28734520364,83923.97773624031,84483.8077124788,90167.73083538316,96712.15070942804
load,246,2025-09-04,0.001,14,232.0,245.0,True,,0.001,86592.18551569438,86611.6453411688,87613.19305806223,97292.39887697404,111307.40360173564
load,247,2025-09-05,0.001,14,233.0,246.0,True,,0.001,91237.55593904416,91323.08823214314,92941.76158465317,107541.08596804312,130270.43230361187
load,248,2025-09-06,0.001,14,234.0,247.0,True,,0.001,92025.7098127319,92165.63348772131,94284.37293892064,113577.20613329804,145379.91428882343
load,249,2025-09-07,0.001,14,235.0,248.0,True,,0.001,95104.71148648257,95280.64963923245,97829.17798419094,121962.57575016089,163959.32700667123
load,250,2025-09-08,0.001,14,236.0,249.0,True,,0.001,98143.39205272276,98295.31062425449,100850.85907258197,127901.51456608718,178491.64614583924
load,251,2025-09-09,0.001,14,237.0,250.0,True,,0.001,104915.31071839639,104980.17671027839,106757.3112573587,130880.60272618997,178489.3622591007
load,252,2025-09-10,0.01,14,238.0,251.0,True,,0.01,108896.38584064394,108891.80493592528,109601.94871338668,129806.35256560626,176841.49149071352
load,253,2025-09-11,0.01,14,239.0,252.0,True,,0.01,112137.9017866525,112103.24010322464,112133.19649603085,129811.00239470792,176842.9044231608
load,254,2025-09-12,0.1,14,240.0,253.0,True,,0.1,114061.64290785021,114008.11719453761,113373.73144609283,128065.07987774581,174608.3544618669
load,255,2025-09-13,0.1,14,241.0,254.0,True,,0.1,113947.34634972837,113873.11389619186,112734.833846323,125404.78280146369,172766.56680497262
load,256,2025-09-14,0.1,14,242.0,255.0,True,,0.1,117475.46453580154,117363.57295242831,115570.17853938956,125155.10241211348,171862.85493000352
load,257,2025-09-15,0.1,14,243.0,256.0,True,,0.1,117164.80207096788,117023.48709348124,114926.23981918891,123853.82629813872,171570.43457620757
load,258,2025-09-16,0.1,14,244.0,257.0,True,,0.1,89536.56932323067,89628.16949980619,88623.34033479689,99055.18299893608,147969.26232223443
load,259,2025-09-17,0.1,14,245.0,258.0,True,,0.1,75870.39045360277,75730.36994684547,73241.76221109403,79261.26632133656,126506.59280305075
load,260,2025-09-18,0.1,14,246.0,259.0,True,,0.1,72066.89043804913,71884.03437065432,68784.83319288069,69799.69029544921,109290.38126794643
load,261,2025-09-19,1.0,14,247.0,260.0,True,,1,66400.93310687663,66147.20208367037,62293.07889927429,57754.299528215925,88343.74356569312
load,262,2025-09-20,1.0,14,248.0,261.0,True,,1,65293.27725394974,65023.00891717364,60741.42320940856,50917.84880752297,72347.20684274615
load,263,2025-09-21,1.0,14,249.0,262.0,True,,1,61655.889344521805,61313.973989829596,56433.711284667406,41685.356527509255,53702.249188208814
load,264,2025-09-22,1.0,14,250.0,263.0,True,,1,57555.162874200265,57225.39008580045,52249.71535298036,34204.55037767896,37635.19031764713
load,265,2025-09-23,1.0,14,251.0,264.0,True,,1,50199.58504733759,49936.17332915943,45735.33481678591,30789.876903659722,37375.9512744491
load,266,2025-09-24,1.0,14,252.0,265.0,True,,1,44852.17945301341,44679.07240115117,41662.05188128219,30695.568030895443,37704.31528606434
load,267,2025-09-25,1.0,14,253.0,266.0,True,,1,41418.083785261115,41231.34956437253,38786.86487767907,30532.023472821045,37691.59708780169
load,268,2025-09-26,1.0,14,254.0,267.0,True,,1,38486.05605078193,38300.52303608725,36491.68410709453,31203.304001044897,38850.581849301525
load,269,2025-09-27,1.0,14,255.0,268.0,True,,1,36308.03033468419,36117.30224948329,34668.49158350799,31261.37188663256,38519.5799561501
load,270,2025-09-28,1.0,14,256.0,269.0,True,,1,33137.29880505021,32973.224153612915,32209.80355838841,32193.2324550707,40585.97996723007
load,271,2025-09-29,0.1,14,257.0,270.0,True,,0.1,30964.802320001236,30891.168020468398,30761.245659554505,31886.582661903376,39617.58736211639
load,272,2025-09-30,0.1,14,258.0,271.0,True,,0.1,31428.162406383482,31204.798694141242,30773.049076844753,32373.125448949548,40008.87846460252
load,273,2025-10-01,0.1,14,259.0,272.0,True,,0.1,31933.282092781676,31672.02477175843,31110.555680647554,32554.967920811625,39620.032642018065
load,274,2025-10-02,0.1,14,260.0,273.0,True,,0.1,32716.395302107994,32458.050132421096,32071.518033335844,34422.63682972842,41402.73770407808
load,275,2025-10-03,0.1,14,261.0,274.0,True,,0.1,34213.410884941935,33927.22612194377,33509.305384984844,36410.88724310848,44037.97110383114
load,276,2025-10-04,0.1,14,262.0,275.0,True,,0.1,34198.62506622181,33863.22809302571,33306.41290415759,36755.88293511645,44949.560055457616
load,277,2025-10-05,0.1,14,263.0,276.0,True,,0.1,34066.52899266352,33762.6720518352,33374.09554744603,37477.683063654404,46086.354813729755
load,278,2025-10-06,0.1,14,264.0,277.0,True,,0.1,34710.92876624946,34421.967186646616,34167.4577884111,38667.67392136482,47466.98838313493
load,279,2025-10-07,0.1,14,265.0,278.0,True,,0.1,34725.61971644753,34466.05395636755,34270.80784511047,38835.23196170822,47878.956375474525
load,280,2025-10-08,0.1,14,266.0,279.0,True,,0.1,34811.21244216983,34560.05299853652,34381.82031940738,39194.085368085594,48770.851790107416
load,281,2025-10-09,0.1,14,267.0,280.0,True,,0.1,35729.91946941883,35485.70589870183,35230.901997249304,39390.51902517404,48180.33142375306
load,282,2025-10-10,0.1,14,268.0,281.0,True,,0.1,34142.535004982485,33909.13667271397,33652.94713185595,37734.36914158696,46488.80569348653
load,283,2025-10-11,0.1,14,269.0,282.0,True,,0.1,34515.05491245737,34252.44144046591,33822.24681431134,37679.452606860854,46731.14883866866
load,284,2025-10-12,0.1,14,270.0,283.0,True,,0.1,32890.10703346419,32644.326553487204,32190.31579494331,35613.71463542478,44244.67919383628
load,285,2025-10-13,0.1,14,271.0,284.0,True,,0.1,32743.581998547696,32485.369342353108,31984.843217256785,35430.571545302824,43984.796042660906
load,286,2025-10-14,0.1,14,272.0,285.0,True,,0.1,30100.610846360018,29950.561705082426,29795.715565226736,33583.64695016558,42370.50003593012
load,287,2025-10-15,0.01,14,273.0,286.0,True,,0.01,29183.555478610426,29082.0719275847,29119.519830362264,33146.00638016429,42087.42408857639
load,288,2025-10-16,0.1,14,274.0,287.0,True,,0.1,27606.66523847398,27478.64581234852,27374.69344653382,31091.369771174242,40053.27046182723
load,289,2025-10-17,0.1,14,275.0,288.0,True,,0.1,26132.661997359945,26022.86650298946,25979.530671909488,29386.09305896003,37393.19449116404
load,290,2025-10-18,0.1,14,276.0,289.0,True,,0.1,25115.932969499245,25012.7456487811,24957.857902813077,28173.65302192877,35733.04050920443
load,291,2025-10-19,0.1,14,277.0,290.0,True,,0.1,24575.59735838952,24460.671140604794,24304.936465501978,26953.705259973493,33746.01111003275
load,292,2025-10-20,0.1,14,278.0,291.0,True,,0.1,23110.98711454567,23027.283454392113,22993.639159609105,25704.99859116917,32069.704306395703
load,293,2025-10-21,0.01,14,279.0,292.0,True,,0.01,22173.816334871357,22113.050252260302,22119.321664836803,24526.531043124938,30362.521824053696
load,294,2025-10-22,0.1,14,280.0,293.0,True,,0.1,21331.164452638957,21257.494549988194,21170.41117876111,23098.154991661828,28209.855331172934
load,295,2025-10-23,0.01,14,281.0,294.0,True,,0.01,20195.006513587206,20157.40654171166,20208.626035887588,22456.468401507947,28158.843548481913
load,296,2025-10-24,0.01,14,282.0,295.0,True,,0.01,20707.443058832887,20676.43112256798,20723.043678485577,22711.054930276456,28011.824821908707
load,297,2025-10-25,0.01,14,283.0,296.0,True,,0.01,21119.253360366474,21107.261820452684,21133.406622564256,22781.29851230418,27644.694584762918
load,298,2025-10-26,0.1,14,284.0,297.0,True,,0.1,21844.090662688024,21806.12860404558,21741.425051873593,23328.25927389993,28238.440012985655
load,299,2025-10-27,0.1,14,285.0,298.0,True,,0.1,21683.548066610823,21665.99125987535,21638.596397769164,23074.94386935699,27877.66605359955
load,300,2025-10-28,0.1,14,286.0,299.0,True,,0.1,22477.84558166207,22473.3955094311,22449.55132813615,23543.723739221972,27984.62634500436
load,301,2025-10-29,0.1,14,287.0,300.0,True,,0.1,22891.890714613506,22865.466871691056,22696.590080947415,23304.425588192684,27309.677293010544
load,302,2025-10-30,0.1,14,288.0,301.0,True,,0.1,23437.44202787531,23399.424344766892,23118.095009158773,23317.417278145233,26999.768803396557
load,303,2025-10-31,1.0,14,289.0,302.0,True,,1,23984.767435382408,23935.508432451916,23553.51215994744,23370.22714671726,26739.32808633059
load,304,2025-11-01,1.0,14,290.0,303.0,True,,1,24317.665827231194,24266.04067434212,23815.283423368473,23399.12889994918,26476.12434175494
load,305,2025-11-02,1.0,14,291.0,304.0,True,,1,24781.2193464747,24701.58066172753,24150.976792464015,23527.86538203022,26316.91766599936
load,306,2025-11-03,1.0,14,292.0,305.0,True,,1,25240.911897771504,25171.79278042439,24624.955985744058,23650.775426245444,25943.1121021715
load,307,2025-11-04,1.0,14,293.0,306.0,True,,1,25279.544330672627,25205.565111083088,24627.277163331983,23498.612816048906,25469.23372320712
load,308,2025-11-05,1.0,14,294.0,307.0,True,,1,26122.18847690477,26052.07921349258,25453.932345104506,24105.256782957724,25805.24252321286
load,309,2025-11-06,1.0,14,295.0,308.0,True,,1,25935.807968775534,25853.47235537066,25218.047887435987,23893.71911511449,25440.19571685884
load,310,2025-11-07,1.0,14,296.0,309.0,True,,1,26157.990859533806,26064.850343579492,25372.169321960748,23962.501657431643,25433.898692877934
load,311,2025-11-08,1.0,14,297.0,310.0,True,,1,25450.661633483785,25358.59331012281,24745.880792078147,23649.181508865113,25110.300276213384
load,312,2025-11-09,1.0,14,298.0,311.0,True,,1,25065.262505353287,24983.72226908414,24387.51160617559,23164.27529632589,24271.17271037221
load,313,2025-11-10,1.0,14,299.0,312.0,True,,1,25458.38539428595,25373.317521847104,24720.890141271935,23191.471447306893,24025.35672845416
load,314,2025-11-11,1.0,14,300.0,313.0,True,,1,25419.147735663777,25322.09697164828,24609.364338818774,23097.421492901532,23961.483347261685
load,315,2025-11-12,1.0,14,301.0,314.0,True,,1,25032.88748497205,24948.358176650137,24308.558382691004,23079.685981074956,24105.8635472233
load,316,2025-11-13,1.0,14,302.0,315.0,True,,1,24539.92520360134,24463.70342192215,23914.813808215073,23049.748551311826,24239.53551195246
load,317,2025-11-14,1.0,14,303.0,316.0,True,,1,24266.61447413891,24181.916171086694,23617.795239355382,22941.075723004677,24370.348930732154
load,318,2025-11-15,1.0,14,304.0,317.0,True,,1,23630.071817978212,23565.794080428957,23145.96512729735,22738.452655723224,24286.992928893076
load,319,2025-11-16,1.0,14,305.0,318.0,True,,1,23148.439628492153,23099.481477069337,22710.94752108949,22324.767270337823,23917.657942865855
load,320,2025-11-17,1.0,14,306.0,319.0,True,,1,23183.716418828415,23118.92570068835,22663.799455412463,22440.19576017519,24417.094663741806
load,321,2025-11-18,1.0,14,307.0,320.0,True,,1,23337.18219658223,23255.19285020311,22742.38065833018,22674.578778850675,24901.341894594927
load,322,2025-11-19,1.0,14,308.0,321.0,True,,1,23242.216792301424,23140.26549767866,22542.997054770174,22418.790183300585,24703.19344576562
load,323,2025-11-20,1.0,14,309.0,322.0,True,,1,23044.262423421987,22943.9403016,22357.96420337356,22333.60120772065,24770.452215409183
load,324,2025-11-21,0.1,14,310.0,323.0,True,,0.1,22415.02909590469,22312.823949491594,21731.00777496674,21852.415417892436,24462.098321777925
load,325,2025-11-22,0.1,14,311.0,324.0,True,,0.1,21953.65386622255,21859.732201236297,21323.114630262156,21538.78700178625,24221.035912240797
load,326,2025-11-23,0.1,14,312.0,325.0,True,,0.1,21639.38662523888,21546.275225026813,21013.858877801307,21292.077904850223,24021.335804917184
load,327,2025-11-24,0.1,14,313.0,326.0,True,,0.1,20911.904372382658,20825.12801793265,20355.69727659295,20906.09610333983,23920.331044156
load,328,2025-11-25,0.1,14,314.0,327.0,True,,0.1,20582.280422825825,20489.945964508403,20014.34664280487,20696.766848246905,23881.075982840135
load,329,2025-11-26,0.1,14,315.0,328.0,True,,0.1,20572.88003424138,20484.586427486534,20026.983043207914,20731.460285288813,23921.17781990538
load,330,2025-11-27,0.1,14,316.0,329.0,True,,0.1,20619.83738213314,20526.22139255118,20055.08960036498,20831.938201619098,24135.261245201276
load,331,2025-11-28,0.1,14,317.0,330.0,True,,0.1,19760.925606919976,19675.004961688355,19239.481181263967,20064.885702002586,23339.364162039295
load,332,2025-11-29,0.1,14,318.0,331.0,True,,0.1,19942.01117687056,19874.592298929336,19544.358989923512,20546.35750084016,23946.36831286897
load,333,2025-11-30,0.1,14,319.0,332.0,True,,0.1,19690.365025154315,19635.483093372128,19374.137034696872,20557.76307976922,24033.891346681787
load,334,2025-12-01,0.1,14,320.0,333.0,True,,0.1,19159.565228017702,19108.32088018625,18893.371768635825,20211.698310480053,23725.73134694563
load,335,2025-12-02,0.1,14,321.0,334.0,True,,0.1,29449.807312210465,29405.314390946605,29185.346995612636,30491.01819194722,33866.46356720984
load,336,2025-12-03,0.01,14,322.0,335.0,True,,0.01,33709.60774866444,33706.632688068756,33965.01199037543,37874.20930286926,43516.72832980911
load,337,2025-12-04,0.001,14,323.0,336.0,True,,0.001,35197.81504292825,35212.09201554651,35692.190582122166,41666.200317440154,50473.69921901795
load,338,2025-12-05,0.001,14,324.0,337.0,True,,0.001,37791.71100170029,37847.569427232214,38719.41437071896,47195.963425847665,59778.38736677649
load,339,2025-12-06,0.001,14,325.0,338.0,True,,0.001,39409.02068608745,39483.58872596341,40467.1726278207,50165.381531857805,66157.81657953661
load,340,2025-12-07,0.001,14,326.0,339.0,True,,0.001,41041.63038102017,41155.03824077436,42466.12303958536,54239.178740928975,73622.3991627978
load,341,2025-12-08,0.001,14,327.0,340.0,True,,0.001,42224.918083952674,42344.4215155586,43780.86833792091,57225.98207895835,79928.0967304906
load,342,2025-12-09,0.001,14,328.0,341.0,True,,0.001,43975.85683328509,44053.66029601322,45268.60724154864,58334.53618746258,80520.82238604533
load,343,2025-12-10,0.01,14,329.0,342.0,True,,0.01,48180.80964754386,48144.51737798629,48447.677753084055,58978.554029820036,80951.44898601314
load,344,2025-12-11,0.1,14,330.0,343.0,True,,0.1,51340.91020391245,51245.69401880394,50979.38514530904,59558.96611189443,81111.88097338766
load,345,2025-12-12,0.1,14,331.0,344.0,True,,0.1,53078.36653834087,52949.368055087776,52378.24001635557,60335.40678081141,82624.42490092978
load,346,2025-12-13,0.1,14,332.0,345.0,True,,0.1,56522.3091443086,56327.71451414216,55155.41621831433,61142.82377572108,83071.02728342738
load,347,2025-12-14,0.1,14,333.0,346.0,True,,0.1,57566.83278624241,57354.50790422701,55960.84481836152,61193.36821585818,83225.09801419712
load,348,2025-12-15,0.1,14,334.0,347.0,True,,0.1,58996.021917391954,58755.50515657739,57082.0570018909,61299.57616544482,83246.40935874017
load,349,2025-12-16,0.1,14,335.0,348.0,True,,0.1,48740.93274633441,48489.31965989584,46754.67065733946,50663.51343941344,72664.55997181851
load,350,2025-12-17,0.1,14,336.0,349.0,True,,0.1,44155.35792031822,43871.13250699424,41689.23244922892,43022.18799704925,62851.031736816534
load,351,2025-12-18,1.0,14,337.0,350.0,True,,1,42771.351141617764,42472.12164186046,40080.66024976055,39379.08160314796,56129.256635602105
load,352,2025-12-19,1.0,14,338.0,351.0,True,,1,41054.121039128004,40721.5640051288,37968.169860366,34740.63823765752,47715.305546309246
load,353,2025-12-20,1.0,14,339.0,352.0,True,,1,39526.41776753794,39190.249519192315,36403.874779296784,32114.20978935133,41859.740896860225
load,354,2025-12-21,1.0,14,340.0,353.0,True,,1,37873.04246105459,37509.08320253435,34437.67224123552,28133.24584984212,34640.358035354904
load,355,2025-12-22,1.0,14,341.0,354.0,True,,1,37817.21991492988,37436.40729356243,34186.46211460236,26037.68321258597,29159.133938181134
load,356,2025-12-23,1.0,14,342.0,355.0,True,,1,36151.00223618459,35812.40179595837,32830.659469669066,25222.142532974955,28904.10768497186
load,357,2025-12-24,1.0,14,343.0,356.0,True,,1,31967.775129600697,31737.61405022186,29656.55026255899,24571.16648730574,28430.378919099865
load,358,2025-12-25,1.0,14,344.0,357.0,True,,1,28618.011098156698,28448.62410518505,26946.61278984258,23812.18416948094,28154.1384036518
load,359,2025-12-26,1.0,14,345.0,358.0,True,,1,27664.081171252546,27533.01007859677,26395.92404888696,24215.69685127374,28240.54152411555
load,360,2025-12-27,1.0,14,346.0,359.0,True,,1,24054.383421178918,23985.830099159495,23453.984091823935,23336.597034302384,27789.312180530196
load,361,2025-12-28,0.1,14,347.0,360.0,True,,0.1,23281.49950125191,23231.364974590462,22948.113261687104,23704.525744004448,28170.905532101744
load,362,2025-12-29,0.01,14,348.0,361.0,True,,0.01,21988.327527540892,21973.086078179276,22037.41839438184,24092.274773889214,29005.1092228062
load,363,2025-12-30,0.01,14,349.0,362.0,True,,0.01,22494.809190594,22472.663058753755,22530.722828964317,24686.847699512702,29617.457204097216
load,364,2025-12-31,0.01,14,350.0,363.0,True,,0.01,22392.813071957145,22367.874510523914,22450.536434413843,24815.918515031477,29885.572845153754
pv,7,2025-01-08,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,8,2025-01-09,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,9,2025-01-10,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,10,2025-01-11,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,11,2025-01-12,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,12,2025-01-13,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,13,2025-01-14,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,14,2025-01-15,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,15,2025-01-16,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,16,2025-01-17,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,17,2025-01-18,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,18,2025-01-19,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,19,2025-01-20,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,20,2025-01-21,0.1,0,,,False,"score_days=0<7, default lambda",,,,,,
pv,21,2025-01-22,0.1,0,,,True,"score_days=0<7, default lambda",,,,,,
pv,22,2025-01-23,0.1,1,21.0,21.0,True,"score_days=1<7, default lambda",,,,,,
pv,23,2025-01-24,0.1,2,21.0,22.0,True,"score_days=2<7, default lambda",,,,,,
pv,24,2025-01-25,0.1,3,21.0,23.0,True,"score_days=3<7, default lambda",,,,,,
pv,25,2025-01-26,0.1,4,21.0,24.0,True,"score_days=4<7, default lambda",,,,,,
pv,26,2025-01-27,0.1,5,21.0,25.0,True,"score_days=5<7, default lambda",,,,,,
pv,27,2025-01-28,0.1,6,21.0,26.0,True,"score_days=6<7, default lambda",,,,,,
pv,28,2025-01-29,0.001,7,21.0,27.0,True,,0.001,43284.852597860605,43787.70890721338,47850.79558641783,61071.949094056814,83739.94185836139
pv,29,2025-01-30,0.001,8,21.0,28.0,True,,0.001,48235.19048301468,48481.565863873875,51346.71301914652,63342.13957764089,86129.2368503148
pv,30,2025-01-31,0.001,9,21.0,29.0,True,,0.001,46923.82883494844,47098.68285136178,49426.515496309694,59533.04412897099,80773.81353553546
pv,31,2025-02-01,0.001,10,21.0,30.0,True,,0.001,45437.38377430283,45581.61545936826,47553.01813927713,56573.102184860494,75861.44834009062
pv,32,2025-02-02,0.001,11,21.0,31.0,True,,0.001,42448.75950182636,42568.85490484967,44353.90065068279,53176.87328936884,71925.26055752646
pv,33,2025-02-03,0.001,12,21.0,32.0,True,,0.001,40620.11982142758,40679.498890909366,42143.55443279378,50178.922447007135,67656.16161679245
pv,34,2025-02-04,0.001,13,21.0,33.0,True,,0.001,39285.179443176195,39375.5321202788,40869.92626504773,48683.14878754047,65409.37342855238
pv,35,2025-02-05,0.001,14,21.0,34.0,True,,0.001,40258.46890092327,40411.67294311185,41946.497540887285,49174.645970761536,64828.19507949165
pv,36,2025-02-06,0.001,14,22.0,35.0,True,,0.001,41148.08945470936,41211.227125979276,41754.58831928595,45774.0355186505,56711.408855069494
pv,37,2025-02-07,0.1,14,23.0,36.0,True,,0.1,37963.98819224819,37856.24905535901,37495.68591317953,42504.0839880966,56605.58588086827
pv,38,2025-02-08,0.1,14,24.0,37.0,True,,0.1,41963.23188995298,41725.74446775018,40758.442047712975,44243.399863351995,56724.474455872085
pv,39,2025-02-09,0.1,14,25.0,38.0,True,,0.1,41183.22188666352,40908.22869558185,39684.07784415111,44375.53040001457,60853.031209666224
pv,40,2025-02-10,0.1,14,26.0,39.0,True,,0.1,41021.637830846106,40779.80704052551,39404.59394291023,42912.085265109024,58065.62037772888
pv,41,2025-02-11,0.1,14,27.0,40.0,True,,0.1,46483.49689490897,46159.194720847976,44912.006835064676,50406.96299124744,68371.45567383818
pv,42,2025-02-12,0.1,14,28.0,41.0,True,,0.1,46255.069076781605,45959.04687195585,45211.807616317725,50187.04062612561,67362.65326767175
pv,43,2025-02-13,0.1,14,29.0,42.0,True,,0.1,43676.63866926977,43291.8417582632,42022.75908054008,46060.259430751066,61905.47232143442
pv,44,2025-02-14,0.1,14,30.0,43.0,True,,0.1,50071.030001611034,49522.56765886176,47592.73981579331,50818.86983084789,65784.17800191478
pv,45,2025-02-15,0.1,14,31.0,44.0,True,,0.1,51219.87346426121,50758.09429408601,49501.75110630651,55235.14146378351,74522.92906558428
pv,46,2025-02-16,0.1,14,32.0,45.0,True,,0.1,52257.36378052776,51791.47544032578,50400.10444023299,54783.03441903127,72888.14499788692
pv,47,2025-02-17,0.1,14,33.0,46.0,True,,0.1,55174.89192118993,54656.728722444306,52663.91623823212,56066.40453942406,73997.98213313558
pv,48,2025-02-18,0.1,14,34.0,47.0,True,,0.1,55786.1235106269,55231.736134175706,53424.49237292523,58525.10755225127,79227.04387789237
pv,49,2025-02-19,0.1,14,35.0,48.0,True,,0.1,53798.78450405357,53178.06471015468,51281.2820339278,56395.37241138073,77252.70327243274
pv,50,2025-02-20,0.1,14,36.0,49.0,True,,0.1,53208.26867995228,52578.8704068895,51012.28991594501,56700.68571093125,77300.43383962488
pv,51,2025-02-21,0.1,14,37.0,50.0,True,,0.1,54003.18033638749,53386.68495166369,52155.32307666635,58783.77553098972,80490.82951743419
pv,52,2025-02-22,0.1,14,38.0,51.0,True,,0.1,48989.80084137672,48399.47285881667,46896.735372053874,52449.50613966021,73612.23270688768
