strategy_id,date,slot,load_naive_kW,load_issued_kW,load_selected_lambda,load_trained,load_fallback_reason,load_candidate_0p001_kW,load_candidate_0p01_kW,load_candidate_0p1_kW,load_candidate_1_kW,load_candidate_10_kW,pv_naive_kW,pv_issued_kW,pv_selected_lambda,pv_trained,pv_fallback_reason,pv_candidate_0p001_kW,pv_candidate_0p01_kW,pv_candidate_0p1_kW,pv_candidate_1_kW,pv_candidate_10_kW
shared,2025-02-24,95,6094.71,6061.916948674305,1.0,1,,6084.635848033343,6083.581772473945,6076.883075678571,6061.916948674305,6056.91044063145,2954.4,2896.9368706330815,0.1,1,,2911.5883620213544,2911.5592904600626,2896.9368706330815,2890.4968451427367,2945.7704636071217
shared,2025-02-24,96,6048.916,6050.473266389899,1.0,1,,6097.786985728505,6096.16559261049,6085.487608013604,6050.473266389899,6018.322171790977,2778.7688,2605.911706256629,0.1,1,,2599.3322698549946,2601.4772732041906,2605.911706256629,2654.274642084624,2757.1683859549066
shared,2025-02-24,97,6088.2711,6072.813007809961,1.0,1,,6101.447401173603,6100.165141317273,6092.650612517009,6072.813007809961,6054.689236488707,2511.4884,2287.834437062163,0.1,1,,2266.836759556643,2270.311915005881,2287.834437062163,2366.279567587094,2486.092352279335
shared,2025-02-24,98,6143.83,6077.456951331482,1.0,1,,6068.843403170106,6068.2919047826845,6066.52324832479,6077.456951331482,6099.73225244865,2081.1375,1923.3458528372526,0.1,1,,1908.472901606484,1910.7507289857153,1923.3458528372526,1979.0966519511107,2066.0343879974594
shared,2025-02-24,99,6100.3069,6051.788160890729,1.0,1,,6060.351346527236,6059.589103442192,6055.422914038399,6051.788160890729,6059.433004539865,1697.2468,1554.2200548441533,0.1,1,,1544.845242864067,1545.8478039756842,1554.2200548441533,1602.6795062367837,1683.9226552799437
shared,2025-02-24,100,6092.8792,6054.441185259183,1.0,1,,6068.833423737555,6067.868109655092,6062.64474381627,6054.441185259183,6054.285802721045,1360.0797,1208.2440505134384,0.1,1,,1197.6068214792085,1198.1900541919244,1208.2440505134384,1262.5569770399484,1346.4386266418637
shared,2025-02-24,101,6152.96,6083.606537245745,1.0,1,,6067.11946620342,6066.5167666000525,6065.7117038215265,6083.606537245745,6108.880619370481,1029.6375,889.0863389709955,0.1,1,,875.6999593344157,876.1679158350432,889.0863389709955,944.6932080253118,1019.4744570318968
shared,2025-02-24,102,6154.7556,6070.198406961725,1.0,1,,6037.436061405113,6037.202340313393,6039.362542058639,6070.198406961725,6107.91431113628,687.9566,582.6313142147436,0.1,1,,573.9950908432614,573.4795367534581,582.6313142147436,625.2884215165502,683.1132315350123
shared,2025-02-24,103,6026.6843,5995.711033170443,1.0,1,,6010.627453308483,6009.729099457962,6005.037192570003,5995.711033170443,5989.960058071013,345.2263,286.3692801937529,0.1,1,,285.10589902978245,283.3042910529906,286.3692801937529,310.28637183564996,346.8394851024562
shared,2025-02-24,104,6000.31,6026.79604931579,1.0,1,,6097.678115684315,6095.755844456397,6082.084158936523,6026.79604931579,5974.194942923411,84.15,71.13293454727241,0.1,1,,75.72454676356934,73.12007852433057,71.13293454727241,76.98272426580567,92.2310629914421
shared,2025-02-24,105,6214.3521,6194.232460966275,1.0,1,,6233.112022308648,6231.412929307776,6221.354084077505,6194.232460966275,6178.754565278921,2.6492,34.89146253783356,0.1,1,,45.19002789694376,42.50654972195379,34.89146253783356,20.62213942231744,16.353472378466577
shared,2025-02-24,106,5380.927,5383.021113572312,1.0,1,,5447.976559438241,5445.92421982955,5431.229127520628,5383.021113572312,5349.267205214336,0.185,35.84593812597,0.1,1,,44.28114379851899,42.477785189466694,35.84593812597,20.485131909637644,14.48118403839447
shared,2025-02-24,107,4031.28,4108.361944582862,1.0,1,,4235.191817274201,4232.620961720267,4209.368196668284,4108.361944582862,4014.356545323145,0.0,29.742277874841683,0.1,1,,34.9884642763454,34.12815268312285,29.742277874841683,17.527717995237705,13.767884387426605
shared,2025-02-24,108,4080.0175,4095.600160328117,1.0,1,,4152.261558636641,4151.182478974676,4140.422655740123,4095.600160328117,4052.37549199295,0.0,27.562633896487284,0.1,1,,30.472241615442133,30.41974698399615,27.562633896487284,16.705764732468303,13.658612275538339
shared,2025-02-24,109,4323.1557,4291.644164063016,1.0,1,,4306.806017707336,4306.201404507388,4301.235649269855,4291.644164063016,4286.613450506773,0.0133,25.750722269087113,0.1,1,,26.57931003112334,27.250565639999166,25.750722269087113,16.068970584765086,13.597540788943718
shared,2025-02-24,110,4202.99,4181.252252184924,1.0,1,,4215.919059925457,4214.685213459529,4205.197040467614,4181.252252184924,4167.71017325861,0.0,23.48388271333494,0.1,1,,22.350005568810392,23.672369523038736,23.48388271333494,15.165846852973331,13.455815548949433
shared,2025-02-24,111,4364.1505,4299.856079666385,1.0,1,,4287.922330692586,4287.817226741238,4287.145009328671,4299.856079666385,4321.109683299431,0.0,21.591186988476956,0.1,1,,18.753720436741357,20.642192249885756,21.591186988476956,14.45060023103149,13.362715716627621
shared,2025-02-24,112,4481.6681,4387.9080513995295,1.0,1,,4345.6282574689985,4346.095414563379,4350.572746325457,4387.9080513995295,4433.251883450536,0.0,19.81899694222986,0.1,1,,15.493095439338912,17.86685813511365,19.81899694222986,13.783566157283271,13.277606596334554
shared,2025-02-24,113,4439.77,4348.657547008956,1.0,1,,4317.446439656208,4317.377932971894,4318.613083491651,4348.657547008956,4391.451972788401,0.0,18.11001392593663,0.1,1,,12.498391068838362,15.27853107615621,18.11001392593663,13.134375742887787,13.193870156008215
shared,2025-02-24,114,4493.2595,4387.6758326379295,1.0,1,,4346.963444176909,4347.108646536587,4349.904172675407,4387.6758326379295,4441.8145827036415,0.0,16.52384037188927,0.1,1,,9.835836872192122,12.944096076233361,16.52384037188927,12.534559968646796,13.118304891521749
shared,2025-02-24,115,4514.7449,4421.9961178187605,1.0,1,,4386.701964797584,4386.926690966158,4389.799109297638,4421.9961178187605,4466.076580184829,0.0,15.04229651743897,0.1,1,,7.4790661217604075,10.839559729772997,15.04229651743897,11.974553287126696,13.048819707678314
shared,2025-02-24,116,4403.94,4370.723770729786,1.0,1,,4380.899431820822,4380.384348521076,4376.708200262243,4370.723770729786,4367.2613615765795,0.0,13.66115026166436,0.1,1,,5.41656750650996,8.95611100461721,13.66115026166436,11.452535679038741,12.98503903646384
shared,2025-02-24,117,4225.8516,4258.654339691074,1.0,1,,4330.246691738634,4328.618059224548,4315.099064446378,4258.654339691074,4201.656318444388,0.0,12.383084592807762,0.1,1,,3.6442135465480483,7.292640163288727,12.383084592807762,10.970004904096374,12.927281096171816
shared,2025-02-24,118,4185.5425,4214.512172074258,1.0,1,,4290.175390497686,4288.298530188477,4273.224181237548,4214.512172074258,4160.154762026502,0.0,11.20519100508011,0.1,1,,2.1499269980722424,5.840655489116369,11.20519100508011,10.52586362646805,12.875339244876505
shared,2025-02-24,119,4295.44,4266.897417658998,1.0,1,,4293.618073607384,4292.453790347475,4284.48039945266,4266.897417658998,4258.958485141737,0.0,10.125272173946431,0.1,1,,0.92153014387846,4.591955938699638,10.125272173946431,10.119392752504552,12.82909363417606
shared,2025-02-24,120,4375.169,4326.057798633315,1.0,1,,4325.918306649891,4325.3810044622805,4322.568517445221,4326.057798633315,4335.292503456305,0.0,9.140626243140126,0.1,1,,0.0,3.5372137652744975,9.140626243140126,9.749672398225032,12.788391099598998
shared,2025-02-24,121,4379.6866,4332.52646971974,1.0,1,,4328.137505983829,4327.854667160232,4326.610520401434,4332.52646971974,4340.507407220793,0.0,8.248088175575827,0.1,1,,0.0,2.6660813545756987,8.248088175575827,9.415596529872676,12.753047287805787
shared,2025-02-24,122,4335.86,4297.545217323622,1.0,1,,4303.455296903447,4302.96296655835,4299.919117613967,4297.545217323622,4298.199887422648,0.0,7.444074130799979,0.1,1,,0.0,1.9673049539801077,7.444074130799979,9.115888843116533,12.722849000222574
shared,2025-02-24,123,4285.2296,4268.022619651904,1.0,1,,4297.683168433772,4296.591619400969,4289.033655590242,4268.022619651904,4251.36463316749,0.0,6.724628492617143,0.1,1,,0.0,1.4288443628011045,6.724628492617143,8.84911974584552,12.697556733480136
shared,2025-02-24,124,4192.7692,4193.820779756558,1.0,1,,4243.484849595238,4242.1435742154745,4231.620066389272,4193.820779756558,4162.005868854015,0.0,6.085473151383923,0.1,1,,0.0,1.0379976080176583,6.085473151383923,8.613724301467737,12.676907395576563
shared,2025-02-24,125,4165.47,4166.571458051437,1.0,1,,4215.2465261934685,4214.142467568534,4204.5646847918015,4166.571458051437,4134.596375078028,0.0,5.522058629396433,0.1,1,,0.0,0.7815295936816078,5.522058629396433,8.408020982710369,12.660617175391382
shared,2025-02-24,126,4346.7078,4328.506847455611,1.0,1,,4353.075947077341,4352.174864595972,4346.081425223554,4328.506847455611,4312.858027255701,0.0,5.0296166249341,0.1,1,,0.0,0.6458036840284969,5.0296166249341,8.230231080165177,12.64838454206158
shared,2025-02-24,127,4402.3228,4378.352052563368,1.0,1,,4395.19414633847,4394.3844095273225,4389.53099595567,4378.352052563368,4367.59953543297,0.0,4.603213540956659,0.1,1,,0.0,0.6169151601286664,4.603213540956659,8.078498605284162,12.639893349794647
shared,2025-02-24,128,4403.12,4378.308961432911,1.0,1,,4397.550086141011,4396.895519397483,4392.222483151032,4378.308961432911,4367.7725989856435,0.0,4.237804558253178,0.1,1,,0.0,0.6808254779078418,4.237804558253178,7.950910524233667,12.634816022947234
shared,2025-02-24,129,4621.1289,4572.190191278744,1.0,1,,4571.033758012456,4570.629828036555,4568.916258785337,4572.190191278744,4581.084431109304,0.0,3.9282878100564425,0.1,1,,0.0,0.8234962516249418,3.9282878100564425,7.845517156986878,12.632816795646203
shared,2025-02-24,130,4098.0991,4088.10494419387,1.0,1,,4122.450404979632,4121.400275868873,4113.662295898127,4088.10494419387,4065.6470854357726,0.0,3.669558215782203,0.1,1,,0.28553295253630395,1.03102189144683,3.669558215782203,7.760352575289035,12.633554979875418
shared,2025-02-24,131,3139.43,3194.06784563723,1.0,1,,3287.3856616509984,3285.4794493289623,3268.36444979907,3194.06784563723,3119.4112965549616,0.0,3.456560535622284,0.1,1,,0.9118899948030226,1.289759836561398,3.456560535622284,7.693454833671247,12.636688235799497
shared,2025-02-24,132,3105.689,3120.2927388388593,1.0,1,,3177.2801953201215,3176.0790274611536,3164.8306245344725,3120.2927388388593,3078.021303182915,0.0,3.28434121518001,0.1,1,,1.5690949019551645,1.5864573462238987,3.28434121518001,7.642885869512639,12.641875818145781
shared,2025-02-24,133,3304.3399,3278.76252346435,1.0,1,,3294.5718361765403,3294.069130034764,3289.539998527639,3278.76252346435,3269.387741374338,0.0,3.148098600126122,0.1,1,,2.2393443929552497,1.908373840068787,3.148098600126122,7.606750911241603,12.648781772717431
shared,2025-02-24,134,3290.96,3276.1877810405526,1.0,1,,3299.7091647360157,3299.1097845522904,3293.615936137108,3276.1877810405526,3258.1932563511987,0.0,3.0432311148881475,0.1,1,,2.9057415647092775,2.2433978157169996,3.0432311148881475,7.58321723810044,12.657078057562
shared,2025-02-24,135,3321.7955,3313.4016596569904,1.0,1,,3354.7057869249393,3353.95425931042,3345.7547750763642,3313.4016596569904,3289.0495912801543,0.0,2.96538301655594,0.1,1,,3.5524469418675046,2.580157415881107,2.96538301655594,7.5705321404401005,12.666447563967214
shared,2025-02-24,136,3347.1378,3315.9774177399486,1.0,1,,3340.9038946914784,3340.251201567104,3333.816738629009,3315.9774177399486,3309.8732449246936,0.0,2.9104873553575032,0.1,1,,4.164819521897289,2.9081237684775836,2.9104873553575032,7.567039936218771,12.676587013294114
shared,2025-02-24,137,3374.42,3315.1500074683327,1.0,1,,3303.7147660220317,3303.4656460265737,3302.4132108716926,3315.1500074683327,3332.948705667286,0.0,2.874805796074778,0.1,1,,4.729546702971998,3.2177062812978257,2.874805796074778,7.571197907198574,12.687209706680695
shared,2025-02-24,138,3492.2515,3440.9750094863134,1.0,1,,3424.805576853666,3425.102792184921,3426.987810724343,3440.9750094863134,3452.8169027204817,0.0,2.8549649804508554,0.1,1,,5.23476207062939,3.500339137123621,2.8549649804508554,7.581591027207045,12.698048105848518
shared,2025-02-24,139,3552.3526,3501.724543446894,1.0,1,,3481.23204464387,3481.7139936779563,3484.920168182302,3501.724543446894,3513.322238293331,0.0,2.8479891387888507,0.1,1,,5.6701501154197835,3.748558305299124,2.8479891387888507,7.596945364686041,12.708856224611624
shared,2025-02-24,140,3508.49,3452.2987627434186,1.0,1,,3431.9988637306437,3432.0529831954705,3433.5503788566853,3452.2987627434186,3468.373896216644,0.0,2.8513286893410275,0.1,1,,6.0270370571556775,3.956068461154235,2.8513286893410275,7.616140052513863,12.719411812210375
shared,2025-02-24,141,3456.4279,3433.7678852198624,1.0,1,,3455.2413230577467,3454.5016894278683,3448.774190871153,3433.7678852198624,3421.7797449882873,0.0,2.8628845964997076,0.1,1,,6.298467061088697,4.117799284729866,2.8628845964997076,7.6382177296734906,12.729518311261332
shared,2025-02-24,142,3410.2663,3418.5224719529715,1.0,1,,3467.83010030694,3466.7804548855966,3457.308733386361,3418.5224719529715,3381.3415743061464,0.0,2.881028292978492,0.1,1,,6.479263246540608,4.229950694372075,2.881028292978492,7.662393371661516,12.739006574914683
shared,2025-02-24,143,3399.92,3400.852284012514,1.0,1,,3436.355966924187,3435.636375299728,3428.9192448013737,3400.852284012514,3370.12878915724,0.0,2.9046170068500494,0.1,1,,6.56607300831212,4.290026658289715,2.9046170068500494,7.688061439493259,12.747736329729516
shared,2025-02-25,0,3450.3468,3414.209387909717,1.0,1,,3416.6387927655855,3416.938426072701,3417.190034454638,3414.209387909717,3413.2080518694247,0.0,6.1775336834009416,0.1,1,,7.8375509075894705,6.520562914242863,6.1775336834009416,7.373844222463763,13.367312677400013
shared,2025-02-25,1,3422.9814,3399.764689220732,1.0,1,,3416.972236862534,3416.9533998880534,3414.572697363343,3399.764689220732,3388.09109820683,0.0,6.139884890151944,0.1,1,,7.711624080992397,6.4314911463106235,6.139884890151944,7.349627475365603,13.362609326941145
shared,2025-02-25,2,3328.74,3352.1100780151633,1.0,1,,3404.9948939622773,3404.361215496302,3396.7137252936177,3352.1100780151633,3303.2552319065435,0.0,6.111660172866834,0.1,1,,7.536557246828,6.319295509003371,6.111660172866834,7.322873655193101,13.355727526398438
shared,2025-02-25,3,3337.8974,3348.6005951899483,1.0,1,,3385.808015142201,3385.2498284841317,3379.5834118298358,3348.6005951899483,3310.538978775038,0.0,6.094501134696483,0.1,1,,7.316142975793884,6.186955189113089,6.094501134696483,7.294377559009762,13.346801819282685
shared,2025-02-25,4,3487.4247,3447.530039348764,1.0,1,,3440.5784854469525,3440.798682228392,3442.048449895382,3447.530039348764,3450.2612135639406,0.0,6.090487483851742,0.1,1,,7.055465211203188,6.038410730322763,6.090487483851742,7.265153830108435,13.336009991988705
shared,2025-02-25,5,3605.53,3550.064811531504,1.0,1,,3534.0250452680484,3534.5754535140386,3537.68186295405,3550.064811531504,3564.77920335897,0.0,6.102117495512097,0.1,1,,6.760854092720553,5.878528459483665,6.102117495512097,7.2364277173611615,13.32357151161569
shared,2025-02-25,6,3494.605,3503.7217627826103,1.0,1,,3547.313681584271,3546.733340456355,3540.191456223831,3503.7217627826103,3466.118820647069,0.0,6.132284300980942,0.1,1,,6.43982950689173,5.71305633959572,6.132284300980942,7.209623841375048,13.309745594265493
shared,2025-02-25,7,3523.4594,3532.561884159218,1.0,1,,3563.7574165943684,3563.5606601608015,3560.056492287289,3532.561884159218,3495.8536180338215,0.0,6.18424819348299,0.1,1,,6.101033809830003,5.5485715990131546,6.18424819348299,7.18635305658437,13.29482891901797
shared,2025-02-25,8,3665.68,3623.9871919816205,1.0,1,,3601.1471639529223,3602.139047313741,3608.2573168040303,3623.9871919816205,3628.848107038054,0.0,6.261605172177745,0.1,1,,5.754154253204572,5.3924205518678825,6.261605172177745,7.168397513636261,13.279153005577598
shared,2025-02-25,9,3553.1238,3558.036089941017,1.0,1,,3600.361945039683,3599.849347968103,3593.560585314053,3558.036089941017,3523.5633423347945,0.0,6.368251976433626,0.1,1,,5.409835726378635,5.252651086982713,6.368251976433626,7.157694040852064,13.263081276242875
shared,2025-02-25,10,3579.3909,3596.712921075676,1.0,1,,3656.3020257987932,3655.465966830456,3646.186237397099,3596.712921075676,3551.6807533787473,0.0,6.508347890936218,0.1,1,,5.079584504541241,5.137938361158209,6.508347890936218,7.156315977057368,13.247005825348534
shared,2025-02-25,11,3736.88,3707.2021366210674,1.0,1,,3709.897126814106,3710.261661829012,3711.220410613642,3707.2021366210674,3701.2231551413565,0.0,6.686273628570234,0.1,1,,4.775663764373828,5.057504287207895,6.686273628570234,7.16645360056685,13.231343921651682
shared,2025-02-25,12,3617.0876,3595.0843448122496,1.0,1,,3613.2652257539976,3612.772003518213,3608.8968035093994,3595.0843448122496,3582.757472101422,0.0,6.906587622013408,0.1,1,,4.510981694638236,5.021031457066275,6.906587622013408,7.190393310488858,13.216534271258364
shared,2025-02-25,13,3578.6485,3577.6345636823985,1.0,1,,3623.2709156980322,3622.1655455955997,3613.1756411515676,3577.6345636823985,3547.725179296752,0.0,7.173980076426933,0.1,1,,4.298973088560739,5.038572185319463,7.173980076426933,7.230495726690982,13.203033070600569
shared,2025-02-25,14,3735.41,3725.9171127508034,1.0,1,,3757.138780675051,3756.890597523844,3752.526244789969,3725.9171127508034,3702.838355815275,0.0,7.4932251543534605,0.1,1,,4.153475357557586,5.120453398259205,7.4932251543534605,7.289172883663666,13.191309880660718
shared,2025-02-25,15,3798.4413,3767.066098723857,1.0,1,,3768.5424013892853,3769.105630642934,3770.7460083169017,3767.066098723857,3762.2853801459287,0.0,7.869131679795196,0.1,1,,4.088599951294423,5.277178127730675,7.869131679795196,7.36886470106414,13.181843355087862
shared,2025-02-25,16,3652.2794,3672.154684136154,1.0,1,,3725.494046567645,3724.9504371795933,3717.5003218379243,3672.154684136154,3625.6332844248905,0.0,8.30649276131707,0.1,1,,4.1186002069442615,5.519324397369264,8.30649276131707,7.472014919860115,13.175116856046358
shared,2025-02-25,17,3503.36,3584.799689743588,1.0,1,,3703.725545619497,3701.686249042378,3682.3483061490315,3584.799689743588,3487.940880714544,0.0,8.810034743802476,0.1,1,,4.257736680511922,5.857442311079186,8.810034743802476,7.6010466976730005,13.171613992574203
shared,2025-02-25,18,3671.4332,3675.1646177392167,1.0,1,,3710.8932087815433,3710.2889403446943,3704.4285126279756,3675.1646177392167,3642.332521594828,0.0,9.38436590510387,0.1,1,,4.520141034992971,6.301950169624529,9.38436590510387,7.758338060107382,13.171814116897192
shared,2025-02-25,19,3847.5044,3796.0624910113997,1.0,1,,3777.0926620350087,3777.640352656609,3781.1987376316574,3796.0624910113997,3808.109426975144,0.0,10.033925317225034,0.1,1,,4.91967957376141,6.8630304508544135,10.033925317225034,7.946197406522057,13.176187814541585
shared,2025-02-25,20,3850.01,3832.4035531346453,1.0,1,,3852.5380762493346,3852.619850452138,3850.419386176356,3832.4035531346453,3816.1275926477997,0.0,10.76293229181675,0.1,1,,5.4698175128229245,7.550526492291194,10.76293229181675,8.166839268833563,13.185192424208555
shared,2025-02-25,21,3805.6633,3809.124282078085,1.0,1,,3843.9563264106005,3843.9019004862216,3839.91618338228,3809.124282078085,3776.0743656505842,0.0,11.575336826659793,0.1,1,,6.183485082385065,8.373840711544144,11.575336826659793,8.422360520544686,13.199267623217622
shared,2025-02-25,22,3909.2533,3852.139875037278,1.0,1,,3825.495150096382,3826.43546619004,3832.0142340513203,3852.139875037278,3868.795329399943,0.0,12.474771463469349,0.1,1,,7.072946536602199,9.341835190293505,12.474771463469349,8.714717230266551,13.218831113894252
shared,2025-02-25,23,4038.82,3913.979469569149,1.0,1,,3825.9557910333288,3827.8028670275307,3842.3794678262384,3913.979469569149,3985.64790237028,0.0,13.464504957828723,0.1,1,,8.149673130434184,10.46273543148995,13.464504957828723,9.045702349575784,13.244274445572366
shared,2025-02-25,24,3909.0472,3845.6755596989237,1.0,1,,3818.050157145736,3818.8140429584832,3823.5686625862068,3845.6755596989237,3867.2266355429156,0.0,14.547398149419006,0.1,1,,9.424221094462862,11.744038077052142,14.547398149419006,9.416924419150137,13.27595900591055
shared,2025-02-25,25,3882.4283,3867.9892953305257,1.0,1,,3895.050375652871,3894.793939649603,3890.349277700815,3867.9892953305257,3849.0885106283135,0.0,15.72586240504685,0.1,1,,10.906115602446665,13.19242334488612,15.72586240504685,9.829787469800808,13.314212213988743
shared,2025-02-25,26,4004.92,3981.052227476991,1.0,1,,4006.5654542778075,4006.336784119034,4001.88403950947,3981.052227476991,3969.1637377597544,0.0,17.001820988404706,0.1,1,,12.603741682634325,14.813672909709641,17.001820988404706,10.285472286323108,13.359323946169406
shared,2025-02-25,27,3974.5829,3965.2209723120377,1.0,1,,3993.8214793256548,3993.913484224639,3990.5364932281072,3965.2209723120377,3942.1297017778666,0.0,18.377717722170424,0.1,1,,14.525539332050808,16.613862702656892,18.377717722170424,10.78540818760493,13.411642984567651
shared,2025-02-25,28,4009.1854,3971.646980352672,1.0,1,,3958.141408165,3959.342691307475,3964.3646682325257,3971.646980352672,3972.4765641033287,0.0017,19.851589205439037,0.1,1,,16.673604146688763,18.593141725982736,19.851589205439037,11.329674411499687,13.472584040705266
shared,2025-02-25,29,4070.49,3996.7237982113033,1.0,1,,3943.5965306263174,3945.542941619315,3957.132092409807,3996.7237982113033,4027.4479248428897,0.0,21.42585626428239,0.1,1,,19.05569288577811,20.757398139359186,21.42585626428239,11.91756677141207,13.53807840634083
shared,2025-02-25,30,3905.9491,3897.3881155794497,1.0,1,,3914.9315537247617,3915.410893285814,3914.5676640189854,3897.3881155794497,3874.5896548919955,0.0,23.116829662012748,0.1,1,,21.69417737640185,23.12730507685317,23.116829662012748,12.55966492247186,13.614418002516842
shared,2025-02-25,31,3939.8387,3953.7645363780084,1.0,1,,4001.916735092604,4001.8522952146704,3995.756778782089,3953.7645363780084,3911.888282962829,0.024,24.87760544783709,0.1,1,,24.53198190335398,25.6460705631308,24.87760544783709,13.242066885947661,13.716187415851273
shared,2025-02-25,32,4067.9,4038.8558233235412,1.0,1,,4048.1155059675298,4048.940468212516,4049.5648832870734,4038.8558233235412,4031.589165308438,0.0,26.743023525095467,0.1,1,,27.622164641627695,28.3642175330532,26.743023525095467,13.952860596088398,13.78475505834467
shared,2025-02-25,33,3857.848,3833.0234685528108,1.0,1,,3844.740475827412,3845.411616950973,3845.0184432414503,3833.0234685528108,3822.692911678833,0.0,28.940711816813717,0.1,1,,31.231790074255507,31.544389742218097,28.940711816813717,14.83569415555938,13.90666445351366
shared,2025-02-25,34,4304.751,4247.4006354785115,1.0,1,,4233.593905120672,4234.140076782842,4236.113659161401,4247.4006354785115,4263.404803227382,0.3346,30.828302450901234,0.1,1,,34.54390232942229,34.38836090757851,30.828302450901234,15.698207247759653,14.284160662267546
shared,2025-02-25,35,5205.24,5110.347326918257,1.0,1,,5064.229393982306,5064.872777831718,5071.247191512971,5110.347326918257,5156.605761051131,0.0,32.909467038666065,0.1,1,,38.2952954356728,37.607759871325726,32.909467038666065,16.378855398010977,14.099482896597888
shared,2025-02-25,36,5265.5357,5252.489054184935,1.0,1,,5268.372666132671,5268.298129087329,5266.854352959495,5252.489054184935,5233.087083049099,0.0,38.38212750020983,0.1,1,,46.22517226653319,44.88558470441036,38.38212750020983,18.887832303965784,14.55934702241411
shared,2025-02-25,37,5057.1148,5081.907411505378,1.0,1,,5130.914599815282,5130.512431432944,5124.48732245603,5081.907411505378,5031.84368355776,8.5274,39.131898898889766,0.1,1,,47.431705277895865,45.6230967563331,39.131898898889766,22.5819881486633,21.93007111001343
shared,2025-02-25,38,5064.76,5049.292764202497,1.0,1,,5071.37049761525,5071.240844602281,5068.197148129215,5049.292764202497,5031.267422051533,104.4,89.03643130796169,0.1,1,,90.05994654862397,88.79553743166352,89.03643130796169,93.58059967125493,112.30856542039625
shared,2025-02-25,39,5165.6198,5159.16899895727,1.0,1,,5186.542932274444,5186.186376174908,5182.060720316268,5159.16899895727,5134.171254461897,363.6268,319.3210894113358,0.1,1,,316.08636454139634,315.4613348391187,319.3210894113358,335.5674168605787,367.50657874337895
shared,2025-02-25,40,5102.8008,5117.862594269086,1.0,1,,5171.061546486457,5169.965413273899,5160.482635612414,5117.862594269086,5075.208458426196,663.7178,613.3277599783619,0.1,1,,609.5792030162113,609.3003207132714,613.3277599783619,630.5735786771854,666.1802949959313
shared,2025-02-25,41,4950.71,4972.478913046156,1.0,1,,5046.623320023664,5044.994289279877,5030.792023499365,4972.478913046156,4923.391628920922,947.475,905.6285295318478,0.1,1,,904.8914936966298,904.5028381031951,905.6285295318478,916.3504228631123,950.000569689609
shared,2025-02-25,42,5024.7181,5055.302011973983,1.0,1,,5135.231144176352,5134.067056192235,5120.893554017123,5055.302011973983,4998.739450730575,1264.6881,1221.8468024482656,0.1,1,,1224.4911700239454,1223.959840395938,1221.8468024482656,1228.295592319746,1265.4930863647003
shared,2025-02-25,43,5170.7299,5196.195064647427,1.0,1,,5262.009928690349,5261.62912206488,5252.874673713175,5196.195064647427,5144.055514909961,1627.275,1551.8177562215153,0.1,1,,1551.3136467790368,1551.4268289610736,1551.8177562215153,1569.384508954955,1622.8888977854456
shared,2025-02-25,44,5132.97,5141.3851712492715,1.0,1,,5186.481505370385,5186.536445806605,5181.313376354851,5141.3851712492715,5103.497711475722,1994.175,1871.171570103987,0.1,1,,1864.2395739447459,1865.3391147064012,1871.171570103987,1907.5062661732927,1983.0820976343434
shared,2025-02-25,45,4941.1125,4946.006824247381,1.0,1,,4989.767222672408,4989.644910872197,4983.577150201337,4946.006824247381,4911.12720945434,2304.8699,2163.6727050206305,0.1,1,,2157.6076780423655,2158.724900990129,2163.6727050206305,2203.5583912512193,2290.013058008833
shared,2025-02-25,46,5614.0172,5639.848773424668,1.0,1,,5710.150565305287,5709.061396151863,5697.689281570537,5639.848773424668,5587.464784805519,2589.2146,2461.046910265667,0.1,1,,2458.8308972413415,2459.649144180331,2461.046910265667,2492.6143991792437,2575.029930340093
shared,2025-02-25,47,6731.6,6789.0822376589385,1.0,1,,6893.660954846518,6891.382160770168,6873.872935655326,6789.0822376589385,6710.510768325719,2883.1875,2779.41348641988,0.1,1,,2777.7088780413264,2778.731820844064,2779.41348641988,2802.4856635152905,2872.5471817526277
shared,2025-02-25,48,6811.1876,6873.43050849015,1.0,1,,6976.5612689762065,6974.073829863899,6956.320495798998,6873.43050849015,6791.675864575715,3211.9116,3114.298188051457,0.1,1,,3104.8436819500043,3107.136343753105,3114.298188051457,3142.026022305934,3204.1168560259944
shared,2025-02-25,49,6812.2937,6806.318588954769,1.0,1,,6835.386096039477,6834.443764463194,6829.373578968401,6806.318588954769,6780.709287464066,3620.0417,3486.5608228039664,0.1,1,,3455.262184191439,3460.65015343156,3486.5608228039664,3544.402533591902,3612.000020617398
shared,2025-02-25,50,7150.59,7045.7130101301345,1.0,1,,6973.426713625904,6974.694321067011,6987.49892236387,7045.7130101301345,7100.733448793274,4048.5375,3858.60375208137,0.1,1,,3804.687698625976,3813.2189749285994,3858.60375208137,3953.2499456157148,4036.9782210023563
shared,2025-02-25,51,7206.1836,7083.812640855372,1.0,1,,6990.760927309669,6992.491272789258,7009.033581551691,7083.812640855372,7153.335023018944,4397.7999,4167.399516824417,0.1,1,,4108.768528311674,4117.985761333477,4167.399516824417,4277.455284536738,4380.3450495019815
shared,2025-02-25,52,6922.3072,6888.677346149842,1.0,1,,6886.51308775933,6886.35603491496,6887.065046893932,6888.677346149842,6885.804761384605,4827.6289,4501.978573575139,0.1,1,,4422.108131999732,4434.101991198136,4501.978573575139,4659.006617295815,4799.760811521587
