企业代号,信誉评级,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,F7,F8,F9,F10
E110,C,3,3,0,0,963.3899999999999,76.61,0.0,1040.0,83,62,21,0,196919.86000000002,5907.65,72577.69,202827.51,201787.51,0.2441860465116279,0.0,1.0,0.4578313253012048,0.7776919449329077,1.349250866004963
E111,D,278,264,14,4,489491.99,39782.02,124022.61,529274.01,250,204,46,28,722954.01,156187.79,788453.4,879141.8,349867.79000000004,0.11363636363636363,0.06060606060606061,0.20863309352517986,0.612,0.4572044223943413,1.684877424421545
E112,D,106,102,4,2,790709.84,129536.05,68408.0,920245.89,22,16,6,1,936281.43,158521.57,583513.1900000001,1094803.0,174557.11,0.078125,0.0234375,0.5283018867924528,1.0,0.7997196019819902,-0.6802678906996042
E113,D,104,102,2,0,1289936.46,67644.27,408.0,1357580.73,47,31,16,0,283580.55,45919.45,11200.0,329500.0,-1028080.73,0.11920529801324503,0.0,0.3557692307692308,0.9787234042553191,0.7363665010031524,5.0
E114,D,76,69,7,0,566540.05,77776.95,56125.0,644317.0,75,66,9,1,219628.78,6588.86,35244.0,226217.64,-418099.36,0.10596026490066225,0.006622516556291391,0.5131578947368421,0.3333333333333333,0.4326904991110037,-0.4184900481179904
E115,D,2,2,0,0,528.3,31.7,0.0,560.0,8,5,2,0,55533.98,1666.02,51000.0,57200.0,56640.0,0.25,0.0,1.0,0.8333333333333334,0.9204467514322718,5.0
E116,D,10,10,0,0,2605.87,200.38,0.0,2806.25,47,43,4,0,231427.54,6942.78,26685.0,238370.32,235564.07,0.07017543859649122,0.0,0.5,0.2765957446808511,0.40404529818793494,-0.09863390085417556
E117,D,4,4,0,0,6708.79,411.21000000000004,0.0,7120.0,44,26,18,0,523351.31,1816.69,193776.0,525168.0,518048.0,0.375,0.0,1.0,1.0,1.0,0.21148904258010642
E118,D,29,27,2,0,62209.69,5503.1,101430.0,67712.79,144,136,8,1,272744.77999999997,8196.42,41834.0,280941.2,213228.41000000003,0.057803468208092484,0.005780346820809248,0.7586206896551724,0.08333333333333333,0.5396525712054626,-0.24675622855535823
E119,D,315,314,1,1,219738.72,29996.11,62.5,249734.83,21,18,3,0,55533.98,1070.14,500.0,57200.0,-212992.83,0.011904761904761904,0.002976190476190476,0.7619047619047619,0.3333333333333333,0.5880518588204032,0.9565157893615905
E120,D,36,35,1,0,18115.56,1330.78,10750.0,19446.34,29,9,20,0,190673.21,5720.21,0.0,196393.41999999998,176947.08,0.3230769230769231,0.0,0.5833333333333334,0.20689655172413793,0.4376550930202439,0.27318638323841493
E121,D,50,50,0,1,1073486.18,177633.7,0.0,1251119.88,186,163,23,0,101462.02,12825.53,3505.21,114287.55,-1136832.3299999998,0.09745762711864407,0.00423728813559322,0.74,0.21505376344086022,0.5449073871632121,-0.597806069580611
E122,D,48,47,1,1,50672.11,3074.15,962.0,53746.259999999995,118,102,16,8,58921.82,1818.78,26748.46,60740.6,6994.340000000004,0.10240963855421686,0.05421686746987952,0.4375,0.1694915254237288,0.3317631890298127,-0.5255631795827775
E123,D,3,3,0,0,792.4499999999999,47.55,0.0,840.0,65,33,32,0,200235.85,27323.85,39608.5,227559.7,226719.7,0.3924050632911392,0.0,1.0,0.6923076923076923,0.8600261451922268,2.361143119848965
