date,next_date,fixed_day_end_kWh,free_day_end_kWh,delta_day_end_kWh,fixed_next_emergency_kWh,free_next_emergency_kWh,delta_next_emergency_kWh,fixed_next_emergency_cost_yuan,free_next_emergency_cost_yuan,delta_next_emergency_cost_yuan
2025-09-03,2025-09-04,7182.538288325942,2580.695813977739,-4601.842474348203,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,2025-09-05,6972.533183792662,2462.3799657273203,-4510.153218065342,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-05,2025-09-06,8396.048502565674,4038.832164202304,-4357.216338363371,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-06,2025-09-07,6738.044457414435,2164.2043121685683,-4573.840145245867,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-07,2025-09-08,6491.381754058039,1870.7626379914805,-4620.6191160665585,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,2025-09-09,5200.187231804558,1200.0,-4000.187231804558,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-09,2025-09-10,7351.631321571585,2848.37827647076,-4503.253045100826,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-10,2025-09-11,7142.5583505991435,2656.855213401133,-4485.70313719801,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-11,2025-09-12,7092.631584960082,2493.469671313619,-4599.161913646463,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-12,2025-09-13,7544.9517190351135,2903.1374039121406,-4641.814315122972,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-13,2025-09-14,7064.503717259075,2365.9120228509805,-4698.591694408095,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-14,2025-09-15,6736.907176876553,1964.3361130855064,-4772.571063791047,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,2025-09-16,6515.521802053155,1888.5107818494635,-4627.011020203691,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-16,2025-09-17,6421.5436443486415,1708.683562393237,-4712.860081955405,7.629166666666833,7.629166666666833,0.0,34.70889375000076,34.70889375000076,0.0
2025-09-17,2025-09-18,6439.639484290459,1733.7777209828105,-4705.861763307648,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-18,2025-09-19,6099.930491808977,1497.307668649082,-4602.622823159895,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-19,2025-09-20,7167.444732808466,2594.241364659891,-4573.2033681485755,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20,2025-09-21,6674.699291673156,2063.869310379342,-4610.829981293814,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-21,2025-09-22,6341.818014420992,1765.837033209761,-4575.980981211231,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,2025-09-23,6199.021422037707,1515.707551396421,-4683.3138706412865,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-23,2025-09-24,6347.42682849825,1730.4506234049843,-4616.976205093266,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-24,2025-09-25,6761.625680415894,2229.347145605093,-4532.278534810801,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-25,2025-09-26,6321.386090843757,1575.0901312090273,-4746.29595963473,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-26,2025-09-27,6861.870003861968,2188.8519580188813,-4673.018045843087,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27,2025-09-28,6188.289539676192,1610.3846505357408,-4577.904889140452,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-28,2025-09-29,6371.47322302385,1675.8410607858755,-4695.632162237975,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,2025-09-30,6100.850905213339,1420.074001681437,-4680.776903531902,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,2025-10-01,6119.690113454065,1433.5768160186155,-4686.11329743545,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,2025-10-02,7946.916165995018,3459.6570921141633,-4487.259073880854,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02,2025-10-03,7747.519321690764,3132.1263161756415,-4615.393005515122,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,2025-10-04,7653.19832420972,3164.5193810260325,-4488.678943183688,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-04,2025-10-05,7305.117651855252,2670.9190932194956,-4634.198558635757,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-05,2025-10-06,6965.369633567707,2253.3474806967934,-4712.0221528709135,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,2025-10-07,6772.296457211948,2158.89587423481,-4613.400582977138,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,2025-10-08,7025.3239232548185,2428.8512768820337,-4596.472646372785,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-08,2025-10-09,6159.231465349041,1390.591545160868,-4768.639920188173,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-09,2025-10-10,6304.800334787405,1637.5610711110605,-4667.239263676344,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-10,2025-10-11,6438.850552101974,1658.5120105960432,-4780.338541505931,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-11,2025-10-12,6573.868736857521,1925.0446461752254,-4648.824090682296,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-12,2025-10-13,6384.08039676736,1686.6529133562253,-4697.427483411135,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,2025-10-14,6573.04958804553,1911.6929170537173,-4661.356670991812,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-14,2025-10-15,6385.553509493768,1640.4917423786549,-4745.061767115113,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-15,2025-10-16,6221.786887152111,1568.286367544698,-4653.5005196074135,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,2025-10-17,6309.575286125045,1657.1048725476714,-4652.470413577374,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17,2025-10-18,6525.096903401172,1876.932137456773,-4648.164765944399,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18,2025-10-19,6945.328430583032,2194.4268019575006,-4750.901628625532,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-19,2025-10-20,6206.9319231403915,1541.3489024679245,-4665.583020672467,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20,2025-10-21,6354.339142506966,1605.6656572685702,-4748.673485238396,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-21,2025-10-22,6505.632982985011,1855.0671878810608,-4650.56579510395,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-22,2025-10-23,6141.082976534141,1426.8757342570254,-4714.207242277116,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,2025-10-24,6331.274730338063,1647.6453947566554,-4683.629335581408,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,2025-10-25,6225.437885304891,1538.8012337031505,-4686.636651601741,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-25,2025-10-26,6350.768799968981,1653.3882778516545,-4697.380522117326,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-26,2025-10-27,6515.588494322483,1854.3180945916772,-4661.270399730805,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,2025-10-28,6200.807915684413,1503.1932879998822,-4697.614627684531,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,2025-10-29,6509.820387083692,1818.1458742100135,-4691.674512873678,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,2025-10-30,6118.060583235562,1382.6648313454257,-4735.395751890137,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,2025-10-31,6212.502729932128,1475.6083962666999,-4736.894333665428,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,2025-11-01,6326.508254019084,1684.2739047012008,-4642.234349317883,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,2025-11-02,6744.013370638791,2026.288764792689,-4717.724605846101,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-02,2025-11-03,6259.366968899163,1556.8575098196502,-4702.509459079512,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,2025-11-04,6657.71730778127,1918.8402500865395,-4738.877057694731,11.62166666666667,11.62166666666667,0.0,52.87277250000002,52.87277250000002,0.0
2025-11-04,2025-11-05,6182.628943056083,1504.423323884437,-4678.205619171646,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-05,2025-11-06,6696.530110839927,1902.439060653946,-4794.091050185982,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,2025-11-07,6284.202524108423,1564.6731801164535,-4719.52934399197,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,2025-11-08,6559.062435337831,1878.2027478543555,-4680.859687483475,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-08,2025-11-09,6636.909126345697,1927.424092830328,-4709.485033515369,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-09,2025-11-10,6392.774048195031,1701.9151310059624,-4690.858917189069,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-10,2025-11-11,6327.917414411647,1639.3492222357727,-4688.568192175874,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,2025-11-12,6494.500153284279,1764.956324369574,-4729.543828914705,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-12,2025-11-13,6465.429447222279,1794.4012237386771,-4671.028223483602,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-13,2025-11-14,6313.6961766168615,1658.4814442180736,-4655.214732398788,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-14,2025-11-15,6757.161596364808,2191.113739849465,-4566.047856515343,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-15,2025-11-16,6588.380857037126,1895.969007218179,-4692.411849818946,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-16,2025-11-17,6344.437895128964,1588.0343219682136,-4756.40357316075,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,2025-11-18,6712.019668842944,2008.4112258206849,-4703.608443022259,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,2025-11-19,6252.819536977918,1515.1748967236463,-4737.6446402542715,1.3850000000001046,1.3850000000001046,0.0,6.301057500000476,6.301057500000476,0.0
2025-11-19,2025-11-20,6327.45915890011,1640.0526954674428,-4687.406463432668,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,2025-11-21,6529.566030947536,1853.6617476430338,-4675.904283304502,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-21,2025-11-22,6876.834075730105,2174.500965194998,-4702.333110535106,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-22,2025-11-23,6648.837494411959,1942.2464461082473,-4706.591048303711,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-23,2025-11-24,6449.686749561503,1771.523717307793,-4678.16303225371,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,2025-11-25,6202.579094102968,1488.637216949688,-4713.94187715328,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,2025-11-26,6496.453492656809,1782.0800722903323,-4714.373420366477,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-26,2025-11-27,6685.803757203617,2058.186735832457,-4627.61702137116,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,2025-11-28,6653.596808725462,2017.9062410782992,-4635.690567647163,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,2025-11-29,6677.094265591509,2117.2863156375756,-4559.807949953933,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-29,2025-11-30,6659.659216884691,1930.7999841443868,-4728.859232740304,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-30,2025-12-01,6418.097800682916,1695.5530952209226,-4722.5447054619935,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,2025-12-02,6178.738886874447,1485.6996954206932,-4693.039191453754,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,2025-12-03,6068.903546767408,1323.5818671684888,-4745.321679598919,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,2025-12-04,7400.4878908468645,2880.9880116158492,-4519.499879231015,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,2025-12-05,6919.319713153639,2265.5449591043543,-4653.774754049285,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,2025-12-06,7729.928046278074,3084.2834433837556,-4645.644602894319,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,2025-12-07,6848.88012914587,2220.1315224482155,-4628.748606697654,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,2025-12-08,6671.134426544791,1968.0814676465473,-4703.052958898244,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,2025-12-09,7032.718019165235,2463.9731888899105,-4568.744830275325,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,2025-12-10,6325.795042797967,1653.789643695796,-4672.0053991021705,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,2025-12-11,6499.071222592186,1714.5638912683653,-4784.507331323821,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,2025-12-12,6643.397473850399,1897.6675120521904,-4745.729961798209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,2025-12-13,6635.647474613537,1990.8140257673163,-4644.833448846221,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-13,2025-12-14,6630.694407109354,1977.7517224916573,-4652.942684617697,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-14,2025-12-15,6381.075451821051,1669.7385457399375,-4711.336906081113,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,2025-12-16,6582.663539064113,1881.8815310301134,-4700.782008034,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-17,6387.468684702774,1753.4980374410238,-4633.970647261751,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,2025-12-18,6546.891193000468,1866.3199621699932,-4680.571230830475,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-18,2025-12-19,6571.864362112467,1890.3152779640072,-4681.549084148459,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,2025-12-20,6388.020671830884,1724.2848632176633,-4663.735808613221,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,2025-12-21,6654.0355776768365,1900.2390122117663,-4753.796565465071,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,2025-12-22,6496.436879665836,1833.6335944965806,-4662.803285169256,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,2025-12-23,6356.855681427459,1733.398180803943,-4623.457500623515,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-23,2025-12-24,6706.457310455621,2003.50541478793,-4702.951895667691,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-24,2025-12-25,6490.238382814419,1817.5663789652085,-4672.672003849211,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-25,2025-12-26,6474.453003222694,1865.7601267885764,-4608.692876434117,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,2025-12-27,7034.849689855376,2354.48694759917,-4680.362742256206,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-27,2025-12-28,6745.9594818072865,2128.8583243888374,-4617.101157418449,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-28,2025-12-29,6763.155390879706,2187.4077786642156,-4575.74761221549,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,2025-12-30,6454.531116411835,1729.7763363903182,-4724.754780021516,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,2025-12-31,6686.4641975643435,2060.0176672084353,-4626.446530355908,0.0,0.0,0.0,0.0,0.0,0.0
