教师编号,队号,匹配得分,条件满足率,条件完全满足,专业偏好满足率,队伍质量,条件明细
17,161,44.808312,0.333333,False,1.000000,57.374894,三人排名前10%:0.33；三人均为二年级以上:0.33
17,162,56.791106,0.500000,False,1.000000,58.955530,三人排名前10%:0.67；三人均为二年级以上:0.33
17,163,68.551157,0.666667,False,1.000000,59.422454,三人排名前10%:0.67；三人均为二年级以上:0.67
17,164,31.572131,0.166667,False,1.000000,49.527320,三人排名前10%:0.00；三人均为二年级以上:0.33
17,165,54.965278,0.500000,False,1.000000,49.826389,三人排名前10%:0.67；三人均为二年级以上:0.33
17,166,43.032377,0.333333,False,1.000000,48.495219,三人排名前10%:0.00；三人均为二年级以上:0.67
17,167,56.163073,0.500000,False,1.000000,55.815366,三人排名前10%:0.33；三人均为二年级以上:0.67
17,168,44.837333,0.333333,False,1.000000,57.520000,三人排名前10%:0.00；三人均为二年级以上:0.67
17,169,70.667806,0.666667,False,1.000000,70.005698,三人排名前10%:0.67；三人均为二年级以上:0.67
17,170,45.016852,0.333333,False,1.000000,58.417595,三人排名前10%:0.33；三人均为二年级以上:0.33
17,171,44.503595,0.333333,False,1.000000,55.851307,三人排名前10%:0.00；三人均为二年级以上:0.67
17,172,70.608475,0.666667,False,1.000000,69.709040,三人排名前10%:0.67；三人均为二年级以上:0.67
17,173,42.036625,0.333333,False,1.000000,43.516461,三人排名前10%:0.67；三人均为二年级以上:0.00
17,174,82.925633,0.833333,False,1.000000,72.961497,三人排名前10%:1.00；三人均为二年级以上:0.67
17,175,82.982124,0.833333,False,1.000000,73.243955,三人排名前10%:1.00；三人均为二年级以上:0.67
4,1,56.655914,0.500000,False,1.000000,58.279570,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,2,72.043846,0.666667,False,1.000000,76.885895,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,3,68.381226,0.666667,False,1.000000,58.572797,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,4,68.163371,0.666667,False,1.000000,57.483524,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,5,69.631935,0.666667,False,1.000000,64.826344,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,6,56.865679,0.500000,False,1.000000,59.328395,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,7,56.390465,0.500000,False,1.000000,56.952327,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,8,67.607407,0.666667,False,1.000000,54.703704,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,9,69.873187,0.666667,False,1.000000,66.032600,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,10,44.750000,0.333333,False,1.000000,57.083333,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,11,82.421893,0.833333,False,1.000000,70.442798,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,12,82.381377,0.833333,False,1.000000,70.240216,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,13,32.682002,0.166667,False,1.000000,55.076676,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,14,80.862524,0.833333,False,1.000000,62.645951,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,15,82.993665,0.833333,False,1.000000,73.301659,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,16,57.348000,0.500000,False,1.000000,61.740000,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,17,45.035266,0.333333,False,1.000000,58.509662,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,18,70.097374,0.666667,False,1.000000,67.153535,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,19,56.453419,0.500000,False,1.000000,57.267094,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,20,70.064842,0.666667,False,1.000000,66.990877,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,21,29.153460,0.166667,False,1.000000,37.433964,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,22,69.635928,0.666667,False,1.000000,64.846307,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,23,57.366244,0.500000,False,1.000000,61.831220,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,24,32.685049,0.166667,False,1.000000,55.091912,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,25,67.855556,0.666667,False,1.000000,55.944444,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,26,44.800772,0.333333,False,1.000000,57.337193,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,27,31.177386,0.166667,False,1.000000,47.553595,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,28,94.652508,1.000000,True,1.000000,73.262542,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,29,43.187510,0.333333,False,1.000000,49.270885,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,30,80.189316,0.833333,False,1.000000,59.279915,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,31,44.608841,0.333333,False,1.000000,56.377536,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,32,45.005506,0.333333,False,1.000000,58.360861,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,33,57.009970,0.500000,False,1.000000,60.049851,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,34,55.084477,0.500000,False,1.000000,50.422386,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,35,55.930352,0.500000,False,1.000000,54.651762,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,36,96.225014,1.000000,True,1.000000,81.125070,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,37,83.113103,0.833333,False,1.000000,73.898846,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,38,70.264529,0.666667,False,1.000000,67.989310,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,39,67.567811,0.666667,False,1.000000,54.505722,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,40,67.743733,0.666667,False,1.000000,55.385332,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,41,79.734087,0.833333,False,1.000000,57.003771,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,42,46.127843,0.333333,False,1.000000,63.972548,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,43,56.781377,0.500000,False,1.000000,58.906887,三人均有参赛经历:0.00；三人均为二年级以上:1.00
4,44,43.377860,0.333333,False,1.000000,50.222634,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,45,56.770758,0.500000,False,1.000000,58.853789,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,46,80.979162,0.833333,False,1.000000,63.229143,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,47,43.697437,0.333333,False,1.000000,51.820518,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,48,41.007280,0.333333,False,1.000000,38.369732,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,49,41.811676,0.333333,False,1.000000,42.391714,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,50,68.177039,0.666667,False,1.000000,57.551862,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,51,20.673125,0.000000,False,1.000000,53.365623,三人均有参赛经历:0.00；三人均为二年级以上:0.00
4,52,43.234211,0.333333,False,1.000000,49.504388,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,53,45.258537,0.333333,False,1.000000,59.626016,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,54,41.655470,0.333333,False,1.000000,41.610684,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,55,32.068874,0.166667,False,1.000000,52.011036,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,56,70.030903,0.666667,False,1.000000,66.821181,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,57,43.431159,0.333333,False,1.000000,50.489130,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,58,57.895211,0.500000,False,1.000000,64.476057,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,59,57.556364,0.500000,False,1.000000,62.781822,三人均有参赛经历:0.00；三人均为二年级以上:1.00
4,60,82.103514,0.833333,False,1.000000,68.850902,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,61,70.239992,0.666667,False,1.000000,67.866626,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,62,57.432999,0.500000,False,1.000000,62.164997,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,63,70.734178,0.666667,False,1.000000,70.337558,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,64,43.320773,0.333333,False,1.000000,49.937198,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,65,44.049661,0.333333,False,1.000000,53.581640,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,66,70.309814,0.666667,False,1.000000,68.215738,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,67,69.907967,0.666667,False,1.000000,66.206500,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,68,82.788331,0.833333,False,1.000000,72.274990,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,69,57.323177,0.500000,False,1.000000,61.615885,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,70,58.244029,0.500000,False,1.000000,66.220147,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,71,68.310667,0.666667,False,1.000000,58.220000,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,72,69.902146,0.666667,False,1.000000,66.177397,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,73,58.270131,0.500000,False,1.000000,66.350653,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,74,45.207844,0.333333,False,1.000000,59.372551,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,75,43.592279,0.333333,False,1.000000,51.294727,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,76,83.572464,0.833333,False,1.000000,76.195652,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,77,32.937475,0.166667,False,1.000000,56.354040,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,78,93.015835,1.000000,True,1.000000,65.079177,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,79,69.312030,0.666667,False,1.000000,63.226815,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,80,70.220021,0.666667,False,1.000000,67.766771,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,81,58.754898,0.500000,False,1.000000,68.774492,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,82,33.388193,0.166667,False,1.000000,58.607634,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,83,55.912500,0.500000,False,1.000000,54.562500,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,84,66.580478,0.666667,False,1.000000,49.569054,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,85,68.634887,0.666667,False,1.000000,59.841102,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,86,57.782502,0.500000,False,1.000000,63.912512,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,87,57.608070,0.500000,False,1.000000,63.040351,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,88,55.257151,0.500000,False,1.000000,51.285757,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,89,69.570789,0.666667,False,1.000000,64.520609,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,90,67.938831,0.666667,False,1.000000,56.360820,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,91,68.598818,0.666667,False,1.000000,59.660754,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,92,69.700000,0.666667,False,1.000000,65.166667,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,93,70.656119,0.666667,False,1.000000,69.947262,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,94,71.482626,0.666667,False,1.000000,74.079798,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,95,56.239017,0.500000,False,1.000000,56.195083,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,96,69.611081,0.666667,False,1.000000,64.722072,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,97,57.035185,0.500000,False,1.000000,60.175926,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,98,69.246014,0.666667,False,1.000000,62.896737,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,99,31.152222,0.166667,False,1.000000,47.427778,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,100,69.636393,0.666667,False,1.000000,64.848631,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,101,43.555192,0.333333,False,1.000000,51.109295,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,102,70.806232,0.666667,False,1.000000,70.697829,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,103,94.060341,1.000000,True,1.000000,70.301705,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,104,57.847392,0.500000,False,1.000000,64.236959,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,105,68.821569,0.666667,False,1.000000,60.774510,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,106,95.436158,1.000000,True,1.000000,77.180791,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,107,43.698142,0.333333,False,1.000000,51.824044,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,108,81.870037,0.833333,False,1.000000,67.683520,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,109,68.832882,0.666667,False,1.000000,60.831075,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,110,45.107225,0.333333,False,1.000000,58.869458,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,111,45.214129,0.333333,False,1.000000,59.403978,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,112,95.515954,1.000000,True,1.000000,77.579772,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,113,42.329573,0.333333,False,1.000000,44.981197,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,114,33.142963,0.166667,False,1.000000,57.381481,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,115,81.658856,0.833333,False,1.000000,66.627616,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,116,68.994444,0.666667,False,1.000000,61.638889,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,117,56.219008,0.500000,False,1.000000,56.095041,三人均有参赛经历:0.00；三人均为二年级以上:1.00
4,118,70.312887,0.666667,False,1.000000,68.231103,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,119,56.427451,0.500000,False,1.000000,57.137255,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,120,67.722267,0.666667,False,1.000000,55.278000,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,121,57.746024,0.500000,False,1.000000,63.730120,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,122,57.884162,0.500000,False,1.000000,64.420812,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,123,81.975833,0.833333,False,1.000000,68.212496,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,124,32.339555,0.166667,False,1.000000,53.364441,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,125,45.610718,0.333333,False,1.000000,61.386923,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,126,67.806332,0.666667,False,1.000000,55.698327,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,127,80.255035,0.833333,False,1.000000,59.608507,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,128,68.513555,0.666667,False,1.000000,59.234443,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,129,54.083057,0.500000,False,1.000000,45.415285,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,130,83.157193,0.833333,False,1.000000,74.119297,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,131,68.724342,0.666667,False,1.000000,60.288377,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,132,81.805985,0.833333,False,1.000000,67.363260,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,133,68.336166,0.666667,False,1.000000,58.347495,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,134,68.777696,0.666667,False,1.000000,60.555147,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,135,81.548309,0.833333,False,1.000000,66.074879,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,136,32.818668,0.166667,False,1.000000,55.760009,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,137,69.770255,0.666667,False,1.000000,65.517940,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,138,95.525689,1.000000,True,1.000000,77.628444,三人均有参赛经历:1.00；三人均为二年级以上:1.00
4,139,45.202424,0.333333,False,1.000000,59.345455,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,140,56.278794,0.500000,False,1.000000,56.393970,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,141,80.821388,0.833333,False,1.000000,62.440275,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,142,43.260258,0.333333,False,1.000000,49.634622,三人均有参赛经历:0.00；三人均为二年级以上:0.67
4,143,59.324667,0.500000,False,1.000000,71.623336,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,144,43.962778,0.333333,False,1.000000,53.147222,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,145,57.693539,0.500000,False,1.000000,63.467693,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,146,56.275244,0.500000,False,1.000000,56.376220,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,147,57.669824,0.500000,False,1.000000,63.349119,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,148,57.679218,0.500000,False,1.000000,63.396090,三人均有参赛经历:0.00；三人均为二年级以上:1.00
4,149,82.282441,0.833333,False,1.000000,69.745540,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,150,19.988889,0.000000,False,1.000000,49.944444,三人均有参赛经历:0.00；三人均为二年级以上:0.00
4,151,69.160000,0.666667,False,1.000000,62.466667,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,152,56.219713,0.500000,False,1.000000,56.098563,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,153,69.191465,0.666667,False,1.000000,62.623994,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,154,31.483431,0.166667,False,1.000000,49.083821,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,155,69.782796,0.666667,False,1.000000,65.580645,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,156,57.494885,0.500000,False,1.000000,62.474425,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,157,83.042633,0.833333,False,1.000000,73.546498,三人均有参赛经历:0.67；三人均为二年级以上:1.00
4,158,57.319018,0.500000,False,1.000000,61.595090,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,159,57.356461,0.500000,False,1.000000,61.782306,三人均有参赛经历:0.00；三人均为二年级以上:1.00
4,160,68.802314,0.666667,False,1.000000,60.678237,三人均有参赛经历:0.33；三人均为二年级以上:1.00
4,161,44.808312,0.333333,False,1.000000,57.374894,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,162,45.124439,0.333333,False,1.000000,58.955530,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,163,56.884491,0.500000,False,1.000000,59.422454,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,164,43.238797,0.333333,False,1.000000,49.527320,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,165,31.631944,0.166667,False,1.000000,49.826389,三人均有参赛经历:0.00；三人均为二年级以上:0.33
4,166,54.699044,0.500000,False,1.000000,48.495219,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,167,56.163073,0.500000,False,1.000000,55.815366,三人均有参赛经历:0.33；三人均为二年级以上:0.67
4,168,68.170667,0.666667,False,1.000000,57.520000,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,169,70.667806,0.666667,False,1.000000,70.005698,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,170,45.016852,0.333333,False,1.000000,58.417595,三人均有参赛经历:0.33；三人均为二年级以上:0.33
4,171,67.836928,0.666667,False,1.000000,55.851307,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,172,70.608475,0.666667,False,1.000000,69.709040,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,173,18.703292,0.000000,False,1.000000,43.516461,三人均有参赛经历:0.00；三人均为二年级以上:0.00
4,174,71.258966,0.666667,False,1.000000,72.961497,三人均有参赛经历:0.67；三人均为二年级以上:0.67
4,175,71.315458,0.666667,False,1.000000,73.243955,三人均有参赛经历:0.67；三人均为二年级以上:0.67
13,1,91.655914,1.000000,True,1.000000,58.279570,至少一人有参赛经历:1.00
13,2,95.377179,1.000000,True,1.000000,76.885895,至少一人有参赛经历:1.00
13,3,91.714559,1.000000,True,1.000000,58.572797,至少一人有参赛经历:1.00
13,4,91.496705,1.000000,True,1.000000,57.483524,至少一人有参赛经历:1.00
13,5,92.965269,1.000000,True,1.000000,64.826344,至少一人有参赛经历:1.00
13,6,91.865679,1.000000,True,1.000000,59.328395,至少一人有参赛经历:1.00
13,7,91.390465,1.000000,True,1.000000,56.952327,至少一人有参赛经历:1.00
13,8,90.940741,1.000000,True,1.000000,54.703704,至少一人有参赛经历:1.00
13,9,93.206520,1.000000,True,1.000000,66.032600,至少一人有参赛经历:1.00
13,10,21.416667,0.000000,False,1.000000,57.083333,至少一人有参赛经历:0.00
13,11,94.088560,1.000000,True,1.000000,70.442798,至少一人有参赛经历:1.00
13,12,94.048043,1.000000,True,1.000000,70.240216,至少一人有参赛经历:1.00
13,13,21.015335,0.000000,False,1.000000,55.076676,至少一人有参赛经历:0.00
13,14,92.529190,1.000000,True,1.000000,62.645951,至少一人有参赛经历:1.00
13,15,94.660332,1.000000,True,1.000000,73.301659,至少一人有参赛经历:1.00
13,16,92.348000,1.000000,True,1.000000,61.740000,至少一人有参赛经历:1.00
13,17,91.701932,1.000000,True,1.000000,58.509662,至少一人有参赛经历:1.00
13,18,93.430707,1.000000,True,1.000000,67.153535,至少一人有参赛经历:1.00
13,19,91.453419,1.000000,True,1.000000,57.267094,至少一人有参赛经历:1.00
13,20,93.398175,1.000000,True,1.000000,66.990877,至少一人有参赛经历:1.00
13,21,17.486793,0.000000,False,1.000000,37.433964,至少一人有参赛经历:0.00
13,22,92.969261,1.000000,True,1.000000,64.846307,至少一人有参赛经历:1.00
13,23,92.366244,1.000000,True,1.000000,61.831220,至少一人有参赛经历:1.00
13,24,21.018382,0.000000,False,1.000000,55.091912,至少一人有参赛经历:0.00
13,25,91.188889,1.000000,True,1.000000,55.944444,至少一人有参赛经历:1.00
13,26,21.467439,0.000000,False,1.000000,57.337193,至少一人有参赛经历:0.00
13,27,19.510719,0.000000,False,1.000000,47.553595,至少一人有参赛经历:0.00
13,28,94.652508,1.000000,True,1.000000,73.262542,至少一人有参赛经历:1.00
13,29,19.854177,0.000000,False,1.000000,49.270885,至少一人有参赛经历:0.00
13,30,91.855983,1.000000,True,1.000000,59.279915,至少一人有参赛经历:1.00
13,31,91.275507,1.000000,True,1.000000,56.377536,至少一人有参赛经历:1.00
13,32,21.672172,0.000000,False,1.000000,58.360861,至少一人有参赛经历:0.00
13,33,92.009970,1.000000,True,1.000000,60.049851,至少一人有参赛经历:1.00
13,34,90.084477,1.000000,True,1.000000,50.422386,至少一人有参赛经历:1.00
13,35,90.930352,1.000000,True,1.000000,54.651762,至少一人有参赛经历:1.00
13,36,96.225014,1.000000,True,1.000000,81.125070,至少一人有参赛经历:1.00
13,37,94.779769,1.000000,True,1.000000,73.898846,至少一人有参赛经历:1.00
13,38,93.597862,1.000000,True,1.000000,67.989310,至少一人有参赛经历:1.00
13,39,90.901144,1.000000,True,1.000000,54.505722,至少一人有参赛经历:1.00
13,40,91.077066,1.000000,True,1.000000,55.385332,至少一人有参赛经历:1.00
13,41,91.400754,1.000000,True,1.000000,57.003771,至少一人有参赛经历:1.00
13,42,22.794510,0.000000,False,1.000000,63.972548,至少一人有参赛经历:0.00
13,43,21.781377,0.000000,False,1.000000,58.906887,至少一人有参赛经历:0.00
13,44,90.044527,1.000000,True,1.000000,50.222634,至少一人有参赛经历:1.00
13,45,91.770758,1.000000,True,1.000000,58.853789,至少一人有参赛经历:1.00
13,46,92.645829,1.000000,True,1.000000,63.229143,至少一人有参赛经历:1.00
13,47,90.364104,1.000000,True,1.000000,51.820518,至少一人有参赛经历:1.00
13,48,17.673946,0.000000,False,1.000000,38.369732,至少一人有参赛经历:0.00
13,49,88.478343,1.000000,True,1.000000,42.391714,至少一人有参赛经历:1.00
13,50,91.510372,1.000000,True,1.000000,57.551862,至少一人有参赛经历:1.00
13,51,20.673125,0.000000,False,1.000000,53.365623,至少一人有参赛经历:0.00
13,52,89.900878,1.000000,True,1.000000,49.504388,至少一人有参赛经历:1.00
13,53,91.925203,1.000000,True,1.000000,59.626016,至少一人有参赛经历:1.00
13,54,18.322137,0.000000,False,1.000000,41.610684,至少一人有参赛经历:0.00
13,55,20.402207,0.000000,False,1.000000,52.011036,至少一人有参赛经历:0.00
13,56,93.364236,1.000000,True,1.000000,66.821181,至少一人有参赛经历:1.00
13,57,20.097826,0.000000,False,1.000000,50.489130,至少一人有参赛经历:0.00
13,58,92.895211,1.000000,True,1.000000,64.476057,至少一人有参赛经历:1.00
13,59,22.556364,0.000000,False,1.000000,62.781822,至少一人有参赛经历:0.00
13,60,93.770180,1.000000,True,1.000000,68.850902,至少一人有参赛经历:1.00
13,61,93.573325,1.000000,True,1.000000,67.866626,至少一人有参赛经历:1.00
13,62,92.432999,1.000000,True,1.000000,62.164997,至少一人有参赛经历:1.00
13,63,94.067512,1.000000,True,1.000000,70.337558,至少一人有参赛经历:1.00
13,64,89.987440,1.000000,True,1.000000,49.937198,至少一人有参赛经历:1.00
13,65,90.716328,1.000000,True,1.000000,53.581640,至少一人有参赛经历:1.00
13,66,93.643148,1.000000,True,1.000000,68.215738,至少一人有参赛经历:1.00
13,67,93.241300,1.000000,True,1.000000,66.206500,至少一人有参赛经历:1.00
13,68,94.454998,1.000000,True,1.000000,72.274990,至少一人有参赛经历:1.00
13,69,92.323177,1.000000,True,1.000000,61.615885,至少一人有参赛经历:1.00
13,70,93.244029,1.000000,True,1.000000,66.220147,至少一人有参赛经历:1.00
13,71,91.644000,1.000000,True,1.000000,58.220000,至少一人有参赛经历:1.00
13,72,93.235479,1.000000,True,1.000000,66.177397,至少一人有参赛经历:1.00
13,73,93.270131,1.000000,True,1.000000,66.350653,至少一人有参赛经历:1.00
13,74,91.874510,1.000000,True,1.000000,59.372551,至少一人有参赛经历:1.00
13,75,90.258945,1.000000,True,1.000000,51.294727,至少一人有参赛经历:1.00
13,76,95.239130,1.000000,True,1.000000,76.195652,至少一人有参赛经历:1.00
13,77,21.270808,0.000000,False,1.000000,56.354040,至少一人有参赛经历:0.00
13,78,93.015835,1.000000,True,1.000000,65.079177,至少一人有参赛经历:1.00
13,79,92.645363,1.000000,True,1.000000,63.226815,至少一人有参赛经历:1.00
13,80,93.553354,1.000000,True,1.000000,67.766771,至少一人有参赛经历:1.00
13,81,93.754898,1.000000,True,1.000000,68.774492,至少一人有参赛经历:1.00
13,82,21.721527,0.000000,False,1.000000,58.607634,至少一人有参赛经历:0.00
13,83,90.912500,1.000000,True,1.000000,54.562500,至少一人有参赛经历:1.00
13,84,89.913811,1.000000,True,1.000000,49.569054,至少一人有参赛经历:1.00
13,85,91.968220,1.000000,True,1.000000,59.841102,至少一人有参赛经历:1.00
13,86,92.782502,1.000000,True,1.000000,63.912512,至少一人有参赛经历:1.00
13,87,92.608070,1.000000,True,1.000000,63.040351,至少一人有参赛经历:1.00
13,88,90.257151,1.000000,True,1.000000,51.285757,至少一人有参赛经历:1.00
13,89,92.904122,1.000000,True,1.000000,64.520609,至少一人有参赛经历:1.00
13,90,91.272164,1.000000,True,1.000000,56.360820,至少一人有参赛经历:1.00
