教师编号,队号,匹配得分,条件满足率,条件完全满足,专业偏好满足率,队伍质量,条件明细,选队次序,教师研究方向,教师选队条件,队员专业,队员年级,参赛经历,专业排名,队员特长
11,154,89.816764,1.000000,True,1.000000,49.083821,至少一人排名前20%:1.00；至少一人为二年级以上:1.00,17,泛函分析,至少一人专业排名前20%以内，至少一人为二年级或以上,交运/交运/交运,3/1/1,0/0/0,12/76/21/72/35/72,建模/写作/编程
14,27,89.510719,1.000000,True,1.000000,47.553595,至少一人为二年级以上:1.00；专业不全相同:1.00,18,算法设计与分析,队员专业不全相同，至少一人为二年级或以上,电科/电科/通信,1/2/1,0/0/0,24/50/2/51/34/102,写作/建模/编程
14,101,90.221859,1.000000,True,1.000000,51.109295,至少一人为二年级以上:1.00；专业不全相同:1.00,18,算法设计与分析,队员专业不全相同，至少一人为二年级或以上,应化/应数/计算机,2/1/3,0/0/0,7/41/42/59/12/128,写作/建模/编程
14,136,91.152002,1.000000,True,1.000000,55.760009,至少一人为二年级以上:1.00；专业不全相同:1.00,18,算法设计与分析,队员专业不全相同，至少一人为二年级或以上,应数/应数/建环,3/1/1,0/0/0,7/45/3/59/19/121,建模/编程/写作
14,26,91.467439,1.000000,True,1.000000,57.337193,至少一人为二年级以上:1.00；专业不全相同:1.00,18,算法设计与分析,队员专业不全相同，至少一人为二年级或以上,材科/材应/计算机,1/3/2,0/0/0,11/120/19/122/24/123,写作/建模/编程
14,21,87.486793,1.000000,True,1.000000,37.433964,至少一人为二年级以上:1.00；专业不全相同:1.00,18,算法设计与分析,队员专业不全相同，至少一人为二年级或以上,大数据/通信/大数据,2/1/1,0/0/0,22/60/80/102/33/58,建模/编程/写作
31,153,85.858132,1.000000,True,0.333333,62.623994,三人均为二年级以上:1.00,19,模糊数学,应数、计算机专业优先，均为二年级或以上,大数据/自动化/应数,3/2/3,0/0/1,5/63/10/69/28/45,编程/建模/写作
31,25,87.855556,1.000000,True,0.666667,55.944444,三人均为二年级以上:1.00,19,模糊数学,应数、计算机专业优先，均为二年级或以上,应数/材卓/应数,2/2/2,0/1/0,33/60/6/56/20/60,建模/写作/编程
31,126,87.806332,1.000000,True,0.666667,55.698327,三人均为二年级以上:1.00,19,模糊数学,应数、计算机专业优先，均为二年级或以上,应数/应数/土木,3/3/2,1/0/0,31/45/28/45/40/310,建模/编程/写作
31,8,90.940741,1.000000,True,1.000000,54.703704,三人均为二年级以上:1.00,19,模糊数学,应数、计算机专业优先，均为二年级或以上,应数/应数/应数,2/3/2,0/1/0,42/60/8/45/26/60,建模/编程/写作
31,133,88.336166,1.000000,True,0.666667,58.347495,三人均为二年级以上:1.00,19,模糊数学,应数、计算机专业优先，均为二年级或以上,应数/应数/材料,3/2/3,0/0/1,20/45/32/60/28/119,建模/编程/写作
25,41,91.400754,1.000000,True,1.000000,57.003771,至少两人有参赛经历:1.00,20,图像处理与小波分析,专业不限，具有参赛经历队员两人以上,智能/建环/材料,2/2/3,1/0/1,41/65/60/120/49/119,建模/写作/编程
25,60,93.770180,1.000000,True,1.000000,68.850902,至少两人有参赛经历:1.00,20,图像处理与小波分析,专业不限，具有参赛经历队员两人以上,通信/化工/化工,3/2/2,0/1/1,32/108/4/78/14/78,编程/写作/建模
25,123,93.642499,1.000000,True,1.000000,68.212496,至少两人有参赛经历:1.00,20,图像处理与小波分析,专业不限，具有参赛经历队员两人以上,安全/电气/安全,3/3/3,0/1/1,44/87/25/91/20/87,写作/建模/编程
25,76,95.239130,1.000000,True,1.000000,76.195652,至少两人有参赛经历:1.00,20,图像处理与小波分析,专业不限，具有参赛经历队员两人以上,应化/应化/应化,3/3/3,1/1/0,1/46/5/46/9/46,编程/写作/建模
25,116,92.327778,1.000000,True,1.000000,61.638889,至少两人有参赛经历:1.00,20,图像处理与小波分析,专业不限，具有参赛经历队员两人以上,计算机/力学/力学,1/2/3,0/1/1,90/120/2/30/8/70,编程/建模/写作
24,158,76.763462,0.777778,False,1.000000,61.595090,三人均有参赛经历:0.33；至少一人为二年级以上:1.00；专业不全相同:1.00,21,概率统计,队员专业不全相同，均具有参赛经历，至少一人二年级或以上,应数/应数/电子信息,3/1/3,0/0/1,20/45/15/59/2/92,写作/建模/编程
24,83,75.356944,0.777778,False,1.000000,54.562500,三人均有参赛经历:0.33；至少一人为二年级以上:1.00；专业不全相同:1.00,21,概率统计,队员专业不全相同，均具有参赛经历，至少一人二年级或以上,信管/工程管理/信管,2/1/2,0/0/1,40/96/16/35/2/96,建模/写作/编程
24,88,74.701596,0.777778,False,1.000000,51.285757,三人均有参赛经历:0.33；至少一人为二年级以上:1.00；专业不全相同:1.00,21,概率统计,队员专业不全相同，均具有参赛经历，至少一人二年级或以上,金属/采矿/金属,2/1/2,0/0/1,13/47/1/120/15/47,写作/编程/写作
24,164,74.349908,0.777778,False,1.000000,49.527320,三人均有参赛经历:0.33；至少一人为二年级以上:1.00；专业不全相同:1.00,21,概率统计,队员专业不全相同，均具有参赛经历，至少一人二年级或以上,大数据/大数据/自动化,1/1/2,0/0/1,11/58/35/58/22/69,建模/写作/编程
24,161,75.919423,0.777778,False,1.000000,57.374894,三人均有参赛经历:0.33；至少一人为二年级以上:1.00；专业不全相同:1.00,21,概率统计,队员专业不全相同，均具有参赛经历，至少一人二年级或以上,自动化/大数据/大数据,1/1/2,0/0/1,15/59/3/58/8/60,编程/写作/建模
33,162,91.791106,1.000000,True,1.000000,58.955530,至少一人有参赛经历:1.00,22,半群与代数,专业不限，专业排名不限，至少一名队员有参赛经历,应数/机制/应数,1/1/2,0/0/2,2/59/1/66/41/60,建模/写作/编程
33,6,91.865679,1.000000,True,1.000000,59.328395,至少一人有参赛经历:1.00,22,半群与代数,专业不限，专业排名不限，至少一名队员有参赛经历,给排水/通信/给排水,2/3/1,1/0/0,30/121/17/108/36/122,建模/编程/写作
33,97,92.035185,1.000000,True,1.000000,60.175926,至少一人有参赛经历:1.00,22,半群与代数,专业不限，专业排名不限，至少一名队员有参赛经历,大数据/大数据/材料,2/3/1,1/0/0,12/60/7/63/38/120,写作/建模/编程
30,51,90.673125,1.000000,True,1.000000,53.365623,无限制,23,微分方程,无限制,机械电子/给排水/机械电子,1/1/1,0/0/0,5/77/6/122/2/77,编程/建模/写作
30,150,89.988889,1.000000,True,1.000000,49.944444,无限制,23,微分方程,无限制,材成/材成/材成,1/1/1,0/0/0,9/60/8/60/9/60,编程/建模/写作
30,48,87.673946,1.000000,True,1.000000,38.369732,无限制,23,微分方程,无限制,材成/材成/材成,1/2/2,0/0/0,28/60/46/60/36/58,写作/编程/建模
18,22,82.969261,1.000000,True,0.000000,64.846307,至少两人有参赛经历:1.00；三人排名前40%:1.00；三人专业不同:1.00,24,泛函分析,土木、环工专业优先，均专业排名前40%，队员专业不同，具有参赛经历的队员至少两人,机制/新能源/电气,2/1/2,1/0/1,9/62/18/63/1/92,写作/编程/建模
18,157,84.709300,1.000000,True,0.000000,73.546498,至少两人有参赛经历:1.00；三人排名前40%:1.00；三人专业不同:1.00,24,泛函分析,土木、环工专业优先，均专业排名前40%，队员专业不同，具有参赛经历的队员至少两人,金属/通信/材科,3/2/3,0/1/1,1/40/35/115/1/105,建模/编程/写作
18,80,86.886688,1.000000,True,0.333333,67.766771,至少两人有参赛经历:1.00；三人排名前40%:1.00；三人专业不同:1.00,24,泛函分析,土木、环工专业优先，均专业排名前40%，队员专业不同，具有参赛经历的队员至少两人,土木/大数据/电科,3/1/3,1/0/1,24/308/21/58/9/50,建模/写作/编程
34,139,68.535758,0.666667,False,1.000000,59.345455,三人均有参赛经历:0.33；至少一人为二年级以上:1.00,25,图像处理与小波分析,均有参赛经历，至少一人为二年级或以上,材科/功能/土木,3/1/1,1/0/0,15/105/12/66/48/300,建模/写作/编程
34,34,66.751144,0.666667,False,1.000000,50.422386,三人均有参赛经历:0.33；至少一人为二年级以上:1.00,25,图像处理与小波分析,均有参赛经历，至少一人为二年级或以上,材料/材料/材料,3/3/1,0/1/0,84/119/79/119/37/120,建模/编程/写作
34,65,67.382995,0.666667,False,1.000000,53.581640,三人均有参赛经历:0.33；至少一人为二年级以上:1.00,25,图像处理与小波分析,均有参赛经历，至少一人为二年级或以上,计算机/计算机/计算机,1/2/1,0/1/0,29/120/11/123/52/120,建模/编程/写作
20,67,89.907967,1.000000,True,0.666667,66.206500,三人均为二年级以上:1.00,26,密码学,计算机专业、土木专业优先，均为二年级或以上,工程/土木/土木,3/2/3,0/0/1,32/80/8/310/35/308,编程/写作/建模
20,43,81.781377,1.000000,True,0.000000,58.906887,三人均为二年级以上:1.00,26,密码学,计算机专业、土木专业优先，均为二年级或以上,城地/自动化/城地,3/3/2,0/0/0,8/68/37/67/4/60,建模/编程/写作
20,117,84.552342,1.000000,True,0.333333,56.095041,三人均为二年级以上:1.00,26,密码学,计算机专业、土木专业优先，均为二年级或以上,土木/应数/给排水,3/2/2,0/0/0,76/308/30/60/2/121,建模/编程/写作
10,75,66.925612,0.666667,False,1.000000,51.294727,三人均有参赛经历:0.33；专业不全相同:1.00,27,半群与代数,队员专业不全相同，均具有参赛经历,应数/应数/计算机,1/1/2,0/0/1,21/59/16/59/41/123,建模/写作/编程
10,47,67.030770,0.666667,False,1.000000,51.820518,三人均有参赛经历:0.33；专业不全相同:1.00,27,半群与代数,队员专业不全相同，均具有参赛经历,应数/计算机/计算机,1/1/3,0/0/1,11/59/56/120/61/128,建模/编程/写作
10,144,67.296111,0.666667,False,1.000000,53.147222,三人均有参赛经历:0.33；专业不全相同:1.00,27,半群与代数,队员专业不全相同，均具有参赛经历,计算机/计算机/化工,1/2/1,0/1/0,45/120/41/123/7/75,建模/编程/写作
26,58,69.561878,0.666667,False,1.000000,64.476057,三人均有参赛经历:0.33；专业不全相同:1.00,28,密码学,均具有参赛经历，队员专业不全相同,计算机/计算机/给排水,1/2/3,0/1/0,1/120/22/123/9/125,建模/编程/写作
26,129,65.749724,0.666667,False,1.000000,45.415285,三人均有参赛经历:0.33；专业不全相同:1.00,28,密码学,均具有参赛经历，队员专业不全相同,应数/应数/给排水,2/1/2,1/0/0,50/60/45/59/10/121,建模/编程/写作
26,44,66.711193,0.666667,False,1.000000,50.222634,三人均有参赛经历:0.33；专业不全相同:1.00,28,密码学,均具有参赛经历，队员专业不全相同,建环/建环/通信,1/2/1,0/1/0,30/121/33/120/54/102,写作/建模/编程
8,131,92.057675,1.000000,True,1.000000,60.288377,至少两人有参赛经历:1.00,29,时间序列,专业不限，具有参赛经历的队员两人以上,给排水/建环/金属,2/1/2,1/0/1,70/121/23/121/3/47,写作/建模/编程
8,12,94.048043,1.000000,True,1.000000,70.240216,至少两人有参赛经历:1.00,29,时间序列,专业不限，具有参赛经历的队员两人以上,化工/化工/功能,3/2/3,0/1/1,28/76/3/78/14/65,写作/建模/编程
8,85,91.968220,1.000000,True,1.000000,59.841102,至少两人有参赛经历:1.00,29,时间序列,专业不限，具有参赛经历的队员两人以上,材卓/材卓/自动化,2/2/1,1/1/0,5/56/2/56/44/59,写作/建模/编程
12,15,87.993665,1.000000,True,0.333333,73.301659,至少两人有参赛经历:1.00；三人专业不同:1.00,30,图像处理与小波分析,具有参赛经历队员至少两人，队员专业不同，计算机、应数专业优先,应数/电科/电气,2/2/3,0/1/2,16/60/14/51/3/91,建模/编程/写作
12,172,87.275141,1.000000,True,0.333333,69.709040,至少两人有参赛经历:1.00；三人专业不同:1.00,30,图像处理与小波分析,具有参赛经历队员至少两人，队员专业不同，计算机、应数专业优先,应数/机制/冶金,2/1/3,1/0/2,6/60/33/66/4/59,建模/写作/编程
12,171,84.503595,1.000000,True,0.333333,55.851307,至少两人有参赛经历:1.00；三人专业不同:1.00,30,图像处理与小波分析,具有参赛经历队员至少两人，队员专业不同，计算机、应数专业优先,大数据/电子信息/应数,3/1/2,1/0/1,45/63/45/85/11/60,编程/写作/建模
15,95,67.905683,0.666667,False,1.000000,56.195083,三人均有参赛经历:0.33；三人专业不同:1.00,31,数据分析与可视化,队员专业不同，均具有参赛经历，专业排名不限,力学/机制/土木,1/2/3,0/0/1,13/72/36/62/64/308,编程/写作/建模
15,107,67.031475,0.666667,False,1.000000,51.824044,三人均有参赛经历:0.33；三人专业不同:1.00,31,数据分析与可视化,队员专业不同，均具有参赛经历，专业排名不限,应数/电科/给排水,2/1/1,1/0/0,30/60/6/50/36/122,建模/编程/写作
15,64,66.654106,0.666667,False,1.000000,49.937198,三人均有参赛经历:0.33；三人专业不同:1.00,31,数据分析与可视化,队员专业不同，均具有参赛经历，专业排名不限,材成/力学/电气,1/1/2,0/0/1,20/60/6/30/50/92,写作/建模/编程
1,108,83.536704,1.000000,True,0.000000,67.683520,至少两人有参赛经历:1.00；三人专业不同:1.00,32,模糊数学,队员专业不同，土木、环工专业优先，具有参赛经历队员至少两人,机械类/给排水/城地,3/2/3,1/0/1,6/77/39/121/30/68,建模/写作/编程
1,39,80.901144,1.000000,True,0.000000,54.505722,至少两人有参赛经历:1.00；三人专业不同:1.00,32,模糊数学,队员专业不同，土木、环工专业优先，具有参赛经历队员至少两人,给排水/信管/机械电子,2/3/1,1/1/0,95/121/24/91/38/77,建模/写作/编程
1,115,83.325523,1.000000,True,0.000000,66.627616,至少两人有参赛经历:1.00；三人专业不同:1.00,32,模糊数学,队员专业不同，土木、环工专业优先，具有参赛经历队员至少两人,安全/电气/化工,3/3/2,0/1/1,3/87/42/91/34/78,写作/建模/编程
6,62,85.766333,1.000000,True,0.333333,62.164997,至少一人有参赛经历:1.00；三人专业不同:1.00,33,数值计算,队员专业不同，计算机、数学专业优先，具有参赛历队员至少一人,给排水/应数/智能,1/2/3,0/0/1,28/122/7/60/7/63,写作/编程/建模
6,74,85.207844,1.000000,True,0.333333,59.372551,至少一人有参赛经历:1.00；三人专业不同:1.00,33,数值计算,队员专业不同，计算机、数学专业优先，具有参赛历队员至少一人,材成/建环/计算机,3/1/1,1/0/0,10/63/20/121/19/120,建模/写作/编程
6,121,89.412691,1.000000,True,0.666667,63.730120,至少一人有参赛经历:1.00；三人专业不同:1.00,33,数值计算,队员专业不同，计算机、数学专业优先，具有参赛历队员至少一人,应数/计算机/机制,3/1/3,0/0/1,1/45/23/120/22/68,建模/编程/写作
5,38,93.597862,1.000000,True,1.000000,67.989310,三人排名前30%:1.00；三人均为二年级以上:1.00,34,数据分析与可视化,专业排名均不低于前30%、二年级以上,通信/通信/计算机,3/3/2,0/0/1,9/108/31/108/2/123,写作/建模/编程
5,89,92.904122,1.000000,True,1.000000,64.520609,三人排名前30%:1.00；三人均为二年级以上:1.00,34,数据分析与可视化,专业排名均不低于前30%、二年级以上,应数/应数/土木,2/2/2,0/1/0,1/60/12/60/12/310,建模/写作/编程
5,79,92.645363,1.000000,True,1.000000,63.226815,三人排名前30%:1.00；三人均为二年级以上:1.00,34,数据分析与可视化,专业排名均不低于前30%、二年级以上,交运/交运/自动化,2/2/3,1/0/0,5/78/17/78/20/67,写作/编程/建模
3,33,92.009970,1.000000,True,1.000000,60.049851,至少一人有参赛经历:1.00；三人排名前50%:1.00,35,概率统计,至少一人有参赛经历，队员专业排名均在前50%以内,管科/电气/机械类,3/2/1,1/0/0,66/151/12/89/5/75,写作/建模/编程
3,1,91.655914,1.000000,True,1.000000,58.279570,至少一人有参赛经历:1.00；三人排名前50%:1.00,35,概率统计,至少一人有参赛经历，队员专业排名均在前50%以内,安全/安全/机械电子,2/2/1,0/1/0,11/93/16/93/22/77,写作/编程/建模
3,167,91.163073,1.000000,True,1.000000,55.815366,至少一人有参赛经历:1.00；三人排名前50%:1.00,35,概率统计,至少一人有参赛经历，队员专业排名均在前50%以内,应数/工程/土木,1/2/2,0/0/1,15/59/39/85/23/310,写作/编程/建模
