set,group,group_type,group_value,n,mae_kW,rmse_kW,bias_kW 
B_nontail,F2_intraday_linear,day,2025-07-19,216,146.9741572836065,191.5472035595284,-57.815858898515806
B_nontail,F2_intraday_linear,day,2025-07-20,216,192.1363874386877,237.4230551514244,-4.475069267681049
B_nontail,F2_intraday_linear,day,2025-07-21,216,178.96502215833164,225.89357748573846,-115.33200766431307
B_nontail,F2_intraday_linear,day,2025-07-22,216,160.02220436078412,197.47154519135978,-23.12698478393347
B_nontail,F2_intraday_linear,day,2025-07-23,216,171.87702595772438,210.22754392107825,-72.8321040173414
B_nontail,F2_intraday_linear,day,2025-07-24,216,182.93487817439834,233.14797456011817,-85.29408781794255
B_nontail,F2_intraday_linear,day,2025-07-25,216,146.23145284616479,179.21308869615908,-51.59566965925469
B_nontail,F2_intraday_linear,day,2025-07-26,216,141.61634804348364,180.58106065299643,-9.230097306726632
B_nontail,F2_intraday_linear,day,2025-07-27,216,212.72969045701495,261.5928906777991,-12.727279470567316
B_nontail,F2_intraday_linear,day,2025-07-28,216,170.2013982048052,205.155463243472,-16.05389061354736
B_nontail,F2_intraday_linear,day,2025-07-29,216,173.2650596058849,217.55656399834908,-64.56554715048907
B_nontail,F2_intraday_linear,day,2025-07-30,216,141.78104258855086,173.53288635764838,-30.91168869262063
B_nontail,F2_intraday_linear,day,2025-07-31,216,173.1055280590906,211.22607457297306,-107.30499846392895
B_nontail,F2_intraday_linear,day,2025-08-01,216,184.18423426641837,230.62672173510126,-122.53529216725464
B_nontail,F2_intraday_linear,day,2025-08-02,216,156.03351358474936,196.6175850869146,41.36821657588416
B_nontail,F2_intraday_linear,day,2025-08-03,216,138.947903126897,171.86511623238908,28.801712039080442
B_nontail,F2_intraday_linear,day,2025-08-04,216,179.5388313234726,219.1298226670784,2.243362867893211
B_nontail,F2_intraday_linear,day,2025-08-05,216,171.85097923938687,207.87531537414787,-33.9691199292834
B_nontail,F2_intraday_linear,day,2025-08-06,216,163.49172326734993,206.5426587386734,-29.046617858816713
B_nontail,F2_intraday_linear,day,2025-08-07,216,149.35676024385617,188.75372926402832,-6.909871221402636
B_nontail,F2_intraday_linear,day,2025-08-08,216,155.75982315307434,192.49595295551146,26.933649605420086
B_nontail,F2_intraday_linear,day,2025-08-09,216,146.97441831701803,182.0062628219221,23.527490602043176
B_nontail,F2_intraday_linear,day,2025-08-10,216,159.38797024709572,195.57175898159198,-42.931612823531296
B_nontail,F2_intraday_linear,day,2025-08-11,216,150.7341598144863,188.27908073528195,24.585445041482526
B_nontail,F2_intraday_linear,day,2025-08-12,216,123.4888292198272,149.4239291287432,-10.112975781361506
B_nontail,F2_intraday_linear,day,2025-08-13,216,158.99297016785837,196.61018583879812,16.587365834405812
B_nontail,F2_intraday_linear,day,2025-08-14,216,177.7962699065982,210.83701814194535,58.80425583609056
B_nontail,F2_intraday_linear,day,2025-08-15,216,174.56546292901007,205.4010216363093,-16.24827877735718
B_nontail,F2_intraday_linear,day,2025-08-16,216,148.41188585278746,181.34484287343113,15.378893708939744
B_nontail,F2_intraday_linear,day,2025-08-17,216,179.26420422437428,214.44916907931227,61.18831940537986
B_nontail,F2_intraday_linear,day,2025-08-18,216,163.23844237291542,205.10013819209718,26.66434035989585
B_nontail,F2_intraday_linear,day,2025-08-19,216,166.18505349925883,209.52173599394365,-27.04434025029548
B_nontail,F2_intraday_linear,day,2025-08-20,216,164.1096398943971,200.74499125146008,42.52265580851241
B_nontail,F2_intraday_linear,day,2025-08-21,216,142.839062194247,176.70770906103357,19.777374416762658
B_nontail,F2_intraday_linear,day,2025-08-22,216,155.61055497641553,199.637797962295,56.54215144688342
B_nontail,F2_intraday_linear,day,2025-08-23,216,135.08940502746373,186.48191821488666,47.616220821871515
B_nontail,F2_intraday_linear,day,2025-08-24,216,156.53945612047175,201.75701382185824,50.208637576873826
B_nontail,F2_intraday_linear,day,2025-08-25,216,119.87948336530651,155.72705880586392,11.45263031575428
B_nontail,F2_intraday_linear,day,2025-08-26,216,148.37219583188892,185.60497239253706,-5.261717085845566
B_nontail,F2_intraday_linear,day,2025-08-27,216,126.86558285141099,154.63765778196134,14.61181135276203
B_nontail,F2_intraday_linear,day,2025-08-28,216,179.49855156403962,223.94296196623844,84.32475183377491
B_nontail,F2_intraday_linear,day,2025-08-29,216,163.57118173831455,197.34263906626737,-7.324841497398529
B_nontail,F2_intraday_linear,day,2025-08-30,216,153.02727725976789,188.53049582876218,66.26024659290063
B_nontail,F2_intraday_linear,day,2025-08-31,216,154.1042657226478,188.46004822490985,17.31297336539471
B_nontail,F2_intraday_linear,day,2025-09-01,216,573.0504005523135,627.4877097166286,-569.4031881267437
B_nontail,F2_intraday_linear,day,2025-09-02,216,397.6273305046878,457.0309628538243,-389.5260639615219
B_nontail,F2_intraday_linear,day,2025-09-03,216,325.3700530904784,383.18106826429363,-306.6541039127893
B_nontail,F2_intraday_linear,day,2025-09-04,216,306.781296896117,359.3212272129115,-178.83740635418803
B_nontail,F2_intraday_linear,day,2025-09-05,216,174.42951070086517,208.49358865146615,-92.06700692428485
B_nontail,F2_intraday_linear,day,2025-09-06,216,160.5500612606926,209.32421597260884,-31.275817345236714
B_nontail,F2_intraday_linear,day,2025-09-07,216,205.9600880981017,252.17162547065277,-95.79576052953227
B_nontail,F2_intraday_linear,day,2025-09-08,216,302.64812222792494,358.80591422275455,249.082765451067
B_nontail,F2_intraday_linear,day,2025-09-09,216,148.21185166743325,186.334595480981,11.78797058491232
B_nontail,F2_intraday_linear,day,2025-09-10,216,144.24364665500912,184.86186525483177,26.103439486034304
B_nontail,F2_intraday_linear,day,2025-09-11,216,152.476902573917,198.82622631562302,-31.5559235467699
B_nontail,F2_intraday_linear,day,2025-09-12,216,152.96137400793256,194.20670344821917,20.786868659980033
B_nontail,F2_intraday_linear,day,2025-09-13,216,149.63678317927608,180.17725134505375,1.5275625988446573
B_nontail,F2_intraday_linear,day,2025-09-14,216,180.1433528143582,227.15995273472754,49.1634754338719
B_nontail,F2_intraday_linear,day,2025-09-15,216,161.52343975657823,199.33967546092276,42.25302272522191
B_nontail,F2_intraday_linear,day,2025-09-16,216,132.66898608976882,166.69095871107544,19.198685717187256
B_nontail,F2_intraday_linear,day,2025-09-17,216,140.2834134669634,182.2953583457846,53.15657110263698
B_nontail,F2_intraday_linear,day,2025-09-18,216,137.4549769488608,177.11932023886735,68.47864819551332
B_nontail,F2_intraday_linear,day,2025-09-19,216,153.54885081871436,190.36865039090094,-36.68045486091514
B_nontail,F2_intraday_linear,day,2025-09-20,216,186.93283606747593,231.38092456331583,100.91740821106168
B_nontail,F2_intraday_linear,day,2025-09-21,216,152.33289710058057,195.2366012579185,-33.48595408490542
B_nontail,F2_intraday_linear,day,2025-09-22,216,159.78720195129486,198.79292704119604,63.97196112776956
B_nontail,F2_intraday_linear,day,2025-09-23,216,137.65589508150893,178.28308613591062,59.66417218187142
B_nontail,F2_intraday_linear,day,2025-09-24,216,150.06278520601677,187.4700954236702,-62.93166002373794
B_nontail,F2_intraday_linear,day,2025-09-25,216,205.28337696410694,264.872781568156,151.93875287030693
B_nontail,F2_intraday_linear,day,2025-09-26,216,137.69976887447794,179.48527814772018,-8.867435680609653
B_nontail,F2_intraday_linear,day,2025-09-27,216,166.1887636630939,200.2876799391549,51.53622830309163
B_nontail,F2_intraday_linear,day,2025-09-28,216,153.97675085874104,199.22467655627506,10.632659838432527
B_nontail,F2_intraday_linear,day,2025-09-29,216,171.63189352160092,207.59712271100346,103.11343451435184
B_nontail,F2_intraday_linear,day,2025-09-30,216,140.96556813799904,173.6232298839528,74.72500058921817
B_nontail,F2_intraday_linear,day,2025-10-01,216,200.902480947743,246.16191795169112,-114.0146859655489
B_nontail,F2_intraday_linear,day,2025-10-02,216,174.9992747425668,218.3013213744114,-100.38081229107247
B_nontail,F2_intraday_linear,day,2025-10-03,216,168.54767471828347,214.80404776685785,-83.44869793948598
B_nontail,F2_intraday_linear,day,2025-10-04,216,125.13870426127852,157.02616933037635,-30.164339236320984
B_nontail,F2_intraday_linear,day,2025-10-05,216,148.0069465610881,175.00816056222095,2.780356472810259
B_nontail,F2_intraday_linear,day,2025-10-06,216,140.40403947283488,166.41405181744597,-51.503455220204565
B_nontail,F2_intraday_linear,day,2025-10-07,216,112.32974090096876,143.85071452359853,-34.241430757538296
B_nontail,F2_intraday_linear,day,2025-10-08,216,160.682998484848,195.31074998098464,111.26906369751786
B_nontail,F2_intraday_linear,day,2025-10-09,216,109.31635027137807,141.94919428193225,72.00375852355857
B_nontail,F2_intraday_linear,day,2025-10-10,216,122.60415433453021,153.99863287317694,60.385721079745835
B_nontail,F2_intraday_linear,day,2025-10-11,216,115.8741621788109,143.51581504349554,33.56453545794047
B_nontail,F2_intraday_linear,day,2025-10-12,216,113.29400836996027,139.8266382678346,69.42622298866276
B_nontail,F2_intraday_linear,day,2025-10-13,216,85.33791649822103,110.3534905372946,26.892377891434652
B_nontail,F2_intraday_linear,day,2025-10-14,216,111.84367501627503,140.11056872631738,59.42240156871261
B_nontail,F2_intraday_linear,day,2025-10-15,216,97.01760670855109,123.96573290679649,26.557305103110316
B_nontail,F2_intraday_linear,day,2025-10-16,216,118.20353637832243,149.99095857906812,40.28542572249156
B_nontail,F2_intraday_linear,day,2025-10-17,216,110.89327441163212,138.01657525350203,35.06094599385827
B_nontail,F2_intraday_linear,day,2025-10-18,216,115.8290047493949,136.1747916242917,-9.610381954324206
B_nontail,F2_intraday_linear,day,2025-10-19,216,113.18550473941198,136.42292293111228,48.75894987198659
B_nontail,F2_intraday_linear,day,2025-10-20,216,100.25754897591007,120.49690067804,49.61969298132286
B_nontail,F2_intraday_linear,day,2025-10-21,216,95.33082223696341,117.23525375910737,3.1838420032952484
B_nontail,F2_intraday_linear,day,2025-10-22,216,119.21976248827552,148.60868457915873,55.65366654082515
B_nontail,F2_intraday_linear,day,2025-10-23,216,118.27261702439552,148.98707622935163,16.777855608048995
B_nontail,F2_intraday_linear,day,2025-10-24,216,129.58726188347302,154.85457409803527,32.290233765196426
B_nontail,F2_intraday_linear,day,2025-10-25,216,113.70014486593793,138.49781928098253,18.93486797223701
B_nontail,F2_intraday_linear,day,2025-10-26,216,110.2700898927229,139.52489805308934,-9.181185250100368
B_nontail,F2_intraday_linear,day,2025-10-27,216,100.56061474933719,120.54179340403142,6.310339914107281
B_nontail,F2_intraday_linear,day,2025-10-28,216,97.94752287634357,120.17549566372577,0.7709343463285029
B_nontail,F2_intraday_linear,day,2025-10-29,216,104.32848050349632,130.28520842724294,58.8353885033445
B_nontail,F2_intraday_linear,day,2025-10-30,216,110.10676824038109,136.437705855733,3.7525076418319787
B_nontail,F2_intraday_linear,day,2025-10-31,216,115.14834804664068,143.55629632187927,12.24028682937486
B_nontail,F2_intraday_linear,day,2025-11-01,216,94.28008106902055,119.48955468416376,-9.88408404419229
B_nontail,F2_intraday_linear,day,2025-11-02,216,119.17475488707277,151.29852396642906,40.10526084469146
B_nontail,F2_intraday_linear,day,2025-11-03,216,85.56503071563284,113.49721819326278,-2.2247444179207814
B_nontail,F2_intraday_linear,day,2025-11-04,216,115.66668821069096,137.814458633388,1.607641019526707
B_nontail,F2_intraday_linear,day,2025-11-05,216,106.32107828023925,128.1052834069011,-1.0162349027690762
B_nontail,F2_intraday_linear,day,2025-11-06,216,106.22401784835974,124.67007032405208,23.152816742263507
B_nontail,F2_intraday_linear,day,2025-11-07,216,114.05121646431029,141.66456272595278,8.044755581807225
B_nontail,F2_intraday_linear,day,2025-11-08,216,93.24991115564491,116.42627268785421,-0.27461910205763024
B_nontail,F2_intraday_linear,day,2025-11-09,216,101.07597454345284,126.53044043779167,16.213568317806775
B_nontail,F2_intraday_linear,day,2025-11-10,216,105.26725132779315,125.95068461257829,23.74309831518986
B_nontail,F2_intraday_linear,day,2025-11-11,216,87.41180457687376,107.86838666315933,9.415974829323751
B_nontail,F2_intraday_linear,day,2025-11-12,216,98.36926847269598,125.64543419417343,-25.91475177613929
B_nontail,F2_intraday_linear,day,2025-11-13,216,99.95170705906537,124.08672738700645,1.4578350957541488
B_nontail,F2_intraday_linear,day,2025-11-14,216,99.6579800944455,130.90561357231823,-34.327815962763914
B_nontail,F2_intraday_linear,day,2025-11-15,216,91.89040336488452,117.55480370268728,2.3061807365350084
B_nontail,F2_intraday_linear,day,2025-11-16,216,107.71873243884208,138.77356583202157,18.601724848067704
B_nontail,F2_intraday_linear,day,2025-11-17,216,105.724514127948,128.49465815216905,-58.40018182088925
B_nontail,F2_intraday_linear,day,2025-11-18,216,103.31527719613477,134.923007394267,39.830299094067456
B_nontail,F2_intraday_linear,day,2025-11-19,216,102.90019629341545,127.53537542478688,-8.505875588664228
B_nontail,F2_intraday_linear,day,2025-11-20,216,103.18149484172119,122.92604490649934,-10.763795757551074
B_nontail,F2_intraday_linear,day,2025-11-21,216,101.93499095824218,125.35510434121808,-37.271212969196206
B_nontail,F2_intraday_linear,day,2025-11-22,216,91.06689034885532,111.2936396795886,-21.785853039539596
B_nontail,F2_intraday_linear,day,2025-11-23,216,96.86983360844224,120.92689208877593,-29.13269467605369
B_nontail,F2_intraday_linear,day,2025-11-24,216,108.50681253963285,134.70979946488717,-6.028404245537557
B_nontail,F2_intraday_linear,day,2025-11-25,216,101.69303000510088,129.63165312300603,-22.943331922836702
B_nontail,F2_intraday_linear,day,2025-11-26,216,111.88294121844874,137.9253737599553,-31.595165115925596
B_nontail,F2_intraday_linear,day,2025-11-27,216,91.62201389243903,115.02855327615322,-48.789292268353265
B_nontail,F2_intraday_linear,day,2025-11-28,216,112.75412972276344,136.4280838728353,-17.577146997719478
B_nontail,F2_intraday_linear,day,2025-11-29,216,104.70726434089539,128.41497420405517,-18.69113120342056
B_nontail,F2_intraday_linear,day,2025-11-30,216,107.7768655167656,133.52003055417688,-7.611482802864362
B_nontail,F2_intraday_linear,day,2025-12-01,216,249.21929141746293,329.25389070078336,153.1775440326114
B_nontail,F2_intraday_linear,day,2025-12-02,216,121.24135522723724,149.92106623086298,74.90133563348863
B_nontail,F2_intraday_linear,day,2025-12-03,216,122.41148271266542,155.41764738956687,31.49378270701445
B_nontail,F2_intraday_linear,day,2025-12-04,216,165.44974319463788,195.54358615740682,-110.28217719333787
B_nontail,F2_intraday_linear,day,2025-12-05,216,160.34727131718822,195.05953151052017,-102.59496098880832
B_nontail,F2_intraday_linear,day,2025-12-06,216,148.70522181961167,177.2596137185461,-26.131150995112083
B_nontail,F2_intraday_linear,day,2025-12-07,216,111.53328751384004,136.81759294228368,-6.130424365055087
B_nontail,F2_intraday_linear,day,2025-12-08,216,137.84865944251604,165.74258014079345,-94.79673509090988
B_nontail,F2_intraday_linear,day,2025-12-09,216,121.54895447639821,147.8589476992167,18.92977019836864
B_nontail,F2_intraday_linear,day,2025-12-10,216,118.02592017909538,150.24934798607504,-16.551499161464573
B_nontail,F2_intraday_linear,day,2025-12-11,216,129.11364032723884,165.1653311330685,-10.772648389692087
B_nontail,F2_intraday_linear,day,2025-12-12,216,144.15378557798525,173.296090354011,2.1079209913919836
B_nontail,F2_intraday_linear,day,2025-12-13,216,100.64962766824277,127.41015558402903,-8.400126731217313
B_nontail,F2_intraday_linear,day,2025-12-14,216,111.41405252566732,144.20876711128378,26.72645988419124
B_nontail,F2_intraday_linear,day,2025-12-15,216,102.03778087311184,126.94844803678379,5.389910974993164
B_nontail,F2_intraday_linear,day,2025-12-16,216,106.97842916630506,133.73168065367693,-14.208560270302184
B_nontail,F2_intraday_linear,day,2025-12-17,216,124.41890520423547,157.20112977743602,-40.318740339405124
B_nontail,F2_intraday_linear,day,2025-12-18,216,107.86300472830145,133.4652133729671,-31.91082299292861
B_nontail,F2_intraday_linear,day,2025-12-19,216,121.90278138022485,147.93772403547558,33.810289903998466
B_nontail,F2_intraday_linear,day,2025-12-20,216,105.30989926030624,133.58635825674136,-18.080081464079754
B_nontail,F2_intraday_linear,day,2025-12-21,216,122.77714503549042,149.81945328805082,-25.546470974077003
B_nontail,F2_intraday_linear,day,2025-12-22,216,101.75586776519076,133.5584108785212,-8.159551615780035
B_nontail,F2_intraday_linear,day,2025-12-23,216,114.38867996942749,135.02194865523705,26.865035753348863
B_nontail,F2_intraday_linear,day,2025-12-24,216,104.51525048715177,128.32413444921502,20.791097814584813
B_nontail,F2_intraday_linear,day,2025-12-25,216,109.332013724298,134.8790846405696,2.582135432534625
B_nontail,F2_intraday_linear,day,2025-12-26,216,109.36893548119991,132.47429035470702,-23.295471499554314
B_nontail,F2_intraday_linear,day,2025-12-27,216,129.13650421693703,152.31498121827178,4.956675551468733
B_nontail,F2_intraday_linear,day,2025-12-28,216,126.25429657188563,149.82231221959978,-21.845977796571972
B_nontail,F2_intraday_linear,day,2025-12-29,216,113.26620242668966,144.89955846095233,-6.8298598092513965
B_nontail,F2_intraday_linear,day,2025-12-30,216,105.03671920756278,133.56713313945005,-63.9497077131519
B_nontail,F2_intraday_linear,day,2025-12-31,216,107.76812000538428,135.0897010569077,-5.908616840806383
A_hourly,F0_original,hour,31_6_0,6,199.59720662355585,199.59720662355585,-199.59720662355585
A_hourly,F1_hist_mean,hour,31_6_0,6,265.80244148854354,265.80244148854354,-265.80244148854354
A_hourly,F2_intraday_linear,hour,31_6_0,6,266.24118412401185,266.24118412401185,266.24118412401185
A_hourly,F0_original,hour,31_6_1,6,228.13170880461348,228.13170880461348,-228.13170880461348
A_hourly,F1_hist_mean,hour,31_6_1,6,294.45153456565276,294.45153456565276,-294.45153456565276
A_hourly,F2_intraday_linear,hour,31_6_1,6,168.43630639845196,168.43630639845196,168.43630639845196
A_hourly,F0_original,hour,31_6_2,6,261.44797019231146,261.44797019231146,-261.44797019231146
A_hourly,F1_hist_mean,hour,31_6_2,6,370.3681702239828,370.3681702239828,-370.3681702239828
A_hourly,F2_intraday_linear,hour,31_6_2,6,527.1287275900786,527.1287275900786,527.1287275900786
A_hourly,F0_original,hour,31_6_3,6,111.85581869496127,111.85581869496127,-111.85581869496127
A_hourly,F1_hist_mean,hour,31_6_3,6,209.38799286553422,209.38799286553422,-209.38799286553422
A_hourly,F2_intraday_linear,hour,31_6_3,6,484.97457912506025,484.97457912506025,484.97457912506025
A_hourly,F0_original,hour,31_6_4,6,221.54994210796667,221.54994210796667,-221.54994210796667
A_hourly,F1_hist_mean,hour,31_6_4,6,311.2066913671779,311.2066913671779,-311.2066913671779
A_hourly,F2_intraday_linear,hour,31_6_4,6,335.9552686363145,335.9552686363145,335.9552686363145
A_hourly,F0_original,hour,31_6_5,6,226.97061650208934,226.97061650208934,-226.97061650208934
A_hourly,F1_hist_mean,hour,31_6_5,6,296.897980727093,296.897980727093,-296.897980727093
A_hourly,F2_intraday_linear,hour,31_6_5,6,377.0503402734739,377.0503402734739,377.0503402734739
A_hourly,F0_original,hour,31_12_0,6,299.2234179443708,299.2234179443708,-299.2234179443708
A_hourly,F1_hist_mean,hour,31_12_0,6,363.67239794628995,363.67239794628995,-363.67239794628995
A_hourly,F2_intraday_linear,hour,31_12_0,6,114.74478197743747,114.74478197743747,-114.74478197743747
A_hourly,F0_original,hour,31_12_1,6,310.87928708940535,310.87928708940535,-310.87928708940535
A_hourly,F1_hist_mean,hour,31_12_1,6,398.0304899430248,398.0304899430248,-398.0304899430248
A_hourly,F2_intraday_linear,hour,31_12_1,6,111.91829634648866,111.91829634648866,-111.91829634648866
A_hourly,F0_original,hour,31_12_2,6,207.18624002905563,207.18624002905563,-207.18624002905563
A_hourly,F1_hist_mean,hour,31_12_2,6,268.8905428561993,268.8905428561993,-268.8905428561993
A_hourly,F2_intraday_linear,hour,31_12_2,6,29.409133119499074,29.409133119499074,29.409133119499074
A_hourly,F0_original,hour,31_12_3,6,142.901277838876,142.901277838876,-142.901277838876
A_hourly,F1_hist_mean,hour,31_12_3,6,231.2544762486732,231.2544762486732,-231.2544762486732
A_hourly,F2_intraday_linear,hour,31_12_3,6,58.56339112103069,58.56339112103069,58.56339112103069
A_hourly,F0_original,hour,31_12_4,6,186.9943790514335,186.9943790514335,-186.9943790514335
A_hourly,F1_hist_mean,hour,31_12_4,6,257.8572330339862,257.8572330339862,-257.8572330339862
A_hourly,F2_intraday_linear,hour,31_12_4,6,28.159168861635862,28.159168861635862,28.159168861635862
A_hourly,F0_original,hour,31_12_5,6,138.66502426063653,138.66502426063653,-138.66502426063653
A_hourly,F1_hist_mean,hour,31_12_5,6,238.5391058422456,238.5391058422456,-238.5391058422456
A_hourly,F2_intraday_linear,hour,31_12_5,6,121.82790433015862,121.82790433015862,121.82790433015862
A_hourly,F0_original,hour,31_18_0,6,134.95515565905225,134.95515565905225,-134.95515565905225
A_hourly,F1_hist_mean,hour,31_18_0,6,175.92543441766065,175.92543441766065,-175.92543441766065
A_hourly,F2_intraday_linear,hour,31_18_0,6,66.8989868975682,66.8989868975682,-66.8989868975682
A_hourly,F0_original,hour,31_18_1,6,18.61694304720686,18.61694304720686,-18.61694304720686
A_hourly,F1_hist_mean,hour,31_18_1,6,55.86936688146261,55.86936688146261,-55.86936688146261
A_hourly,F2_intraday_linear,hour,31_18_1,6,63.47893044133889,63.47893044133889,63.47893044133889
A_hourly,F0_original,hour,31_18_2,6,178.68617347181953,178.68617347181953,-178.68617347181953
A_hourly,F1_hist_mean,hour,31_18_2,6,232.3595557261151,232.3595557261151,-232.3595557261151
A_hourly,F2_intraday_linear,hour,31_18_2,6,128.09507424994445,128.09507424994445,-128.09507424994445
A_hourly,F0_original,hour,31_18_3,6,60.78247313638576,60.78247313638576,-60.78247313638576
A_hourly,F1_hist_mean,hour,31_18_3,6,107.55628345929836,107.55628345929836,-107.55628345929836
A_hourly,F2_intraday_linear,hour,31_18_3,6,5.032876874798603,5.032876874798603,-5.032876874798603
A_hourly,F0_original,hour,31_18_4,6,192.83477757857918,192.83477757857918,-192.83477757857918
A_hourly,F1_hist_mean,hour,31_18_4,6,226.5209027892156,226.5209027892156,-226.5209027892156
A_hourly,F2_intraday_linear,hour,31_18_4,6,166.65344837563543,166.65344837563543,-166.65344837563543
A_hourly,F0_original,hour,31_18_5,6,69.8080976279889,69.8080976279889,-69.8080976279889
A_hourly,F1_hist_mean,hour,31_18_5,6,78.63659007945671,78.63659007945671,-78.63659007945671
A_hourly,F2_intraday_linear,hour,31_18_5,6,14.130813746191052,14.130813746191052,-14.130813746191052
A_hourly,F0_original,hour,32_6_0,6,227.48734455604426,227.48734455604426,-227.48734455604426
A_hourly,F1_hist_mean,hour,32_6_0,6,287.446258946381,287.446258946381,-287.446258946381
A_hourly,F2_intraday_linear,hour,32_6_0,6,199.63691997779642,199.63691997779642,199.63691997779642
A_hourly,F0_original,hour,32_6_1,6,292.3576091671921,292.3576091671921,-292.3576091671921
A_hourly,F1_hist_mean,hour,32_6_1,6,354.34428997092436,354.34428997092436,-354.34428997092436
A_hourly,F2_intraday_linear,hour,32_6_1,6,71.41368795053677,71.41368795053677,71.41368795053677
A_hourly,F0_original,hour,32_6_2,6,241.68733518059526,241.68733518059526,-241.68733518059526
A_hourly,F1_hist_mean,hour,32_6_2,6,345.48805353873104,345.48805353873104,-345.48805353873104
A_hourly,F2_intraday_linear,hour,32_6_2,6,469.48961509467426,469.48961509467426,469.48961509467426
A_hourly,F0_original,hour,32_6_3,6,182.13757928974155,182.13757928974155,-182.13757928974155
A_hourly,F1_hist_mean,hour,32_6_3,6,280.8391760069235,280.8391760069235,-280.8391760069235
A_hourly,F2_intraday_linear,hour,32_6_3,6,343.2202489010433,343.2202489010433,343.2202489010433
A_hourly,F0_original,hour,32_6_4,6,278.78533209083434,278.78533209083434,-278.78533209083434
A_hourly,F1_hist_mean,hour,32_6_4,6,355.6977548461891,355.6977548461891,-355.6977548461891
A_hourly,F2_intraday_linear,hour,32_6_4,6,239.47138710853142,239.47138710853142,239.47138710853142
A_hourly,F0_original,hour,32_6_5,6,124.08915575255014,124.08915575255014,-124.08915575255014
A_hourly,F1_hist_mean,hour,32_6_5,6,188.0623116500983,188.0623116500983,-188.0623116500983
A_hourly,F2_intraday_linear,hour,32_6_5,6,426.0301181235036,426.0301181235036,426.0301181235036
A_hourly,F0_original,hour,32_12_0,6,238.2693823201016,238.2693823201016,-238.2693823201016
A_hourly,F1_hist_mean,hour,32_12_0,6,292.75945513353145,292.75945513353145,-292.75945513353145
A_hourly,F2_intraday_linear,hour,32_12_0,6,134.17028349583143,134.17028349583143,-134.17028349583143
A_hourly,F0_original,hour,32_12_1,6,131.0889069382947,131.0889069382947,-131.0889069382947
A_hourly,F1_hist_mean,hour,32_12_1,6,202.22507513395794,202.22507513395794,-202.22507513395794
A_hourly,F2_intraday_linear,hour,32_12_1,6,19.6311630587752,19.6311630587752,-19.6311630587752
A_hourly,F0_original,hour,32_12_2,6,141.82185965331155,141.82185965331155,-141.82185965331155
A_hourly,F1_hist_mean,hour,32_12_2,6,196.6645943841795,196.6645943841795,-196.6645943841795
A_hourly,F2_intraday_linear,hour,32_12_2,6,7.760649288620698,7.760649288620698,-7.760649288620698
A_hourly,F0_original,hour,32_12_3,6,221.9644572845018,221.9644572845018,-221.9644572845018
A_hourly,F1_hist_mean,hour,32_12_3,6,305.1061094619572,305.1061094619572,-305.1061094619572
A_hourly,F2_intraday_linear,hour,32_12_3,6,121.82558069780134,121.82558069780134,-121.82558069780134
A_hourly,F0_original,hour,32_12_4,6,148.26144886079237,148.26144886079237,-148.26144886079237
A_hourly,F1_hist_mean,hour,32_12_4,6,209.94895597245886,209.94895597245886,-209.94895597245886
A_hourly,F2_intraday_linear,hour,32_12_4,6,28.59712482555733,28.59712482555733,-28.59712482555733
A_hourly,F0_original,hour,32_12_5,6,165.34006444794977,165.34006444794977,-165.34006444794977
A_hourly,F1_hist_mean,hour,32_12_5,6,263.21071599644165,263.21071599644165,-263.21071599644165
A_hourly,F2_intraday_linear,hour,32_12_5,6,35.910030264587476,35.910030264587476,-35.910030264587476
A_hourly,F0_original,hour,32_18_0,6,39.80187919351283,39.80187919351283,-39.80187919351283
A_hourly,F1_hist_mean,hour,32_18_0,6,71.46768632144085,71.46768632144085,-71.46768632144085
A_hourly,F2_intraday_linear,hour,32_18_0,6,49.908104433109656,49.908104433109656,49.908104433109656
A_hourly,F0_original,hour,32_18_1,6,79.56099602775794,79.56099602775794,-79.56099602775794
A_hourly,F1_hist_mean,hour,32_18_1,6,115.71391177699479,115.71391177699479,-115.71391177699479
A_hourly,F2_intraday_linear,hour,32_18_1,6,15.906932689813402,15.906932689813402,15.906932689813402
A_hourly,F0_original,hour,32_18_2,6,120.10462341329549,120.10462341329549,-120.10462341329549
A_hourly,F1_hist_mean,hour,32_18_2,6,165.87944113883714,165.87944113883714,-165.87944113883714
A_hourly,F2_intraday_linear,hour,32_18_2,6,49.838794775837414,49.838794775837414,-49.838794775837414
A_hourly,F0_original,hour,32_18_3,6,179.26035522761504,179.26035522761504,-179.26035522761504
A_hourly,F1_hist_mean,hour,32_18_3,6,216.4410819861332,216.4410819861332,-216.4410819861332
A_hourly,F2_intraday_linear,hour,32_18_3,6,102.28131001558813,102.28131001558813,-102.28131001558813
A_hourly,F0_original,hour,32_18_4,6,114.41707884167363,114.41707884167363,-114.41707884167363
A_hourly,F1_hist_mean,hour,32_18_4,6,139.5782423530759,139.5782423530759,-139.5782423530759
A_hourly,F2_intraday_linear,hour,32_18_4,6,72.35879751965513,72.35879751965513,-72.35879751965513
A_hourly,F0_original,hour,32_18_5,6,225.82643836661828,225.82643836661828,-225.82643836661828
A_hourly,F1_hist_mean,hour,32_18_5,6,232.03050114089638,232.03050114089638,-232.03050114089638
A_hourly,F2_intraday_linear,hour,32_18_5,6,160.58987626055614,160.58987626055614,-160.58987626055614
A_hourly,F0_original,hour,33_6_0,6,97.52132265272849,97.52132265272849,-97.52132265272849
