target,day_index,date,score_days,mine_score_days,chosen_lambda,stored_lambda,max_score_abs_diff,used_default
pv,38,2025-02-08,14,14,0.1,0.1,4.3655745685100555e-11,False
pv,39,2025-02-09,14,14,0.1,0.1,8.003553375601768e-11,False
pv,40,2025-02-10,14,14,0.1,0.1,3.637978807091713e-11,False
pv,41,2025-02-11,14,14,0.1,0.1,8.003553375601768e-11,False
pv,42,2025-02-12,14,14,0.1,0.1,5.093170329928398e-11,False
pv,43,2025-02-13,14,14,0.1,0.1,1.7462298274040222e-10,False
pv,44,2025-02-14,14,14,0.1,0.1,2.1827872842550278e-10,False
pv,45,2025-02-15,14,14,0.1,0.1,1.7462298274040222e-10,False
pv,46,2025-02-16,14,14,0.1,0.1,1.3096723705530167e-10,False
pv,47,2025-02-17,14,14,0.1,0.1,6.548361852765083e-11,False
pv,48,2025-02-18,14,14,0.1,0.1,8.731149137020111e-11,False
pv,49,2025-02-19,14,14,0.1,0.1,1.2369127944111824e-10,False
pv,50,2025-02-20,14,14,0.1,0.1,1.1641532182693481e-10,False
pv,51,2025-02-21,14,14,0.1,0.1,1.3096723705530167e-10,False
pv,52,2025-02-22,14,14,0.1,0.1,1.0186340659856796e-10,False
pv,53,2025-02-23,14,14,0.1,0.1,1.0913936421275139e-10,False
pv,54,2025-02-24,14,14,0.1,0.1,5.820766091346741e-11,False
pv,55,2025-02-25,14,14,0.1,0.1,5.093170329928398e-11,False
pv,56,2025-02-26,14,14,0.1,0.1,2.1827872842550278e-11,False
pv,57,2025-02-27,14,14,0.1,0.1,2.837623469531536e-10,False
pv,58,2025-02-28,14,14,0.1,0.1,3.41970007866621e-10,False
pv,59,2025-03-01,14,14,0.1,0.1,2.837623469531536e-10,False
pv,60,2025-03-02,14,14,0.1,0.1,3.055902197957039e-10,False
pv,61,2025-03-03,14,14,0.1,0.1,8.731149137020111e-11,False
pv,62,2025-03-04,14,14,1.0,1.0,5.820766091346741e-11,False
pv,63,2025-03-05,14,14,1.0,1.0,4.3655745685100555e-11,False
pv,64,2025-03-06,14,14,1.0,1.0,5.820766091346741e-11,False
pv,65,2025-03-07,14,14,1.0,1.0,5.820766091346741e-11,False
pv,66,2025-03-08,14,14,1.0,1.0,1.1641532182693481e-10,False
pv,67,2025-03-09,14,14,1.0,1.0,8.731149137020111e-11,False
pv,68,2025-03-10,14,14,1.0,1.0,1.4551915228366852e-10,False
pv,69,2025-03-11,14,14,1.0,1.0,2.0372681319713593e-10,False
pv,70,2025-03-12,14,14,1.0,1.0,3.055902197957039e-10,False
pv,71,2025-03-13,14,14,1.0,1.0,4.3655745685100555e-10,False
pv,72,2025-03-14,14,14,1.0,1.0,5.238689482212067e-10,False
pv,73,2025-03-15,14,14,0.1,0.1,5.529727786779404e-10,False
pv,74,2025-03-16,14,14,0.1,0.1,5.529727786779404e-10,False
pv,75,2025-03-17,14,14,0.1,0.1,3.92901711165905e-10,False
pv,76,2025-03-18,14,14,0.01,0.01,3.055902197957039e-10,False
pv,77,2025-03-19,14,14,0.01,0.01,3.4924596548080444e-10,False
pv,78,2025-03-20,14,14,0.01,0.01,3.637978807091713e-10,False
pv,79,2025-03-21,14,14,0.01,0.01,3.7834979593753815e-10,False
pv,80,2025-03-22,14,14,0.01,0.01,3.637978807091713e-10,False
pv,81,2025-03-23,14,14,0.01,0.01,3.7834979593753815e-10,False
pv,82,2025-03-24,14,14,0.01,0.01,3.346940502524376e-10,False
pv,83,2025-03-25,14,14,0.01,0.01,2.1827872842550278e-10,False
pv,84,2025-03-26,14,14,0.01,0.01,2.3283064365386963e-10,False
pv,85,2025-03-27,14,14,0.01,0.01,4.0745362639427185e-10,False
pv,86,2025-03-28,14,14,0.01,0.01,3.4924596548080444e-10,False
pv,87,2025-03-29,14,14,0.01,0.01,3.346940502524376e-10,False
pv,88,2025-03-30,14,14,0.1,0.1,4.802132025361061e-10,False
pv,89,2025-03-31,14,14,0.1,0.1,4.94765117764473e-10,False
pv,90,2025-04-01,14,14,0.01,0.01,4.0745362639427185e-10,False
pv,91,2025-04-02,14,14,0.01,0.01,3.346940502524376e-10,False
pv,92,2025-04-03,14,14,0.001,0.001,1.6007106751203537e-10,False
pv,93,2025-04-04,14,14,0.001,0.001,6.83940015733242e-10,False
pv,94,2025-04-05,14,14,0.01,0.01,1.4551915228366852e-10,False
pv,95,2025-04-06,14,14,0.001,0.001,1.6007106751203537e-10,False
pv,96,2025-04-07,14,14,0.01,0.01,1.6007106751203537e-10,False
pv,97,2025-04-08,14,14,0.01,0.01,1.6007106751203537e-10,False
pv,98,2025-04-09,14,14,0.01,0.01,1.7462298274040222e-10,False
pv,99,2025-04-10,14,14,0.001,0.001,1.7462298274040222e-10,False
pv,100,2025-04-11,14,14,0.001,0.001,2.0372681319713593e-10,False
pv,101,2025-04-12,14,14,0.001,0.001,3.055902197957039e-10,False
pv,102,2025-04-13,14,14,0.001,0.001,3.4924596548080444e-10,False
pv,103,2025-04-14,14,14,0.001,0.001,3.346940502524376e-10,False
pv,104,2025-04-15,14,14,0.001,0.001,2.764863893389702e-10,False
pv,105,2025-04-16,14,14,0.01,0.01,1.8917489796876907e-10,False
pv,106,2025-04-17,14,14,0.01,0.01,2.473825588822365e-10,False
pv,107,2025-04-18,14,14,0.01,0.01,4.220055416226387e-10,False
pv,108,2025-04-19,14,14,0.001,0.001,8.731149137020111e-11,False
pv,109,2025-04-20,14,14,0.001,0.001,1.1641532182693481e-10,False
pv,110,2025-04-21,14,14,0.001,0.001,8.731149137020111e-11,False
pv,111,2025-04-22,14,14,0.01,0.01,4.511093720793724e-10,False
pv,112,2025-04-23,14,14,0.001,0.001,6.257323548197746e-10,False
pv,113,2025-04-24,14,14,0.01,0.01,6.984919309616089e-10,False
pv,114,2025-04-25,14,14,0.01,0.01,2.1827872842550278e-10,False
pv,115,2025-04-26,14,14,0.01,0.01,2.0372681319713593e-10,False
pv,116,2025-04-27,14,14,0.01,0.01,2.764863893389702e-10,False
pv,117,2025-04-28,14,14,0.01,0.01,1.8917489796876907e-10,False
pv,118,2025-04-29,14,14,0.001,0.001,4.3655745685100555e-11,False
pv,119,2025-04-30,14,14,0.001,0.001,1.3096723705530167e-10,False
pv,120,2025-05-01,14,14,0.001,0.001,2.0372681319713593e-10,False
pv,121,2025-05-02,14,14,0.001,0.001,2.764863893389702e-10,False
pv,122,2025-05-03,14,14,0.001,0.001,2.0372681319713593e-10,False
pv,123,2025-05-04,14,14,0.001,0.001,2.9103830456733704e-10,False
pv,124,2025-05-05,14,14,0.001,0.001,2.3283064365386963e-10,False
pv,125,2025-05-06,14,14,0.001,0.001,5.820766091346741e-10,False
pv,126,2025-05-07,14,14,0.001,0.001,8.731149137020111e-10,False
pv,127,2025-05-08,14,14,0.001,0.001,1.076841726899147e-09,False
pv,128,2025-05-09,14,14,0.001,0.001,9.022187441587448e-10,False
pv,129,2025-05-10,14,14,0.001,0.001,8.440110832452774e-10,False
pv,130,2025-05-11,14,14,0.001,0.001,7.275957614183426e-10,False
pv,131,2025-05-12,14,14,0.001,0.001,8.440110832452774e-10,False
pv,132,2025-05-13,14,14,0.001,0.001,7.421476766467094e-10,False
pv,133,2025-05-14,14,14,0.001,0.001,6.257323548197746e-10,False
pv,134,2025-05-15,14,14,0.001,0.001,6.111804395914078e-10,False
pv,135,2025-05-16,14,14,0.001,0.001,6.402842700481415e-10,False
pv,136,2025-05-17,14,14,0.1,0.1,7.275957614183426e-10,False
pv,137,2025-05-18,14,14,0.001,0.001,6.548361852765083e-10,False
pv,138,2025-05-19,14,14,0.001,0.001,6.548361852765083e-10,False
pv,139,2025-05-20,14,14,0.001,0.001,6.111804395914078e-10,False
pv,140,2025-05-21,14,14,0.001,0.001,4.94765117764473e-10,False
pv,141,2025-05-22,14,14,0.001,0.001,5.384208634495735e-10,False
pv,142,2025-05-23,14,14,0.001,0.001,8.585629984736443e-10,False
pv,143,2025-05-24,14,14,0.01,0.01,9.313225746154785e-10,False
pv,144,2025-05-25,14,14,0.01,0.01,3.346940502524376e-10,False
pv,145,2025-05-26,14,14,0.01,0.01,6.548361852765083e-10,False
pv,146,2025-05-27,14,14,0.001,0.001,8.731149137020111e-10,False
pv,147,2025-05-28,14,14,0.001,0.001,8.294591680169106e-10,False
pv,148,2025-05-29,14,14,0.001,0.001,5.675246939063072e-10,False
pv,149,2025-05-30,14,14,0.001,0.001,4.511093720793724e-10,False
pv,150,2025-05-31,14,14,0.001,0.001,3.7834979593753815e-10,False
pv,151,2025-06-01,14,14,0.001,0.001,8.003553375601768e-10,False
pv,152,2025-06-02,14,14,0.001,0.001,2.9103830456733704e-10,False
pv,153,2025-06-03,14,14,0.001,0.001,4.94765117764473e-10,False
pv,154,2025-06-04,14,14,0.1,0.1,9.313225746154785e-10,False
pv,155,2025-06-05,14,14,1.0,1.0,1.1932570487260818e-09,False
pv,156,2025-06-06,14,14,1.0,1.0,1.1059455573558807e-09,False
pv,157,2025-06-07,14,14,1.0,1.0,2.9103830456733704e-09,False
pv,158,2025-06-08,14,14,1.0,1.0,2.0372681319713593e-09,False
pv,159,2025-06-09,14,14,1.0,1.0,1.57160684466362e-09,False
pv,160,2025-06-10,14,14,1.0,1.0,1.076841726899147e-09,False
pv,161,2025-06-11,14,14,1.0,1.0,7.566995918750763e-10,False
pv,162,2025-06-12,14,14,1.0,1.0,3.4924596548080444e-10,False
pv,163,2025-06-13,14,14,0.1,0.1,6.402842700481415e-10,False
pv,164,2025-06-14,14,14,1.0,1.0,8.440110832452774e-10,False
pv,165,2025-06-15,14,14,0.1,0.1,4.656612873077393e-10,False
pv,166,2025-06-16,14,14,0.1,0.1,9.022187441587448e-10,False
pv,167,2025-06-17,14,14,0.1,0.1,8.149072527885437e-10,False
pv,168,2025-06-18,14,14,0.1,0.1,1.1641532182693481e-10,False
pv,169,2025-06-19,14,14,0.1,0.1,1.4551915228366852e-10,False
pv,170,2025-06-20,14,14,0.01,0.01,6.402842700481415e-10,False
pv,171,2025-06-21,14,14,0.01,0.01,2.342858351767063e-09,False
pv,172,2025-06-22,14,14,0.001,0.001,1.280568540096283e-09,False
pv,173,2025-06-23,14,14,0.001,0.001,8.87666828930378e-10,False
pv,174,2025-06-24,14,14,0.001,0.001,6.548361852765083e-10,False
pv,175,2025-06-25,14,14,0.001,0.001,3.637978807091713e-10,False
pv,176,2025-06-26,14,14,0.001,0.001,3.4924596548080444e-10,False
pv,177,2025-06-27,14,14,0.001,0.001,2.6193447411060333e-10,False
pv,178,2025-06-28,14,14,0.001,0.001,2.473825588822365e-10,False
pv,179,2025-06-29,14,14,0.001,0.001,2.3283064365386963e-10,False
pv,180,2025-06-30,14,14,0.001,0.001,1.8917489796876907e-10,False
pv,181,2025-07-01,14,14,0.001,0.001,2.1827872842550278e-10,False
pv,182,2025-07-02,14,14,0.001,0.001,4.802132025361061e-10,False
pv,183,2025-07-03,14,14,0.001,0.001,2.0372681319713593e-10,False
pv,184,2025-07-04,14,14,0.001,0.001,4.0745362639427185e-10,False
pv,185,2025-07-05,14,14,0.001,0.001,3.2014213502407074e-10,False
pv,186,2025-07-06,14,14,0.001,0.001,3.2014213502407074e-10,False
pv,187,2025-07-07,14,14,0.001,0.001,3.7834979593753815e-10,False
pv,188,2025-07-08,14,14,0.001,0.001,2.3283064365386963e-10,False
pv,189,2025-07-09,14,14,0.001,0.001,1.1641532182693481e-10,False
pv,190,2025-07-10,14,14,0.001,0.001,3.2014213502407074e-10,False
pv,191,2025-07-11,14,14,0.001,0.001,6.984919309616089e-10,False
pv,192,2025-07-12,14,14,0.001,0.001,4.94765117764473e-10,False
pv,193,2025-07-13,14,14,0.001,0.001,4.0745362639427185e-10,False
pv,194,2025-07-14,14,14,0.001,0.001,7.566995918750763e-10,False
pv,195,2025-07-15,14,14,0.001,0.001,1.1641532182693481e-09,False
pv,196,2025-07-16,14,14,0.001,0.001,1.367880031466484e-09,False
pv,197,2025-07-17,14,14,0.1,0.1,1.3387762010097504e-09,False
pv,198,2025-07-18,14,14,0.1,0.1,1.3096723705530167e-09,False
pv,199,2025-07-19,14,14,0.01,0.01,1.979060471057892e-09,False
pv,200,2025-07-20,14,14,0.01,0.01,1.4842953532934189e-09,False
pv,201,2025-07-21,14,14,0.01,0.01,1.1932570487260818e-09,False
pv,202,2025-07-22,14,14,0.01,0.01,1.076841726899147e-09,False
pv,203,2025-07-23,14,14,0.01,0.01,8.585629984736443e-10,False
pv,204,2025-07-24,14,14,0.01,0.01,8.149072527885437e-10,False
pv,205,2025-07-25,14,14,0.01,0.01,6.257323548197746e-10,False
pv,206,2025-07-26,14,14,0.01,0.01,7.566995918750763e-10,False
pv,207,2025-07-27,14,14,0.01,0.01,6.548361852765083e-10,False
pv,208,2025-07-28,14,14,0.01,0.01,3.7834979593753815e-10,False
pv,209,2025-07-29,14,14,0.001,0.001,7.275957614183426e-11,False
pv,210,2025-07-30,14,14,0.001,0.001,1.1641532182693481e-10,False
pv,211,2025-07-31,14,14,0.001,0.001,2.764863893389702e-10,False
pv,212,2025-08-01,14,14,0.001,0.001,1.3096723705530167e-10,False
pv,213,2025-08-02,14,14,0.01,0.01,2.473825588822365e-10,False
pv,214,2025-08-03,14,14,0.01,0.01,1.4551915228366852e-10,False
pv,215,2025-08-04,14,14,0.1,0.1,5.529727786779404e-10,False
pv,216,2025-08-05,14,14,1.0,1.0,4.656612873077393e-10,False
pv,217,2025-08-06,14,14,1.0,1.0,5.529727786779404e-10,False
pv,218,2025-08-07,14,14,1.0,1.0,4.3655745685100555e-10,False
pv,219,2025-08-08,14,14,1.0,1.0,6.257323548197746e-10,False
pv,220,2025-08-09,14,14,1.0,1.0,3.2014213502407074e-10,False
pv,221,2025-08-10,14,14,1.0,1.0,3.2014213502407074e-10,False
pv,222,2025-08-11,14,14,1.0,1.0,4.0745362639427185e-10,False
pv,223,2025-08-12,14,14,1.0,1.0,2.764863893389702e-10,False
pv,224,2025-08-13,14,14,1.0,1.0,2.1827872842550278e-10,False
pv,225,2025-08-14,14,14,1.0,1.0,2.764863893389702e-10,False
pv,226,2025-08-15,14,14,1.0,1.0,2.764863893389702e-10,False
pv,227,2025-08-16,14,14,1.0,1.0,3.2014213502407074e-10,False
pv,228,2025-08-17,14,14,1.0,1.0,1.0186340659856796e-09,False
pv,229,2025-08-18,14,14,0.01,0.01,2.9103830456733704e-10,False
pv,230,2025-08-19,14,14,0.01,0.01,3.346940502524376e-10,False
pv,231,2025-08-20,14,14,0.001,0.001,3.637978807091713e-10,False
pv,232,2025-08-21,14,14,0.001,0.001,1.3969838619232178e-09,False
pv,233,2025-08-22,14,14,0.001,0.001,1.1932570487260818e-09,False
pv,234,2025-08-23,14,14,0.001,0.001,1.1932570487260818e-09,False
pv,235,2025-08-24,14,14,0.001,0.001,8.87666828930378e-10,False
pv,236,2025-08-25,14,14,0.001,0.001,1.178705133497715e-09,False
pv,237,2025-08-26,14,14,0.001,0.001,5.966285243630409e-10,False
pv,238,2025-08-27,14,14,0.001,0.001,1.1641532182693481e-09,False
pv,239,2025-08-28,14,14,0.001,0.001,1.2223608791828156e-09,False
pv,240,2025-08-29,14,14,0.001,0.001,1.0913936421275139e-09,False
pv,241,2025-08-30,14,14,0.001,0.001,7.421476766467094e-10,False
pv,242,2025-08-31,14,14,0.001,0.001,2.3283064365386963e-10,False
pv,243,2025-09-01,14,14,0.001,0.001,1.7462298274040222e-10,False
pv,244,2025-09-02,14,14,0.001,0.001,2.9103830456733704e-10,False
pv,245,2025-09-03,14,14,0.001,0.001,2.6193447411060333e-10,False
pv,246,2025-09-04,14,14,0.001,0.001,5.820766091346741e-10,False
pv,247,2025-09-05,14,14,0.001,0.001,5.384208634495735e-10,False
pv,248,2025-09-06,14,14,0.001,0.001,3.4924596548080444e-10,False
pv,249,2025-09-07,14,14,0.001,0.001,2.3283064365386963e-10,False
pv,250,2025-09-08,14,14,0.001,0.001,2.764863893389702e-10,False
pv,251,2025-09-09,14,14,0.001,0.001,1.6007106751203537e-10,False
pv,252,2025-09-10,14,14,0.001,0.001,3.7834979593753815e-10,False
pv,253,2025-09-11,14,14,0.001,0.001,5.675246939063072e-10,False
pv,254,2025-09-12,14,14,0.001,0.001,5.675246939063072e-10,False
pv,255,2025-09-13,14,14,0.001,0.001,4.3655745685100555e-10,False
pv,256,2025-09-14,14,14,0.001,0.001,2.9103830456733704e-10,False
pv,257,2025-09-15,14,14,0.001,0.001,1.6007106751203537e-10,False
pv,258,2025-09-16,14,14,0.001,0.001,1.1641532182693481e-10,False
pv,259,2025-09-17,14,14,0.001,0.001,2.1827872842550278e-10,False
pv,260,2025-09-18,14,14,0.01,0.01,1.1641532182693481e-10,False
pv,261,2025-09-19,14,14,0.01,0.01,1.4551915228366852e-10,False
pv,262,2025-09-20,14,14,0.01,0.01,2.764863893389702e-10,False
pv,263,2025-09-21,14,14,0.01,0.01,1.3096723705530167e-10,False
pv,264,2025-09-22,14,14,0.01,0.01,1.3096723705530167e-10,False
pv,265,2025-09-23,14,14,0.01,0.01,5.384208634495735e-10,False
pv,266,2025-09-24,14,14,0.01,0.01,4.802132025361061e-10,False
pv,267,2025-09-25,14,14,0.01,0.01,8.294591680169106e-10,False
pv,268,2025-09-26,14,14,0.1,0.1,8.585629984736443e-10,False
pv,269,2025-09-27,14,14,0.1,0.1,8.003553375601768e-10,False
pv,270,2025-09-28,14,14,0.1,0.1,7.8580342233181e-10,False
pv,271,2025-09-29,14,14,0.1,0.1,5.238689482212067e-10,False
pv,272,2025-09-30,14,14,0.1,0.1,2.1827872842550278e-10,False
pv,273,2025-10-01,14,14,0.1,0.1,4.656612873077393e-10,False
pv,274,2025-10-02,14,14,0.1,0.1,9.313225746154785e-10,False
pv,275,2025-10-03,14,14,1.0,1.0,4.3655745685100555e-10,False
pv,276,2025-10-04,14,14,1.0,1.0,9.458744898438454e-10,False
pv,277,2025-10-05,14,14,1.0,1.0,4.94765117764473e-10,False
pv,278,2025-10-06,14,14,1.0,1.0,4.511093720793724e-10,False
pv,279,2025-10-07,14,14,1.0,1.0,4.3655745685100555e-10,False
pv,280,2025-10-08,14,14,1.0,1.0,4.3655745685100555e-10,False
pv,281,2025-10-09,14,14,1.0,1.0,4.220055416226387e-10,False
pv,282,2025-10-10,14,14,1.0,1.0,4.656612873077393e-10,False
pv,283,2025-10-11,14,14,1.0,1.0,3.2014213502407074e-10,False
pv,284,2025-10-12,14,14,1.0,1.0,4.0745362639427185e-10,False
pv,285,2025-10-13,14,14,1.0,1.0,3.7834979593753815e-10,False
pv,286,2025-10-14,14,14,1.0,1.0,3.637978807091713e-10,False
pv,287,2025-10-15,14,14,1.0,1.0,4.0745362639427185e-10,False
pv,288,2025-10-16,14,14,1.0,1.0,3.4924596548080444e-10,False
pv,289,2025-10-17,14,14,1.0,1.0,4.874891601502895e-10,False
pv,290,2025-10-18,14,14,0.1,0.1,4.5838532969355583e-10,False
pv,291,2025-10-19,14,14,1.0,1.0,4.656612873077393e-10,False
pv,292,2025-10-20,14,14,1.0,1.0,2.9103830456733704e-10,False
pv,293,2025-10-21,14,14,1.0,1.0,3.2741809263825417e-10,False
pv,294,2025-10-22,14,14,1.0,1.0,3.5652192309498787e-10,False
pv,295,2025-10-23,14,14,1.0,1.0,1.4551915228366852e-10,False
pv,296,2025-10-24,14,14,1.0,1.0,4.3655745685100555e-11,False
pv,297,2025-10-25,14,14,1.0,1.0,1.8189894035458565e-10,False
pv,298,2025-10-26,14,14,1.0,1.0,1.7462298274040222e-10,False
pv,299,2025-10-27,14,14,1.0,1.0,1.964508555829525e-10,False
pv,300,2025-10-28,14,14,1.0,1.0,3.128661774098873e-10,False
pv,301,2025-10-29,14,14,1.0,1.0,4.511093720793724e-10,False
pv,302,2025-10-30,14,14,1.0,1.0,4.001776687800884e-10,False
pv,303,2025-10-31,14,14,0.1,0.1,5.602487362921238e-10,False
pv,304,2025-11-01,14,14,0.1,0.1,6.330083124339581e-10,False
pv,305,2025-11-02,14,14,0.1,0.1,5.311449058353901e-10,False
pv,306,2025-11-03,14,14,0.1,0.1,4.43833414465189e-10,False
pv,307,2025-11-04,14,14,0.1,0.1,4.874891601502895e-10,False
pv,308,2025-11-05,14,14,0.1,0.1,7.130438461899757e-10,False
pv,309,2025-11-06,14,14,0.01,0.01,6.475602276623249e-10,False
pv,310,2025-11-07,14,14,0.01,0.01,5.675246939063072e-10,False
pv,311,2025-11-08,14,14,0.1,0.1,6.257323548197746e-10,False
pv,312,2025-11-09,14,14,0.1,0.1,6.184563972055912e-10,False
pv,313,2025-11-10,14,14,0.1,0.1,5.966285243630409e-10,False
pv,314,2025-11-11,14,14,0.1,0.1,6.83940015733242e-10,False
pv,315,2025-11-12,14,14,0.1,0.1,7.8580342233181e-10,False
pv,316,2025-11-13,14,14,0.1,0.1,5.820766091346741e-11,False
pv,317,2025-11-14,14,14,0.1,0.1,8.731149137020111e-11,False
pv,318,2025-11-15,14,14,0.1,0.1,1.0186340659856796e-10,False
pv,319,2025-11-16,14,14,0.01,0.01,8.731149137020111e-11,False
pv,320,2025-11-17,14,14,0.01,0.01,1.1641532182693481e-10,False
pv,321,2025-11-18,14,14,0.01,0.01,1.0913936421275139e-10,False
pv,322,2025-11-19,14,14,0.01,0.01,8.003553375601768e-11,False
pv,323,2025-11-20,14,14,0.01,0.01,4.3655745685100555e-11,False
pv,324,2025-11-21,14,14,0.001,0.001,8.731149137020111e-11,False
pv,325,2025-11-22,14,14,0.01,0.01,1.418811734765768e-10,False
pv,326,2025-11-23,14,14,0.01,0.01,2.0372681319713593e-10,False
pv,327,2025-11-24,14,14,0.001,0.001,1.1641532182693481e-10,False
pv,328,2025-11-25,14,14,0.001,0.001,8.731149137020111e-11,False
pv,329,2025-11-26,14,14,0.001,0.001,4.3655745685100555e-11,False
pv,330,2025-11-27,14,14,0.001,0.001,2.9103830456733704e-11,False
pv,331,2025-11-28,14,14,0.001,0.001,1.8189894035458565e-11,False
pv,332,2025-11-29,14,14,0.001,0.001,9.094947017729282e-11,False
pv,333,2025-11-30,14,14,0.001,0.001,6.548361852765083e-11,False
pv,334,2025-12-01,14,14,0.001,0.001,8.003553375601768e-11,False
pv,335,2025-12-02,14,14,0.001,0.001,7.275957614183426e-11,False
pv,336,2025-12-03,14,14,0.01,0.01,7.275957614183426e-11,False
pv,337,2025-12-04,14,14,0.01,0.01,6.548361852765083e-11,False
pv,338,2025-12-05,14,14,0.01,0.01,1.0913936421275139e-10,False
pv,339,2025-12-06,14,14,0.01,0.01,9.458744898438454e-11,False
pv,340,2025-12-07,14,14,0.01,0.01,1.1641532182693481e-10,False
pv,341,2025-12-08,14,14,0.01,0.01,9.458744898438454e-11,False
pv,342,2025-12-09,14,14,0.01,0.01,5.093170329928398e-11,False
pv,343,2025-12-10,14,14,0.001,0.001,1.0186340659856796e-10,False
pv,344,2025-12-11,14,14,0.01,0.01,1.0913936421275139e-10,False
pv,345,2025-12-12,14,14,0.001,0.001,1.382431946694851e-10,False
pv,346,2025-12-13,14,14,0.01,0.01,1.382431946694851e-10,False
pv,347,2025-12-14,14,14,0.001,0.001,5.820766091346741e-11,False
pv,348,2025-12-15,14,14,0.001,0.001,6.548361852765083e-11,False
pv,349,2025-12-16,14,14,0.001,0.001,3.637978807091713e-11,False
pv,350,2025-12-17,14,14,0.001,0.001,8.731149137020111e-11,False
pv,351,2025-12-18,14,14,0.001,0.001,1.0550138540565968e-10,False
pv,352,2025-12-19,14,14,0.001,0.001,6.912159733474255e-11,False
pv,353,2025-12-20,14,14,0.001,0.001,4.3655745685100555e-11,False
pv,354,2025-12-21,14,14,0.1,0.1,3.637978807091713e-11,False
pv,355,2025-12-22,14,14,0.1,0.1,5.093170329928398e-11,False
pv,356,2025-12-23,14,14,0.1,0.1,7.639755494892597e-11,False
pv,357,2025-12-24,14,14,0.001,0.001,7.639755494892597e-11,False
pv,358,2025-12-25,14,14,0.001,0.001,6.548361852765083e-11,False
pv,359,2025-12-26,14,14,0.001,0.001,9.458744898438454e-11,False
pv,360,2025-12-27,14,14,0.001,0.001,1.2005330063402653e-10,False
pv,361,2025-12-28,14,14,0.001,0.001,7.639755494892597e-11,False
pv,362,2025-12-29,14,14,0.001,0.001,6.548361852765083e-11,False
pv,363,2025-12-30,14,14,0.001,0.001,6.184563972055912e-11,False
pv,364,2025-12-31,14,14,0.001,0.001,1.0550138540565968e-10,False
