target,day_index,date,chosen,score_days,trained,reason,tied,score_zero,score_ar1,score_ma1,score_arma11
load,269,2025-09-27,zero,14,True,,zero,34617.54007109667,44042.41373937689,44789.53424813138,43083.02196026832
load,270,2025-09-28,zero,14,True,,zero,35989.96742951023,46419.17860459841,47312.003518096375,45362.61363183332
load,271,2025-09-29,zero,14,True,,zero,35422.868165846456,45797.39279241294,46142.702383477954,44560.874167977425
load,272,2025-09-30,zero,14,True,,zero,35450.03001073679,46418.63898402135,46848.26980146605,44942.36886081479
load,273,2025-10-01,zero,14,True,,zero,35513.16754726092,46052.041366127014,46190.9447824978,44794.729642600585
load,274,2025-10-02,zero,14,True,,zero,38972.23280223053,48049.45367684169,48189.46016524287,46992.77952123018
load,275,2025-10-03,zero,14,True,,zero,43661.537848816275,48600.013936365,49115.82666065795,48096.99017652658
load,276,2025-10-04,zero,14,True,,zero,45831.82017846126,48317.78458534786,48927.22514700174,47779.75246020041
load,277,2025-10-05,arma11,14,True,,arma11,49106.90979049717,48222.47222225414,49155.76864691997,47505.09349301361
load,278,2025-10-06,arma11,14,True,,arma11,51946.40469360234,48036.00117376944,49432.97068316711,47103.441624176514
load,279,2025-10-07,arma11,14,True,,arma11,54484.483874411235,47567.68030802245,48866.54589496915,46427.88058695203
load,280,2025-10-08,arma11,14,True,,arma11,57163.9308844598,47334.34523659605,48650.47139337221,46090.96790083324
load,281,2025-10-09,arma11,14,True,,arma11,56207.5472338896,48235.55618509679,48899.074088054855,47347.32015508502
load,282,2025-10-10,arma11,14,True,,arma11,54145.638145402416,45866.39013426955,46425.57172252239,45276.2311420669
load,283,2025-10-11,arma11,14,True,,arma11,53397.48662761821,45369.70364984347,46553.14327187888,44697.596877881944
load,284,2025-10-12,arma11,14,True,,arma11,51443.731063010586,42623.869185356685,43632.35711641676,41796.28330589665
load,285,2025-10-13,arma11,14,True,,arma11,50702.71901714808,41941.00455566645,43249.67378466933,41163.4634358865
load,286,2025-10-14,arma11,14,True,,arma11,49134.93965629168,39776.85863965366,41055.139878956164,39071.11868645828
load,287,2025-10-15,arma11,14,True,,arma11,48284.630097197296,39231.75288621246,40820.30450017019,38319.961875322435
load,288,2025-10-16,arma11,14,True,,arma11,44280.220642177206,36965.82532259275,38884.24567584133,35767.61529480315
load,289,2025-10-17,arma11,14,True,,arma11,39300.309389999406,35759.78623920963,37574.7409245696,34131.20593352968
load,290,2025-10-18,arma11,14,True,,arma11,36338.55949400059,35036.125240840454,36795.8849037511,33550.71295334116
load,291,2025-10-19,zero,14,True,,zero,32283.442822259338,34101.230664027215,35691.22742115887,32868.79575612881
load,292,2025-10-20,zero,14,True,,zero,28645.16760001451,33251.97383808165,34663.74368307238,32054.407475526114
load,293,2025-10-21,zero,14,True,,zero,24874.26192972402,31898.031845684494,33332.07068981642,30945.465508252502
load,294,2025-10-22,zero,14,True,,zero,20652.876501697385,30831.852852074586,32140.697191904004,29973.804364733962
load,295,2025-10-23,zero,14,True,,zero,20814.392556485065,28945.20393731345,31039.662102409387,27726.010250441104
load,296,2025-10-24,zero,14,True,,zero,21057.505813891505,29251.031300732302,31546.51663568347,27819.314270083865
load,297,2025-10-25,zero,14,True,,zero,20996.553762588417,28952.723556905938,31200.967721119716,27544.831873530384
load,298,2025-10-26,zero,14,True,,zero,21155.56121503445,29261.539209347146,31740.896553113984,27952.712334006366
load,299,2025-10-27,zero,14,True,,zero,21279.65372150587,28930.23936638643,31299.86139034374,27748.64905063501
load,300,2025-10-28,zero,14,True,,zero,21337.79071257959,29336.61615744164,31779.012694456746,27992.024947489772
load,301,2025-10-29,zero,14,True,,zero,21296.64389384697,28907.71975008788,30976.471426154072,27726.11146664522
load,302,2025-10-30,zero,14,True,,zero,21142.764672211793,28281.251602729833,30204.499133250687,27161.362607181014
load,303,2025-10-31,zero,14,True,,zero,21439.154171322014,28383.72848789279,29942.043707079614,27385.747408225503
load,304,2025-11-01,zero,14,True,,zero,21324.093347802995,28180.936796349793,29540.33487110469,27234.2389962502
load,305,2025-11-02,zero,14,True,,zero,21492.508192864432,27942.605288589646,29161.12325509648,27103.275996826043
load,306,2025-11-03,zero,14,True,,zero,21645.094457521645,28015.784647701792,29125.9673315436,27237.521203714317
load,307,2025-11-04,zero,14,True,,zero,21737.727914037252,27872.13508354308,28840.87953395857,27054.742197039734
load,308,2025-11-05,zero,14,True,,zero,22433.977093941176,28315.24430824971,29313.82675605762,27529.906021499253
load,309,2025-11-06,zero,14,True,,zero,22721.2330746664,28052.91633623454,28819.758263328895,27402.152091218522
load,310,2025-11-07,zero,14,True,,zero,22851.00525978027,27778.82780236647,28464.00696112211,27109.95476667572
load,311,2025-11-08,zero,14,True,,zero,23019.899289071862,27489.199926488745,27787.965342340754,26860.686843579857
load,312,2025-11-09,zero,14,True,,zero,22732.06376631058,26869.23279630295,26899.52251131636,26457.68175308535
load,313,2025-11-10,zero,14,True,,zero,22648.663879509837,26619.893323757817,26650.319001145355,26239.6750909683
load,314,2025-11-11,zero,14,True,,zero,22961.336886152767,26270.04917482603,26282.93449454255,26251.02796366963
load,315,2025-11-12,zero,14,True,,zero,23317.383046878625,26149.710242087465,26180.834655024806,26092.509286174158
load,316,2025-11-13,zero,14,True,,zero,23819.709304308228,26564.292696335688,26560.290015419163,26638.79908752166
load,317,2025-11-14,zero,14,True,,zero,24115.98527942145,26371.144531112102,26398.091434392954,26398.23426036087
load,318,2025-11-15,zero,14,True,,zero,24122.992747395707,26304.90732484849,26389.11502365687,26322.13207129581
load,319,2025-11-16,zero,14,True,,zero,23785.20083893843,26056.54924112709,26095.290145036113,25973.347737177635
load,320,2025-11-17,zero,14,True,,zero,24446.27255386937,26537.735678837395,26526.905476860582,26383.077290555877
load,321,2025-11-18,zero,14,True,,zero,25112.27556915478,26913.707533925237,26910.486457096893,26867.059844271975
load,322,2025-11-19,zero,14,True,,zero,24944.933517042795,26627.432971441824,26515.161570819997,26588.256820420986
load,323,2025-11-20,zero,14,True,,zero,24985.754775995214,26622.55745794806,26486.893016985057,26703.305125182615
load,324,2025-11-21,zero,14,True,,zero,24807.515961375713,26275.211393414113,26129.060614531434,26499.66106806386
load,325,2025-11-22,zero,14,True,,zero,24606.0021583923,26031.538252185375,25940.556886524028,26183.607750318643
load,326,2025-11-23,zero,14,True,,zero,24421.298539045292,25841.04128549001,25734.000259538814,25825.82739736647
load,327,2025-11-24,zero,14,True,,zero,24456.543059777363,25871.747127502957,25790.774408686866,25803.52584066574
load,328,2025-11-25,zero,14,True,,zero,24464.835442289852,25745.961047431392,25662.90722560857,25702.99673064716
load,329,2025-11-26,zero,14,True,,zero,24579.46863198599,26051.795576343782,25875.729474786152,26061.370225789797
load,330,2025-11-27,zero,14,True,,zero,24835.38425628835,26226.042132682822,26025.204695309305,26135.02380943849
load,331,2025-11-28,zero,14,True,,zero,24092.93989044564,25581.38171857246,25450.617157523408,25597.670265889643
load,332,2025-11-29,zero,14,True,,zero,24685.849551042273,26259.749032382224,26125.534714190413,26240.03807057292
load,333,2025-11-30,zero,14,True,,zero,24859.8035151727,26275.28825375074,26110.19792621447,26225.214092164228
load,334,2025-12-01,zero,14,True,,zero,24614.936134391133,25701.695072003662,25549.951885785635,25688.753109480673
load,335,2025-12-02,zero,14,True,,zero,34432.22826925907,35605.22096349528,35391.59087883189,35625.034613547105
load,336,2025-12-03,zero,14,True,,zero,44720.77727958291,46390.485180553886,46377.92607911589,46459.034523550574
load,337,2025-12-04,ar1,14,True,,ar1,53159.510833610955,51966.39101781616,52555.42737617981,51993.37163987824
load,338,2025-12-05,arma11,14,True,,arma11,64445.03787236892,58936.79642303733,60566.466770870786,58022.29921696072
load,339,2025-12-06,arma11,14,True,,arma11,73003.4461726732,62161.73649605165,65108.03559835314,60683.988005772124
load,340,2025-12-07,arma11,14,True,,arma11,82714.97066945434,66044.97138460836,70445.61365397388,63594.258961238884
load,341,2025-12-08,arma11,14,True,,arma11,91323.48509767136,68853.7148348781,74404.8180291633,65641.90163611271
load,342,2025-12-09,arma11,14,True,,arma11,91537.18916200254,72631.53692985176,76376.41975629705,72173.02267844735
load,343,2025-12-10,ar1,14,True,,ar1,91897.24224118936,73141.02667344555,76833.4477001154,73844.03641742455
load,344,2025-12-11,ar1,14,True,,ar1,91967.06684898915,73696.74432398788,77424.11077953613,74591.7562508969
load,345,2025-12-12,ar1,14,True,,ar1,93326.60461908531,75295.62051300981,79231.37972651387,76195.69384524839
load,346,2025-12-13,ar1,14,True,,ar1,93761.68846287091,75893.14249710887,79963.19388403592,76729.99871254085
load,347,2025-12-14,ar1,14,True,,ar1,93807.43274856133,76537.52877099167,80786.67152909916,77212.72380041715
load,348,2025-12-15,ar1,14,True,,ar1,93768.78953737023,76964.62692962297,81264.43450129924,77692.60200708399
load,349,2025-12-16,ar1,14,True,,ar1,83346.2827547656,66807.22962938949,71253.79316610369,67378.45438801375
load,350,2025-12-17,ar1,14,True,,ar1,72852.87994652403,56005.30510645674,60261.98942273188,56586.53440672823
load,351,2025-12-18,ar1,14,True,,ar1,64721.74593981432,51132.756327766634,54838.185468442585,51615.05144030204
load,352,2025-12-19,ar1,14,True,,ar1,54398.56373816115,44985.69360665305,47704.90069397591,46266.75715319638
load,353,2025-12-20,ar1,14,True,,ar1,46347.37917652177,42671.85652424179,44224.016884771765,44566.36027128172
load,354,2025-12-21,zero,14,True,,zero,36844.41194094445,39371.09719972479,39354.909194623826,42159.198988166565
load,355,2025-12-22,zero,14,True,,zero,28938.46904823076,37364.25734431007,36094.18683961696,40971.49484870903
load,356,2025-12-23,zero,14,True,,zero,29158.55311108819,34381.60356177421,34835.26564646298,35139.01257453563
load,357,2025-12-24,zero,14,True,,zero,28526.62132333314,33824.58445760749,34436.56914822508,33333.91639334503
load,358,2025-12-25,zero,14,True,,zero,28162.926207132037,33118.24852308604,33723.697273509904,32471.59759860706
load,359,2025-12-26,zero,14,True,,zero,28298.612315408438,32955.809717432676,33380.28585270125,32144.799746984736
load,360,2025-12-27,zero,14,True,,zero,27740.537046852973,32489.603842020755,32659.228818768992,31786.891548059488
load,361,2025-12-28,zero,14,True,,zero,28114.56717618377,32544.177754988905,32614.049175088705,31841.627587212504
load,362,2025-12-29,zero,14,True,,zero,28887.49617049528,33558.59092335405,33615.01982148253,32761.989002538172
load,363,2025-12-30,zero,14,True,,zero,29303.084813123744,34056.70399677057,34080.382593878574,33374.45412660165
load,364,2025-12-31,zero,14,True,,zero,29522.81249185933,34246.41843662778,34410.697177762726,33458.35638274397
pv,1,2025-01-02,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,2,2025-01-03,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,3,2025-01-04,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,4,2025-01-05,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,5,2025-01-06,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,6,2025-01-07,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,7,2025-01-08,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,8,2025-01-09,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,9,2025-01-10,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,10,2025-01-11,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,11,2025-01-12,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,12,2025-01-13,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,13,2025-01-14,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,14,2025-01-15,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,15,2025-01-16,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,16,2025-01-17,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,17,2025-01-18,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,18,2025-01-19,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,19,2025-01-20,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,20,2025-01-21,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,21,2025-01-22,zero,0,False,"score_days=0<7, zero candidate",,,,,
pv,22,2025-01-23,zero,0,True,"score_days=0<7, zero candidate",,,,,
pv,23,2025-01-24,zero,1,True,"score_days=1<7, zero candidate",,,,,
pv,24,2025-01-25,zero,2,True,"score_days=2<7, zero candidate",,,,,
pv,25,2025-01-26,zero,3,True,"score_days=3<7, zero candidate",,,,,
pv,26,2025-01-27,zero,4,True,"score_days=4<7, zero candidate",,,,,
pv,27,2025-01-28,zero,5,True,"score_days=5<7, zero candidate",,,,,
pv,28,2025-01-29,zero,6,True,"score_days=6<7, zero candidate",,,,,
pv,29,2025-01-30,ma1,7,True,,ma1,82741.48215613952,78592.20558166369,46515.27771182262,50266.12821030581
pv,30,2025-01-31,ma1,8,True,,ma1,77843.87442930894,73412.56839988902,44652.37257335274,48767.491029915334
pv,31,2025-02-01,ma1,9,True,,ma1,72781.37817923365,70653.65074422729,42510.22145694526,46860.496260593885
pv,32,2025-02-02,ma1,10,True,,ma1,69311.5024745549,66505.04666461272,39807.395997332394,43713.310020204524
pv,33,2025-02-03,ma1,11,True,,ma1,65171.9566790313,62003.20600871873,37854.24268507977,41629.62502513632
pv,34,2025-02-04,ma1,12,True,,ma1,63115.134345658415,60020.97117856493,36623.79016410414,39979.43134148429
pv,35,2025-02-05,ma1,13,True,,ma1,62662.40441056513,60626.408293370354,37606.67795706863,40958.61992752104
pv,36,2025-02-06,ma1,14,True,,ma1,62303.14888375906,59574.59379990442,37838.240813094446,41001.23460821565
pv,37,2025-02-07,ma1,14,True,,ma1,62942.06843605695,53828.05373820225,35524.781958974,37969.26937501047
pv,38,2025-02-08,ma1,14,True,,ma1,62528.37523343545,53413.057991496185,38555.12710708316,40920.7133193925
pv,39,2025-02-09,ma1,14,True,,ma1,67935.55606693905,51748.582122969165,36721.259798739695,38766.3370210519
pv,40,2025-02-10,ma1,14,True,,ma1,65027.60957189869,51245.46952810031,36512.136390239204,39245.055661234874
pv,41,2025-02-11,ma1,14,True,,ma1,76190.52980297114,56767.62531896516,40846.38183934455,41749.90536268794
pv,42,2025-02-12,ma1,14,True,,ma1,75466.38005276393,57256.01809056497,41245.18543211011,42596.16534735861
pv,43,2025-02-13,ma1,14,True,,ma1,69259.4853864009,53939.109740286505,38795.367685787125,40304.131702560575
pv,44,2025-02-14,ma1,14,True,,ma1,73035.36572943338,56713.401386034486,46323.419381644446,47097.487021118235
pv,45,2025-02-15,arma11,14,True,,arma11,83139.58780966786,61163.52932405887,48184.749745549576,47876.49227080872
pv,46,2025-02-16,ma1,14,True,,ma1,81435.43917204886,61754.88992951886,48493.25248275945,49000.96638637392
pv,47,2025-02-17,ma1,14,True,,ma1,82377.01354007659,62140.93713433281,50245.96512063178,50807.14513770652
pv,48,2025-02-18,ma1,14,True,,ma1,88856.70439235744,65035.16818187499,52133.92652563402,52676.03503335662
pv,49,2025-02-19,ma1,14,True,,ma1,87148.79105872364,63252.04216967731,50815.15369265952,51112.70896077804
pv,50,2025-02-20,ma1,14,True,,ma1,86871.34289981707,63385.87518298596,51058.562361671626,51301.24637919058
pv,51,2025-02-21,ma1,14,True,,ma1,90479.16090628042,65489.590068308025,52678.91592175189,53070.77287416052
pv,52,2025-02-22,ma1,14,True,,ma1,83455.56199467421,58855.039015745555,47850.806294980386,48321.04609589081
pv,53,2025-02-23,ma1,14,True,,ma1,77721.91305230247,59158.96795304237,46891.91659669559,47188.09291319948
pv,54,2025-02-24,ma1,14,True,,ma1,72925.2446980089,52607.4922984058,45553.185157815366,45834.0653585046
pv,55,2025-02-25,ma1,14,True,,ma1,65004.66706954371,51490.26186397176,42709.36526170471,43780.08585399679
pv,56,2025-02-26,ma1,14,True,,ma1,66442.8372989813,56361.35435503633,50774.32883472683,51727.4137046165
pv,57,2025-02-27,ma1,14,True,,ma1,69413.06484928036,58247.496511906014,51073.436474112874,51724.15411808418
pv,58,2025-02-28,ma1,14,True,,ma1,70601.5709055889,58137.0616733511,48203.2014332182,48643.99973770757
pv,59,2025-03-01,ma1,14,True,,ma1,67945.2105544973,55500.67929166067,47137.95771593553,48410.52849172505
pv,60,2025-03-02,ma1,14,True,,ma1,78790.1436900721,65706.7523647611,55387.56984290652,56378.4088492581
pv,61,2025-03-03,ma1,14,True,,ma1,93404.30259461886,81706.94148942363,76756.51562089697,77684.0463536654
pv,62,2025-03-04,ar1,14,True,,ar1,92966.351398015,79391.30705645267,87434.8268747668,87809.77851347682
pv,63,2025-03-05,ar1,14,True,,ar1,96328.49380748818,83302.39392201933,90472.89382746916,89443.33931334513
pv,64,2025-03-06,ar1,14,True,,ar1,100479.28164489398,90163.84640086813,92300.96941700077,90843.5541323235
pv,65,2025-03-07,ar1,14,True,,ar1,97928.59385833019,88720.87255787848,91341.306475362,89769.79830009828
pv,66,2025-03-08,ar1,14,True,,ar1,98765.46521145526,90306.2396122597,93242.70545508333,91875.49349685786
pv,67,2025-03-09,ar1,14,True,,ar1,100392.25701695093,88648.9089448889,92879.29746726649,91137.50422829449
pv,68,2025-03-10,ar1,14,True,,ar1,100442.40735749184,91728.59139772039,94440.01325150343,92783.10481764266
pv,69,2025-03-11,ar1,14,True,,ar1,109666.65063297118,99125.83350620438,100344.0284602489,99906.4947749214
pv,70,2025-03-12,arma11,14,True,,arma11,118582.73308875163,98228.27398478753,94475.51905288499,93300.10611089955
pv,71,2025-03-13,arma11,14,True,,arma11,116284.42837593069,101501.69345414276,94604.36444295463,93097.47760334924
pv,72,2025-03-14,ma1,14,True,,ma1,130061.93640457925,115753.22065488536,101938.69544337191,102116.08436939874
pv,73,2025-03-15,arma11,14,True,,arma11,147754.5166344289,120532.18151244441,105932.46368963303,105374.34002193353
pv,74,2025-03-16,ma1,14,True,,ma1,159012.79218079618,114863.12598103148,107218.76951404591,109877.18819104425
pv,75,2025-03-17,ma1,14,True,,ma1,159238.70169882622,102310.37014236902,87037.27111751918,89929.36199577659
pv,76,2025-03-18,ma1,14,True,,ma1,160426.48853984932,117265.0528837008,82844.03960583532,86163.35566798052
pv,77,2025-03-19,ma1,14,True,,ma1,166160.80060554933,118659.14354309088,80905.66447235452,86039.86869846008
pv,78,2025-03-20,ma1,14,True,,ma1,160613.08534692434,111497.08372494418,80384.75444452983,85443.12787598002
pv,79,2025-03-21,ma1,14,True,,ma1,164169.56126788678,114273.84996082012,80704.62931979424,85711.93065644328
pv,80,2025-03-22,ma1,14,True,,ma1,174088.41440286493,117857.28038500786,85017.2547974345,89712.95485310844
pv,81,2025-03-23,ma1,14,True,,ma1,179363.65478594287,118767.11865320944,86826.17142482547,91728.71492973824
pv,82,2025-03-24,ma1,14,True,,ma1,185889.60481569942,120964.52944982387,88947.0488354011,93861.36715030197
pv,83,2025-03-25,ma1,14,True,,ma1,180328.82188002227,113458.03978176751,83167.96427557855,87007.2356463786
pv,84,2025-03-26,ma1,14,True,,ma1,177485.7323652224,112066.9251134561,83423.0632192852,88363.72500339316
pv,85,2025-03-27,ma1,14,True,,ma1,195132.2052548481,114062.82156633047,88655.2440555874,93912.10822840854
pv,86,2025-03-28,ma1,14,True,,ma1,180917.5187956819,98125.88653287495,77242.52302231597,81336.46252270238
pv,87,2025-03-29,ma1,14,True,,ma1,157857.58393587745,90757.80956842187,73443.61581573538,78059.65832037621
pv,88,2025-03-30,ma1,14,True,,ma1,141033.92883826827,91062.00065171126,70648.649795647,71843.7283653364
pv,89,2025-03-31,ma1,14,True,,ma1,129696.94953371021,89787.8902959055,70601.44432890444,70832.48882241234
pv,90,2025-04-01,ma1,14,True,,ma1,129759.3974960932,85333.9586833761,68720.82035727765,69546.9190909381
pv,91,2025-04-02,ma1,14,True,,ma1,130792.7874621692,95301.7399821819,81159.2697815071,82038.16709483131
pv,92,2025-04-03,arma11,14,True,,arma11,139819.5583469123,107878.69469103533,92591.18191697764,92487.6887054237
pv,93,2025-04-04,ma1,14,True,,ma1,157319.2264171775,124399.88785176301,95141.67544020033,98586.99940907842
pv,94,2025-04-05,ma1,14,True,,ma1,154068.20335524244,131104.1162974652,96764.0401936783,100359.50183132692
pv,95,2025-04-06,ma1,14,True,,ma1,158672.0204677866,137857.91964062763,98568.4302278329,101975.95492336166
pv,96,2025-04-07,ma1,14,True,,ma1,154501.03177188136,132502.4719790295,94055.49861085926,97503.2782806806
pv,97,2025-04-08,ma1,14,True,,ma1,151802.38499749638,138834.84342496126,99259.16789758122,103057.69271573008
pv,98,2025-04-09,ma1,14,True,,ma1,158900.09401384217,143480.8799761067,99390.95781285287,103055.62086989362
pv,99,2025-04-10,ma1,14,True,,ma1,159377.34274618461,152164.8649563715,103107.53844763145,107856.53544682765
pv,100,2025-04-11,ma1,14,True,,ma1,170341.99409178746,155076.4540109204,105046.9496145983,110621.67243368339
pv,101,2025-04-12,ma1,14,True,,ma1,178048.6310637832,168076.49426895817,109668.36763304884,115477.49627142622
pv,102,2025-04-13,ma1,14,True,,ma1,186547.00657365765,172833.46832028712,107412.31449625506,112935.26576648213
pv,103,2025-04-14,ma1,14,True,,ma1,186311.84549412882,173997.59032427083,106609.37861873726,112777.3606017726
pv,104,2025-04-15,ma1,14,True,,ma1,181221.5282501805,163330.79306968735,100866.16183520723,106459.87410579048
pv,105,2025-04-16,ma1,14,True,,ma1,181324.57520089307,157971.84487382596,93861.90490827653,99231.02712705723
pv,106,2025-04-17,ma1,14,True,,ma1,190335.5231099756,154160.73882098575,84651.34846536373,92263.11065438928
pv,107,2025-04-18,ma1,14,True,,ma1,174463.60176604465,135363.2208057772,82729.28592243046,86710.14641771188
pv,108,2025-04-19,ma1,14,True,,ma1,171157.40008821784,126872.05579763233,77496.41720739134,81398.48453500369
pv,109,2025-04-20,ma1,14,True,,ma1,160992.80316282,121220.60970274497,75231.81828769433,79384.22905574564
pv,110,2025-04-21,ma1,14,True,,ma1,160926.16068306006,123877.81083310109,77414.78761043675,81357.9915234327
pv,111,2025-04-22,ma1,14,True,,ma1,165763.68550226954,119484.25373048086,74029.04151534772,77451.47931551567
pv,112,2025-04-23,ma1,14,True,,ma1,164044.43833486267,118130.92487945102,74962.50338985804,77888.49882630804
pv,113,2025-04-24,ma1,14,True,,ma1,146315.55702039797,107231.0007348123,69324.16091469435,70757.25651247139
pv,114,2025-04-25,ma1,14,True,,ma1,140392.90189639528,113075.13271760315,70094.01718009938,70678.3005101272
pv,115,2025-04-26,ma1,14,True,,ma1,132852.16882843757,101565.12758049335,66408.07213955343,66898.66653430769
pv,116,2025-04-27,ma1,14,True,,ma1,139274.42212118933,110273.46158659976,75219.39466454684,75923.841303766
pv,117,2025-04-28,ma1,14,True,,ma1,142376.60974157703,110796.71311860952,76270.12380568073,77732.4164202389
pv,118,2025-04-29,ma1,14,True,,ma1,171761.9306553543,158785.09165102048,106042.37948696608,108094.5203806776
pv,119,2025-04-30,ma1,14,True,,ma1,196575.6629294599,160789.33760142286,104226.0257075788,105248.23740928697
pv,120,2025-05-01,ma1,14,True,,ma1,189235.24644174633,159537.64669466586,106255.8800848674,107000.44244163403
pv,121,2025-05-02,ma1,14,True,,ma1,195363.07611825128,164138.69524931526,107451.87590741212,107995.80724059393
pv,122,2025-05-03,arma11,14,True,,arma11,222241.33038316088,187579.67837670963,133887.42054939875,133702.0276851061
pv,123,2025-05-04,ma1,14,True,,ma1,229153.22097565056,185940.56450043886,138199.25624381867,139934.4786781404
pv,124,2025-05-05,ma1,14,True,,ma1,231905.45904504086,192733.17928795327,142400.8959147663,144398.72337903522
pv,125,2025-05-06,ma1,14,True,,ma1,232538.5598966368,194670.04821280108,146515.8030637772,148196.96343178238
pv,126,2025-05-07,ma1,14,True,,ma1,224331.6192343196,195917.43000386877,149069.17736356545,151320.8484300102
pv,127,2025-05-08,ma1,14,True,,ma1,228554.88150619273,195421.4054739882,147449.63142163152,150336.2859025162
pv,128,2025-05-09,ma1,14,True,,ma1,224077.93503575248,195433.51622522008,154587.9372518708,157542.8862675485
pv,129,2025-05-10,ma1,14,True,,ma1,227961.10096103733,195158.72097521668,156523.28967449156,160332.65630796642
pv,130,2025-05-11,ma1,14,True,,ma1,216977.09218307564,181685.7010689435,158823.99353890782,162726.72755259392
pv,131,2025-05-12,ma1,14,True,,ma1,216868.91496365794,181211.79227594467,164139.5748103872,166943.834370637
pv,132,2025-05-13,ma1,14,True,,ma1,203647.64356733192,150886.48443704488,145378.53751821,147207.25482916163
pv,133,2025-05-14,ar1,14,True,,ar1,177582.84462175934,139544.6503225538,140827.71927521122,144117.76341575492
pv,134,2025-05-15,ar1,14,True,,ar1,168474.29241244675,134594.64721765387,136235.81802970925,138651.11079937746
pv,135,2025-05-16,ar1,14,True,,ar1,161836.71090185168,134047.0031007886,136909.8060067828,139630.05192167117
pv,136,2025-05-17,ma1,14,True,,ma1,138546.02832161417,114731.40346875654,113072.79563490213,116388.67069116145
pv,137,2025-05-18,ma1,14,True,,ma1,151910.4204671569,130747.35959600915,118818.05166752744,120522.44297719422
pv,138,2025-05-19,ma1,14,True,,ma1,156774.30087143177,129244.64808965287,117926.84317044397,119451.0231373757
pv,139,2025-05-20,ma1,14,True,,ma1,172327.65485369563,149311.76502449805,120937.22837751111,124041.41151447306
pv,140,2025-05-21,ma1,14,True,,ma1,198689.9883557811,154791.17256583227,123496.80618441236,123844.73225881696
pv,141,2025-05-22,arma11,14,True,,arma11,214110.55324581618,158406.97990259255,129345.42895014849,128613.13646640941
pv,142,2025-05-23,arma11,14,True,,arma11,211959.4349411981,149521.37896869608,118839.8371313518,118613.05355501233
pv,143,2025-05-24,arma11,14,True,,arma11,208077.15841534053,152644.05791869463,116279.75933368539,114890.7265462856
pv,144,2025-05-25,arma11,14,True,,arma11,206953.53965472642,152775.98057793188,106360.51842880559,104855.64460392763
pv,145,2025-05-26,arma11,14,True,,arma11,204979.68381112601,153615.7775161229,101491.8960018966,100626.60969794338
pv,146,2025-05-27,arma11,14,True,,arma11,206336.32673291126,156541.55954906237,101426.39786011119,101079.5026554381
pv,147,2025-05-28,arma11,14,True,,arma11,211445.1167219522,158732.40453612653,102989.99285575001,102047.4318853436
pv,148,2025-05-29,arma11,14,True,,arma11,226041.9499391253,163337.80049580772,111776.60852424071,110958.16282462336
pv,149,2025-05-30,ma1,14,True,,ma1,223844.64678607453,161805.114235936,115649.82363401234,115993.53836154491
pv,150,2025-05-31,ma1,14,True,,ma1,231876.67351306262,175016.07885561918,119537.19766063563,120252.68064050465
pv,151,2025-06-01,ma1,14,True,,ma1,217933.4037294649,162486.85962119678,113346.48049153667,113991.81074297415
pv,152,2025-06-02,ma1,14,True,,ma1,251590.3615124262,208516.21076509947,157692.7902940504,161132.584011389
pv,153,2025-06-03,ma1,14,True,,ma1,256463.9765372773,195966.1282072881,170104.83808284585,174682.56444068282
pv,154,2025-06-04,ma1,14,True,,ma1,240239.0397604701,190819.68468745745,171872.89818687295,178306.4501897466
pv,155,2025-06-05,ma1,14,True,,ma1,229969.7329791318,188416.035286697,178516.19646758965,186576.91292249714
pv,156,2025-06-06,ar1,14,True,,ar1,232462.73993574543,191133.51509467332,191457.92358928238,199639.39160681682
pv,157,2025-06-07,ar1,14,True,,ar1,241972.94782042815,196379.53174610384,220604.68857505845,226850.54311071493
pv,158,2025-06-08,ar1,14,True,,ar1,241318.98317732333,198911.66744063122,234533.2344403048,238456.255496641
pv,159,2025-06-09,ar1,14,True,,ar1,284588.5138973938,238249.20442145376,252645.29291669917,255875.69776928448
pv,160,2025-06-10,ar1,14,True,,ar1,277825.102640003,223241.54117749378,245343.0849802353,252402.9592067708
pv,161,2025-06-11,ar1,14,True,,ar1,269097.39947907213,228232.67587669723,247264.55924057175,254978.56626148534
