target,day_index,date,training_days,sufficient,ar1_ok,ar1_constant_bypass,ar1_fit_failure,ar1_insufficient_history,ma1_ok,ma1_constant_bypass,ma1_fit_failure,ma1_insufficient_history,arma11_ok,arma11_constant_bypass,arma11_fit_failure,arma11_insufficient_history,reasons
load,231,2025-08-20,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,232,2025-08-21,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,233,2025-08-22,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,234,2025-08-23,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,235,2025-08-24,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,236,2025-08-25,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,237,2025-08-26,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,238,2025-08-27,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,239,2025-08-28,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,240,2025-08-29,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,241,2025-08-30,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,242,2025-08-31,56,True,143,0,1,0,143,0,1,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
load,243,2025-09-01,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,244,2025-09-02,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,245,2025-09-03,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,246,2025-09-04,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,247,2025-09-05,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,248,2025-09-06,56,True,141,0,3,0,143,0,1,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 3}, ""ma1"": {""optimiser_not_converged"": 1}}"
load,249,2025-09-07,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,250,2025-09-08,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,251,2025-09-09,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,252,2025-09-10,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,253,2025-09-11,56,True,144,0,0,0,144,0,0,0,142,0,2,0,"{""arma11"": {""optimiser_not_converged"": 2}}"
load,254,2025-09-12,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,255,2025-09-13,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,256,2025-09-14,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,257,2025-09-15,56,True,144,0,0,0,142,0,2,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,258,2025-09-16,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,259,2025-09-17,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,260,2025-09-18,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,261,2025-09-19,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,262,2025-09-20,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,263,2025-09-21,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,264,2025-09-22,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,265,2025-09-23,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,266,2025-09-24,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,267,2025-09-25,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,268,2025-09-26,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,269,2025-09-27,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,270,2025-09-28,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,271,2025-09-29,56,True,142,0,2,0,144,0,0,0,143,0,1,0,"{""ar1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,272,2025-09-30,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,273,2025-10-01,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,274,2025-10-02,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,275,2025-10-03,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,276,2025-10-04,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,277,2025-10-05,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,278,2025-10-06,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,279,2025-10-07,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,280,2025-10-08,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,281,2025-10-09,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,282,2025-10-10,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,283,2025-10-11,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,284,2025-10-12,56,True,144,0,0,0,142,0,2,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,285,2025-10-13,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,286,2025-10-14,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,287,2025-10-15,56,True,142,0,2,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 2}}"
load,288,2025-10-16,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,289,2025-10-17,56,True,143,0,1,0,144,0,0,0,143,0,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,290,2025-10-18,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,291,2025-10-19,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,292,2025-10-20,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,293,2025-10-21,56,True,142,0,2,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 2}}"
load,294,2025-10-22,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,295,2025-10-23,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,296,2025-10-24,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,297,2025-10-25,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,298,2025-10-26,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,299,2025-10-27,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,300,2025-10-28,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,301,2025-10-29,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,302,2025-10-30,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,303,2025-10-31,56,True,143,0,1,0,143,0,1,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
load,304,2025-11-01,56,True,143,0,1,0,143,0,1,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
load,305,2025-11-02,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,306,2025-11-03,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,307,2025-11-04,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,308,2025-11-05,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,309,2025-11-06,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,310,2025-11-07,56,True,143,0,1,0,143,0,1,0,143,0,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,311,2025-11-08,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,312,2025-11-09,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,313,2025-11-10,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,314,2025-11-11,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,315,2025-11-12,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,316,2025-11-13,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,317,2025-11-14,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,318,2025-11-15,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,319,2025-11-16,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,320,2025-11-17,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,321,2025-11-18,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,322,2025-11-19,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,323,2025-11-20,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,324,2025-11-21,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,325,2025-11-22,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,326,2025-11-23,56,True,142,0,2,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 2}}"
load,327,2025-11-24,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,328,2025-11-25,56,True,143,0,1,0,143,0,1,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
load,329,2025-11-26,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,330,2025-11-27,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,331,2025-11-28,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,332,2025-11-29,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,333,2025-11-30,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,334,2025-12-01,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,335,2025-12-02,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,336,2025-12-03,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,337,2025-12-04,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,338,2025-12-05,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,339,2025-12-06,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,340,2025-12-07,56,True,143,0,1,0,144,0,0,0,143,0,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,341,2025-12-08,56,True,142,0,2,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 2}}"
load,342,2025-12-09,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,343,2025-12-10,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,344,2025-12-11,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,345,2025-12-12,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,346,2025-12-13,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,347,2025-12-14,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,348,2025-12-15,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,349,2025-12-16,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,350,2025-12-17,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,351,2025-12-18,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,352,2025-12-19,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,353,2025-12-20,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,354,2025-12-21,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,355,2025-12-22,56,True,143,0,1,0,144,0,0,0,144,0,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
load,356,2025-12-23,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,357,2025-12-24,56,True,144,0,0,0,144,0,0,0,143,0,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
load,358,2025-12-25,56,True,144,0,0,0,143,0,1,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
load,359,2025-12-26,56,True,143,0,1,0,144,0,0,0,142,0,2,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 2}}"
load,360,2025-12-27,56,True,144,0,0,0,143,0,1,0,143,0,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
load,361,2025-12-28,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,362,2025-12-29,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
load,363,2025-12-30,56,True,144,0,0,0,142,0,2,0,144,0,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
load,364,2025-12-31,56,True,144,0,0,0,144,0,0,0,144,0,0,0,
pv,1,2025-01-02,0,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,2,2025-01-03,1,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,3,2025-01-04,2,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,4,2025-01-05,3,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,5,2025-01-06,4,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,6,2025-01-07,5,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,7,2025-01-08,6,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,8,2025-01-09,7,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,9,2025-01-10,8,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,10,2025-01-11,9,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,11,2025-01-12,10,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,12,2025-01-13,11,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,13,2025-01-14,12,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,14,2025-01-15,13,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,15,2025-01-16,14,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,16,2025-01-17,15,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,17,2025-01-18,16,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,18,2025-01-19,17,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,19,2025-01-20,18,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,20,2025-01-21,19,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,21,2025-01-22,20,False,0,0,0,144,0,0,0,144,0,0,0,144,
pv,22,2025-01-23,21,True,76,67,1,0,75,67,2,0,77,67,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 2}}"
pv,23,2025-01-24,22,True,77,67,0,0,77,67,0,0,77,67,0,0,
pv,24,2025-01-25,23,True,77,67,0,0,77,67,0,0,77,67,0,0,
pv,25,2025-01-26,24,True,79,65,0,0,77,65,2,0,78,65,1,0,"{""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,26,2025-01-27,25,True,79,65,0,0,78,65,1,0,79,65,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,27,2025-01-28,26,True,78,65,1,0,78,65,1,0,78,65,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,28,2025-01-29,27,True,79,65,0,0,79,65,0,0,77,65,2,0,"{""arma11"": {""optimiser_not_converged"": 2}}"
pv,29,2025-01-30,28,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,30,2025-01-31,29,True,78,65,1,0,77,65,2,0,78,65,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,31,2025-02-01,30,True,78,65,1,0,78,65,1,0,79,65,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
pv,32,2025-02-02,31,True,78,65,1,0,78,65,1,0,79,65,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
pv,33,2025-02-03,32,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,34,2025-02-04,33,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,35,2025-02-05,34,True,79,65,0,0,79,65,0,0,78,65,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,36,2025-02-06,35,True,77,65,2,0,77,65,2,0,77,65,2,0,"{""ar1"": {""optimiser_not_converged"": 2}, ""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 2}}"
pv,37,2025-02-07,36,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,38,2025-02-08,37,True,78,65,1,0,79,65,0,0,78,65,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,39,2025-02-09,38,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,40,2025-02-10,39,True,79,65,0,0,77,65,2,0,78,65,1,0,"{""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,41,2025-02-11,40,True,79,65,0,0,79,65,0,0,79,65,0,0,
pv,42,2025-02-12,41,True,78,64,2,0,80,64,0,0,80,64,0,0,"{""ar1"": {""optimiser_not_converged"": 2}}"
pv,43,2025-02-13,42,True,80,63,1,0,81,63,0,0,81,63,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,44,2025-02-14,43,True,81,63,0,0,78,63,3,0,81,63,0,0,"{""ma1"": {""optimiser_not_converged"": 3}}"
pv,45,2025-02-15,44,True,81,63,0,0,81,63,0,0,81,63,0,0,
pv,46,2025-02-16,45,True,80,63,1,0,78,63,3,0,80,63,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 3}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,47,2025-02-17,46,True,81,63,0,0,80,63,1,0,81,63,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,48,2025-02-18,47,True,81,63,0,0,81,63,0,0,80,63,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,49,2025-02-19,48,True,80,63,1,0,81,63,0,0,81,63,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,50,2025-02-20,49,True,83,61,0,0,83,61,0,0,82,61,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,51,2025-02-21,50,True,83,61,0,0,83,61,0,0,83,61,0,0,
pv,52,2025-02-22,51,True,83,61,0,0,83,61,0,0,83,61,0,0,
pv,53,2025-02-23,52,True,81,61,2,0,82,61,1,0,81,61,2,0,"{""ar1"": {""optimiser_not_converged"": 2}, ""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 2}}"
pv,54,2025-02-24,53,True,81,61,2,0,82,61,1,0,82,61,1,0,"{""ar1"": {""optimiser_not_converged"": 2}, ""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,55,2025-02-25,54,True,83,61,0,0,83,61,0,0,82,61,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,56,2025-02-26,55,True,83,61,0,0,82,61,1,0,82,61,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,57,2025-02-27,56,True,83,61,0,0,82,61,1,0,83,61,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,58,2025-02-28,56,True,83,61,0,0,79,61,4,0,83,61,0,0,"{""ma1"": {""optimiser_not_converged"": 4}}"
pv,59,2025-03-01,56,True,83,61,0,0,83,61,0,0,82,61,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,60,2025-03-02,56,True,83,61,0,0,83,61,0,0,83,61,0,0,
pv,61,2025-03-03,56,True,83,61,0,0,83,61,0,0,82,61,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,62,2025-03-04,56,True,85,59,0,0,85,59,0,0,85,59,0,0,
pv,63,2025-03-05,56,True,84,59,1,0,85,59,0,0,85,59,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,64,2025-03-06,56,True,85,59,0,0,83,59,2,0,85,59,0,0,"{""ma1"": {""optimiser_not_converged"": 2}}"
pv,65,2025-03-07,56,True,84,59,1,0,85,59,0,0,85,59,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,66,2025-03-08,56,True,84,59,1,0,85,59,0,0,84,59,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,67,2025-03-09,56,True,85,59,0,0,84,59,1,0,85,59,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,68,2025-03-10,56,True,85,59,0,0,85,59,0,0,85,59,0,0,
pv,69,2025-03-11,56,True,85,59,0,0,85,59,0,0,85,59,0,0,
pv,70,2025-03-12,56,True,84,59,1,0,84,59,1,0,85,59,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
pv,71,2025-03-13,56,True,85,59,0,0,85,59,0,0,85,59,0,0,
pv,72,2025-03-14,56,True,84,59,1,0,82,59,3,0,83,59,2,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 3}, ""arma11"": {""optimiser_not_converged"": 2}}"
pv,73,2025-03-15,56,True,85,59,0,0,84,59,1,0,82,59,3,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 3}}"
pv,74,2025-03-16,56,True,85,59,0,0,84,59,1,0,84,59,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,75,2025-03-17,56,True,86,58,0,0,86,58,0,0,86,58,0,0,
pv,76,2025-03-18,56,True,86,57,1,0,87,57,0,0,87,57,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,77,2025-03-19,56,True,87,57,0,0,85,57,2,0,86,57,1,0,"{""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,78,2025-03-20,56,True,86,57,1,0,87,57,0,0,87,57,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,79,2025-03-21,56,True,87,57,0,0,87,57,0,0,87,57,0,0,
pv,80,2025-03-22,56,True,87,57,0,0,87,57,0,0,87,57,0,0,
pv,81,2025-03-23,56,True,87,57,0,0,87,57,0,0,87,57,0,0,
pv,82,2025-03-24,56,True,89,55,0,0,88,55,1,0,88,55,1,0,"{""ma1"": {""optimiser_not_converged"": 1}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,83,2025-03-25,56,True,89,55,0,0,89,55,0,0,88,55,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,84,2025-03-26,56,True,89,55,0,0,88,55,1,0,89,55,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,85,2025-03-27,56,True,89,55,0,0,89,55,0,0,88,55,1,0,"{""arma11"": {""optimiser_not_converged"": 1}}"
pv,86,2025-03-28,56,True,88,55,1,0,89,55,0,0,89,55,0,0,"{""ar1"": {""optimiser_not_converged"": 1}}"
pv,87,2025-03-29,56,True,89,55,0,0,88,55,1,0,89,55,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,88,2025-03-30,56,True,88,55,1,0,88,55,1,0,89,55,0,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 1}}"
pv,89,2025-03-31,56,True,88,55,1,0,87,55,2,0,88,55,1,0,"{""ar1"": {""optimiser_not_converged"": 1}, ""ma1"": {""optimiser_not_converged"": 2}, ""arma11"": {""optimiser_not_converged"": 1}}"
pv,90,2025-04-01,56,True,89,55,0,0,88,55,1,0,89,55,0,0,"{""ma1"": {""optimiser_not_converged"": 1}}"
pv,91,2025-04-02,56,True,89,55,0,0,89,55,0,0,89,55,0,0,
